ind;time;mean_R_full;mean_G_full;mean_B_full;mean_H_full;mean_S_full;mean_V_full;mean_L_full;mean_a_full;mean_b_full;area;height;width;diameter
0249palmer_sem3_num5;65;49.7261275248416;54.01072231543926;33.09399488360449;24.968924275600862;74.0234129570445;56.33602229627076;54.79831614527386;123.72484350826176;137.18366008231652;3624132.5;2910.0;1710.5;2148.0956495429937
0251palmer_sem3_num6;65;45.40650322238531;54.72265289974368;31.31619744089157;30.521291067418257;75.7762598753273;54.761923517900144;54.28693356582282;121.85086244757444;137.50905014614284;3662265.0;3074.0;1653.5;2159.3826772070133
0253palmer_sem3_num7;65;45.77714129652802;49.0555436076291;33.04095653299601;26.631894879255608;66.65539615741339;50.97227666510331;49.58669874710818;124.72145657179743;135.02629581188506;3996921.5;3131.0;1810.0;2255.889274144053
0255palmer_sem3_num8;65;46.07740320279835;56.74292592301586;31.283281084406845;31.803897434107924;79.82599565595667;56.768723265363036;56.29004780811057;121.059677379;138.41089120796593;3804640.0;3002.5;1714.0;2200.958420665607
0257palmer_sem3_num9;65;48.88726227060636;56.81575847023775;29.012308597805532;26.49794329665681;93.6511530691152;58.22513958860834;56.971087027118905;121.90342629503095;139.7570630048897;3542704.5;2908.0;1660.0;2123.826170466452
0259palmer_sem3_num10;65;46.31806513082868;56.061329817181985;30.25367479072972;30.51790288898394;83.66637958811765;56.113008070251425;55.52532659242491;121.34233556245238;138.64498941194356;3588079.0;2942.5;1650.5;2137.4006087877187
0261palmer_sem3_num11;65;49.474994019588735;59.07375221719431;32.786175148619044;29.437211448047837;84.56464396562889;59.18050614100212;59.300111662337294;121.18865683831648;139.01497762138797;3721171.0;2931.0;1753.5;2176.6756497152555
0263palmer_sem3_num12;65;42.86363978108261;52.59340643565477;32.02167208419717;32.589121295583965;72.6012885576252;52.62302113486079;52.02980014154053;121.74905103496825;136.61591819711094;3831348.5;3005.5;1755.0;2208.6689033058574
0265palmer_sem3_num13;65;44.4771788848832;54.326212417032174;31.731192372393732;31.08946865512368;78.95890102146845;54.286516588203405;53.9742449783381;121.49901471231183;137.46268753680678;3909974.5;3059.5;1766.5;2231.217783958171
0267palmer_sem3_num14;65;46.46486356733337;59.51883013182625;32.02717070099451;31.895901055045954;83.96908398637945;59.46149427540379;59.119110115912655;120.0872872334843;138.9693995977688;3544916.5;2883.0;1710.5;2124.5043517608856
0269palmer_sem3_num15;65;43.573175752375015;51.54153436951636;33.783658781145505;30.78346689875267;64.1922580345077;51.605991307097476;51.35627290913144;122.8465419445407;135.32750164105653;3869506.5;3062.0;1798.0;2219.6378263912475
0271palmer_sem3_num16;65;48.52370597686361;60.966527888871184;31.028581024332446;29.740163463051747;88.5292580404097;60.9919562776854;60.64681293989946;120.1572291817053;139.8975712841663;3765786.0;3134.5;1681.5;2189.6909372357604
0273palmer_sem3_num17;65;46.19469289541938;57.229696135953205;30.770907053714705;30.93137471286393;82.7065788512543;57.3087094344465;56.67480646853724;120.68393141751673;139.04896836980384;3705036.0;2964.5;1678.0;2171.9544381220103
0275palmer_sem3_num18;65;52.27429884859705;59.1914889462364;32.18228519782108;26.10679363928781;87.8125605479438;62.26205636737009;60.18772416236948;122.45075118841295;139.3734429196969;3802232.0;3158.5;1672.0;2200.2399776354896
0277palmer_sem3_num19;65;41.18629716376968;54.736696567866886;30.563136339089198;35.34583054296131;82.39207975864372;54.675944396838226;53.59829780602839;119.94227823704672;137.95634559799106;3897072.5;3013.5;1742.0;2227.5287898572124
0279palmer_sem3_num20;65;44.77435992732895;56.17728400595289;32.3354305772216;33.69907466715425;83.39684958677833;56.196649078326;55.78244124305169;120.47454765151292;138.339368736397;3584239.0;2819.0;1668.0;2136.256691336309
0281palmer_sem3_num21;65;47.241649576520025;52.82612847462387;31.86769117243052;26.271907354988;74.21855030528174;53.39651155894764;53.26920420829528;123.37040836015305;136.8675423858242;3873337.0;3250.5;1691.5;2220.737874503886
0283palmer_sem3_num22;65;50.7132867250094;55.677513998898746;33.58033885479486;25.900436580308128;76.55109189099093;57.43674816071577;56.65803199236326;123.443231705864;137.6635980728694;3926448.5;3071.0;1730.0;2235.899376483284
0285palmer_sem3_num23;65;49.75369937403423;62.22079690419921;31.907584145353212;31.83947162857337;92.64044755384722;62.25203131604994;62.128009893192385;119.61075656308428;140.73132114654584;4258638.0;3091.0;1842.0;2328.5596658992818
0287palmer_sem3_num24;65;47.61095453835002;62.54747434931803;30.20625704517835;30.71105895847657;88.44709816241054;62.63925786633494;61.83471993034415;119.4052690398748;140.17055243364956;4036400.0;3151.5;1855.0;2267.0033276749937
0289palmer_sem3_num25;65;49.840796839939564;58.0336780117397;31.767502796469532;28.617300328502672;86.41035895562939;58.077865383034016;58.36555998613427;121.6792680511628;139.2944835013746;3327152.0;2822.0;1593.0;2058.21155843138
0291palmer_sem3_num26;65;43.156366637355156;50.51604248496624;29.432384087568998;29.03401362442194;78.85677631119366;50.61713855763855;50.048149389029646;122.49671628116442;137.1537211067899;3940084.0;3019.5;1791.5;2239.7925545232583
0293palmer_sem3_num27;65;49.850495331576006;62.31024459127363;31.48941291789059;30.768747058005427;91.75026638864223;62.283756796423205;62.205404559794786;119.70556658711472;140.70715589091373;3539373.0;2902.0;1663.0;2122.7656666656408
0295palmer_sem3_num28;65;47.039379618531115;63.77697504658421;28.52589771357789;33.42759347314201;105.926724765663;63.729386081092436;62.87535069255605;117.6009036135123;142.52307052517241;3783735.0;2959.0;1699.5;2194.8965474189968
0297palmer_sem3_num29;65;48.71710476678524;55.14149161668071;32.55206354527525;27.86090919658485;78.84391756198465;55.87979652434266;55.70902327042306;122.70119471640578;137.78565134870703;3816938.0;3049.5;1726.0;2204.508568457806
0299palmer_sem3_num30;65;41.701851785238816;50.31119247408633;31.54959551547325;30.85719772749421;69.22663458069404;50.39169833989118;49.75708849831585;122.39475534842596;135.9407567569603;3563874.0;2910.5;1663.0;2130.171963142935
0301palmer_sem3_num31;65;48.925209097738744;63.772137919657666;32.34306117641745;31.65934549374304;90.8638435931058;63.79429937412082;63.39273001976569;118.95306010193443;140.65402021482657;3879529.0;3028.0;1750.5;2222.5108163977534
0303palmer_sem3_num32;65;42.33499005780719;54.337615145202754;31.40688903015061;33.31225708785669;78.03868101187666;54.24592927047596;53.45533908855578;120.7115694713382;137.4224858089446;3540394.5;2981.5;1628.5;2123.1508144779277
0305palmer_sem3_num33;65;53.60925137703715;56.64766955743607;34.725530438171816;25.78344617174621;79.11111727857661;57.539644647539816;58.24151812046975;123.71423408509115;138.3736319887591;3601157.0;2903.0;1616.0;2141.2903385983664
0307palmer_sem3_num34;65;51.40874588708864;61.03759978689077;31.82262783629281;28.561186815721143;91.39000146701919;62.19119923101368;61.426187621299064;120.90072839006851;140.29933832500865;3895693.0;3007.0;1768.5;2227.1244703780467
0309palmer_sem3_num35;65;43.453871072244475;55.882962272262105;31.002701416688648;32.11956315681263;81.26901272878037;55.80710391611346;55.07941617853172;120.43245252026682;138.10877978757043;3833931.0;3148.5;1696.0;2209.414239553701
0311palmer_sem3_num36;65;52.990857644801046;58.63877146137627;32.90616845151598;27.05732613337423;86.18501535759516;60.710446729648396;59.78535180171753;122.76830833305547;139.32056300206784;3744217.5;2967.5;1681.0;2183.4106554425744
0313palmer_sem3_num37;65;48.59913477576941;61.573313441247976;31.45286303131316;31.877355740874115;93.79590264712186;61.58394086381516;61.336170416695346;119.40428475857756;140.7106604608231;3506954.0;2866.0;1624.5;2113.0889472465883
0315palmer_sem3_num38;65;48.36833522236489;61.42469659406518;31.44363828588;32.3875514029351;93.38639528860381;61.37183704961731;61.10920917641362;119.33201425149821;140.7294573839437;3405321.5;2827.0;1587.0;2082.236318981728
0317palmer_sem3_num39;65;53.92346163586768;65.07024718622839;32.93592795324919;28.75668658938757;91.99716138404068;65.42730727847304;65.62209861335799;120.28900121882477;141.12337689079274;3199539.0;2776.0;1593.0;2018.3414790011768
0319palmer_sem3_num40;65;43.47277657549528;52.25032100254585;31.453162810119856;31.51556826261923;73.45823742752647;52.34368127493782;51.784478093320104;122.06389874402365;136.93189633275153;3816270.0;2908.0;1728.5;2204.315921109983
0321palmer_sem3_num41;65;54.03947376720532;61.55349037851508;29.96955079390358;27.242933505808878;100.57490589505915;62.4491431048146;62.39588871453065;121.28018857371521;141.78852129340842;3640851.0;2836.0;1718.5;2153.061748878654
0323palmer_sem3_num42;65;40.770753102642594;49.091906118729035;31.844178456934447;31.915973921637306;65.98448530045388;49.06623196830722;48.46248500602759;122.58042876480947;135.3539374092768;3530828.0;2880.5;1679.5;2120.2791689348433
0325palmer_sem3_num43;65;47.67588567380884;56.44604453897284;32.48151118769073;29.65926484475349;80.78161448914892;56.433420930373536;56.52243715609732;121.68665380349228;138.1747755580588;3253279.5;2788.5;1606.0;2035.2318267795285
0327palmer_sem3_num44;65;43.639022700039256;44.84061708509717;33.56687252007013;26.875479297251196;55.44281748662405;46.550052796419976;45.36395504625194;125.78848468693424;133.5563719349622;3783655.5;2928.5;1718.0;2194.876053755011
0329palmer_sem3_num45;65;48.28787397748201;64.57122284814142;29.315511275626612;31.62372525733779;100.63117942083731;64.49860516714224;63.83453775694478;118.21750898153601;141.89617554761548;3508320.5;2828.0;1729.5;2113.5076577591713
0331palmer_sem3_num46;65;52.63899620017543;62.72218897824071;31.34747512670905;28.104427985772837;94.117386820357;64.16968853486169;63.159851137212975;120.66063295623914;140.9760045683061;3511521.5;2978.0;1636.0;2114.47566650018
0333palmer_sem3_num47;65;48.56438154908845;59.19000649741329;30.455973032147842;28.685224752366647;87.80328384726923;59.22169024403904;59.015136270061554;120.81527727165064;139.5893057306611;3413361.5;2854.0;1700.5;2084.711610529212
0335palmer_sem3_num48;65;38.09022006027261;42.275701143419155;32.07950379070216;32.155847566166436;48.07685377524486;42.333489883046006;41.5339704048088;124.94577482925621;132.54097873652307;3566847.5;2955.0;1641.0;2131.0673096241253
0337palmer_sem3_num49;65;42.081491983713185;49.35665779902804;32.428378744884704;31.595175387988448;66.1416584687041;49.32569889871239;48.88511186419964;122.9407716037368;135.37739003819058;3529019.5;2822.0;1685.5;2119.735209644698
0339palmer_sem3_num50;65;51.97965972898698;55.895484575424064;33.076519732913965;24.92442293250195;81.49306706403156;58.05498935981528;57.16800657893139;123.67319502347179;138.1888573133892;3202372.0;2746.5;1574.5;2019.2529520982625
0341palmer_sem3_num51;65;47.94298609251352;64.95192049109116;30.646358321651373;33.612277845200026;99.15399691865109;64.86805460740085;64.13182628008212;117.79630754952551;141.78794894551612;3307545.0;2941.0;1524.0;2052.1402833114107
0343palmer_sem3_num52;65;47.071425633795755;60.774249635987;30.90129989139989;32.173909998274354;91.97584000480587;60.766622948726216;60.284923713310825;119.371679343278;140.24484474940826;3771200.0;2925.5;1754.0;2191.264644034549
0345palmer_sem3_num53;65;44.51285353156054;57.70925775148756;31.319902693665014;33.47495585954532;86.40354344456699;57.63381468784149;56.96710881393466;119.80071533526285;138.975112214158;3651824.0;2936.5;1673.5;2156.299566961058
0347palmer_sem3_num54;65;49.25439371371181;56.91048218819908;34.19303343176591;30.61944533191176;80.38457947423804;57.47674055041982;57.43420136135333;121.9541169762764;138.1698433815948;3679669.5;2806.0;1717.0;2164.5093466547696
0349palmer_sem3_num55;65;45.094245293363045;51.52901402411232;31.159978035867358;27.70931139841052;73.2147259156423;51.71066683550002;51.53241033573399;123.05114569187263;136.69485079289086;3560665.0;2956.5;1675.0;2129.213942982805
0351palmer_sem3_num56;65;48.322869093466814;59.364950227833134;32.132566991239656;30.49511238867857;82.60509332255259;59.33065181076991;59.173474627388245;120.79723346690615;139.0526204888917;3583936.0;2931.0;1679.5;2136.163985617395
0353palmer_sem3_num57;65;42.24143729666745;49.62098323136018;32.09500416179494;31.217293428252077;67.5131988844894;49.54242410196998;49.24845662181647;122.83896996529872;135.60514350562102;3691782.5;2971.5;1689.5;2168.0690644037577
0355palmer_sem3_num58;65;57.565124192092725;66.160054670142;33.41856104093766;26.284951263274532;92.47474498027896;67.92676070841192;67.3816932770514;121.18559961407058;141.48204694604652;3505589.0;3072.0;1584.5;2112.5744449430913
0357palmer_sem3_num59;65;39.75879417816712;47.63088607500245;31.133760444447088;32.53043489333721;65.52848347556844;47.610329408899105;46.830184106868856;122.85115842834921;135.08559252931155;3875306.0;3032.0;1729.5;2221.3041713045363
0359palmer_sem3_num60;65;50.70104111544178;64.51752336969561;30.16836336366323;31.00627570764994;99.673299208132;64.46252882388487;64.24263024519524;118.88134652351064;142.15006024796511;3653269.0;2980.0;1645.0;2156.7237471973253
0361palmer_sem4_num1;80;42.76290142892364;51.50048464385778;25.799218546473213;30.57528881325397;98.40581436149051;51.69577712652647;50.7091373077859;121.18895506355484;139.6348808425372;5318450.0;3431.0;1996.0;2602.2055074947393
0363palmer_sem4_num2;80;39.54882552369932;48.88576336008481;26.36089678815141;31.26700018493917;89.2436781323285;48.813020189576775;47.636804889329355;121.50118292750065;137.76078853974647;4579992.0;3207.5;1929.0;2414.8311379554634
0365palmer_sem4_num3;80;41.27047138465343;45.54651417527951;27.8609592820378;26.95431837940115;77.27675956354933;46.7048316334793;45.118132183632405;123.96577946485095;136.01446139297218;4709718.0;3310.5;1946.5;2448.7769511988668
0367palmer_sem4_num4;80;45.5090353634737;54.26663024872686;25.905059153474568;30.55575615847421;98.37862800657363;54.666271503299726;53.652152128160495;121.21823883635315;140.1953193890454;4890171.0;3298.0;1965.5;2495.2659962002035
0369palmer_sem4_num5;80;41.80501146493128;48.53752841787915;27.008254765579835;28.63400170922341;87.87603617421402;50.1951887133631;47.83224517823857;122.71015175774559;137.52850398547753;4864713.0;3365.0;1938.0;2488.760734720379
0371palmer_sem4_num6;80;37.37120103531764;42.79404845384714;26.445413437850604;28.954098543589915;74.72128972420697;43.150048496250065;41.54229469515276;123.6962403564534;135.28002781372322;4657234.0;3296.5;1929.5;2435.0906046053
0373palmer_sem4_num7;80;40.31008244095722;46.390769408473844;27.51347265312119;28.990458092418052;80.09866296405109;46.88594521185542;45.547270769892855;123.07620441647695;136.5544824496289;4585542.5;3264.5;1874.0;2416.2924839772986
0375palmer_sem4_num8;80;38.5768156653546;40.43220144645181;27.06857262813538;26.33208417818552;68.54262145906192;43.07105634876061;39.70799632868918;125.5675127020282;134.14945031212727;4646837.5;3348.0;1926.5;2432.386891017753
0377palmer_sem4_num9;80;40.89922010877397;44.17467870738877;26.337742448895177;25.88216965624636;87.3604122593755;46.214761668463524;43.67933139340818;124.19038900013908;136.61220943511526;4836757.0;3239.5;1929.5;2481.592096081157
0379palmer_sem4_num10;80;41.96077114937745;42.985372124118435;33.197992071283096;37.843863383906594;53.318090909701716;45.71090366399399;43.33388882627281;126.20759012170264;132.64127636453904;4408107.5;3291.0;1836.0;2369.082311566765
0381palmer_sem4_num11;80;40.80239997010878;45.123923378711204;26.02666249275947;27.055810127398125;85.68068896240862;47.92082593899782;44.438422349785654;124.01997746448515;136.5525311707372;4744755.0;3229.5;1964.5;2457.8735696932063
0383palmer_sem4_num12;80;43.78327410251626;55.038637107382534;27.318603298088327;31.861609175210265;96.30282174366285;54.99016030794481;54.04831660603028;120.2414466768486;139.85673394341654;4396156.5;3143.0;1845.5;2365.864960277501
0385palmer_sem4_num13;80;39.32705490382778;42.920324842781184;28.309559635662087;28.23316153988474;71.68621681444341;43.71648276956565;42.21492506120193;124.45126121532812;134.92822703939817;4623119.0;3242.0;1895.0;2426.1747383752568
0387palmer_sem4_num14;80;45.864130033223155;55.2265588929854;26.871357038278155;27.926146625147236;96.07781183699863;55.88110412639515;54.7488344857215;121.1632134726613;139.96442079446155;4338002.5;3170.5;1873.0;2350.039356601129
0389palmer_sem4_num15;80;39.31124379833871;45.12524876664492;26.710851795432305;27.02939516692189;80.76587153664778;46.318027072647;44.12884265798562;123.44812722440292;136.1133211910523;4583226.5;3323.0;1879.5;2415.669485510306
0391palmer_sem4_num16;80;45.24376973062583;46.18071970575478;26.0004461502849;21.40596601060205;94.99647559551308;52.00340910943317;46.68051255543239;125.19862222427344;137.48933220924323;4468137.5;3206.5;1872.0;2385.162744820156
0393palmer_sem4_num17;80;43.54927297838978;53.25609259060562;27.99017227819891;29.60789195046073;87.16108336113012;53.35097650760522;52.421021361536255;121.32767030936381;138.58216319951094;4238973.0;3128.5;1845.5;2323.191499255866
0395palmer_sem4_num18;80;41.289687540383504;48.102597890886095;26.680982711923622;27.62019701495178;87.44976392139381;49.17130929906754;47.26520595037531;122.61057876180278;137.5482237696806;4637616.0;3274.5;1885.5;2429.975173225792
0397palmer_sem4_num19;80;38.26546920785752;37.02263321081138;27.586690441814408;39.75829727392478;67.70573711523448;41.537977754554895;36.66424590018413;127.16331527474426;132.90609283790627;4411047.0;3126.0;1879.0;2369.8654360627324
0399palmer_sem4_num20;80;41.80942532078843;52.340633639068315;29.98155641931811;33.08557579148419;81.64217931910063;52.49978220503375;51.3582668973226;121.11204908214391;137.58512005802928;4860707.5;3338.0;1931.0;2487.7131926636594
0401palmer_sem4_num21;80;42.39996333811179;46.769667934122744;26.88062680933953;27.746504143994713;84.30456113046134;49.820678320620395;46.22054442387022;123.93879849557683;136.8420739928975;4872455.5;3255.5;2009.0;2490.742261867149
0403palmer_sem4_num22;80;43.97289786846585;58.128306515973776;27.18791946331463;32.65656782489009;101.62069851021911;58.076862095293066;57.026444187343294;118.97674056208577;140.85366172601468;4482189.5;3188.5;1891.0;2388.888989250696
0405palmer_sem4_num23;80;40.79594574344948;48.865908105640926;27.67603426465312;31.26464804464708;81.5927442820838;49.89704672238613;47.77376422476775;122.36549914401684;137.1091982017765;5106938.5;3416.0;2001.0;2549.8378721310487
0407palmer_sem4_num24;80;40.48025549710599;35.37245801273645;29.011436033156794;24.766261322999462;59.37609678413578;40.81772175607257;35.881242935403904;128.845485943032;131.9565269443686;4592538.0;3287.5;1889.5;2416.629374361665
0409palmer_sem4_num25;80;42.537531110852726;41.38645577534604;29.199079854369877;27.76794824098293;70.83837536328429;46.29443546842514;41.862303492355146;126.84127508309533;133.97870981131072;4287944.0;3275.0;1819.0;2336.566718171891
0411palmer_sem4_num26;80;47.67885086834943;63.38563103836889;26.246659556195826;31.59185833946989;110.642617412251;63.34624758066599;62.428878964328135;117.93228976217395;143.1233365967633;4275327.0;3110.5;1851.5;2333.1335950856783
0413palmer_sem4_num27;80;47.02374101080003;52.1452976280039;28.377796766611727;27.4599158501969;92.74694062621599;54.82935243079797;52.23143830629168;123.05674444607271;138.86795301772372;4026990.0;2958.5;1761.5;2264.356172352945
0415palmer_sem4_num28;80;49.01981534248675;57.66430998487375;27.844248656600836;27.009951098505912;95.65567222769863;58.11750502155849;57.76849098798851;121.37769214251837;140.34431130787738;4512306.0;3221.5;1973.0;2396.9087802175227
0417palmer_sem4_num29;80;44.433996645222656;48.53619396230296;29.50723585161304;29.51789113996418;78.46959562857116;51.74128801766818;48.49098985300954;124.21323367074771;136.4618125121248;4330349.0;3151.0;1847.5;2348.095111375801
0419palmer_sem4_num30;80;41.01690376948034;42.99800755385226;28.70115786576317;29.051564850974284;72.08876927171775;44.83061765284666;42.73755263682982;125.20045516222264;134.82731936848805;4826296.0;3300.5;1959.5;2478.916651739181
0421palmer_sem4_num31;80;43.714648064556826;52.17510378550281;29.51506255327291;28.199332496310515;81.25851370888125;53.12965547085904;51.60357793121268;122.039946759681;137.742895755502;4044945.0;3048.0;1774.5;2269.377167364535
0423palmer_sem4_num32;80;43.76285459447743;48.314673216854686;29.69022534533351;28.283347680294014;82.73693021267718;49.892237408918994;48.3307525640767;123.55174651334507;136.8413407666479;4632931.0;3168.0;1901.0;2428.7482301783084
0425palmer_sem4_num33;80;42.79416838551126;51.21328274574642;27.40428210310639;29.695079261342247;88.13865629341774;51.698310116232264;50.3241957371617;121.73131140397552;138.4853356727255;4442376.5;3104.5;1853.5;2378.245116369967
0427palmer_sem4_num34;80;46.60924073686046;44.955700213387786;29.253699696701066;24.95087784001717;84.43749014298305;49.67320584024424;46.02473220101414;126.35374909231962;136.31730082018572;4433326.0;3044.5;1861.5;2375.8283111398
0429palmer_sem4_num35;80;42.518526630824134;36.50747868485421;28.923445773745822;33.56469694100587;69.0554823683478;43.687377821389944;37.56016620257292;129.13516516680087;132.75935349740305;4582957.0;3198.0;1907.0;2415.6156886299204
0431palmer_sem4_num36;80;41.817600570410036;48.63640865237626;27.351648947362037;32.680268256542924;87.42604884797731;49.54707673744701;47.87358232566203;122.5336532755899;137.70489010769572;4748948.5;3199.0;1929.0;2458.9726393028986
0433palmer_sem4_num37;80;38.85796991387514;43.840698513110226;29.26787117003652;29.25634720569277;66.62001955777515;44.02868740184318;42.981544856147394;124.00794747612579;134.68361459227654;4300515.5;3111.5;1837.0;2339.995976305795
0435palmer_sem4_num38;80;48.54078844796195;54.42455939668628;26.57589973108604;25.54225719643301;100.15812929116905;56.32979435103788;54.74513187728057;122.40709125160005;140.27520709332873;5128501.0;3444.5;2015.5;2555.3487781461795
0437palmer_sem4_num39;80;41.7118938610311;43.02767712979067;29.27525108284204;26.61135680811089;68.59158900970253;45.65099942614106;42.94386724503825;125.62725992053156;134.55955475491294;4519344.5;3294.0;1856.0;2398.791292760732
0439palmer_sem4_num40;80;46.71356204165828;49.87217663532013;29.83285898063143;29.4299029121365;81.70951701246312;53.23267447495748;50.37027119236498;124.29648863176917;137.03440879849865;4645145.0;3260.0;1943.0;2431.9173318030835
0441palmer_sem4_num41;80;42.83224509131567;53.98977974353197;26.723770794081375;30.782980412888232;95.76166591816622;54.307343522201926;52.89749945554839;120.42727477767788;139.63442040167195;4680201.0;3209.0;1943.0;2441.1093222243358
0443palmer_sem4_num42;80;42.45931089004446;49.14315033147212;28.05767006806277;27.553396154537893;82.0760000236867;50.03850049177929;48.571905686931075;122.76563031813627;137.25792946367358;4407495.5;3223.0;1852.0;2368.920576419011
0445palmer_sem4_num43;80;46.27875183070999;46.96589473920634;28.185261093476953;28.54545799055791;85.7080299433488;52.41966658995256;47.52110385960575;125.55651598978457;136.71128688806007;4612072.0;3212.0;1914.0;2423.261193824913
0447palmer_sem4_num44;80;42.537592117167065;49.78730418288964;28.76767634435113;29.115418513647707;81.59130949267163;50.53914086391058;49.17937260001963;122.54920148127243;137.27091461155612;4626807.5;3386.0;1828.5;2427.141341949226
0449palmer_sem4_num45;80;46.52666816002611;54.160946280126026;26.75868279187018;26.683309660114197;96.6338432832422;55.5938077540823;53.935969435291135;121.80794458573116;139.8885178370185;4689390.0;3276.0;1922.5;2443.486582257342
0451palmer_sem4_num46;80;42.43301361047217;47.72565364105341;28.386140852717517;27.050815220073535;73.65917233764743;48.489145056775094;47.111851990582274;123.56332776184868;136.47353497241397;4986674.0;3390.5;1979.0;2519.632517210048
0453palmer_sem4_num47;80;39.380277318612855;39.03307346241688;28.37628451368915;27.081863162354175;65.80081592296523;41.65099269247099;38.80202701496378;126.5182662508472;133.44283135027592;4697736.0;3341.5;1880.0;2445.626818726369
0455palmer_sem4_num48;80;36.998766919964396;42.792041010010706;27.565791588191495;32.52413906915387;72.36994021303268;42.996233171168214;41.49273376875795;123.5419101345683;134.97468038519844;4407986.0;3148.0;1846.0;2369.0542220432644
0457palmer_sem4_num49;80;39.25025714747233;43.87795650292023;26.905257410361944;27.50590142836145;80.03311652368293;45.269216432294904;42.968111219999436;123.93659689669764;135.84449262841179;4407088.5;3143.5;1852.5;2368.8045104955954
0459palmer_sem4_num50;80;45.094956286726635;54.995830958728774;27.918004823849248;30.16648695153299;93.70057570366971;55.2266213736318;54.386413113131816;120.8676031973131;139.65131920402928;4541457.0;3280.5;1844.5;2404.653569954785
0461palmer_sem4_num51;80;40.19312307293065;48.78979904874788;27.355407320924286;32.380597397570874;82.7911123333715;49.023062851191405;47.583095768613404;121.84100793607107;137.47979868834386;4664142.5;3147.0;1918.0;2436.916020852205
0463palmer_sem4_num52;80;48.13630544105176;51.230850258286104;28.03019160536089;23.314718802183126;93.21965995856071;55.67705496445522;51.84747441042147;123.94550898454409;138.6523071006735;4931797.0;3432.5;1915.5;2505.8149993821203
0465palmer_sem4_num53;80;43.548200769892894;52.828812463784104;27.25825850134161;30.866164697559185;93.23602574120079;52.81733315047453;52.05501124260558;121.14404508027474;139.23511539459182;5056824.5;3437.0;1937.0;2537.4293020091945
0467palmer_sem4_num54;80;40.38930462806066;42.793398864690715;27.458610791500195;28.428894219743885;76.74632168771974;45.19850817893257;42.32505039143585;124.99992923962378;135.25124735902202;4196158.5;3135.0;1785.0;2311.427207952288
0469palmer_sem4_num55;80;41.77597086580885;47.48189771416442;27.47536466275515;28.243332347860786;78.88311284306643;48.957850057774465;46.65246055778468;123.42591722229021;136.74357547398205;4480531.5;3211.5;1853.0;2388.469700994632
0471palmer_sem4_num56;80;45.729284953266585;51.49908675695263;27.525765719650327;25.087308908013078;90.21558403093495;54.07726144135896;51.34568717366325;122.98287464463313;138.54661508557535;4310485.5;3156.0;1813.5;2342.7077681860264
0473palmer_sem4_num57;80;48.74055031998265;59.0858596442673;27.754473890737767;28.107565342223182;99.23842042670113;59.700462362846714;58.88239416886579;120.59350545135156;140.98056964020094;4294483.5;3133.0;1887.0;2338.337569338911
0475palmer_sem4_num58;80;43.67772570406497;49.46800298698614;27.62666302284522;27.2097117257248;88.74409588645685;50.95233941438552;49.18274338137368;122.97653430227648;137.90646051074424;5121114.0;3395.5;1988.5;2553.508031901328
0477palmer_sem4_num59;80;45.29756176397417;46.94709115834709;27.531187628482485;26.679802862016807;86.97925461549603;51.88935048531985;47.26534637474713;125.03193312059334;137.00111717223248;5158852.5;3455.5;1990.5;2562.879673870381
0479palmer_sem4_num60;80;36.880808534597726;42.343369974469006;27.29020355455428;34.11332754185492;64.62960426843185;43.29618811811574;41.00432631537002;124.11200003801879;134.378921545221;4421074.5;3189.5;1915.5;2372.564503501449
0481palmer_sem5_num1;95;41.449753255077965;45.03447965032933;26.30366889758282;31.880369548851853;86.72768752610224;48.72146788900917;44.57604850842647;124.43136945678543;136.44737994278478;5484263.0;3498.5;2073.0;2642.495066641289
0483palmer_sem5_num2;95;41.14026405083405;44.51135088360688;26.564879640106106;30.56193246747499;82.21970955137314;47.37874635480125;43.99223512643821;124.42587877437315;136.12408606964112;5060902.0;3361.5;2038.5;2538.4489090113143
0485palmer_sem5_num3;95;43.057659839248416;43.2260514948444;29.413746590343337;32.70307892639827;73.96464637710847;47.00406379967811;43.52421273172775;126.0422926799455;134.75921846496482;5085296.5;3423.5;1983.5;2544.5527720797672
0487palmer_sem5_num4;95;38.78805353632332;40.20825835102259;27.041719427236142;54.018648935844965;74.46540105362371;44.12134766991332;39.66424651987928;125.7049796093613;134.21592429867692;4923521.5;3241.5;2008.5;2503.761532937293
0489palmer_sem5_num5;95;39.21451147278839;37.956495248315186;27.540239232702433;55.99730949012948;69.20141136455733;43.37503291796436;37.923455835862775;127.10558666436673;133.107870010456;5054438.5;3417.0;2054.5;2536.8305914845605
0491palmer_sem5_num6;95;40.79915736836402;45.09821945657588;26.95630728260119;28.55299057475818;81.64305396558625;46.47349090211978;44.403910773128025;123.93516075365805;136.2868469925383;5001738.0;3372.5;1962.0;2523.5670963260445
0493palmer_sem5_num7;95;38.24681200620333;38.861165734054936;27.33507014615038;49.9506840593195;69.80346333876328;42.745799707789466;38.287114615633826;126.24627348446684;133.49131478842742;4978454.0;3448.5;1947.0;2517.6833919308883
0495palmer_sem5_num8;95;40.70215369421645;44.28310136121754;28.685616432495127;66.39950600244899;74.17104407459439;47.47837290168753;43.73885452271305;124.87320045930113;134.74798291465459;5464587.5;3520.5;2079.5;2637.7483511438118
0497palmer_sem5_num9;95;40.32417888497305;38.52265724997926;28.706453011044868;67.16499223081534;69.744168140217;43.778018221412815;38.56238309278217;127.42281840059596;133.00974730059121;5135604.0;3327.0;2022.5;2557.113798876
