ind;sst;mean_R_full;mean_G_full;mean_B_full
0681palmer_sem6_num41;5.7;34.914879535480985;32.835049455515396;26.74721193210597
0683palmer_sem6_num42;5.8;36.62036918279078;36.018327958088676;31.06573068253584
0685palmer_sem6_num43;5.7;37.82688978226162;36.78504161261015;29.940181007626823
0687palmer_sem6_num44;5.6;38.27277887200862;35.9388371010482;30.217273335072516
0689palmer_sem6_num45;5.8;39.17603005355251;35.74206129347222;28.739788663531126
0691palmer_sem6_num46;5.6;35.24434315601358;37.73018060236897;28.66586579820128
0693palmer_sem6_num47;5.8;34.61115982650226;28.034053261436505;27.7465671522516
0695palmer_sem6_num48;5.7;38.6292383089744;31.61707104493537;33.595748801107746
0697palmer_sem6_num49;5.7;38.128646598161545;37.911876397647006;30.47037189553004
0699palmer_sem6_num50;5.7;42.088598357499855;36.55180907388;28.676383943939953
0701palmer_sem6_num51;5.7;35.23117023521494;29.718595079701558;28.421305264499413
0703palmer_sem6_num52;5.7;44.32842853369289;35.475326750918185;31.23048182628868
0705palmer_sem6_num53;5.5;37.80720305777065;33.88328500100266;32.60973425229125
0707palmer_sem6_num54;5.5;40.17782232367826;35.815290943736855;30.87080293216504
0709palmer_sem6_num55;5.5;37.130521652946186;33.91715465282921;29.950586080903395
0711palmer_sem6_num56;5.5;40.79278387086699;37.74630014201921;29.996631836668385
0713palmer_sem6_num57;6.0;40.94844586070946;34.25276204485485;28.614740734050045
0715palmer_sem6_num58;5.6;42.98287818070146;36.0208053707281;31.322179360209628
0717palmer_sem6_num59;5.4;36.63368514258608;36.786970397191574;27.440684823264238
0719palmer_sem6_num60;5.6;34.93210250241461;29.626949012782887;28.941659169631947
0721palmer_sem7_num1;5.0;40.34426566279648;42.059465385701984;20.797484022158105
0723palmer_sem7_num2;5.3;39.38364820055703;40.97799053870165;20.70242222727552
0725palmer_sem7_num3;5.0;38.43860452606869;40.22622977726171;22.088021371846146
0727palmer_sem7_num4;5.6;31.30436551955714;29.187115915808487;21.427984152799358
0729palmer_sem7_num5;5.6;36.06208852936036;29.14929126200435;21.183925329164747
0731palmer_sem7_num6;5.8;29.120974627863887;25.75972510530229;21.466693387167627
0733palmer_sem7_num7;5.0;33.11800699932142;34.03763679544494;21.678778473040037
0735palmer_sem7_num8;5.2;31.964636442296644;27.056622323295198;23.543875853556266
0737palmer_sem7_num9;5.4;33.15912602213348;26.88782828350368;23.2322303618597
0739palmer_sem7_num10;5.4;30.24493253219206;23.279011516941303;20.696720383574647
0741palmer_sem7_num11;5.8;36.30451976670361;29.122594181868767;23.23102495498795
0743palmer_sem7_num12;5.4;47.652937141702786;52.669021055710715;23.04193021962454
0745palmer_sem7_num13;5.6;35.58995729782693;27.09442614493743;24.19653606590873
0747palmer_sem7_num14;5.4;30.587425717023287;30.215147372530236;23.911545528329604
0749palmer_sem7_num15;5.4;35.66804865807259;28.870401024231374;24.15463030828135
0751palmer_sem7_num16;5.4;33.0702947087374;28.032419785305013;25.28470571822632
0753palmer_sem7_num17;5.6;30.43456922608373;25.54312099071487;24.43525811374597
0755palmer_sem7_num18;5.6;35.9560427056455;28.05164511202877;24.812868914505003
0757palmer_sem7_num19;6.0;30.44950537583209;27.864003241855546;24.324222578453806
0759palmer_sem7_num20;6.0;32.9587977271717;27.984420656912285;24.982309515559173
0761palmer_sem7_num21;6.0;24.586362998705372;20.695255960090503;22.408287329850737
0763palmer_sem7_num22;6.0;33.06316610704792;24.857660785855327;23.38394969663545
0765palmer_sem7_num23;6.0;27.868652187837572;26.547201886860343;21.768583710301137
0767palmer_sem7_num24;6.0;34.71286007712131;29.959123883299235;22.719326458018607
0769palmer_sem7_num25;5.8;39.00569800725633;36.39820405761528;23.89156331497125
0771palmer_sem7_num26;6.0;35.938611955649094;27.620944235091898;22.87782651627352
0773palmer_sem7_num27;6.0;36.07589012799507;33.2443726992298;20.840342569106177
0775palmer_sem7_num28;6.0;37.395690353326756;32.289575057935835;23.27201736187771
0777palmer_sem7_num29;6.2;27.80985112136637;26.22358123251962;23.23024651669159
0779palmer_sem7_num30;5.8;27.860815247382213;22.59485166228809;22.09313346995419
0781palmer_sem7_num31;6.0;27.83179445319168;25.439087356345592;22.55318993946096
0783palmer_sem7_num32;5.8;34.54442761498494;23.07783229408968;23.41082786739242
0785palmer_sem7_num33;6.2;27.51705343752026;23.109612916452562;24.84577158699377
0787palmer_sem7_num34;6.2;30.806639300253448;24.878419678223487;24.037025643585935
0789palmer_sem7_num35;6.0;33.48695238669444;23.778275649535214;23.42445695545155
0791palmer_sem7_num36;6.0;33.5528432578636;29.77926568365016;23.20235619426423
0793palmer_sem7_num37;5.6;29.78580866831168;25.058554808834227;23.659068782637128
0795palmer_sem7_num38;6.0;32.91809572148458;22.169827323070614;21.797968547132907
0797palmer_sem7_num39;6.0;43.374469311111405;31.851472885959648;22.637221310848734
0799palmer_sem7_num40;6.0;31.7785436241506;27.27863059269827;23.79246046931741
0801palmer_sem7_num41;5.8;42.18122811771325;46.66344041048277;21.23936624012213
0803palmer_sem7_num42;6.2;33.56764691047379;29.500640866660753;23.535416600000357
0805palmer_sem7_num43;6.0;33.94948506443269;27.57277644470114;24.16130686956376
0807palmer_sem7_num44;6.2;36.99977463202249;30.206578626858892;21.558912208149792
0809palmer_sem7_num45;6.0;31.964964618725535;26.04918701583876;22.183422830776053
0811palmer_sem7_num46;6.0;35.62034561918775;32.424295661695865;23.01791228317748
0813palmer_sem7_num47;6.0;42.13629570819568;39.03261728338785;23.584011143249874
0815palmer_sem7_num48;6.2;33.037171226562265;23.59691741437707;23.19206091143393
0817palmer_sem7_num49;6.4;33.17114840548509;26.880900548321662;24.119126063752475
0819palmer_sem7_num50;6.2;39.70205912953425;39.10074427381461;22.37089180011094
0821palmer_sem7_num51;6.0;30.20031009047412;25.02739666055356;22.042492383596937
0823palmer_sem7_num52;6.2;26.60088132437939;22.137756136297245;22.545415974899324
0825palmer_sem7_num53;6.4;31.88873675248518;28.44766829614008;24.08797820178501
0827palmer_sem7_num54;6.0;40.649539836573936;39.60332207614292;24.258169002059393
0829palmer_sem7_num55;6.0;29.146728073824573;25.993553910954603;23.515968167997883
0831palmer_sem7_num56;6.0;39.355534497298336;41.65824295920424;22.96621364631996
0833palmer_sem7_num57;5.8;31.2356384043368;25.507570154432344;21.16831787425856
0835palmer_sem7_num58;6.2;38.28631819293534;31.945957268056286;22.72809966901769
0837palmer_sem7_num59;6.0;32.60334414738371;23.351973681760946;21.65611812678725
0839palmer_sem7_num60;6.2;32.710223315670056;26.999167431927372;22.94970709308605
0841palmer_sem8_num1;6.2;38.13255407652346;26.96503766092297;25.252478763800305
0843palmer_sem8_num2;6.0;42.871834244854654;31.395543141521234;22.623588548854922
0845palmer_sem8_num3;5.8;38.519335399954365;28.44319012361693;23.37029096508329
0847palmer_sem8_num4;5.6;40.286315227477104;30.35954635976343;23.11693379358679
0849palmer_sem8_num5;5.6;41.0380509046257;31.62166071185245;24.994275977416724
0851palmer_sem8_num6;5.6;43.15446987961521;38.31979613573807;26.323811683088703
0853palmer_sem8_num7;5.4;33.699492870380226;30.77867337192767;25.94860480951061
0855palmer_sem8_num8;5.0;41.767073924733246;34.82595152105168;26.78583073740104
0857palmer_sem8_num9;5.6;32.86891017936753;29.562573978887514;26.547864482167352
0859palmer_sem8_num10;5.4;31.030100122697462;26.102849431774093;22.673459007433227
0861palmer_sem8_num11;5.6;40.627737500153906;28.689795611073823;23.187633997027522
0863palmer_sem8_num12;5.6;35.538053602363746;24.400899713056322;23.794867153880247
0865palmer_sem8_num13;5.4;41.367471391526905;28.51542196441916;22.277398758036327
0867palmer_sem8_num14;5.6;41.40642691243031;35.16829372430878;22.89013627784378
0869palmer_sem8_num15;6.0;37.04437704355222;26.881674287899266;24.77840072861697
0871palmer_sem8_num16;5.8;31.547652525960693;27.49601717946043;22.890994152967743
0873palmer_sem8_num17;5.4;29.873969835036746;23.24928295712705;23.30088434569097
0875palmer_sem8_num18;6.4;30.65070610115189;26.576100153308488;22.312200169903406
0877palmer_sem8_num19;5.6;39.01161849919789;27.701994047368665;23.77884635972385
0879palmer_sem8_num20;5.4;37.55947111241858;33.685542264812014;22.271764220293154
0881palmer_sem8_num21;5.2;36.76221139213979;29.81448654680645;24.22102276294341
0883palmer_sem8_num22;5.4;38.098597262934106;34.976219847014264;22.278284753554374
0885palmer_sem8_num23;5.2;35.96292944634521;27.696040092762146;22.308762312194638
0887palmer_sem8_num24;5.8;28.94076205245781;23.50537131086985;23.82958212040685
0889palmer_sem8_num25;7.0;31.405600871555173;24.306040656618386;22.62366940358644
0891palmer_sem8_num26;6.2;29.208660045021965;25.029600221321864;21.91413298952396
0893palmer_sem8_num27;6.0;33.41380940808784;27.442548003737674;23.494711055223853
0895palmer_sem8_num28;6.4;38.019294712800864;28.203255153635546;22.04701156170547
0897palmer_sem8_num29;6.0;40.06667000899992;27.635097676087703;24.071478413057147
0899palmer_sem8_num30;6.0;32.03685375075828;29.86496687947857;22.481447124720134
0901palmer_sem8_num31;6.8;36.65372038129236;30.824592289521245;25.338785576146652
0903palmer_sem8_num32;6.4;39.39778066665593;37.66807105143555;22.384228398438324
0905palmer_sem8_num33;6.0;37.53740183037763;27.71599980570589;23.823389706885656
0907palmer_sem8_num34;7.2;39.75152900225221;29.34322113717555;24.841944238740076
0909palmer_sem8_num35;6.8;37.04527701442567;25.613390682011214;22.374954045057937
0911palmer_sem8_num36;6.2;33.896027684889404;31.329671066029768;23.004067547811488
0913palmer_sem8_num37;7.0;38.46010944559409;34.66275003337509;23.010131990015683
0915palmer_sem8_num38;6.0;32.19760580154777;23.381234661028675;22.974123243383232
0917palmer_sem8_num39;6.0;34.77635431529604;27.60023916098341;23.71789276848691
0919palmer_sem8_num40;5.4;36.07229103921781;24.48596040318885;23.12941224547868
0921palmer_sem8_num41;5.6;36.13620422832313;30.225311355427152;22.45614608767764
0923palmer_sem8_num42;5.6;35.72118361179064;36.67195172254385;23.31576530885653
0925palmer_sem8_num43;5.8;30.68086814083588;26.507676893298665;22.18472321453145
0927palmer_sem8_num44;6.2;32.99759954962538;31.029219519782554;24.24665020106111
0929palmer_sem8_num45;7.0;38.74563245963728;27.176908930467626;24.46910233462665
0931palmer_sem8_num46;5.6;37.03220666319505;27.496287728578324;22.642103018168267
0933palmer_sem8_num47;5.4;48.15006118020332;34.384524793578905;26.444132642545448
0935palmer_sem8_num48;5.2;32.064588060649804;27.20906060793959;23.352446727030465
0937palmer_sem8_num49;6.0;36.590753110038726;25.89425250785562;23.997400071390352
0939palmer_sem8_num50;7.2;38.66482117446634;26.567626822614265;23.68653295067858
0941palmer_sem8_num51;5.8;32.282251546777594;21.479878410403533;20.659693408383614
0943palmer_sem8_num52;6.0;34.832454674887906;30.07475474065712;24.175932035572252
0945palmer_sem8_num53;5.6;43.46569883119376;41.106343116410436;26.378372168413662
0947palmer_sem8_num54;6.4;33.19902225286025;27.72959948214607;22.895463573799823
0949palmer_sem8_num55;6.4;35.78267083133131;24.82317710792708;23.733596316346286
0951palmer_sem8_num56;6.8;31.775838015797802;24.289903051264943;22.69846747774105
0953palmer_sem8_num57;6.0;34.84215053920533;23.633113570241324;22.731528843684558
0955palmer_sem8_num58;6.4;30.64661845679381;26.777517673943876;22.4928303998457
0957palmer_sem8_num59;7.0;45.63642283393241;41.374796395921386;25.406661917411018
0959palmer_sem8_num60;6.4;28.432526440624212;25.151938703430854;22.999450544315877
0961palmer_sem9_num1;6.6;38.13408231296864;26.793718456640896;22.10663133283819
0963palmer_sem9_num2;7.0;47.36797404917896;24.91489576772211;24.55801001067051
0965palmer_sem9_num3;6.8;38.69714116551987;26.0062552726544;25.013112901796237
0967palmer_sem9_num4;6.2;32.04931187311492;23.62694548998342;25.322767095838643
0969palmer_sem9_num5;6.0;39.186433367763684;25.326911649629988;24.979967958875473
0971palmer_sem9_num6;7.0;35.34450132430872;26.524518186895968;24.17586210574864
0973palmer_sem9_num7;6.0;40.482532755110725;30.41755368533713;23.489284667496015
0975palmer_sem9_num8;6.0;29.22999718541829;23.35840126683528;22.629468825103174
0977palmer_sem9_num9;6.2;36.51967783399881;26.076874995724765;23.877781973968712
0979palmer_sem9_num10;6.8;31.09536960809046;29.75034939250068;23.235342049331702
0981palmer_sem9_num11;5.6;36.54536458118777;26.342750840597372;24.143297067789394
0983palmer_sem9_num12;5.8;30.60896093670923;25.27444420287199;24.710413081073284
0985palmer_sem9_num13;6.4;40.905620276628476;27.25839638409268;24.982715892700945
0987palmer_sem9_num14;6.6;36.160256869524304;33.69776008564821;24.390077921173585
0989palmer_sem9_num15;6.4;32.888093729636594;25.222481032070533;22.934463662563143
0991palmer_sem9_num16;6.2;33.183444871613226;25.56803074918961;22.358716649222988
0993palmer_sem9_num17;7.4;30.953861925898327;29.478015911533927;24.55417577870193
0995palmer_sem9_num18;6.6;40.313651683680135;28.873036164231745;24.269685953985338
0997palmer_sem9_num19;6.4;35.710253431509905;30.178741279751392;24.265984626032967
0999palmer_sem9_num20;6.6;36.57702860671228;27.19953453879577;23.47478123430148
1001palmer_sem9_num21;6.8;33.616080651615015;25.25488002583916;23.78107307331593
1003palmer_sem9_num22;7.4;42.41658974874071;25.005676031885685;25.23429944779344
1005palmer_sem9_num23;6.0;34.85465695351728;27.24135601863873;25.01102505134708
1007palmer_sem9_num24;6.4;37.68036597654579;26.01722058703723;24.087395082461377
1009palmer_sem9_num25;7.0;43.566962316586704;28.96660146222199;23.75413799100803
1011palmer_sem9_num26;6.8;38.321603563180986;27.42743582063272;25.459080407735076
1013palmer_sem9_num27;7.4;39.06221601805244;24.84569423246788;23.875750878500448
1015palmer_sem9_num28;6.2;37.24276288813188;37.598037353595494;23.133995456880584
1017palmer_sem9_num29;6.6;39.56885794981764;34.498038091146604;21.25936196829276
1019palmer_sem9_num30;6.2;34.538622658560584;25.52490704149537;25.43322029184579
1021palmer_sem9_num31;6.4;39.85089162246955;26.34441733129993;26.22000563491457
1023palmer_sem9_num32;6.0;36.33456050832599;37.179588268960686;24.139927790877923
1025palmer_sem9_num33;6.2;30.47801095821525;28.726833956631122;23.006543485180273
1027palmer_sem9_num34;6.2;43.40495706618577;27.69840471800557;23.850297386035127
1029palmer_sem9_num35;7.0;44.3709481487813;29.793447444039092;25.05382415222187
1031palmer_sem9_num36;7.2;37.162961071952246;30.37484927349061;23.77747876367637
1033palmer_sem9_num37;6.2;36.20383725324207;33.86431501091373;25.75268539085112
1035palmer_sem9_num38;7.0;43.96696560289558;43.02900195389873;24.37906742829325
1037palmer_sem9_num39;8.0;36.24725255712982;26.719324638296342;22.75414863827221
1039palmer_sem9_num40;6.4;48.39263475940725;30.551459214333924;24.841956945123982
1041palmer_sem9_num41;6.0;37.87595689448165;37.68230416753248;24.70009715194571
1043palmer_sem9_num42;7.0;39.70537560432267;39.369887031596775;25.006204864010023
1045palmer_sem9_num43;7.0;33.48314805722619;25.935703534589553;22.870995343914647
1047palmer_sem9_num44;6.4;36.50549724922951;30.099486339217552;23.89194318533046
1049palmer_sem9_num45;6.4;33.88984795455774;32.640381426559486;22.99837474849821
1051palmer_sem9_num46;6.6;36.408105979474115;30.648139223947787;23.34530930048407
1053palmer_sem9_num47;6.2;36.39941542833776;28.299301421123037;24.016531828050795
1055palmer_sem9_num48;6.6;36.191732419627684;24.33052557647552;24.570812189908036
1057palmer_sem9_num49;6.4;33.96030287228505;27.35476849108809;26.488029670948833
1059palmer_sem9_num50;6.0;41.30210479835061;35.009884202448895;25.379582614660507
1061palmer_sem9_num51;6.0;35.958005126598245;29.288837751228872;26.006610756696357
1063palmer_sem9_num52;6.6;46.91452117559614;42.525941216081335;26.33036070078485
1065palmer_sem9_num53;6.6;44.73557326055148;36.358341620505705;27.22419761328707
1067palmer_sem9_num54;6.0;40.098103643521426;26.96076012873702;24.628217601339443
1069palmer_sem9_num55;6.4;44.39731105202621;31.99827494090022;25.160908141429143
1071palmer_sem9_num56;6.2;46.14614418913156;36.531037543601045;27.15982153695395
1073palmer_sem9_num57;6.2;48.821913949085065;26.84213770370223;26.384739667860465
1075palmer_sem9_num58;6.0;41.78941052141651;37.89328101210857;26.394421019077505
1077palmer_sem9_num59;6.2;39.683341775275366;37.744118549266865;25.808960415271226
1079palmer_sem9_num60;6.0;39.221158418135545;37.36250969879322;25.681713551884922
1081palmer_sem10_num1;6.3;34.39229074683236;23.86821804057807;19.19835825858666
1083palmer_sem10_num2;6.2;41.488093578547286;38.17634602204532;23.699683627228122
1085palmer_sem10_num3;5.9;35.60951367245754;28.92274471528476;24.037513469217743
1087palmer_sem10_num4;6.6;35.72332919492321;27.29048695017088;23.560072713755922
1089palmer_sem10_num5;6.3;37.14687356765585;27.70070054498237;24.934865367785697
1091palmer_sem10_num6;6.7;43.340379163202435;26.430598587445267;25.556090292889728
1093palmer_sem10_num7;7.5;33.44647254287823;28.203197218294374;22.83818763964313
1095palmer_sem10_num8;6.9;40.39183992091793;29.229107863083982;23.64411745013463
1097palmer_sem10_num9;6.1;35.15398104764644;25.4147201806135;24.73125532873593
1099palmer_sem10_num10;6.7;30.88050401698732;21.704691208800497;22.4336885884273
1101palmer_sem10_num11;6.3;36.95381018956961;29.176729005514012;25.350308872311274
1103palmer_sem10_num12;6.6;33.192273441549695;31.451910841576876;23.892120292996868
1105palmer_sem10_num13;7.2;39.47473585973874;26.729332762804603;25.750328629932078
1107palmer_sem10_num14;6.1;47.75756910181032;35.39596517141877;24.287066766767694
1109palmer_sem10_num15;6.8;47.6907761681564;32.1882202232466;24.80151444245765
1111palmer_sem10_num16;6.9;36.042768310923;28.00562975381427;23.38616819311361
1113palmer_sem10_num17;6.8;45.29296162081932;29.41925619085023;24.32140989559141
1115palmer_sem10_num18;6.2;38.90185683456287;25.47766779081625;23.87789801259977
1117palmer_sem10_num19;6.8;34.069841646415824;27.004307735131693;23.30318518540016
1119palmer_sem10_num20;6.8;36.65073001953892;30.118984424660216;23.394251616402425
1121palmer_sem10_num21;6.5;32.66154138120639;30.848595863726484;25.6770697382797
1123palmer_sem10_num22;6.6;36.43121930966456;26.183536915969054;24.654652256727058
1125palmer_sem10_num23;6.4;41.351101360792754;33.588294985506124;26.775563766034953
1127palmer_sem10_num24;6.5;37.08106323148697;34.51662838203758;23.94104557485919
1129palmer_sem10_num25;6.2;41.52959904017965;38.78640161987715;25.01692063411685
1131palmer_sem10_num26;6.7;49.07604480863552;38.858014049692784;23.049640542763786
1133palmer_sem10_num27;6.9;40.48257310562947;32.707833024280305;26.572177819920434
1135palmer_sem10_num28;6.4;40.69730770641309;32.75744652938217;24.782839454665552
1137palmer_sem10_num29;6.6;41.12776866622272;33.09929853678475;25.309283583845104
1139palmer_sem10_num30;6.2;36.21735849136286;32.73701695814075;24.869542116260014
1141palmer_sem10_num31;6.8;44.33329984948888;36.42690822836792;24.858111231633014
1143palmer_sem10_num32;6.3;44.19447097380146;32.36819693501145;26.33133778554725
1145palmer_sem10_num33;6.5;34.63130355106803;28.44470744216931;24.519434332295383
1147palmer_sem10_num34;6.3;36.78953349846517;27.902661509851818;25.066075863292827
1149palmer_sem10_num35;6.7;42.189925770849825;30.811375697917164;22.82387317905795
1151palmer_sem10_num36;6.5;37.57200462733249;27.78565055456754;26.974437440430822
1153palmer_sem10_num37;6.5;40.21973445683077;35.646924384069095;25.223500972867647
1155palmer_sem10_num38;6.0;39.22144514446815;31.098992463962954;25.480795062270648
1157palmer_sem10_num39;6.3;35.56498855313819;27.004370105621124;23.991155650518824
1159palmer_sem10_num40;6.5;38.92951658350064;28.083226706511574;23.61195168522441
1161palmer_sem10_num41;6.8;42.49147499411104;31.587958466721958;25.69692705451797
1163palmer_sem10_num42;6.6;32.03969060247163;25.10226955754519;24.87215195997702
1165palmer_sem10_num43;14.2;40.621394066333664;31.38924622974492;20.470989268142137
1167palmer_sem10_num44;7.1;37.36537503299035;29.915687143869604;25.54986865758879
1169palmer_sem10_num45;6.5;32.04235719054458;28.31907865154356;24.40835119504145
1171palmer_sem10_num46;6.8;46.623662499526176;30.56143551367909;24.89723376727013
1173palmer_sem10_num47;6.9;35.11244751658329;26.41929788867012;25.24111038437879
1175palmer_sem10_num48;7.0;33.153935441103286;27.15140445080911;25.34647219620994
1177palmer_sem10_num49;6.3;36.98310948519381;28.342017941653985;25.60651338811676
1179palmer_sem10_num50;6.4;43.38542178155201;26.20280832279447;24.353809132805228
1181palmer_sem10_num51;5.8;39.457895447691065;31.60865394333497;22.387037604418225
1183palmer_sem10_num52;6.2;36.48312112538115;31.690126513037704;25.323633698715405
1185palmer_sem10_num53;9.1;37.88763584510664;32.306326302622516;23.73026616856513
1187palmer_sem10_num54;6.1;35.128461788614615;30.04504536255168;24.609382949561528
1189palmer_sem10_num55;6.7;38.996108140422656;25.17596727485359;24.56716753414023
1191palmer_sem10_num56;6.6;44.48613115438694;33.76943484744451;25.239544542639432
1193palmer_sem10_num57;6.6;40.16380930980673;29.28236863392827;25.524433299970713
1195palmer_sem10_num58;6.8;43.12770387672841;32.095384516843936;24.554637805622892
1197palmer_sem10_num59;12.4;40.97163894482212;32.89347934724822;22.625846045179514
1199palmer_sem10_num60;6.6;41.507811463792564;31.78857268733959;29.190455250710826
1201palmer_sem11_num1;12.4;44.30569379725645;32.849170062704644;19.696282822151545
1203palmer_sem11_num2;13.5;48.336843545284346;28.78508360737511;18.19450306179332
1205palmer_sem11_num3;12.1;52.081215075336246;29.884520186122106;17.996371311980592
1207palmer_sem11_num4;13.0;44.37156384813553;23.626255156146158;20.198687052516373
1209palmer_sem11_num5;11.3;44.444446982729055;33.98470392740056;18.61159969706774
1211palmer_sem11_num6;11.1;41.600196700667574;27.271561649009985;20.076542837904345
1213palmer_sem11_num7;12.6;44.88612681842826;22.033228281534008;20.22415594349703
1215palmer_sem11_num8;11.8;48.42939985287518;28.469853398034765;19.967048272693784
1217palmer_sem11_num9;11.7;44.019370088106;32.66904667949788;19.75495847597812
1219palmer_sem11_num10;13.7;34.4001262210876;27.524646060885054;21.500488536505408
1221palmer_sem11_num11;13.1;32.37219387444847;30.38948244678707;19.47017370624144
1223palmer_sem11_num12;13.5;62.47872696978578;38.159510948586686;19.022351386413987
1225palmer_sem11_num13;11.9;43.62864046378394;28.56414871301593;19.070648992726788
1227palmer_sem11_num14;13.0;43.77840718237027;26.10055157951075;19.921833535394608
1229palmer_sem11_num15;14.4;44.355784739642154;36.51829505817183;20.242951663211716
1231palmer_sem11_num16;14.2;39.58910787808493;30.50878128055069;20.38085694236178
1233palmer_sem11_num17;13.2;40.01777882304192;35.00680757879653;20.27689472080559
1235palmer_sem11_num18;10.0;56.94539408001375;40.734040914085156;19.494987235392095
1237palmer_sem11_num19;12.9;40.046028891744214;26.961026106079725;20.443796929749006
1239palmer_sem11_num20;13.0;39.12254951168944;30.992026585858504;20.15570440136016
1241palmer_sem11_num21;12.3;49.02908401418091;31.559453569080148;17.866848304581517
1243palmer_sem11_num22;12.3;49.69232321259989;24.670494128895694;21.365087971509
1245palmer_sem11_num23;12.7;42.252797286983814;21.82148923026978;20.74747847929989
1247palmer_sem11_num24;12.5;45.28753692019285;32.27784002242143;22.693823422271233
1249palmer_sem11_num25;14.2;49.45410428948089;29.34931331556452;19.63119816264196
1251palmer_sem11_num26;13.7;29.865842635372186;22.599096252265625;19.024839377045733
1253palmer_sem11_num27;12.6;33.07683846214593;30.389020341779393;17.828221728963772
1255palmer_sem11_num28;14.6;29.56219561206277;26.56539895995192;19.598428849699054
1257palmer_sem11_num29;12.4;38.82284328564562;22.357823608322192;18.514300088820146
1259palmer_sem11_num30;13.0;39.20417183851229;23.01624659245077;15.177308736021278
1261palmer_sem12_num1;14.5;56.63629731598922;35.61706861283636;18.200076882579115
1263palmer_sem12_num2;14.4;62.08146375469158;32.09255858226126;16.91336195302301
1265palmer_sem12_num3;16.7;50.29099422992025;28.07833676574437;18.292442286503864
1267palmer_sem12_num4;13.4;71.11407421538226;53.61403661556696;19.37584343632813
1269palmer_sem12_num5;17.4;63.78464158480998;33.33766340170001;18.519607718377333
1271palmer_sem12_num6;14.3;58.772118168238784;34.593061886182106;17.753529395447416
1273palmer_sem12_num7;13.3;59.0868786381876;31.39890089606851;19.097064550220406
1275palmer_sem12_num8;16.8;60.541841021810704;26.93018988743135;19.225055044533264
1277palmer_sem12_num9;14.6;67.2532519499473;36.82261821929889;18.96792064518825
1279palmer_sem12_num10;14.7;62.027945451524275;32.310761547453744;18.612100825796485
1281palmer_sem12_num11;14.5;50.81951039310013;35.324215506977026;19.13663918806895
1283palmer_sem12_num12;13.9;57.63290257348338;35.26242095777236;19.935853963710173
1285palmer_sem12_num13;16.1;58.53140977901954;28.024862339674325;18.501922804868773
1287palmer_sem12_num14;13.7;64.1630002612879;32.45740926728013;19.316831464302247
1289palmer_sem12_num15;14.8;47.66356675661884;24.933534556018987;19.905332635312146
1291palmer_sem12_num16;15.4;67.46445998432212;38.8930060566569;18.39242621032469
1293palmer_sem12_num17;17.3;64.15654888878524;32.59747873354824;17.971563930688845
1295palmer_sem12_num18;14.3;60.42222371539847;35.34871861191663;21.23776450319128
1297palmer_sem12_num19;15.9;64.73703120121927;32.49099714333868;18.14469935689921
1299palmer_sem12_num20;14.4;56.10447684080707;35.24093462098082;19.18295725077532
1301palmer_sem12_num21;14.2;71.36386128712184;36.48532452830021;18.256199192542702
1303palmer_sem12_num22;15.1;61.95728702992328;34.874858357969856;17.772152990981567
1305palmer_sem12_num23;16.9;63.56649229550615;34.80299881354867;17.878368802462102
1307palmer_sem12_num24;12.8;57.864698841089954;25.46809957157177;20.63362249580245
1309palmer_sem12_num25;16.5;57.26194020709528;36.46354024289524;19.92295235167611
1311palmer_sem12_num26;12.9;64.79422735948677;40.03370665809594;18.943579821208747
1313palmer_sem12_num27;15.9;47.903405165046884;30.557952421226894;20.478847108948536
1315palmer_sem12_num28;15.8;59.511065605814466;37.43998797134999;19.019545018267845
1317palmer_sem12_num29;14.9;49.998866779021256;31.18806412377139;18.46114197349912
1319palmer_sem12_num30;14.4;54.10548370719153;37.673007890062024;19.23795276726953
