ind;sst;mean_H_full;mean_S_full;mean_V_full
0681palmer_sem6_num41;5.7;74.21133095716878;63.30685334010838;37.12774959580793
0683palmer_sem6_num42;5.8;72.18588118188264;53.26287221457113;39.72538192149357
0685palmer_sem6_num43;5.7;69.41644718879932;59.906853239107924;40.83684104618799
0687palmer_sem6_num44;5.6;68.36214848860713;57.776694883509855;40.327974849833495
0689palmer_sem6_num45;5.8;67.96083413498728;64.26114167691642;41.168439316925905
0691palmer_sem6_num46;5.6;71.26676996886138;62.484496896191686;40.36157504594492
0693palmer_sem6_num47;5.8;71.53978236818945;51.552298737546955;34.864003919604976
0695palmer_sem6_num48;5.7;89.11237031957269;45.40099590515349;38.961950467023904
0697palmer_sem6_num49;5.7;65.55479336634589;56.414777183672726;41.72695401555652
0699palmer_sem6_num50;5.7;60.574247824462006;73.82069788060778;44.39509572416981
0701palmer_sem6_num51;5.7;63.7940421866173;53.3236809307724;35.678709449978214
0703palmer_sem6_num52;5.7;46.15864685269866;64.51946450517949;44.81426131527537
0705palmer_sem6_num53;5.5;76.28893366640064;45.0673152573649;38.65424717253825
0707palmer_sem6_num54;5.5;74.9661660041105;60.121813117941244;41.12797460580572
0709palmer_sem6_num55;5.5;63.50560447281652;51.2061095902538;38.62016961259583
0711palmer_sem6_num56;5.5;58.440232202362616;64.13165601692515;43.19027744728178
0713palmer_sem6_num57;6.0;62.923964872053524;69.19422466074678;41.71017248308955
0715palmer_sem6_num58;5.6;72.35369521151338;67.51605812039821;44.020477336138065
0717palmer_sem6_num59;5.4;70.26543369165154;67.73797860222358;40.27697167969642
0719palmer_sem6_num60;5.6;79.25783273162239;50.96784070657401;35.54242794659479
0721palmer_sem7_num1;5.0;31.301490789309373;100.39642000636476;45.24580156834358
0723palmer_sem7_num2;5.3;27.85210263123977;97.7622531887224;43.55068348576457
0725palmer_sem7_num3;5.0;26.028932188159004;89.65024635512287;42.61530388437581
0727palmer_sem7_num4;5.6;34.987956996369036;72.94802122933447;33.69401161193031
0729palmer_sem7_num5;5.6;37.6824392129849;82.71092039801479;36.35176826774707
0731palmer_sem7_num6;5.8;39.46975908137942;62.694916448793656;29.51399476819311
0733palmer_sem7_num7;5.0;34.14816509188205;75.14908391319696;35.811347947410454
0735palmer_sem7_num8;5.2;58.567170553989534;60.714300659241715;32.42349337973703
0737palmer_sem7_num9;5.4;56.44863147257842;70.4058242794146;33.80821673244067
0739palmer_sem7_num10;5.4;55.432843844121074;69.07921723603563;30.39401478703405
0741palmer_sem7_num11;5.8;40.91024252151657;77.4310541012479;37.09077009917976
0743palmer_sem7_num12;5.4;27.33037703442314;114.10570891167013;53.05320676683034
0745palmer_sem7_num13;5.6;53.80316188649304;71.13070305972407;35.751806297441945
0747palmer_sem7_num14;5.4;54.05727796248001;60.319604569116535;33.29262903058492
0749palmer_sem7_num15;5.4;56.6195298967198;74.39693150695787;36.868376296143715
0751palmer_sem7_num16;5.4;54.93003582573957;58.232803931833324;33.6169530267414
0753palmer_sem7_num17;5.6;62.2382587237733;52.7954968331394;30.938674684050678
0755palmer_sem7_num18;5.6;46.90203840849296;65.83149883629109;36.139668662396076
0757palmer_sem7_num19;6.0;54.041911122323434;54.096627148540534;31.480613605973602
0759palmer_sem7_num20;6.0;64.1858451358474;59.15328224938103;33.648315914610954
0761palmer_sem7_num21;6.0;91.16264729807838;43.72229629156704;25.125587719574515
0763palmer_sem7_num22;6.0;56.33495514386901;65.47781306753892;33.04005031139596
0765palmer_sem7_num23;6.0;63.56269364598778;59.257597483105116;29.653436707608176
0767palmer_sem7_num24;6.0;28.12539119182529;75.52558698119742;35.447178866268686
0769palmer_sem7_num25;5.8;45.8461718472266;87.51601402812017;41.58926706252889
0771palmer_sem7_num26;6.0;51.61659356191228;80.08977737331377;36.633733844103396
0773palmer_sem7_num27;6.0;19.19259710718695;88.02464235383556;37.15707359398232
0775palmer_sem7_num28;6.0;31.115420661575197;78.82501068017378;38.509422946480996
0777palmer_sem7_num29;6.2;66.21917456799629;51.63284992412624;29.240629080870427
0779palmer_sem7_num30;5.8;76.41873468905949;57.13237296700093;28.14798706576389
0781palmer_sem7_num31;6.0;55.82070883426466;51.13445184110306;28.743507278053976
0783palmer_sem7_num32;5.8;71.65276505736225;72.77234412015244;34.443319043271124
0785palmer_sem7_num33;6.2;93.23007344117252;42.82602226487333;28.02239542044392
0787palmer_sem7_num34;6.2;63.96204815500568;54.58335779162889;30.99979275239891
0789palmer_sem7_num35;6.0;63.492445455216114;69.37485385242867;33.380225556292004
0791palmer_sem7_num36;6.0;50.30158503842054;69.08520927676403;34.61288091652144
0793palmer_sem7_num37;5.6;52.97015157760602;50.574445661964816;30.26830524841023
0795palmer_sem7_num38;6.0;54.78885382804942;72.2102238776433;32.79873079451789
0797palmer_sem7_num39;6.0;58.15385485177578;94.94543072593105;44.07983340632328
0799palmer_sem7_num40;6.0;49.906269692409296;59.79301360852194;32.433144360748145
0801palmer_sem7_num41;5.8;31.06761397192873;105.63284101858194;48.47323739994065
0803palmer_sem7_num42;6.2;58.04733337497284;70.85790893848525;35.597329929087884
0805palmer_sem7_num43;6.0;55.487919584838885;64.42693564259692;34.63738806716285
0807palmer_sem7_num44;6.2;69.13142078139693;90.57088243058823;38.892342987077214
0809palmer_sem7_num45;6.0;45.013379399009246;68.7781951554297;32.355152294284025
0811palmer_sem7_num46;6.0;35.43130017608792;76.03400470294396;37.19884466348459
0813palmer_sem7_num47;6.0;24.407737127817544;92.16667662893568;44.44934692329718
0815palmer_sem7_num48;6.2;63.20186257551561;67.88985662699216;33.075420335962825
0817palmer_sem7_num49;6.4;70.75195117905237;65.03021585213338;33.87931881169794
0819palmer_sem7_num50;6.2;53.854310507144405;94.99026836256176;44.51343803099556
0821palmer_sem7_num51;6.0;66.49744627901879;64.98164687935724;30.54811510334116
0823palmer_sem7_num52;6.2;76.01968893076722;47.57972488460556;27.04898075537073
0825palmer_sem7_num53;6.4;39.500658201915506;56.72075983634385;32.706424046791604
0827palmer_sem7_num54;6.0;24.06338847658844;83.3807135942619;43.1019945763781
0829palmer_sem7_num55;6.0;53.15511448725725;49.542786468540456;29.83238440216005
0831palmer_sem7_num56;6.0;24.66730409696172;89.5679085000181;43.962972868490326
0833palmer_sem7_num57;5.8;56.79294331561157;75.4210510068437;31.992619688227077
0835palmer_sem7_num58;6.2;67.83453243208615;90.07595501902836;40.65662718090404
0837palmer_sem7_num59;6.0;56.54212370177928;76.70025241831046;32.71199961686892
0839palmer_sem7_num60;6.2;75.80786903782787;72.7116184663297;33.54844973655913
0841palmer_sem8_num1;6.2;59.694791520299646;71.54554594138934;38.17700285359329
0843palmer_sem8_num2;6.0;31.5803664866534;89.76115467703484;43.14864439884981
0845palmer_sem8_num3;5.8;59.82915028588501;81.94937914963177;38.8056691622681
0847palmer_sem8_num4;5.6;24.26032271232328;83.46104685883697;40.53228230603736
0849palmer_sem8_num5;5.6;52.09002004776343;81.21872395537034;42.16613277348069
0851palmer_sem8_num6;5.6;47.8131489402161;80.98125043883422;44.86104395904755
0853palmer_sem8_num7;5.4;71.01464553901769;57.86533896102301;35.40322317423434
0855palmer_sem8_num8;5.0;62.126175266509115;75.93000501551757;42.4877586406935
0857palmer_sem8_num9;5.6;42.71465160699624;49.265743160161456;33.41024589438081
0859palmer_sem8_num10;5.4;41.51161320106157;61.13375463783048;31.261767278490485
0861palmer_sem8_num11;5.6;37.52844409547586;88.51101955470772;40.761556798757155
0863palmer_sem8_num12;5.6;58.21269655581746;74.31457430280187;35.42939584937715
0865palmer_sem8_num13;5.4;29.81946746930291;93.21141647012692;41.723963511929654
0867palmer_sem8_num14;5.6;29.737800039292;92.45846833932379;43.29869645411485
0869palmer_sem8_num15;6.0;47.03567054217614;67.97319430564569;36.973811394871184
0871palmer_sem8_num16;5.8;50.97294167504344;60.38610350288985;32.429950260592946
0873palmer_sem8_num17;5.4;63.866361152622616;54.29590775403523;29.87415863764432
0875palmer_sem8_num18;6.4;37.98534719860054;61.57811276932931;31.078463221378197
0877palmer_sem8_num19;5.6;53.56067588866251;79.98258042162644;39.04240807370231
0879palmer_sem8_num20;5.4;33.104744213258826;83.84900718665854;39.32170491788436
0881palmer_sem8_num21;5.2;43.75781848353734;73.9173917968995;37.87554504360599
0883palmer_sem8_num22;5.4;37.45934002190282;81.47301717983599;40.009334791349495
0885palmer_sem8_num23;5.2;45.248768052791355;80.11063106501886;36.8280111296146
0887palmer_sem8_num24;5.8;75.92733696996947;50.21526880054668;29.26036474623465
0889palmer_sem8_num25;7.0;58.79314268082608;63.62193705351169;31.79134008262773
0891palmer_sem8_num26;6.2;58.780260302244386;57.591595965116966;29.58076366661813
0893palmer_sem8_num27;6.0;75.28711442957284;70.50722482548473;34.486905351674
0895palmer_sem8_num28;6.4;38.880224595649466;82.5784812843307;38.369112324276436
0897palmer_sem8_num29;6.0;57.2424759233109;79.54878894777889;39.995728274452944
0899palmer_sem8_num30;6.0;49.387203293746566;71.52162345523716;33.93970670525222
0901palmer_sem8_num31;6.8;44.300645889666825;65.76490445680454;37.43103107366765
0903palmer_sem8_num32;6.4;24.103548090552767;93.8168823537405;43.603592282409814
0905palmer_sem8_num33;6.0;49.1013042276948;75.48104957234031;37.86930079763833
0907palmer_sem8_num34;7.2;50.97546354926837;79.96213696264732;40.23037279922055
0909palmer_sem8_num35;6.8;61.283760847801545;84.42435692213583;37.652416288698994
0911palmer_sem8_num36;6.2;56.06778552074104;69.94129872725256;35.22797429544523
0913palmer_sem8_num37;7.0;44.16250216799842;85.17991520877321;41.037748527394044
0915palmer_sem8_num38;6.0;63.759538222434216;64.29319417361954;32.15478208989452
0917palmer_sem8_num39;6.0;49.80240361147714;69.93771832121371;35.225992819300664
0919palmer_sem8_num40;5.4;70.62754551920196;78.9018677687258;36.24861735703293
0921palmer_sem8_num41;5.6;63.648642277206896;81.11455462008506;37.35933312244784
0923palmer_sem8_num42;5.6;38.52596613410742;75.47509249813271;39.105918954755374
0925palmer_sem8_num43;5.8;61.16693267893574;64.88484983961618;31.271314122441225
0927palmer_sem8_num44;6.2;45.66197532039182;63.41727369602618;35.118578312032945
0929palmer_sem8_num45;7.0;68.64457504360196;75.96541826872502;38.71612689245865
0931palmer_sem8_num46;5.6;30.50674247501573;76.49318240887284;37.0315917336129
0933palmer_sem8_num47;5.4;37.11121443950742;87.34710751690073;48.5640898773647
0935palmer_sem8_num48;5.2;62.83836711193428;65.07294922261164;32.96688237420557
0937palmer_sem8_num49;6.0;55.62035268106817;75.32128969008566;36.55886362644925
0939palmer_sem8_num50;7.2;53.06071823913179;81.29519351012698;38.90541492951019
0941palmer_sem8_num51;5.8;50.71689718542214;78.95769857243224;32.23619329427248
0943palmer_sem8_num52;6.0;48.988566420944785;64.37993115572945;35.40585972389557
0945palmer_sem8_num53;5.6;30.85948399786561;79.93576952798298;45.91502407582273
0947palmer_sem8_num54;6.4;43.83621644130826;67.95084785039302;33.947883825598666
0949palmer_sem8_num55;6.4;67.20593879532244;72.62719411705825;35.759941927037175
0951palmer_sem8_num56;6.8;54.88393856757713;61.66187520077176;31.975736676362466
0953palmer_sem8_num57;6.0;58.06893394477343;73.9969962763773;34.79287513697253
0955palmer_sem8_num58;6.4;58.943559765792074;59.90247490802902;31.43565068790239
0957palmer_sem8_num59;7.0;31.159658395093004;85.23035810352056;47.67638620482026
0959palmer_sem8_num60;6.4;55.928844528435;49.33163935544387;29.001321763594927
0961palmer_sem9_num1;6.6;60.52789886243061;86.75407706532303;38.41188850568918
0963palmer_sem9_num2;7.0;75.88029995186173;96.88297968493092;47.28727109396226
0965palmer_sem9_num3;6.8;68.64822981938924;76.69507148588372;38.75061133407053
0967palmer_sem9_num4;6.2;99.62065163645113;60.1374892355127;32.11131142502757
0969palmer_sem9_num5;6.0;76.94752417481189;80.09600210029896;39.139565198873356
0971palmer_sem9_num6;7.0;37.41781955574369;64.27730308236166;35.375825432241406
0973palmer_sem9_num7;6.0;25.199003938975498;85.48100090605777;41.21341250578024
0975palmer_sem9_num8;6.0;68.59198518542692;57.32675130961108;29.479049893197452
0977palmer_sem9_num9;6.2;49.48138684133336;74.2292323761518;36.52992427667181
0979palmer_sem9_num10;6.8;75.43037671626473;60.747315877100924;33.034696900375785
0981palmer_sem9_num11;5.6;79.3352969046945;76.01952626645652;36.756118985210044
0983palmer_sem9_num12;5.8;64.73425753059509;50.48896646503273;30.936979388793866
0985palmer_sem9_num13;6.4;44.08876775867157;77.04800675044349;40.834421375413946
0987palmer_sem9_num14;6.6;57.75301482917382;74.99692268737634;38.892938191588065
0989palmer_sem9_num15;6.4;41.800971867721174;63.99898526707592;32.89208008465881
0991palmer_sem9_num16;6.2;46.58912625790082;69.3452119561381;33.294949837643856
0993palmer_sem9_num17;7.4;70.7481304092922;55.23705984978139;33.37695876095941
0995palmer_sem9_num18;6.6;54.35696871474824;82.33387496036873;40.742041463639296
0997palmer_sem9_num19;6.4;44.88683159113626;73.59120601423388;36.68491603091258
0999palmer_sem9_num20;6.6;61.68759331033514;80.77649755811898;36.946689863696186
1001palmer_sem9_num21;6.8;62.68628964477812;64.91705793815039;33.61727598921118
1003palmer_sem9_num22;7.4;74.38162084271474;86.1602191315477;42.295367232615796
1005palmer_sem9_num23;6.0;66.53261144610715;65.58760534729181;35.24308259361719
1007palmer_sem9_num24;6.4;44.26898291969717;75.88077935250614;37.608277356292426
1009palmer_sem9_num25;7.0;53.29479088616368;91.63471538851765;43.54801841790773
1011palmer_sem9_num26;6.8;53.13003840801314;71.93861043284113;38.42934391947211
1013palmer_sem9_num27;7.4;57.11725852752018;81.30967523119696;39.02281099287409
1015palmer_sem9_num28;6.2;26.74727631718875;82.14439619088982;40.125470143086794
1017palmer_sem9_num29;6.6;35.663979050568145;98.66250042475212;42.1720681136105
1019palmer_sem9_num30;6.2;65.2388157984385;62.35909177421533;34.653670033405426
1021palmer_sem9_num31;6.4;62.258139707740256;71.2513589741653;39.81742535845842
1023palmer_sem9_num32;6.0;70.21744436950549;77.97835722273038;41.122057333671066
1025palmer_sem9_num33;6.2;41.67736800276847;59.49610653290928;31.73748976562473
1027palmer_sem9_num34;6.2;43.93112490309783;89.70012311910837;43.448174333456755
1029palmer_sem9_num35;7.0;51.36547532299371;87.01705798136095;45.12631498600143
1031palmer_sem9_num36;7.2;38.85473121978945;76.21889736903279;37.78971953479793
1033palmer_sem9_num37;6.2;54.00582098280504;64.12710273289925;38.38911956192696
1035palmer_sem9_num38;7.0;27.326983337165192;94.4067111154052;47.77984093343035
1037palmer_sem9_num39;8.0;52.32039359642364;76.61114218044423;36.34777256563875
1039palmer_sem9_num40;6.4;55.667555834373466;94.56456328576016;48.37750386900663
1041palmer_sem9_num41;6.0;43.243334917527186;75.3853159739042;41.75998174256127
1043palmer_sem9_num42;7.0;36.58505617366803;80.70438340328144;43.24316682179021
1045palmer_sem9_num43;7.0;63.66741541867554;70.85186003684944;34.018205006916816
1047palmer_sem9_num44;6.4;48.98782180663848;72.70223451685709;37.02471334033129
1049palmer_sem9_num45;6.4;57.418348244622706;72.5750233439793;36.85226336162681
1051palmer_sem9_num46;6.6;59.48609698405514;77.28674869155219;37.45597777811529
1053palmer_sem9_num47;6.2;45.55236003812454;71.33613108717891;36.53179544829924
1055palmer_sem9_num48;6.6;82.32293469462404;74.14479302897377;36.111205020948894
1057palmer_sem9_num49;6.4;68.60021898644774;54.55113502962108;34.2878465799896
1059palmer_sem9_num50;6.0;41.88246600721202;83.03328601039033;42.69302100582424
1061palmer_sem9_num51;6.0;66.15939041052633;62.42078272240396;36.521710461291114
1063palmer_sem9_num52;6.6;38.76757214430181;86.33018278473637;51.014280023614596
1065palmer_sem9_num53;6.6;47.82578083084568;78.81740534942739;45.72868905517842
1067palmer_sem9_num54;6.0;56.17013632105303;80.24939079069857;40.050692379366616
1069palmer_sem9_num55;6.4;45.26283966756203;86.84099516064812;44.75739334684306
1071palmer_sem9_num56;6.2;62.250529702800854;85.17102389341201;47.09502635486225
1073palmer_sem9_num57;6.2;62.00133491680898;90.25166434019896;48.67242612843644
1075palmer_sem9_num58;6.0;48.63842414626599;78.19918703586137;43.844524244562336
1077palmer_sem9_num59;6.2;29.608171192176037;76.80040978243598;41.82905019392447
1079palmer_sem9_num60;6.0;50.0475553024942;70.18299054454502;42.03003512657038
1081palmer_sem10_num1;6.3;49.48254704627016;91.08291115599424;34.727837543001925
1083palmer_sem10_num2;6.2;22.45556018772659;90.29432476439848;44.57928962692899
1085palmer_sem10_num3;5.9;32.98385261782514;71.60652567507069;35.828573252865084
1087palmer_sem10_num4;6.6;27.174465683677287;69.48835545657643;35.748226871297234
1089palmer_sem10_num5;6.3;54.49198487091408;68.98979014928338;37.258451097428754
1091palmer_sem10_num6;6.7;52.4310033637531;81.93727947586747;43.25314751850918
1093palmer_sem10_num7;7.5;55.722864516309784;69.90473052080314;34.626193868910924
1095palmer_sem10_num8;6.9;32.45424103911405;82.3610575870563;40.43610459595917
1097palmer_sem10_num9;6.1;58.5524131254234;65.50330852135697;35.09244346284946
1099palmer_sem10_num10;6.7;89.83167510595007;67.50989980593204;30.88178891243832
1101palmer_sem10_num11;6.3;48.35879558376522;66.40074188360877;37.09740566801333
1103palmer_sem10_num12;6.6;69.71224716980794;63.474756419165885;35.547921433562344
1105palmer_sem10_num13;7.2;49.87790125467282;71.17143033786891;39.416895942078206
1107palmer_sem10_num14;6.1;35.57896552014512;97.53465921560324;48.274029139512024
1109palmer_sem10_num15;6.8;52.99770935445782;95.37093239472296;47.7776089390799
1111palmer_sem10_num16;6.9;65.4104324786014;75.35784317023234;36.75058540011564
1113palmer_sem10_num17;6.8;37.972266634300304;90.11671143465631;45.258941226837045
1115palmer_sem10_num18;6.2;50.98660316252296;81.76027304866533;38.824998918284614
1117palmer_sem10_num19;6.8;35.93726731248593;69.61384567278928;34.631352142879145
1119palmer_sem10_num20;6.8;30.54340616359704;76.21711453649155;37.19641100852911
1121palmer_sem10_num21;6.5;75.69358511917115;54.75611913511098;34.82672335171766
1123palmer_sem10_num22;6.6;65.45041833345783;73.23436380426966;36.61863546285896
1125palmer_sem10_num23;6.4;39.26223857626652;75.06739379198176;42.630242571610395
1127palmer_sem10_num24;6.5;52.0543587838496;80.2135641096712;39.368385873484826
1129palmer_sem10_num25;6.2;49.717470091551895;88.97665410190037;46.16446533879408
1131palmer_sem10_num26;6.7;39.50514777328392;103.20799574825459;50.914404797281605
1133palmer_sem10_num27;6.9;44.502583871743404;74.73378499701016;41.19013073678352
1135palmer_sem10_num28;6.4;45.302338799984796;79.82039334196192;41.91298783113842
1137palmer_sem10_num29;6.6;48.78268256542853;81.04991483693874;42.71266199440593
1139palmer_sem10_num30;6.2;54.44528155461053;67.80685455113671;38.02687327223681
1141palmer_sem10_num31;6.8;32.85064696227289;91.2815941813567;45.34636316081381
1143palmer_sem10_num32;6.3;43.73301666534929;82.18122613213326;44.89662806728615
1145palmer_sem10_num33;6.5;43.4562018388278;64.51383193621575;34.87888679026588
1147palmer_sem10_num34;6.3;47.8691419138969;70.7045511289265;36.88472257719828
1149palmer_sem10_num35;6.7;67.24291051321525;90.50504371719154;42.48267377709847
1151palmer_sem10_num36;6.5;67.05264310957917;63.1233136734496;37.56543771735818
1153palmer_sem10_num37;6.5;46.21159596388334;83.49871398266711;42.67833259208222
1155palmer_sem10_num38;6.0;33.402066394714;74.48676270757102;39.66499116173034
1157palmer_sem10_num39;6.3;38.0943189800311;68.1654583460444;35.79465878747768
1159palmer_sem10_num40;6.5;61.818854749811685;83.9660810988924;39.30707555626682
1161palmer_sem10_num41;6.8;29.583236197790622;81.84709613652278;42.5797018995886
1163palmer_sem10_num42;6.6;66.62685625195675;52.27147093450208;32.05753377082865
1165palmer_sem10_num43;14.2;43.89365977876808;98.19409003386093;41.90042488854725
1167palmer_sem10_num44;7.1;37.418777068108696;69.67983347659957;37.52557048293952
1169palmer_sem10_num45;6.5;74.67453816759989;59.7037822604379;33.324983640413706
1171palmer_sem10_num46;6.8;49.828808725823116;92.88018142783115;46.53519258990896
1173palmer_sem10_num47;6.9;71.13007222747149;67.1003401172799;35.467176083471884
1175palmer_sem10_num48;7.0;75.31269470630409;57.30613278921607;33.51962820408629
1177palmer_sem10_num49;6.3;30.217398124478358;61.98256947363446;36.97203894509415
1179palmer_sem10_num50;6.4;42.97454465854671;89.33647429907226;43.32533037298149
1181palmer_sem10_num51;5.8;40.10779827206118;87.60215451007912;41.151421650444505
1183palmer_sem10_num52;6.2;55.126493625240975;69.22314739180875;37.43475701114904
1185palmer_sem10_num53;9.1;67.51619040935442;83.01108012968461;39.66108936962944
1187palmer_sem10_num54;6.1;78.38759941926472;72.38639588160663;36.854832358177035
1189palmer_sem10_num55;6.7;61.053973230204704;76.66210474019236;38.93585589395603
1191palmer_sem10_num56;6.6;66.18601443077685;88.52058632784845;45.68010650418192
1193palmer_sem10_num57;6.6;47.698290202828396;75.45959913998584;40.301472879917284
1195palmer_sem10_num58;6.8;40.7666152378086;83.19035922534593;43.284359533838604
1197palmer_sem10_num59;12.4;39.77220798415815;90.62612708608196;42.08947874798661
1199palmer_sem10_num60;6.6;67.25048308849699;63.97773129758702;41.738513080541495
1201palmer_sem11_num1;12.4;27.769644065342828;105.19419124197422;44.75468493088661
1203palmer_sem11_num2;13.5;56.99532262371167;121.53353944276188;48.236828464445324
1205palmer_sem11_num3;12.1;32.64409485535957;126.46430227460974;51.96027249875323
1207palmer_sem11_num4;13.0;45.43167631920882;107.14699022373944;44.23100388821013
1209palmer_sem11_num5;11.3;16.68135601600848;118.92551322406685;44.91819925969229
1211palmer_sem11_num6;11.1;55.19788110770182;90.12367364259607;41.48984319888866
1213palmer_sem11_num7;12.6;66.39052534650989;113.94821600894144;44.721493216874606
1215palmer_sem11_num8;11.8;28.716213382016047;116.25027353128004;48.2939893624858
1217palmer_sem11_num9;11.7;26.064496024992266;109.1094731431743;44.281773630693046
1219palmer_sem11_num10;13.7;41.987084986292025;80.19480309563203;34.63961143417009
1221palmer_sem11_num11;13.1;31.985720645217928;80.58362431497277;34.38276097952445
1223palmer_sem11_num12;13.5;12.674157534248693;129.31333805309202;62.29795595111239
1225palmer_sem11_num13;11.9;67.19566509287941;110.09389660669744;43.4918121954072
1227palmer_sem11_num14;13.0;40.65025543110149;105.62320354719436;43.67332420648964
1229palmer_sem11_num15;14.4;19.35407181496304;104.11101643683935;45.465736197968
1231palmer_sem11_num16;14.2;33.99493213665225;94.62837497031231;40.09742048358071
1233palmer_sem11_num17;13.2;27.06537907677538;103.1455653632245;42.87232626489056
1235palmer_sem11_num18;10.0;23.135089774175768;125.00630813551099;56.90694006428092
1237palmer_sem11_num19;12.9;33.90478946041523;98.63908201944534;40.09925947952218
1239palmer_sem11_num20;13.0;49.13635831803235;96.94902957174841;40.089446406194675
1241palmer_sem11_num21;12.3;32.337250088912675;123.44705156096435;49.10509907215561
1243palmer_sem11_num22;12.3;38.60007088154521;108.17737199892592;49.534106776494475
1245palmer_sem11_num23;12.7;52.100179805072564;99.55089137033636;42.101292608247256
1247palmer_sem11_num24;12.5;23.48095687139562;97.25095002797062;45.44449092072555
1249palmer_sem11_num25;14.2;42.534475157878255;117.29073465774937;49.26777366307268
1251palmer_sem11_num26;13.7;27.605763158211346;77.79880294104122;29.86038280638568
1253palmer_sem11_num27;12.6;44.52694970095519;92.00789700986105;34.11236513589056
1255palmer_sem11_num28;14.6;26.655995655170287;72.72625122146745;30.134194102106985
1257palmer_sem11_num29;12.4;52.92266321075201;103.57013151924164;38.68447437552558
1259palmer_sem11_num30;13.0;29.256129191631608;114.4834969210263;39.125748503122246
1261palmer_sem12_num1;14.5;17.165580463993845;125.88579081534414;56.484179580366316
1263palmer_sem12_num2;14.4;20.716577938618904;137.32524143117246;61.90688009935401
1265palmer_sem12_num3;16.7;31.356409515810316;119.10303391003168;50.116829231988326
1267palmer_sem12_num4;13.4;15.6604926383828;138.01965879990246;71.05710246634264
1269palmer_sem12_num5;17.4;22.558453147525448;128.06769604231755;63.57816790122754
1271palmer_sem12_num6;14.3;16.2117479981081;130.43240466553902;58.58087315377887
1273palmer_sem12_num7;13.3;24.855032123224987;128.5163545975775;58.9016195880179
1275palmer_sem12_num8;16.8;25.691336098180184;133.6212878820363;60.31606164914354
1277palmer_sem12_num9;14.6;17.11040822338021;133.37604328074474;67.05790830550842
1279palmer_sem12_num10;14.7;11.951170455925766;128.86327291079766;61.79825821872427
1281palmer_sem12_num11;14.5;19.373118721230814;118.55081557916347;50.74760090184918
1283palmer_sem12_num12;13.9;19.713047371196424;121.66742595072971;57.44763630932294
1285palmer_sem12_num13;16.1;30.263636953974643;125.775761933963;58.297858148716095
1287palmer_sem12_num14;13.7;26.83316349109848;132.9549172419778;63.924194467615
1289palmer_sem12_num15;14.8;33.271684619069475;113.63250044762951;47.47099216846564
1291palmer_sem12_num16;15.4;17.253674349715293;136.36448199633477;67.25209407147777
1293palmer_sem12_num17;17.3;26.76071145676835;125.20580094643464;63.93518274647498
1295palmer_sem12_num18;14.3;21.264118018860827;124.44860334303765;60.236879455943296
1297palmer_sem12_num19;15.9;16.354985207220544;136.78302027521178;64.52032918904939
1299palmer_sem12_num20;14.4;17.355146540833108;122.59055909191989;55.975643217501705
1301palmer_sem12_num21;14.2;16.815144234367175;140.6009943823233;71.10309524588988
1303palmer_sem12_num22;15.1;15.44679476504832;136.2430949111509;61.79405368271661
1305palmer_sem12_num23;16.9;16.491142326062008;129.16164602247852;63.31428242072098
1307palmer_sem12_num24;12.8;30.915648021993427;129.1603953332901;57.64624231344853
1309palmer_sem12_num25;16.5;18.252533754342718;121.59760314227594;57.11486677613205
1311palmer_sem12_num26;12.9;24.315555917727558;124.3168412692704;64.56904443579245
1313palmer_sem12_num27;15.9;35.17498998556896;105.16804979564456;47.71174166383092
1315palmer_sem12_num28;15.8;25.016306179207398;133.69108235116155;59.4527938570096
1317palmer_sem12_num29;14.9;22.595412485970712;119.35226985790995;49.81527940682002
1319palmer_sem12_num30;14.4;24.809182852638685;117.84629470263712;53.9746668692866
