ind;time;sst;firmeza;dominant_HSV;long_gradient;mean_R_full;mean_G_full;mean_B_full;mean_H_full;mean_S_full;mean_V_full;mean_L_full;mean_a_full;mean_b_full;RG_rate;RB_rate;SH_rate;RG_diff_full;RB_diff_full;GB_diff_full;apex_R;apex_G;apex_B;equator_R;equator_G;equator_B;stalk_R;stalk_G;stalk_B;apex_equator_R_diff;equator_stalk_R_diff;apex_stalk_R_diff;apex_equator_G_diff;equator_stalk_G_diff;apex_stalk_G_diff;apex_equator_B_diff;equator_stalk_B_diff;apex_stalk_B_diff;region_0_R;region_0_G;region_0_B;region_1_R;region_1_G;region_1_B;region_2_R;region_2_G;region_2_B;region_3_R;region_3_G;region_3_B;region_4_R;region_4_G;region_4_B;region_0_H;region_0_S;region_0_V;region_1_H;region_1_S;region_1_V;region_2_H;region_2_S;region_2_V;region_3_H;region_3_S;region_3_V;region_4_H;region_4_S;region_4_V;region_0_L;region_0_a;region_0_b;region_1_L;region_1_a;region_1_b;region_2_L;region_2_a;region_2_b;region_3_L;region_3_a;region_3_b;region_4_L;region_4_a;region_4_b;0_1_R_diff;0_1_G_diff;0_1_B_diff;0_2_R_diff;0_2_G_diff;0_2_B_diff;0_3_R_diff;0_3_G_diff;0_3_B_diff;0_4_R_diff;0_4_G_diff;0_4_B_diff;1_2_R_diff;1_2_G_diff;1_2_B_diff;1_3_R_diff;1_3_G_diff;1_3_B_diff;1_4_R_diff;1_4_G_diff;1_4_B_diff;2_3_R_diff;2_3_G_diff;2_3_B_diff;2_4_R_diff;2_4_G_diff;2_4_B_diff;3_4_R_diff;3_4_G_diff;3_4_B_diff;0_1_H_diff;0_1_S_diff;0_1_V_diff;0_2_H_diff;0_2_S_diff;0_2_V_diff;0_3_H_diff;0_3_S_diff;0_3_V_diff;0_4_H_diff;0_4_S_diff;0_4_V_diff;1_2_H_diff;1_2_S_diff;1_2_V_diff;1_3_H_diff;1_3_S_diff;1_3_V_diff;1_4_H_diff;1_4_S_diff;1_4_V_diff;2_3_H_diff;2_3_S_diff;2_3_V_diff;2_4_H_diff;2_4_S_diff;2_4_V_diff;3_4_H_diff;3_4_S_diff;3_4_V_diff;0_1_L_diff;0_1_a_diff;0_1_b_diff;0_2_L_diff;0_2_a_diff;0_2_b_diff;0_3_L_diff;0_3_a_diff;0_3_b_diff;0_4_L_diff;0_4_a_diff;0_4_b_diff;1_2_L_diff;1_2_a_diff;1_2_b_diff;1_3_L_diff;1_3_a_diff;1_3_b_diff;1_4_L_diff;1_4_a_diff;1_4_b_diff;2_3_L_diff;2_3_a_diff;2_3_b_diff;2_4_L_diff;2_4_a_diff;2_4_b_diff;3_4_L_diff;3_4_a_diff;3_4_b_diff;area;height;width;diameter;bcd;cd;dd
0357palmer_sem3_num59;65;5.8;126.6;1;-0.013914949;39.75879418;47.63088608;31.13376044;32.53043489;65.52848348;47.61032941;46.83018411;122.8511584;135.0855925;0.839163831;1.27711049;0.499618867;-7.872091897;8.625033734;16.49712563;31.67433885;35.39696074;26.57505697;41.91921817;49.28907183;31.3809826;38.22215487;50.58928989;31.08820275;-10.24487932;3.697063298;-6.547816017;-13.8921111;-1.300218061;-15.19232916;-4.805925631;0.29277985;-4.513145781;39.15253098;40.79561463;34.60457627;36.16653608;41.48778587;26.53071515;41.15824402;48.87720272;30.17986079;40.81565419;51.6590156;30.17336029;39.42105266;51.14435413;33.976906;16.0162245;20.83185573;39.75239025;32.99139089;67.34153817;42.03004739;41.53687055;89.28487319;49.48673373;41.78543758;96.23761299;51.59008737;30.45682718;54.24472694;51.01274672;38.42138748;127.0195935;129.667453;41.05607118;123.9856984;134.6244272;49.17849083;121.1311983;138.2007191;50.81361956;119.5218186;139.1703207;50.11423607;122.5705305;133.7982873;2.985994901;-0.692171245;8.073861114;-2.005713035;-8.08158809;4.424715475;-1.66312321;-10.86340097;4.431215978;-0.268521681;-10.3487395;0.627670263;-4.991707936;-7.389416845;-3.649145639;-4.649118111;-10.17122973;-3.642645137;-3.254516582;-9.656568257;-7.446190851;0.342589825;-2.781812884;0.006500503;1.737191353;-2.267151411;-3.797045211;1.394601529;0.514661473;-3.803545714;-16.97516639;-46.50968245;-2.277657132;-25.52064605;-68.45301747;-9.734343472;-25.76921308;-75.40575727;-11.83769712;-14.44060268;-33.41287122;-11.26035647;-8.54547966;-21.94333502;-7.45668634;-8.794046691;-28.89607482;-9.560039986;2.534563713;13.09681123;-8.982699337;-0.24856703;-6.9527398;-2.103353646;11.08004337;35.04014625;-1.526012997;11.3286104;41.99288605;0.577340649;-2.634683698;3.03389509;-4.956974245;-10.75710335;5.888395201;-8.533266137;-12.39223208;7.49777488;-9.50286768;-11.69284859;4.449063025;-4.130834361;-8.122419651;2.854500111;-3.576291892;-9.757548384;4.46387979;-4.545893434;-9.058164891;1.415167935;0.826139885;-1.635128733;1.609379679;-0.969601543;-0.93574524;-1.439332176;4.402431776;0.699383492;-3.048711855;5.372033319;3875306;3032;1729.5;2221.304171;1.032601404;-0.023293347;-1.038676302
0359palmer_sem3_num60;65;4.9;129.75;1;-0.019207535;50.70104112;64.51752337;30.16836336;31.00627571;99.67329921;64.46252882;64.24263025;118.8813465;142.1500602;0.786410427;1.680278772;0.311029654;-13.81648225;20.53267775;34.34916001;38.6005994;48.33812828;25.60780874;54.09577198;69.61835846;30.23014635;50.50888179;65.8649427;28.02089791;-15.49517258;3.586890193;-11.90828239;-21.28023018;3.753415762;-17.52681442;-4.622337603;2.20924844;-2.413089163;43.04484097;47.42663928;31.17254617;45.36412024;58.50479544;25.95228805;53.56653482;69.13997614;29.58172251;54.49395898;71.05489684;28.30899705;48.84083515;62.626861;31.14832595;16.1276696;40.50328759;52.43096386;33.1334933;104.5619343;58.72806256;40.05435581;134.3367297;68.91699773;38.29243921;137.7029285;71.0505711;27.55462816;81.75185922;62.54546293;52.02227036;124.9620834;132.588305;58.3540394;119.2108027;141.6593889;68.8334043;115.0784587;148.2811349;70.91213187;114.7056339;149.1258209;62.31415237;120.4031463;139.1679858;-2.319279272;-11.07815616;5.220258124;-10.52169385;-21.71333686;1.59082366;-11.44911801;-23.62825756;2.863549117;-5.79599418;-15.20022172;0.024220217;-8.202414575;-10.6351807;-3.629434465;-9.129838736;-12.5501014;-2.356709008;-3.476714909;-4.122065564;-5.196037907;-0.927424161;-1.914920702;1.272725457;4.725699666;6.513115132;-1.566603443;5.653123827;8.428035833;-2.8393289;-17.0058237;-64.05864671;-6.297098699;-23.92668621;-93.83344213;-16.48603387;-22.16476961;-97.19964089;-18.61960723;-11.42695856;-41.24857164;-10.11449906;-6.920862505;-29.77479542;-10.18893517;-5.158945903;-33.14099417;-12.32250853;5.57886514;22.81007508;-3.817400362;1.761916602;-3.366198757;-2.133573363;12.49972765;52.58487049;6.371534809;10.73781104;55.95106925;8.505108172;-6.331769036;5.751280721;-9.071083895;-16.81113393;9.883624702;-15.69282986;-18.8898615;10.2564495;-16.53751589;-10.29188201;4.558937069;-6.579680781;-10.4793649;4.132343981;-6.621745964;-12.55809247;4.50516878;-7.466431997;-3.960112973;-1.192343652;2.491403114;-2.078727571;0.372824799;-0.844686033;6.519251925;-5.324687633;9.113149077;8.597979495;-5.697512432;9.957835111;3653269;2980;1645;2156.723747;1.035597012;-0.023421032;-1.027370994
0361palmer_sem4_num1;80;6;133.05;1;0.000942945;42.76290143;51.50048464;25.79921855;30.57528881;98.40581436;51.69577713;50.70913731;121.1889551;139.6348808;0.843505863;1.657710899;0.311313005;-8.737583215;16.96368288;25.7012661;37.05993155;44.18811342;23.61361622;48.65198554;57.16033016;26.54997234;36.85653893;47.38163707;23.21117254;-11.59205399;11.79544661;0.20339262;-12.97221674;9.778693087;-3.193523651;-2.936356121;3.3387998;0.402443679;36.21324933;41.33831319;25.27229324;44.08138664;53.71972081;24.06616102;47.97465028;56.90291118;25.83520793;41.21836473;51.25487356;22.67358108;36.52088476;46.28467745;25.77564561;20.40536923;52.55718236;44.80114905;34.61858132;114.0426669;53.29043341;37.27716413;133.5263221;57.60096382;35.42658081;123.6438798;51.24250999;25.24644036;68.5578917;46.20105139;43.42187976;124.9747054;133.2463046;52.52567654;119.9824238;142.0142834;57.05108751;118.7095894;145.3339785;50.14892757;119.3239152;142.5755165;44.65189757;122.9308144;135.036805;-7.868137318;-12.38140761;1.206132221;-11.76140095;-15.56459799;-0.562914698;-5.005115401;-9.916560366;2.598712157;-0.307635437;-4.946364256;-0.503352373;-3.893263635;-3.183190372;-1.769046919;2.863021917;2.464847247;1.392579936;7.56050188;7.435043357;-1.709484595;6.756285552;5.648037619;3.161626855;11.45376552;10.61823373;0.059562324;4.697479963;4.97019611;-3.102064531;-14.21321209;-61.48548458;-8.489284354;-16.8717949;-80.96913975;-12.79981476;-15.02121158;-71.0866974;-6.441360938;-4.84107113;-16.00070934;-1.399902335;-2.658582807;-19.48365517;-4.310530408;-0.807999492;-9.60121282;2.047923416;9.37214096;45.48477524;7.089382019;1.850583315;9.882442352;6.358453824;12.03072377;64.96843041;11.39991243;10.18014045;55.08598806;5.041458603;-9.10379678;4.992281613;-8.767978795;-13.62920775;6.265115965;-12.08767392;-6.727047819;5.650790233;-9.329211883;-1.230017816;2.043890987;-1.790500379;-4.52541097;1.272834351;-3.319695121;2.376748961;0.658508619;-0.561233088;7.873778965;-2.948390627;6.977478416;6.902159931;-0.614325732;2.758462033;12.39918993;-4.221224978;10.29717354;5.497030004;-3.606899246;7.538711504;5318450;3431;1996;2602.205507;1.044450461;-0.022817776;-1.243297647
0363palmer_sem4_num2;80;5.1;116.45;1;-0.014814937;39.54882552;48.88576336;26.36089679;31.26700018;89.24367813;48.81302019;47.63680489;121.5011829;137.7607885;0.809131051;1.500095528;0.350380846;-9.336937836;13.18792874;22.52486657;29.89979242;35.86479226;21.65894841;45.95400574;55.47445115;29.16658971;34.94812665;46.50681386;23.19733148;-16.05421332;11.00587909;-5.048334231;-19.60965889;8.967637289;-10.6420216;-7.507641297;5.969258233;-1.538383064;30.35501959;32.3400063;23.83588963;38.29472133;47.24300952;22.50463213;44.31480851;54.23294223;27.45293422;38.06288931;49.39103781;23.46063942;36.19434677;47.09055481;26.52685714;18.48656228;36.34308174;39.40901072;33.78735636;100.9407303;47.87255908;40.10407014;120.1949115;54.38159865;38.01374007;120.145345;49.28997598;26.06029307;68.95610371;46.98385782;37.74641481;125.9139019;131.0740246;46.83904413;121.1950341;138.9405593;53.83907372;118.8785604;142.5574853;47.80862644;118.9156728;141.2594112;45.34525096;122.5739168;135.0139657;-7.939701744;-14.90300322;1.331257497;-13.95978892;-21.89293592;-3.617044594;-7.707869722;-17.05103151;0.375250215;-5.839327177;-14.75054851;-2.690967511;-6.020087176;-6.989932705;-4.948302091;0.231832022;-2.148028288;-0.956007282;2.100374567;0.152454708;-4.022225007;6.251919198;4.841904417;3.992294809;8.120461743;7.142387413;0.926077084;1.868542545;2.300482997;-3.066217725;-15.30079408;-64.5976486;-8.463548354;-21.61750786;-83.85182974;-14.97258792;-19.52717779;-83.80226331;-9.880965253;-7.573730795;-32.61302197;-7.574847099;-6.316713776;-19.25418115;-6.50903957;-4.226383703;-19.20461471;-1.417416899;7.727063289;31.98462663;0.888701255;2.090330072;0.049566435;5.091622671;14.04377707;51.23880777;7.397740825;11.95344699;51.18924134;2.306118153;-9.09262932;4.718867727;-7.86653462;-16.09265891;7.035341419;-11.48346069;-10.06221162;6.99822909;-10.18538656;-7.598836152;3.339985087;-3.939941116;-7.000029587;2.316473692;-3.616926069;-0.969582304;2.279361363;-2.318851937;1.493793168;-1.37888264;3.926593504;6.030447283;-0.037112329;1.298074132;8.493822755;-3.695356332;7.543519573;2.463375472;-3.658244003;6.245445441;4579992;3207.5;1929;2414.831138;1.048688033;-0.022958387;-1.053942162
0365palmer_sem4_num3;80;6.2;92.7;1;-0.00876206;41.27047138;45.54651418;27.86095928;26.95431838;77.27675956;46.70483163;45.11813218;123.9657795;136.0144614;0.916675339;1.482721318;0.348503734;-4.276042791;13.4095121;17.68555489;35.13369682;37.84053681;25.2332325;45.77220505;49.40421734;28.23482562;34.4608458;40.33106899;24.70528466;-10.63850824;11.31135925;0.672851014;-11.56368053;9.073148353;-2.490532179;-3.00159312;3.529540966;0.527947845;35.97081846;40.94961084;26.28414006;41.90106166;46.11406821;24.93719331;45.36253546;49.51862816;27.71831147;39.65982794;44.40746319;25.29654423;35.64302078;41.77622036;27.83431719;16.59804532;31.23708241;41.62893606;29.61367096;88.92907013;47.16207565;33.20633055;110.0421047;51.7710547;31.5496648;101.8610983;46.09818123;23.90288071;54.64098107;41.9831827;40.58369575;126.5798719;130.8039287;46.23517848;123.5640507;137.4980681;50.12720014;122.3296413;140.4264115;43.77165474;122.752087;138.405931;40.31636602;124.5848853;132.9722088;-5.930243206;-5.164457376;1.346946748;-9.391717008;-8.569017321;-1.434171413;-3.689009479;-3.457852355;0.987595825;0.327797679;-0.826609523;-1.550177132;-3.461473801;-3.404559945;-2.78111816;2.241233727;1.706605021;-0.359350923;6.258040885;4.337847853;-2.897123879;5.702707529;5.111164966;2.421767238;9.719514686;7.742407798;-0.116005719;4.016807158;2.631242832;-2.537772957;-13.01562564;-57.69198772;-5.533139588;-16.60828523;-78.80502234;-10.14211864;-14.95161949;-70.62401586;-4.469245173;-7.304835394;-23.40389866;-0.354246643;-3.592659586;-21.11303462;-4.608979048;-1.935993841;-12.93202815;1.063894415;5.71079025;34.28808906;5.178892945;1.656665745;8.181006475;5.672873463;9.303449836;55.40112368;9.787871993;7.646784091;47.22011721;4.11499853;-5.651482728;3.015821186;-6.694139344;-9.543504388;4.250230605;-9.622482789;-3.187958984;3.827784903;-7.602002245;0.267329734;1.994986584;-2.168280118;-3.89202166;1.234409419;-2.928343445;2.463523744;0.811963717;-0.907862901;5.918812461;-1.020834602;4.525859226;6.355545404;-0.422445702;2.020480544;9.810834121;-2.255244021;7.454202671;3.455288717;-1.832798319;5.433722127;4709718;3310.5;1946.5;2448.776951;1.059351194;-0.022919377;-1.150193123
0367palmer_sem4_num4;80;5.2;105.75;1;-0.000308684;45.50903536;54.26663025;25.90505915;30.55575616;98.37862801;54.6662715;53.65215213;121.2182388;140.1953194;0.840699511;1.752170335;0.313129343;-8.757594885;19.60397621;28.3615711;35.22083241;37.91332051;21.67064093;50.84517639;61.02216481;26.41916421;41.42649684;54.68334224;23.63535967;-15.62434399;9.418679554;-6.205664431;-23.1088443;6.338822564;-16.77002173;-4.748523276;2.783804543;-1.964718733;36.46963043;38.10352899;23.98691457;43.4617251;49.85848489;22.49556907;50.1911338;60.35677366;25.80971314;48.13328173;60.514665;24.1942068;40.97495812;53.25161163;26.62972337;20.03143777;40.99417226;41.0299547;32.31688072;106.1324943;50.0905571;38.49274768;135.7536814;60.65452389;37.02715902;134.8907858;60.47439422;25.00520755;74.43021392;53.16193617;38.24410041;126.8646333;131.3665123;48.82893017;122.1291804;140.3027052;60.38974005;117.8290932;146.6235541;59.92491567;117.322303;146.1263501;52.00235251;121.9173383;136.5949311;-6.992094667;-11.75495589;1.491345502;-13.72150337;-22.25324466;-1.822798567;-11.6636513;-22.411136;-0.207292229;-4.505327692;-15.14808263;-2.642808799;-6.729408701;-10.49828877;-3.314144069;-4.671556632;-10.65618011;-1.698637731;2.486766975;-3.393126738;-4.134154301;2.057852069;-0.157891342;1.615506338;9.216175676;7.105162029;-0.820010232;7.158323606;7.263053371;-2.435516569;-12.28544295;-65.13832204;-9.060602406;-18.4613099;-94.75950914;-19.6245692;-16.99572125;-93.89661355;-19.44443952;-4.973769774;-33.43604166;-12.13198147;-6.175866952;-29.6211871;-10.56396679;-4.710278295;-28.75829151;-10.38383711;7.311673178;31.70228038;-3.071379066;1.465588657;0.862895585;0.180129677;13.48754013;61.32346748;7.492587725;12.02195147;60.4605719;7.312458048;-10.58482976;4.735452847;-8.93619282;-22.14563964;9.03554008;-15.25704176;-21.68081526;9.542330233;-14.75983779;-13.7582521;4.947294981;-5.228418751;-11.56080988;4.300087233;-6.320848936;-11.0959855;4.806877386;-5.823644975;-3.173422339;0.211842133;3.707774069;0.464824378;0.506790153;0.497203962;8.387387539;-4.088245099;10.028623;7.922563161;-4.595035253;9.531419043;4890171;3298;1965.5;2495.265996;1.058548414;-0.022907776;-1.127768418
0369palmer_sem4_num5;80;5.1;125.05;1;-0.012318362;41.80501146;48.53752842;27.00825477;28.63400171;87.87603617;50.19518871;47.83224518;122.7101518;137.528504;0.884165402;1.547240152;0.325687804;-6.732516953;14.7967567;21.52927365;33.29589397;35.42477991;22.08336641;47.88318998;55.72496084;28.91317085;35.20041828;44.70344982;23.23750301;-14.58729601;12.68277169;-1.904524316;-20.30018092;11.02151101;-9.278669909;-6.829804446;5.675667845;-1.154136601;34.77283641;37.06413234;24.30572298;39.61568082;45.70642031;23.02097735;46.80216605;54.63396719;27.63066061;41.70313736;49.93023094;25.02436176;36.0657722;45.37130719;26.58926708;17.03301215;37.29103186;41.44022494;31.12577237;99.30257787;48.55387668;36.56364144;120.9246169;57.29708842;33.47477756;116.2572763;51.22007597;25.06019895;65.85656163;45.33886835;38.37327956;126.8868933;131.0124428;45.49518554;122.8756206;138.2805514;55.20238115;120.0938126;142.8058844;49.13118523;120.4620761;141.1024748;43.68184682;123.2120001;134.465905;-4.842844402;-8.642287967;1.284745637;-12.02932963;-17.56983485;-3.324937629;-6.930300949;-12.8660986;-0.71863878;-1.292935781;-8.307174843;-2.283544097;-7.186485231;-8.927546882;-4.609683266;-2.087456547;-4.223810631;-2.003384416;3.54990862;0.335113124;-3.568289734;5.099028684;4.703736252;2.60629885;10.73639385;9.262660006;1.041393532;5.637365167;4.558923754;-1.564905318;-14.09276023;-62.01154601;-7.113651738;-19.53062929;-83.63358508;-15.85686348;-16.44176541;-78.96624442;-9.77985103;-8.027186809;-28.56552977;-3.898643405;-5.437869068;-21.62203906;-8.74321174;-2.349005184;-16.95469841;-2.666199292;6.065573417;33.44601625;3.215008333;3.088863884;4.667340653;6.077012447;11.50344249;55.06805531;11.95822007;8.414578601;50.40071466;5.881207626;-7.121905982;4.011272697;-7.268108611;-16.82910159;6.793080722;-11.79344155;-10.75790567;6.424817214;-10.09003194;-5.308567254;3.674893239;-3.453462197;-9.707195605;2.781808025;-4.525332941;-3.635999688;2.413544516;-2.821923325;1.813338728;-0.336379459;3.814646414;6.071195917;-0.368263509;1.703409616;11.52053433;-3.118187484;8.339979356;5.449338416;-2.749923975;6.63656974;4864713;3365;1938;2488.760735;1.051642095;-0.022863118;-1.162877486
0371palmer_sem4_num6;80;7;85.6;1;-0.013950054;37.37120104;42.79404845;26.44541344;28.95409854;74.72128972;43.1500485;41.5422947;123.6962404;135.2800278;0.881835932;1.418267355;0.397991097;-5.422847419;10.9257876;16.34863502;26.12911486;29.7688694;17.75857108;42.38173888;47.18399943;28.9995513;33.27237476;41.4685854;24.31420954;-16.25262402;9.109364121;-7.143259896;-17.41513003;5.715414032;-11.699716;-11.24098022;4.685341759;-6.555638462;29.04218742;35.21212159;20.99678161;34.17318813;38.34893827;20.89881941;41.77415754;46.59327534;28.34518819;37.00808822;43.97464078;24.97901088;34.53132654;42.66847826;27.49142355;16.37052133;38.76026647;36.71110283;31.6313185;90.0068584;40.48153674;37.71395167;96.63530233;47.74352388;34.48223944;94.38996152;44.01326292;24.6690782;54.04312868;42.58453521;34.1827354;126.1965781;130.9318402;38.24563892;123.9076989;136.0223491;46.96438821;122.372;138.5894746;42.63552706;121.8904464;137.8515047;40.78786132;124.0982358;133.0281437;-5.131000712;-3.136816687;0.097962198;-12.73197012;-11.38115375;-7.348406577;-7.965900796;-8.762519189;-3.982229265;-5.489139115;-7.456356675;-6.494641937;-7.600969408;-8.244337067;-7.446368775;-2.834900085;-5.625702502;-4.080191463;-0.358138403;-4.319539988;-6.592604135;4.766069323;2.618634565;3.366177312;7.242831005;3.924797079;0.85376464;2.476761682;1.306162514;-2.512412672;-15.26079717;-51.24659193;-3.770433915;-21.34343035;-57.87503586;-11.03242105;-18.11171812;-55.62969504;-7.30216009;-8.298556874;-15.2828622;-5.87343238;-6.082633179;-6.628443932;-7.261987135;-2.850920949;-4.383103114;-3.531726175;6.962240294;35.96372973;-2.102998466;3.23171223;2.245340817;3.73026096;13.04487347;42.59217366;5.158988669;9.813161242;40.34683284;1.42872771;-4.062903515;2.288879229;-5.090508956;-12.7816528;3.824578123;-7.657634431;-8.452791653;4.306131652;-6.919664525;-6.605125911;2.098342275;-2.096303491;-8.718749286;1.535698894;-2.567125475;-4.389888138;2.017252423;-1.829155569;-2.542222395;-0.190536954;2.994205465;4.328861148;0.481553529;0.737969906;6.17652689;-1.726235848;5.56133094;1.847665743;-2.207789377;4.823361034;4657234;3296.5;1929.5;2435.090605;1.061463051;-0.022922298;-1.120410704
0373palmer_sem4_num7;80;6.4;126;1;0.000110382;40.31008244;46.39076941;27.51347265;28.99045809;80.09866296;46.88594521;45.54727077;123.0762044;136.5544824;0.874271103;1.467352289;0.366355063;-6.080686968;12.79660979;18.87729676;31.69324997;35.27264114;21.40851754;45.22761428;50.99100738;28.45614017;36.38151503;45.55421638;25.83363924;-13.53436431;8.846099247;-4.688265063;-15.71836624;5.436791007;-10.28157524;-7.04762263;2.622500933;-4.425121697;35.69373577;40.7560826;25.67808515;38.42973945;42.83025166;23.4978366;44.69134515;50.84068501;27.91794333;40.01865825;48.67545737;26.0791188;37.5978833;46.33508097;29.29619023;16.22568213;38.16782614;37.94512892;29.55203819;89.03809226;43.8858045;37.33981622;109.7696987;52.22897532;36.7327063;105.3511909;48.93486943;25.20743801;58.47079192;46.28069131;35.72357681;126.4291712;131.1702593;42.29593723;123.6590916;136.9745134;51.41673514;121.1711231;140.9541108;47.67231771;120.5500795;139.8073652;45.01315129;123.5487108;133.900098;-2.736003678;-2.07416906;2.180248552;-8.99760938;-10.08460242;-2.23985818;-4.324922481;-7.919374771;-0.401033651;-1.904147533;-5.578998378;-3.618105077;-6.261605702;-8.010433357;-4.420106733;-1.588918803;-5.845205711;-2.581282203;0.831856145;-3.504829317;-5.798353629;4.672686899;2.165227647;1.83882453;7.093461847;4.50560404;-1.378246897;2.420774948;2.340376393;-3.217071426;-13.32635607;-50.87026612;-5.940675586;-21.11413409;-71.6018726;-14.28384641;-20.50702418;-67.18336472;-10.98974051;-8.981755883;-20.30296578;-8.335562389;-7.787778023;-20.73160648;-8.34317082;-7.18066811;-16.3130986;-5.049064926;4.344600183;30.56730034;-2.394886804;0.607109913;4.418507878;3.294105895;12.13237821;51.29890682;5.948284017;11.52526829;46.88039894;2.654178122;-6.572360415;2.770079593;-5.804254066;-15.69315833;5.258048148;-9.783851423;-11.9487409;5.879091693;-8.637105893;-9.289574479;2.880460381;-2.729838649;-9.120797915;2.487968555;-3.979597356;-5.376380482;3.1090121;-2.832851827;-2.717214063;0.110380787;3.074415417;3.744417433;0.621043545;1.146745529;6.403583852;-2.377587767;7.054012773;2.659166419;-2.998631312;5.907267244;4585542.5;3264.5;1874;2416.292484;1.050796873;-0.022995031;-1.079317228
0375palmer_sem4_num8;80;4.6;144.7;1;-0.01665826;38.57681567;40.43220145;27.06857263;26.33208418;68.54262146;43.07105635;39.70799633;125.5675127;134.1494503;0.989642479;1.425858222;0.392773289;-1.855385781;11.50824304;13.36362882;28.71406851;26.39747233;22.7633532;43.31025162;44.6306109;29.51858094;35.6622231;41.64168311;23.87853461;-14.59618311;7.648028518;-6.94815459;-18.23313857;2.98892779;-15.24421078;-6.755227734;5.640046333;-1.115181401;32.56893997;29.8751424;24.5692849;34.22662982;33.11769533;22.28157713;42.12548634;43.50645225;27.95037328;39.05134856;42.42342813;25.19768757;37.13051627;43.34697793;27.43267961;16.51034453;18.06928049;35.28094244;32.08380985;72.63567968;38.2323662;30.41854152;95.34035687;47.62553012;29.2111636;97.47228439;44.84244681;23.53237173;59.50238737;43.67209727;31.4872805;128.1226862;128.9249093;33.46885201;127.0067343;133.1988439;44.30280692;124.6899458;137.2076147;41.71150181;123.7140613;137.5818125;42.04707981;124.2884879;133.8649947;-1.657689845;-3.24255293;2.287707776;-9.556546367;-13.63130985;-3.38108838;-6.482408594;-12.54828572;-0.628402671;-4.561576296;-13.47183552;-2.863394712;-7.898856522;-10.38875692;-5.668796156;-4.824718749;-9.305732793;-2.916110446;-2.903886451;-10.22928259;-5.151102487;3.074137772;1.083024126;2.752685709;4.994970071;0.159474325;0.517693668;1.920832298;-0.923549802;-2.234992041;-15.57346532;-54.56639919;-2.951423767;-13.90819699;-77.27107639;-12.34458768;-12.70081907;-79.40300391;-9.561504378;-7.022027201;-41.43310688;-8.39115483;1.665268332;-22.7046772;-9.393163915;2.872646249;-24.83660472;-6.610080611;8.55143812;13.13329231;-5.439731063;1.207377917;-2.131927519;2.783083303;6.886169788;35.8379695;3.953432852;5.678791871;37.96989702;1.170349549;-1.981571503;1.115951902;-4.273934575;-12.81552641;3.432740407;-8.282705425;-10.2242213;4.408624902;-8.656903159;-10.5597993;3.834198249;-4.940085415;-10.83395491;2.316788505;-4.00877085;-8.242649801;3.292673;-4.382968584;-8.5782278;2.718246346;-0.66615084;2.59130511;0.975884495;-0.374197734;2.255727112;0.401457841;3.342620009;-0.335577999;-0.574426654;3.716817744;4646837.5;3348;1926.5;2432.386891;1.051887469;-0.022895542;-1.130611473
0377palmer_sem4_num9;80;5.8;114.4;1;-0.003819688;40.89922011;44.17467871;26.33774245;25.88216966;87.36041226;46.21476167;43.67933139;124.190389;136.6122094;0.948507629;1.553817168;0.294362813;-3.275458599;14.56147766;17.83693626;36.04573727;36.80246899;21.15652258;44.20911343;47.0249864;27.27026712;36.50303498;45.67249353;25.0959773;-8.163376167;7.706078454;-0.457297713;-10.22251741;1.352492874;-8.870024535;-6.113744548;2.174289829;-3.939454719;39.00281478;39.21639431;22.13471811;42.05850257;42.57254978;23.86792219;43.59464077;46.32500242;26.57877377;38.85311223;44.52416483;24.38280647;37.36903333;46.45475262;28.3899884;16.31064526;63.26027534;41.23436841;25.610237;99.5426189;46.38090837;30.34908487;110.786461;49.57029628;32.25803819;103.8416283;45.58142637;24.98860006;59.66801035;46.32560471;37.95729525;126.715249;133.2206273;43.35304916;125.1228792;137.5425105;46.77945717;123.3388678;139.5029824;43.56183285;122.2771555;138.7680084;45.01244258;123.4755942;134.0595306;-3.055687784;-3.356155475;-1.733204083;-4.591825985;-7.108608111;-4.444055661;0.14970255;-5.307770522;-2.248088367;1.633781457;-7.238358311;-6.255270292;-1.536138201;-3.752452636;-2.710851578;3.205390334;-1.951615047;-0.514884284;4.689469241;-3.882202836;-4.522066209;4.741528536;1.800837589;2.195967294;6.225607442;-0.1297502;-1.81121463;1.484078906;-1.930587789;-4.007181925;-9.299591741;-36.28234356;-5.14653996;-14.03843961;-47.5261857;-8.335927871;-15.94739293;-40.581353;-4.347057961;-8.6779548;3.592264985;-5.091236301;-4.73884787;-11.24384214;-3.189387911;-6.647801192;-4.299009431;0.799481999;0.621636941;39.87460855;0.055303659;-1.908953322;6.944832707;3.98886991;5.360484811;51.11845069;3.24469157;7.269438133;44.17361798;-0.744178341;-5.395753905;1.592369847;-4.321883249;-8.822161921;3.376381192;-6.282355111;-5.604537592;4.438093504;-5.547381127;-7.055147329;3.23965479;-0.838903352;-3.426408016;1.784011346;-1.960471862;-0.208783687;2.845723657;-1.225497878;-1.659393424;1.647284944;3.482979897;3.217624329;1.061712312;0.734973984;1.767014592;-0.136726402;5.443451759;-1.450609737;-1.198438713;4.708477775;4836757;3239.5;1929.5;2481.592096;1.051115877;-0.022962029;-1.108983813
