ind;time;sst;firmeza;dominant_HSV;long_gradient;mean_R_full;mean_G_full;mean_B_full;mean_H_full;mean_S_full;mean_V_full;mean_L_full;mean_a_full;mean_b_full;RG_rate;RB_rate;SH_rate;RG_diff_full;RB_diff_full;GB_diff_full;apex_R;apex_G;apex_B;equator_R;equator_G;equator_B;stalk_R;stalk_G;stalk_B;apex_equator_R_diff;equator_stalk_R_diff;apex_stalk_R_diff;apex_equator_G_diff;equator_stalk_G_diff;apex_stalk_G_diff;apex_equator_B_diff;equator_stalk_B_diff;apex_stalk_B_diff;region_0_R;region_0_G;region_0_B;region_1_R;region_1_G;region_1_B;region_2_R;region_2_G;region_2_B;region_3_R;region_3_G;region_3_B;region_4_R;region_4_G;region_4_B;region_0_H;region_0_S;region_0_V;region_1_H;region_1_S;region_1_V;region_2_H;region_2_S;region_2_V;region_3_H;region_3_S;region_3_V;region_4_H;region_4_S;region_4_V;region_0_L;region_0_a;region_0_b;region_1_L;region_1_a;region_1_b;region_2_L;region_2_a;region_2_b;region_3_L;region_3_a;region_3_b;region_4_L;region_4_a;region_4_b;0_1_R_diff;0_1_G_diff;0_1_B_diff;0_2_R_diff;0_2_G_diff;0_2_B_diff;0_3_R_diff;0_3_G_diff;0_3_B_diff;0_4_R_diff;0_4_G_diff;0_4_B_diff;1_2_R_diff;1_2_G_diff;1_2_B_diff;1_3_R_diff;1_3_G_diff;1_3_B_diff;1_4_R_diff;1_4_G_diff;1_4_B_diff;2_3_R_diff;2_3_G_diff;2_3_B_diff;2_4_R_diff;2_4_G_diff;2_4_B_diff;3_4_R_diff;3_4_G_diff;3_4_B_diff;0_1_H_diff;0_1_S_diff;0_1_V_diff;0_2_H_diff;0_2_S_diff;0_2_V_diff;0_3_H_diff;0_3_S_diff;0_3_V_diff;0_4_H_diff;0_4_S_diff;0_4_V_diff;1_2_H_diff;1_2_S_diff;1_2_V_diff;1_3_H_diff;1_3_S_diff;1_3_V_diff;1_4_H_diff;1_4_S_diff;1_4_V_diff;2_3_H_diff;2_3_S_diff;2_3_V_diff;2_4_H_diff;2_4_S_diff;2_4_V_diff;3_4_H_diff;3_4_S_diff;3_4_V_diff;0_1_L_diff;0_1_a_diff;0_1_b_diff;0_2_L_diff;0_2_a_diff;0_2_b_diff;0_3_L_diff;0_3_a_diff;0_3_b_diff;0_4_L_diff;0_4_a_diff;0_4_b_diff;1_2_L_diff;1_2_a_diff;1_2_b_diff;1_3_L_diff;1_3_a_diff;1_3_b_diff;1_4_L_diff;1_4_a_diff;1_4_b_diff;2_3_L_diff;2_3_a_diff;2_3_b_diff;2_4_L_diff;2_4_a_diff;2_4_b_diff;3_4_L_diff;3_4_a_diff;3_4_b_diff;area;height;width;diameter;bcd;cd;dd
0549palmer_sem5_num35;95;5.8;125.4;2;-0.015942996;36.68200339;36.26587283;28.5427967;72.87087631;63.20079765;40.48888516;35.63045616;127.0458327;131.9201373;1.063644365;1.283984068;1.349677134;0.416130562;8.139206693;7.72307613;29.60693375;30.63297107;21.62686952;41.97886322;40.59764838;31.75222756;31.61049085;32.65454248;26.0835242;-12.37192947;10.36837237;-2.003557101;-9.964677313;7.943105895;-2.021571417;-10.12535804;5.668703363;-4.45665468;39.38264715;36.6358144;33.14812842;34.55578773;34.15113288;23.89337224;40.53692238;39.07613243;29.96804576;35.20092394;34.18456972;26.687145;33.5359043;35.18128513;29.57044771;46.85235963;42.0273989;38.67307497;92.58788912;79.58499265;40.50125203;101.2515883;83.24246805;44.95652692;85.04487454;75.42186209;38.72013766;38.70066341;35.83607433;37.07345143;33.98060998;127.193764;130.3447078;34.98794941;126.7759699;132.8323019;40.12862774;127.1441745;133.5889352;33.40397417;127.2746761;132.6072739;33.71974862;126.8352767;130.2357375;4.826859421;2.484681518;9.254756182;-1.15427523;-2.440318034;3.180082669;4.18172321;2.45124468;6.460983427;5.846742848;1.454529268;3.577680709;-5.981134651;-4.924999552;-6.074673513;-0.64513621;-0.033436838;-2.793772755;1.019883428;-1.03015225;-5.677075473;5.33599844;4.891562714;3.280900758;7.001018079;3.894847302;0.39759804;1.665019638;-0.996715412;-2.883302718;-45.73552949;-37.55759375;-1.828177067;-54.39922863;-41.21506915;-6.283451953;-38.19251491;-33.39446319;-0.047062695;8.151696216;6.191324563;1.599623537;-8.663699136;-3.657475401;-4.455274886;7.543014581;4.163130562;1.781114372;53.88722571;43.74891832;3.427800603;16.20671372;7.820605963;6.236389258;62.55092484;47.40639372;7.88307549;46.34421113;39.58578776;1.646686232;-1.007339431;0.417794148;-2.48759407;-6.148017765;0.049589529;-3.244227414;0.576635809;-0.080912047;-2.262566132;0.260861359;0.358487297;0.108970315;-5.140678335;-0.368204619;-0.756633345;1.58397524;-0.498706195;0.225027938;1.268200789;-0.059306851;2.596564384;6.724653574;-0.130501576;0.981661283;6.408879124;0.308897769;3.353197729;-0.31577445;0.439399345;2.371536447;4908819;3332.5;1952.5;2500.020219;1.060047772;-0.022863251;-1.160355085
0551palmer_sem5_num36;95;5.8;125.6;1.5;-0.014576582;40.84777319;43.26286445;28.09971515;41.11666416;71.73129891;45.91941916;42.67299126;125.2546557;134.7314488;0.952764259;1.453573918;0.581881835;-2.415091254;12.74805805;15.1631493;29.94062206;21.3875784;21.11946877;48.02819633;52.7628182;30.68731605;36.79943512;43.43905443;27.59038687;-18.08757427;11.22876122;-6.858813058;-31.3752398;9.323763769;-22.05147603;-9.567847273;3.096929174;-6.470918099;42.05717018;34.95508789;25.95101373;37.64159095;35.70447247;23.01849158;46.49269702;51.10842251;29.24229546;40.26165523;45.55939507;26.30988576;37.87399995;44.84252363;30.58661743;33.62947963;27.24150063;36.25473628;51.5046927;81.73564861;40.1728605;52.65491466;106.0858457;53.94572199;42.02717425;95.464322;46.9159019;25.87015648;48.40241869;45.03876823;29.20832824;129.1030042;128.8935219;35.2053754;127.3963011;133.8644196;51.47176246;122.4859158;140.0534237;44.7194303;122.7797745;138.0685911;43.77774628;124.4897995;132.8087563;4.41557923;-0.749384576;2.932522148;-4.435526835;-16.15333462;-3.291281732;1.795514955;-10.60430718;-0.358872027;4.183170236;-9.887435737;-4.635603702;-8.851106065;-15.40395005;-6.223803879;-2.620064275;-9.854922604;-3.291394175;-0.232408994;-9.138051161;-7.56812585;6.23104179;5.549027442;2.932409704;8.618697071;6.265898886;-1.34432197;2.387655281;0.716871443;-4.276731675;-17.87521308;-54.49414797;-3.918124219;-19.02543503;-78.84434503;-17.69098571;-8.397694622;-68.22282137;-10.66116562;7.759323143;-21.16091806;-8.78403195;-1.150221954;-24.35019705;-13.77286149;9.477518453;-13.7286734;-6.743041398;25.63453622;33.33322991;-4.865907731;10.62774041;10.62152365;7.029820094;26.78475817;57.68342696;8.906953762;16.15701777;47.06190331;1.877133667;-5.997047161;1.706703085;-4.970897669;-22.26343422;6.617088416;-11.1599018;-15.51110206;6.323229694;-9.175069238;-14.56941804;4.613204689;-3.915234406;-16.26638706;4.910385331;-6.189004136;-9.514054896;4.616526609;-4.204171569;-8.572370878;2.906501604;1.055663263;6.752332167;-0.293858722;1.984832567;7.694016185;-2.003883727;7.244667399;0.941684018;-1.710025006;5.259834832;5230095.5;3573;2017.5;2580.527602;1.021826995;-0.022723214;-1.127553975
0553palmer_sem5_num37;95;5.4;180.35;1;-0.01575398;45.966306;53.88422714;28.22035491;35.23425982;88.56977312;54.92697285;53.41219607;121.9738786;138.9574231;0.854502879;1.628871554;0.401221718;-7.91792114;17.74595108;25.66387222;32.15433306;37.18526426;21.16890011;53.47281409;61.467131;31.24365407;44.09512584;54.88853054;26.3086737;-21.31848103;9.377688243;-11.94079278;-24.28186674;6.578600463;-17.70326628;-10.07475395;4.934980369;-5.139773586;37.04524292;35.02524835;24.7867281;40.83738978;47.61385194;23.80860952;52.32541706;60.48199014;30.23034236;49.21527757;59.53487932;26.43085134;43.30823506;53.50825424;28.96492075;21.29280255;37.34616517;41.74240552;44.4240631;100.6343267;49.03768358;45.2503745;117.4596917;61.85516223;40.03480743;118.9697888;60.19779757;25.24729841;68.72897201;53.60955638;39.47335163;126.2660057;131.3334456;46.6889162;122.2294464;138.8363078;60.56199523;119.7757358;144.0862406;59.12241681;119.0010032;144.3237248;52.85777115;122.5714269;136.2462466;-3.792146863;-12.5886036;0.978118578;-15.28017414;-25.4567418;-5.44361426;-12.17003465;-24.50963098;-1.644123244;-6.26299214;-18.48300589;-4.178192655;-11.48802728;-12.8681382;-6.421732837;-8.377887791;-11.92102738;-2.622241822;-2.470845277;-5.894402297;-5.156311233;3.110139488;0.94711082;3.799491016;9.017182001;6.973735904;1.265421604;5.907042514;6.026625084;-2.534069411;-23.13126055;-63.28816157;-7.295278062;-23.95757195;-80.11352657;-20.11275671;-18.74200488;-81.62362364;-18.45539205;-3.954495862;-31.38280684;-11.86715086;-0.826311399;-16.825365;-12.81747865;4.389255675;-18.33546207;-11.16011399;19.17676469;31.90535472;-4.571872798;5.215567074;-1.51009707;1.657364658;20.00307609;48.73071973;8.245605853;14.78750902;50.2408168;6.588241195;-7.21556457;4.036559357;-7.502862186;-21.0886436;6.490269969;-12.75279499;-19.64906519;7.26500251;-12.99027927;-13.38441952;3.694578793;-4.912801014;-13.87307903;2.453710612;-5.249932801;-12.43350061;3.228443153;-5.487417086;-6.168854954;-0.341980564;2.590061172;1.439578417;0.774732542;-0.237484286;7.704224077;-2.795691176;7.839993973;6.264645661;-3.570423717;8.077478259;5221438;3450.5;2031.5;2578.396542;1.020071907;-0.022727199;-1.194712649
0555palmer_sem5_num38;95;5.4;130.2;1.5;-0.013139361;41.51225652;42.36708951;28.85749948;45.00819376;70.44249124;46.68649009;42.24667078;126.1459733;134.2177841;1.052055084;1.440550789;0.722302347;-0.854832995;12.65475704;13.50959003;30.95403228;26.50596914;22.99615081;47.28267675;47.2804308;31.16522158;39.17985884;43.59813502;28.76287496;-16.32864446;8.102817903;-8.225826559;-20.77446166;3.682295777;-17.09216588;-8.16907077;2.402346618;-5.766724152;37.37787373;32.50433908;26.39825998;38.88447027;38.29161265;23.92200887;46.09974796;46.4175682;29.64378077;41.56644594;43.9650626;27.03121082;38.45622417;43.35258117;30.1634972;38.6010393;30.34764898;38.05518806;61.05303801;84.85797599;44.22791779;65.24927565;98.24036521;52.54601036;38.38970218;92.96503552;48.02951214;21.785402;45.97089596;44.50215969;33.35369782;128.4493247;129.3617041;38.59102334;126.8322932;134.5632485;47.60074823;125.4955823;137.5921914;43.7759298;124.6304772;137.1090084;42.53720593;125.3090522;132.4812835;-1.506596542;-5.787273569;2.476251106;-8.721874232;-13.91322912;-3.245520795;-4.18857221;-11.46072352;-0.63295084;-1.078350444;-10.84824209;-3.765237221;-7.21527769;-8.125955556;-5.721771901;-2.681975668;-5.67344995;-3.109201945;0.428246098;-5.060968526;-6.241488327;4.533302023;2.452505606;2.612569955;7.643523788;3.06498703;-0.519716426;3.110221765;0.612481424;-3.132286381;-22.45199871;-54.51032701;-6.172729725;-26.64823634;-67.89271623;-14.4908223;0.211337128;-62.61738654;-9.974324076;16.8156373;-15.62324698;-6.446971628;-4.196237634;-13.38238922;-8.318092579;22.66333584;-8.10705953;-3.801594351;39.26763601;38.88708003;-0.274241903;26.85957347;5.275329688;4.516498228;43.46387364;52.26946925;8.043850676;16.60430017;46.99413956;3.527352448;-5.237325513;1.617031428;-5.201544398;-14.2470504;2.953742399;-8.230487323;-10.42223197;3.818847419;-7.747304374;-9.183508101;3.140272505;-3.119579434;-9.009724888;1.336710971;-3.028942925;-5.184906457;2.201815991;-2.545759976;-3.946182588;1.523241077;2.081964964;3.82481843;0.865105019;0.483182949;5.0635423;0.186530105;5.110907889;1.238723869;-0.678574914;4.62772494;5106657;3432.5;2006;2549.899159;1.033645434;-0.022773459;-1.189014041
0557palmer_sem5_num39;95;5.8;128.25;1;-0.011567017;40.69186197;38.72294916;31.17469342;41.88743668;56.94922521;42.82495813;39.14494426;127.5644284;132.0839593;1.052155981;1.305478603;0.736088298;1.968912809;9.51716855;7.548255741;31.75831729;27.58619928;24.8425658;46.47888855;43.43646182;34.36335625;35.81508093;38.64905575;28.67749293;-14.72057126;10.66380762;-4.056763644;-15.85026254;4.787406066;-11.06285647;-9.520790444;5.685863315;-3.834927129;36.64773889;36.82595398;28.22910589;37.88450506;33.15070397;26.21457027;45.45860129;42.05235686;33.17986991;40.50541249;39.30833539;30.0378164;36.6262615;40.1563001;31.04641958;36.61286513;25.98731281;38.16863764;50.35584753;71.01357652;40.50513465;49.53116896;78.37973651;48.07245791;45.45825932;70.94323161;42.88527588;27.58713869;38.57777495;40.67546312;33.6604298;128.623079;128.9483609;35.22403678;128.6070014;132.3528977;44.38503455;127.8221834;134.1325583;39.72811177;126.9069321;133.6545381;39.26481666;125.8543433;131.346701;-1.236766164;3.675250014;2.014535626;-8.8108624;-5.226402873;-4.950764013;-3.857673593;-2.482381408;-1.80871051;0.021477397;-3.330346122;-2.817313683;-7.574096236;-8.901652887;-6.965299639;-2.620907429;-6.157631422;-3.823246136;1.258243561;-7.005596136;-4.831849309;4.953188807;2.744021465;3.142053503;8.832339796;1.896056751;2.13345033;3.87915099;-0.847964714;-1.008603173;-13.7429824;-45.02626371;-2.336497005;-12.91830383;-52.3924237;-9.903820268;-8.845394188;-44.9559188;-4.716638239;9.025726438;-12.59046213;-2.506825476;0.824678576;-7.366159994;-7.567323263;4.897588214;0.070344908;-2.380141234;22.76870884;32.43580157;-0.170328471;4.072909638;7.436504902;5.187182029;21.94403026;39.80196157;7.396994792;17.87112063;32.36545666;2.209812763;-1.563606982;0.016077563;-3.404536817;-10.72460475;0.800895655;-5.184197457;-6.067681973;1.716146912;-4.706177288;-5.604386859;2.768735725;-2.39834016;-9.160997768;0.784818093;-1.77966064;-4.504074991;1.700069349;-1.301640471;-4.040779877;2.752658162;1.006196658;4.656922777;0.915251257;0.478020169;5.120217891;1.96784007;2.785857298;0.463295114;1.052588813;2.307837129;5138696.5;3434;2006;2557.883646;1.043700074;-0.022787408;-1.234745433
0559palmer_sem5_num40;95;6;150.7;1.5;-0.01323425;50.66190999;51.65475361;29.1474912;36.70127346;90.58715183;58.38799797;53.04325528;125.3283156;137.9157899;1.079112015;1.738519239;0.425104634;-0.992843619;21.51441879;22.50726241;48.26367094;44.75559287;27.71766945;56.35152749;55.01492865;30.31357118;43.33010051;52.96059022;27.81424199;-8.087856545;13.02142697;4.93357043;-10.25933578;2.054338424;-8.204997354;-2.59590173;2.499329192;-0.096572538;53.83702772;50.39578776;30.92856078;52.92915213;49.63638567;25.06951873;55.84607271;54.92626806;29.3135014;47.63492179;51.55315259;26.00838302;43.56903432;52.95521686;30.88600867;34.20030131;40.48926345;55.23298798;53.68768512;109.1717362;59.19280402;37.37948143;125.7208514;64.09881722;33.95775776;115.4467278;56.02371656;24.31029614;62.39313809;53.04059187;49.3497371;128.0950084;131.4343307;51.06445358;127.3470598;138.9646563;57.17146268;125.1755497;142.4792717;52.07557787;122.881288;141.4318836;52.5690508;123.108007;135.3136506;0.907875597;0.759402096;5.859042048;-2.009044991;-4.530480295;1.615059371;6.202105931;-1.157364826;4.920177754;10.26799341;-2.559429093;0.04255211;-2.916920588;-5.289882391;-4.243982676;5.294230334;-1.916766922;-0.938864293;9.360117808;-3.318831189;-5.816489938;8.211150922;3.373115469;3.305118383;12.2770384;1.971051202;-1.572507261;4.065887474;-1.402064267;-4.877625645;-19.48738381;-68.68247279;-3.959816035;-3.179180124;-85.23158798;-8.865829234;0.24254355;-74.95746436;-0.79072858;9.890005164;-21.90387465;2.192396115;16.30820369;-16.54911519;-4.906013198;19.72992736;-6.274991565;3.169087455;29.37738898;46.77859815;6.15221215;3.421723674;10.27412362;8.075100653;13.06918529;63.32771333;11.05822535;9.647461614;53.05358971;2.983124695;-1.714716482;0.747948557;-7.530325653;-7.821725583;2.919458654;-11.04494104;-2.72584077;5.213720359;-9.997552932;-3.219313703;4.987001363;-3.879319951;-6.107009101;2.171510098;-3.514615389;-1.011124288;4.465771802;-2.467227279;-1.504597221;4.239052807;3.651005702;5.095884814;2.294261704;1.04738811;4.60241188;2.067542709;7.165621091;-0.493472934;-0.226718995;6.118232981;5069952;3464;2015;2540.720401;1.019110198;-0.022763159;-1.139669984
0561palmer_sem5_num41;95;5.4;137.2;1.5;-0.014995921;37.18599485;38.20640753;27.66018774;42.71703367;59.07069114;40.45013402;37.38453216;126.2135225;132.8921585;1.00739244;1.338864439;0.883008501;-1.020412686;9.525807112;10.5462198;29.9653815;29.29442968;24.64926907;39.98717482;39.55001758;28.79929084;36.08429685;41.01005032;26.18649967;-10.02179332;3.90287797;-6.118915347;-10.2555879;-1.460032744;-11.71562065;-4.15002177;2.612791171;-1.537230599;36.35951431;37.4259492;27.44264464;30.41948762;27.26040722;21.95441465;39.42144376;39.08901083;27.88238642;38.52001737;41.88891009;25.6072532;38.1301374;42.94457965;30.26884927;32.04693659;23.88351508;37.42511622;53.60556633;54.80181913;32.7006078;56.54694823;78.88330344;42.73405523;46.38184727;90.76105256;44.10965427;25.08242139;47.26281559;43.42752784;34.33496663;127.5876169;129.3683179;28.39824915;128.1225811;130.9885683;39.78905596;126.1165571;134.7672524;40.99723937;124.0217122;136.836942;41.95502209;125.2054636;132.5249363;5.940026694;10.16554198;5.488229991;-3.06192945;-1.663061628;-0.439741776;-2.160503052;-4.462960882;1.835391442;-1.770623084;-5.518630451;-2.826204629;-9.001956144;-11.82860361;-5.927971767;-8.100529747;-14.62850287;-3.652838549;-7.710649779;-15.68417243;-8.31443462;0.901426397;-2.799899254;2.275133218;1.291306365;-3.855568822;-2.386462853;0.389879968;-1.055669568;-4.661596071;-21.55862974;-30.91830405;4.72450842;-24.50001164;-54.99978836;-5.308939012;-14.33491068;-66.87753748;-6.684538052;6.964515201;-23.37930051;-6.002411622;-2.941381899;-24.08148432;-10.03344743;7.223719066;-35.95923343;-11.40904647;28.52314495;7.539003541;-10.72692004;10.16510096;-11.87774912;-1.37559904;31.46452684;31.62048786;-0.693472611;21.29942588;43.49823697;0.68212643;5.936717482;-0.534964178;-1.620250387;-5.45408933;1.471059741;-5.398934559;-6.66227274;3.565904712;-7.468624081;-7.62005546;2.382153335;-3.156618461;-11.39080681;2.006023919;-3.778684173;-12.59899022;4.10086889;-5.848373694;-13.55677294;2.917117513;-1.536368074;-1.208183409;2.094844971;-2.069689522;-2.16596613;0.911093594;2.242316098;-0.95778272;-1.183751377;4.31200562;4852017;3359.5;1983.5;2485.511937;1.055279022;-0.022821376;-1.145752359
0563palmer_sem5_num42;95;5.4;143.65;1.5;-0.005961007;45.6636409;42.4050701;27.51775808;39.37992603;83.18055385;49.88988132;43.44390556;127.4483035;135.3525037;1.168984228;1.656589173;0.507479336;3.258570802;18.14588282;14.88731202;41.74488013;35.57534353;21.06983032;51.22112043;46.37517615;29.80560498;39.72592255;42.13649999;27.22308556;-9.4762403;11.49519788;2.018957576;-10.79983263;4.238676159;-6.561156466;-8.735774659;2.582519418;-6.153255241;44.27462063;43.76672954;23.46654283;47.92540436;41.02342632;23.3532764;50.47857657;45.38239835;28.78787958;43.49420998;42.0488416;26.04657013;39.1604193;42.96881206;29.28966534;28.89328642;47.43868188;47.09701428;44.81118445;107.5861674;50.88789604;51.1037496;112.9867151;54.64366306;44.73655646;98.15243259;48.02113496;27.46376595;49.95775239;44.96686479;39.73562985;128.4394171;131.4888002;42.17226938;128.8358378;136.9864944;47.67549595;127.9082225;138.5977983;42.41993799;126.4776036;137.0078191;42.26995737;125.5745709;132.7011156;-3.65078373;2.743303215;0.113266426;-6.203955945;-1.615668808;-5.321336751;0.780410649;1.717887941;-2.580027301;5.114201325;0.797917482;-5.823122511;-2.553172216;-4.358972023;-5.434603177;4.431194378;-1.025415274;-2.693293726;8.764985055;-1.945385733;-5.936388937;6.984366594;3.333556749;2.741309451;11.31815727;2.413586289;-0.50178576;4.333790677;-0.919970459;-3.243095211;-15.91789803;-60.14748551;-3.790881764;-22.21046318;-65.54803323;-7.546648784;-15.84327004;-50.71375071;-0.924120687;1.429520467;-2.51907051;2.130149484;-6.292565153;-5.40054772;-3.755767021;0.074627986;9.433734797;2.866761077;17.3474185;57.628415;5.921031248;6.367193139;14.83428252;6.622528097;23.63998365;63.02896272;9.676798269;17.27279051;48.1946802;3.054270171;-2.436639523;-0.396420728;-5.497694137;-7.939866095;0.531194604;-7.108998051;-2.684308139;1.961813433;-5.51901886;-2.534327515;2.864846208;-1.212315328;-5.503226572;0.927615333;-1.611303915;-0.247668616;2.358234161;-0.021324723;-0.097687992;3.261266936;4.285378808;5.255557956;1.430618828;1.589979192;5.40553858;2.333651604;5.896682723;0.149980624;0.903032775;4.306703532;5954219;3624.5;2239.5;2753.367057;1.028530536;-0.022441401;-1.029302819
0565palmer_sem5_num43;95;5.2;137.2;1;-0.014580731;45.00485625;53.37870447;28.98365326;28.13802854;83.11666129;53.64990653;52.96583294;122.0037362;138.1719371;0.849727599;1.55295899;0.341091785;-8.373848215;16.02120299;24.39505121;36.00272775;43.94947376;23.17674589;51.17520605;62.11666171;30.45304339;37.62687462;42.82487126;27.74743185;-15.1724783;13.54833142;-1.624146878;-18.16718795;19.29179045;1.124602498;-7.276297504;2.705611544;-4.57068596;42.00066787;47.07445853;27.28399646;45.29762079;57.27381522;24.80834095;50.23981454;61.1860721;29.10099813;43.66901681;50.99184926;26.30289642;39.31860166;44.20699102;31.61289287;15.18020148;35.74551287;46.14854358;32.60167845;103.074473;55.66760112;38.51440424;124.7027321;61.4244665;32.09148157;107.8559716;51.68523678;22.38135936;44.37227528;44.91543655;45.33354845;125.7759212;131.6809629;55.2434582;120.0338479;141.0097677;61.3095883;117.9569077;144.9825499;50.56019318;121.0342556;140.8364218;43.63012681;125.2070227;132.3669613;-3.296952928;-10.19935668;2.475655512;-8.239146668;-14.11161357;-1.817001666;-1.668348941;-3.917390729;0.981100038;2.682066206;2.867467518;-4.328896406;-4.942193741;-3.912256888;-4.292657178;1.628603986;6.281965954;-1.494555474;5.979019134;13.0668242;-6.804551918;6.570797727;10.19422284;2.798101704;10.92121287;16.97908109;-2.51189474;4.350415147;6.784858247;-5.309996444;-17.42147697;-67.3289601;-9.51905754;-23.33420276;-88.95721927;-15.27592292;-16.91128009;-72.11045871;-5.536693195;-7.201157877;-8.62676241;1.233107028;-5.912725789;-21.62825917;-5.756865382;0.510196881;-4.781498604;3.982364345;10.2203191;58.70219769;10.75216457;6.42292267;16.84676056;9.739229727;16.13304489;80.33045686;16.50902995;9.710122216;63.4836963;6.769800223;-9.909909752;5.742073343;-9.328804801;-15.97603985;7.819013566;-13.30158703;-5.226644734;4.741665677;-9.155458888;1.703421643;0.568898569;-0.68599834;-6.066130099;2.076940223;-3.972782228;4.683265018;-1.000407667;0.173345912;11.61333139;-5.173174775;8.64280646;10.74939512;-3.07734789;4.14612814;17.67946149;-7.250114998;12.61558869;6.930066376;-4.172767108;8.469460548;4847046.5;3405.5;1977.5;2484.232917;1.055685397;-0.022795718;-1.179730203
0567palmer_sem5_num44;95;5.4;142.65;1.5;-0.009658763;41.37372392;39.14436765;30.04555426;46.63456862;64.63043743;44.0941833;39.58843341;127.528165;132.6948594;1.056091037;1.376355527;0.720930207;2.229356272;11.32816967;9.098813397;34.84912262;26.60751419;26.64939213;46.60662354;42.29995701;32.75275366;36.51871376;42.25172581;26.04037419;-11.75750092;10.08790978;-1.669591141;-15.69244281;0.048231196;-15.64421162;-6.10336153;6.71237947;0.609017939;37.33161938;30.32792769;26.60318915;39.59014801;31.15998506;27.04749019;45.44345037;40.96744058;31.45472831;40.70561627;42.55808192;27.40950956;37.54567198;43.67321692;29.45386019;41.40747237;27.76372963;40.1227244;59.34437894;69.4808625;40.23293275;57.44701922;87.11325694;47.78088732;47.93457519;89.5214669;45.5129;27.15513926;49.52052262;44.09389836;33.49571979;129.3711432;128.6454943;33.33043398;130.5055278;131.0861021;43.3282267;128.1904883;134.6394292;42.350811;124.8084473;136.3173084;42.56405764;124.7535405;132.8095781;-2.258528637;-0.832057372;-0.444301041;-8.111830992;-10.63951289;-4.851539156;-3.373996897;-12.23015424;-0.806320411;-0.214052606;-13.34528923;-2.850671039;-5.853302356;-9.807455517;-4.407238115;-1.11546826;-11.39809686;-0.36201937;2.044476031;-12.51323186;-2.406369997;4.737834095;-1.590641346;4.045218745;7.897778386;-2.705776343;2.000868117;3.159944291;-1.115134997;-2.044350628;-17.93690657;-41.71713286;-0.110208357;-16.03954686;-59.34952731;-7.658162929;-6.527102822;-61.75773727;-5.390175601;14.2523331;-21.75679299;-3.971173961;1.897359715;-17.63239444;-7.547954572;11.40980375;-20.0406044;-5.279967244;32.18923968;19.96033987;-3.860965604;9.512444034;-2.40820996;2.267987328;30.29187996;37.59273431;3.686988968;20.77943593;40.00094427;1.41900164;0.16528581;-1.134384628;-2.440607826;-9.832506912;1.1806549;-5.993934922;-8.855091212;4.562695869;-7.671814057;-9.068337852;4.617602668;-4.164083815;-9.997792722;2.315039528;-3.553327096;-9.020377022;5.697080497;-5.231206231;-9.233623662;5.751987296;-1.723475989;0.977415699;3.382040968;-1.677879134;0.76416906;3.436947767;1.829851107;-0.21324664;0.054906799;3.507730242;5032654;3440;2007.5;2531.358137;1.013511957;-0.022747911;-1.17660943
0569palmer_sem5_num45;95;5;142.9;1;-0.011486075;43.00161708;48.86040137;28.47315811;33.83087908;80.13979432;50.36409753;48.4124382;123.27564;136.8297827;0.897463229;1.514529142;0.453328911;-5.858784296;14.52845897;20.38724327;31.51231748;33.59049728;22.30384174;47.92970651;51.98176039;31.61708375;43.17226509;55.63407706;26.14753345;-16.41738903;4.757441413;-11.65994762;-18.39126311;-3.652316673;-22.04357978;-9.313242009;5.469550299;-3.843691709;40.5255269;41.15788416;30.96509961;36.9841688;39.17032394;22.83382325;46.48082673;50.87477602;29.68329308;45.33242652;54.82939784;26.50102325;43.46572974;54.6974231;30.20153794;26.13355235;31.49477963;40.28018361;49.8135704;82.46833981;43.18958372;33.62128871;101.7437636;53.60544397;34.91527914;117.66728;55.17181498;24.75128565;67.60162603;54.5960275;37.21750858;126.9152196;130.4192626;39.37349757;125.0381597;135.4276886;51.78153757;122.5316543;139.756644;54.39577949;119.5061597;142.5699844;54.04660637;122.3659495;136.008441;3.541358101;1.98756022;8.131276354;-5.955299827;-9.716891857;1.281806529;-4.806899615;-13.67151368;4.464076354;-2.940202835;-13.53953894;0.763561664;-9.496657928;-11.70445208;-6.849469825;-8.348257716;-15.6590739;-3.667199999;-6.481560936;-15.52709916;-7.36771469;1.148400212;-3.954621824;3.182269826;3.015096992;-3.82264708;-0.518244865;1.86669678;0.131974744;-3.70051469;-23.68001805;-50.97356018;-2.909400114;-7.487736364;-70.24898397;-13.32526036;-8.78172679;-86.17250036;-14.89163137;1.382266697;-36.1068464;-14.31584389;16.19228169;-19.27542379;-10.41586025;14.89829126;-35.19894017;-11.98223126;25.06228475;14.86671379;-11.40644378;-1.293990425;-15.92351638;-1.566371009;8.870003062;34.14213757;-0.990583527;10.16399349;50.06565396;0.575787482;-2.155988991;1.877059921;-5.008425986;-14.56402899;4.383565316;-9.337381392;-17.17827092;7.409059891;-12.15072177;-16.82909779;4.549270043;-5.589178382;-12.40804;2.506505395;-4.328955405;-15.02228193;5.53199997;-7.142295787;-14.6731088;2.672210122;-0.580752396;-2.614241923;3.025494575;-2.813340381;-2.265068799;0.165704727;3.748203009;0.349173124;-2.859789848;6.561543391;4981263;3419;1996.5;2518.399679;1.037830937;-0.022759506;-1.17466387
