;region_0_R;region_0_G;region_0_B;region_1_R;region_1_G;region_1_B;region_2_R;region_2_G;region_2_B;region_3_R;region_3_G;region_3_B;region_4_R;region_4_G;region_4_B;region_0_H;region_0_S;region_0_V;region_1_H;region_1_S;region_1_V;region_2_H;region_2_S;region_2_V;region_3_H;region_3_S;region_3_V;region_4_H;region_4_S;region_4_V;region_0_L;region_0_a;region_0_b;region_1_L;region_1_a;region_1_b;region_2_L;region_2_a;region_2_b;region_3_L;region_3_a;region_3_b;region_4_L;region_4_a;region_4_b;0_1_R_diff;0_1_G_diff;0_1_B_diff;0_2_R_diff;0_2_G_diff;0_2_B_diff;0_3_R_diff;0_3_G_diff;0_3_B_diff;0_4_R_diff;0_4_G_diff;0_4_B_diff;1_2_R_diff;1_2_G_diff;1_2_B_diff;1_3_R_diff;1_3_G_diff;1_3_B_diff;1_4_R_diff;1_4_G_diff;1_4_B_diff;2_3_R_diff;2_3_G_diff;2_3_B_diff;2_4_R_diff;2_4_G_diff;2_4_B_diff;3_4_R_diff;3_4_G_diff;3_4_B_diff;0_1_H_diff;0_1_S_diff;0_1_V_diff;0_2_H_diff;0_2_S_diff;0_2_V_diff;0_3_H_diff;0_3_S_diff;0_3_V_diff;0_4_H_diff;0_4_S_diff;0_4_V_diff;1_2_H_diff;1_2_S_diff;1_2_V_diff;1_3_H_diff;1_3_S_diff;1_3_V_diff;1_4_H_diff;1_4_S_diff;1_4_V_diff;2_3_H_diff;2_3_S_diff;2_3_V_diff;2_4_H_diff;2_4_S_diff;2_4_V_diff;3_4_H_diff;3_4_S_diff;3_4_V_diff;0_1_L_diff;0_1_a_diff;0_1_b_diff;0_2_L_diff;0_2_a_diff;0_2_b_diff;0_3_L_diff;0_3_a_diff;0_3_b_diff;0_4_L_diff;0_4_a_diff;0_4_b_diff;1_2_L_diff;1_2_a_diff;1_2_b_diff;1_3_L_diff;1_3_a_diff;1_3_b_diff;1_4_L_diff;1_4_a_diff;1_4_b_diff;2_3_L_diff;2_3_a_diff;2_3_b_diff;2_4_L_diff;2_4_a_diff;2_4_b_diff;3_4_L_diff;3_4_a_diff;3_4_b_diff
0319palmer_sem3_num40lado1;37.715850888522695;41.380505383041196;32.61754885812225;40.145424091233075;54.795509234708135;27.6452920238175;51.15789690896091;69.19913888009013;30.512492431095893;49.042822189946094;68.47537782747577;30.205774520278368;43.08934658868446;58.09077428663033;33.44270987921108;21.537856754677495;32.109332211036794;44.68410278904851;37.720645655138995;90.2552889994025;53.68121497322189;43.25840781257391;127.83124044978094;69.00460028866885;40.70252159568173;123.96511195776716;68.45413760182403;27.073482147001037;62.61976225653243;57.982910781096905;43.59478193039837;125.44842857570337;130.9407753691947;52.74526659169978;119.4511245971171;138.8398179099608;68.42709642806943;114.1745077806232;147.36613476632067;67.5721392495728;114.35172509655193;146.14554364938786;57.17607914358719;121.43477428487445;135.68366040625628;-2.4295732027103796;-13.415003851666938;4.972256834304748;-13.442046020438212;-27.818633497048936;2.105056427026355;-11.326971301423399;-27.09487244443457;2.4117743378438803;-5.373495700161762;-16.71026890358913;-0.8251610210888316;-11.012472817727833;-14.403629645381997;-2.8672004072783928;-8.897398098713019;-13.679868592767633;-2.5604824964608675;-2.943922497451382;-3.2952650519221933;-5.797417855393579;2.115074719014814;0.7237610526143641;0.3067179108175253;8.06855032027645;11.108364593459804;-2.9302174481151866;5.953475601261637;10.38460354084544;-3.236935358932712;-16.1827889004615;-58.1459567883657;-8.997112184173382;-21.72055105789641;-95.72190823874413;-24.320497499620345;-19.164664841004235;-91.85577974673038;-23.77003481277552;-5.535625392323542;-30.51043004549564;-13.298807992048395;-5.537762157434912;-37.57595145037844;-15.323385315446963;-2.9818759405427357;-33.70982295836467;-14.772922628602139;10.647163508137957;27.635526742870063;-4.301695807875014;2.5558862168921763;3.8661284920137717;0.5504626868448241;16.18492566557287;65.2114781932485;11.02168950757195;13.629039448680693;61.34534970123473;10.471226820727125;-9.150484661301412;5.997303978586274;-7.899042540766089;-24.832314497671064;11.273920795080173;-16.42535939712596;-23.97735731917443;11.096703479151444;-15.20476828019315;-13.581297213188819;4.013654290828924;-4.742885037061569;-15.681829836369651;5.276616816493899;-8.52631685635987;-14.826872657873018;5.09939950056517;-7.305725739427061;-4.430812551887406;-1.9836496877573495;3.15615750370452;0.8549571784966332;-0.17721731592872914;1.220591116932809;11.251017284482245;-7.260266504251248;11.68247436006439;10.396060105985612;-7.083049188322519;10.461883243131581
0320palmer_sem3_num40lado2;68.97279067108722;62.87840332256576;64.78324513005292;40.206760252655904;41.8880855143071;29.044802559095704;43.56359301059892;44.34909729854895;30.532752230452708;41.73819403768689;44.498706661928175;31.458326217292427;39.45237498778527;45.548059277910546;32.621433635847985;21.290144659895354;34.99347081153175;38.996546484834845;31.32782086795937;65.86851031086488;42.85347243884984;32.91369857392018;80.16034472145276;45.33313985547204;33.91672822406895;70.42648199445983;44.60046565512277;25.678013747819843;47.03821073150713;45.46653300980546;37.60703433536217;126.78199343387709;130.8197096542526;42.739007445136124;125.1729260285216;134.73161177798298;45.33363251473019;124.88458500051298;136.72364830204165;44.67688099664508;124.25692418179953;135.5152539242844;44.87628704621005;124.62490817687494;132.63857597209397;28.76603041843132;20.99031780825866;35.73844257095722;25.409197660488303;18.52930602401681;34.25049289960021;27.234596633400336;18.379696660637585;33.324918912760495;29.520415683301955;17.330344044655213;32.16181149420493;-3.3568327579430175;-2.4610117842418475;-1.4879496713570042;-1.531433785030984;-2.6106211476210746;-2.4135236581967234;0.7543852648706348;-3.659973763603446;-3.5766310767522818;1.8253989729120335;-0.14960936337922703;-0.9255739868397193;4.111218022813652;-1.1989619793615987;-2.0886814053952776;2.285819049901619;-1.0493526159823716;-1.1631074185555583;-10.037676208064017;-30.875039499333127;-3.856925954014997;-11.623553914024825;-45.16687390992101;-6.336593370637196;-12.626583564173593;-35.433011182928084;-5.603919170287924;-4.387869087924489;-12.044739919975378;-6.469986524970615;-1.585877705960808;-14.291834410587882;-2.479667416622199;-2.5889073561095763;-4.557971683594957;-1.7469932162729265;5.649807120139528;18.83029957935775;-2.613060570955618;-1.0030296501487683;9.733862726992925;0.7326742003492726;7.235684826100336;33.12213398994563;-0.1333931543334188;8.238714476249104;23.388271262952706;-0.8660673546826914;-5.131973109773952;1.6090674053554892;-3.9119021237303855;-7.726598179368018;1.897408433364106;-5.903938647789062;-7.069846661282909;2.5250692520775573;-4.695544270031803;-7.26925271084788;2.1570852570021515;-1.8188663178413833;-2.5946250695940662;0.2883410280086167;-1.9920365240586762;-1.9378735515089573;0.9160018467220681;-0.7836421463014176;-2.137279601073928;0.5480178516466623;2.093035805889002;0.6567515180851089;0.6276608187134514;1.2083943777572586;0.45734546852013835;0.25967682363804556;4.085072329947678;-0.19940604956497054;-0.3679839950754058;2.8766779521904198
0321palmer_sem3_num41lado1;52.68448637316562;48.76406850751486;35.12774869109948;58.90245228413379;57.54994358395733;28.072600640063772;62.35280013972912;63.18020014121886;31.06205434491547;56.842111883594825;60.42615862598776;29.429630258762245;48.70737096495771;56.291102073170954;32.1143248917251;12.942693844826957;44.617522665338534;51.25221866926905;25.34256852241024;110.56155071812377;61.08544316366827;30.858582054801733;128.42679166514822;65.43247639467282;30.23053959500006;121.27698987297693;61.74774141146469;22.068151396167636;65.22013065241023;56.28967731134033;50.094442713048295;126.74013212505517;132.85363394516588;60.38017434829953;124.08438612261756;142.59068969845686;66.23936108268433;122.34162303664921;146.6871930208169;62.129830370101594;121.71345707656613;144.62490636249154;56.63478091620827;123.3996347330164;136.14999168464945;-6.217965910968168;-8.785875076442473;7.0551480510357045;-9.6683137665635;-14.416131633704005;4.0656943461840065;-4.157625510429206;-11.662090118472904;5.698118432337232;3.977115408207908;-7.527033565656097;3.0134237993743795;-3.450347855595332;-5.630256557261532;-2.989453704851698;2.060340400538962;-2.876215042030431;-1.3570296186984727;10.195081319176076;1.2588415107863753;-4.041724251661325;5.510688256134294;2.7540415152311013;1.6324240861532253;13.645429174771408;6.8890980680479075;-1.052270546809627;8.134740918637114;4.135056552816806;-2.6846946329628523;-12.399874677583282;-65.94402805278523;-9.833224494399225;-17.915888209974774;-83.80926899980969;-14.18025772540377;-17.287845750173105;-76.65946720763839;-10.49552274219564;-9.125457551340679;-20.6026079870717;-5.037458642071279;-5.516013532391494;-17.865240947024446;-4.347033231004545;-4.887971072589821;-10.715439154853158;-0.6622982477964143;3.2744171262426036;45.341420065713535;4.795765852327946;0.628042459801673;7.149801792171289;3.6847349832081306;8.790430658634097;63.20666101273798;9.142799083332491;8.162388198832424;56.05685922056669;5.458064100124361;-10.285731635251238;2.65574600243761;-9.737055753290974;-16.14491836963603;4.398509088405959;-13.83355907565101;-12.035387657053299;5.0266750484890395;-11.771272417325662;-6.540338203159976;3.3404973920387704;-3.296357739483568;-5.859186734384792;1.742763085968349;-4.096503322360036;-1.7496560218020605;2.3709290460514296;-2.0342166640346875;3.7453934320912623;0.6847513896011606;6.440698013807406;4.109530712582732;0.6281659600830807;2.0622866583253483;9.604580166476055;-1.0580116963671884;10.537201336167442;5.495049453893323;-1.686177656450269;8.474914677842094
0322palmer_sem3_num41lado2;60.46697368421053;62.27916051465935;45.147963836273156;49.07958712726767;64.31044352848772;23.00730237504431;57.917644115313635;71.57047853996708;30.453287119570096;51.08348142249663;64.04915860065321;27.906919278965795;47.191070541826846;59.82841566657363;32.02818815589424;19.27909870718579;67.30081561764443;54.08291949688557;35.242152848325446;134.0085114250872;64.58551311449774;37.93081272995079;140.9198633850833;71.80656836560458;34.780305721580625;125.77191894514006;64.14444788339242;23.948334159819385;68.24296806834516;59.67524322391129;53.51383256873726;123.36433449048828;135.81673324981875;64.18177044108853;116.61496656300054;146.56210618818207;72.03398239118332;115.44324747119059;149.82869328746264;63.974184190765584;117.24599098790284;145.93004406329658;59.48037204314688;121.80712221740977;136.92380321680926;11.387386556942857;-2.0312830138283715;22.140661461228845;2.549329568896894;-9.291318025307731;14.69467671670306;9.383492261713897;-1.769998085993862;17.24104455730736;13.275903142383683;2.4507448480857192;13.119775680378915;-8.838056988045963;-7.26003501147936;-7.445984744525784;-2.0038942952289602;0.2612849278345095;-4.899616903921483;1.8885165854408257;4.482027861914091;-9.02088578084993;6.834162692817003;7.521319939313869;2.546367840604301;10.726573573486789;11.74206287339345;-1.574901036324146;3.892410880669786;4.220742934079581;-4.121268876928447;-15.963054141139658;-66.70769580744276;-10.50259361761217;-18.651714022765;-73.61904776743886;-17.723648868719003;-15.501207014394836;-58.471103327495626;-10.061528386506843;-4.669235452633597;-0.942152450700732;-5.592323727025715;-2.688659881625341;-6.911351959996097;-7.221055251106833;0.4618471267448214;8.236592479947134;0.4410652311053269;11.293818688506061;65.76554335674203;4.910269890586456;3.1505070083701625;15.147944439943231;7.66212048221216;13.982478570131402;72.67689531673813;12.131325141693289;10.83197156176124;57.528950876794894;4.469204659481129;-10.667937872351274;6.749367927487739;-10.745372938363317;-18.520149822446058;7.921087019297687;-14.011960037643888;-10.460351622028327;6.118343502585432;-10.113310813477824;-5.966539474409622;1.5572122730785054;-1.1070699669905082;-7.852211950094784;1.1717190918099476;-3.266587099280571;0.2075862503229473;-0.6310244249023071;0.6320621248854934;4.701398397941652;-5.192155654409234;9.63830297137281;8.059798200417731;-1.8027435167122547;3.898649224166064;12.553610348036436;-6.363874746219182;12.90489007065338;4.493812147618705;-4.561131229506927;9.006240846487316
0323palmer_sem3_num42lado1;35.375292702993484;35.221912955465584;28.48292220113852;38.74258826395102;40.62359993566692;29.594562647754138;42.46839853733767;44.94061406884103;32.22618476906047;40.003852847557766;44.079663569166996;31.500853584023105;38.19957085060032;45.213270098988964;32.89194972597788;14.593200158211719;19.148914741009865;37.689495527748385;29.874813958514277;51.559989969050854;41.50511366513088;35.76744406522563;70.05529764598904;45.69330155386494;36.143481310221375;67.33730697558728;43.983836332843666;26.490684067028152;44.24129318179497;45.111406333772216;36.455385626618465;127.29367540500976;129.50178803707374;41.26872015366355;125.61227731089011;133.03460779396593;46.01325093713094;124.40367638363895;135.49253285543608;43.81793772108283;123.86500320093296;134.89138235450028;44.287944418313806;124.48225755394215;132.23228155091954;-3.367295560957537;-5.401686980201333;-1.111640446615617;-7.093105834344186;-9.718701113375445;-3.7432625679219456;-4.6285601445642826;-8.857750613701413;-3.0179313828845835;-2.824278147606833;-9.99135714352338;-4.40902752483936;-3.7258102733866494;-4.317014133174112;-2.6316221213063287;-1.2612645836067458;-3.4560636335000794;-1.9062909362689666;0.5430174133507037;-4.589670163322047;-3.2973870782237427;2.4645456897799036;0.8609504996740327;0.725331185037362;4.268827686737353;-0.27265603014793527;-0.665764956917414;1.8042819969574495;-1.133606529821968;-1.391096141954776;-15.281613800302559;-32.411075228040986;-3.8156181373824936;-21.174243907013913;-50.90638290497918;-8.003806026116557;-21.550281152009656;-48.18839223457742;-6.294340805095281;-11.897483908816433;-25.092378440785108;-7.421910806023831;-5.892630106711355;-18.49530767693819;-4.188187888734063;-6.268667351707098;-15.777317006536428;-2.4787226677127876;3.3841298914861255;7.318696787255881;-3.6062926686413377;-0.376037244995743;2.717990670401761;1.7094652210212757;9.27675999819748;25.81400446419407;0.5818952200927257;9.652797243193223;23.09601379379231;-1.12757000092855;-4.813334527045086;1.6813980941196576;-3.532819756892195;-9.557865310512476;2.889999021370812;-5.990744818362344;-7.3625520944643625;3.428672204076804;-5.389594317426543;-7.832558791695341;2.811417851067617;-2.7304935138458006;-4.74453078346739;1.2086009272511546;-2.4579250614701493;-2.5492175674192765;1.7472741099571465;-1.8567745605343475;-3.019224264650255;1.1300197569479593;0.8023262430463944;2.1953132160481132;0.5386731827059918;0.6011505009358018;1.7253065188171348;-0.07858117030319534;3.2602513045165438;-0.47000669723097843;-0.6172543530091872;2.659100803580742
0324palmer_sem3_num42lado2;36.44025955706024;41.73777526821005;32.42632098069607;38.21718895802071;52.74060607301602;27.732699260524655;41.84218283369429;56.458138607089936;28.83358372278582;42.883018591246824;57.67977365284052;30.104495464350087;40.735861222920924;53.62671920182998;32.88844854318465;24.22928668043745;34.89141038680521;48.11207676100981;39.38810959306288;92.59267701921968;53.31715844499279;43.4382673978463;113.34306445355506;56.999516399456255;40.907586163508824;106.69292132828637;57.644777019952556;28.601040148472805;60.64030889893154;53.49805735962871;47.03359604144001;124.66162565140347;131.30878673810696;52.231136560340175;119.03384362122658;138.68554801774124;56.114878031316955;117.00928584160803;142.08270543456607;56.764206608891506;117.39657023623533;141.48864434681403;52.6422819069616;121.98979249457382;134.89575447463065;-1.7769294009604693;-11.002830804805967;4.693621720171414;-5.401923276634051;-14.720363338879885;3.5927372579102475;-6.442759034186587;-15.941998384630466;2.3218255163459816;-4.295601665860687;-11.888943933619927;-0.46212756248858256;-3.6249938756735816;-3.717532534073918;-1.1008844622611669;-4.665829633226117;-4.939167579824499;-2.3717962038254328;-2.518672264900218;-0.8861131288139603;-5.155749282659997;-1.0408357575525358;-1.2216350457505811;-1.270911741564266;1.1063216107733638;2.8314194052599575;-4.05486482039883;2.1471573683258995;4.053054451010539;-2.783953078834564;-15.158822912625428;-57.701266632414466;-5.205081683982982;-19.208980717408853;-78.45165406674985;-8.887439638446445;-16.678299483071374;-71.80151094148115;-9.532700258942747;-4.3717534680353545;-25.74889851212633;-5.3859805986189;-4.050157804783424;-20.75038743433538;-3.6823579544634626;-1.5194765704459456;-14.100244309066696;-4.327618574959764;10.787069444590074;31.952368120288135;-0.18089891463591812;2.5306812343374787;6.650143125268684;-0.6452606204963018;14.837227249373498;52.702755554623515;3.5014590398275445;12.30654601503602;46.05261242935483;4.146719660323846;-5.197540518900162;5.627782030176888;-7.37676127963428;-9.081281989876942;7.652339809795436;-10.773918696459106;-9.730610567451492;7.265055415168135;-10.179857608707067;-5.608685865521586;2.671833156829649;-3.5869677365236896;-3.88374147097678;2.024557779618547;-3.3971574168248253;-4.5330700485513304;1.6372733849912464;-2.803096329072787;-0.4111453466214243;-2.955948873347239;3.7897935431105907;-0.6493285775745505;-0.3872843946273008;0.5940610877520385;3.4725961243553556;-4.980506652965786;7.186950959935416;4.121924701929906;-4.593222258338486;6.5928898721833775
0325palmer_sem3_num43lado1;42.94400861405938;38.78531941031941;31.40142846171569;44.069731684762885;50.77469700424057;29.965749127267554;52.36452928842561;59.696993068909705;32.61310830478416;50.11771131544326;57.28956544471993;32.59713923851366;46.08667250901216;55.706142163640735;35.93475078802944;11.857446527993913;21.726502792475014;43.83231531330997;31.2052577203721;76.75264009924958;50.82819775825143;37.031109511705914;110.55478935401321;60.135382529601664;35.52460058097313;101.12264087733858;57.16560175483452;25.908065500935358;55.59198862849026;55.55601118324694;42.58900754973913;127.16103308607394;129.92823101462807;50.99230665185653;122.77649176954732;136.87283215755437;61.11463629253031;120.02594710723795;142.9167520403223;57.978735601297004;120.73119402081821;141.16715189162085;55.73619795631083;123.0257060642278;134.7090456765745;-1.1257230707035077;-11.989377593921162;1.4356793344481353;-9.42052067436623;-20.911673658590296;-1.2116798430684739;-7.173702701383881;-18.504246034400524;-1.1957107767979736;-3.1426638949527828;-16.920822753321325;-4.533322326313751;-8.294797603662722;-8.922296064669133;-2.647359177516609;-6.0479796306803735;-6.514868440479361;-2.631390111246109;-2.016940824249275;-4.9314451594001625;-5.9690016607618865;2.246817972982349;2.407427624189772;0.01596906627050032;6.277856779413447;3.990850905268971;-3.3216424832452773;4.0310388064310985;1.5834232810791988;-3.3376115495157777;-19.347811192378188;-55.02613730677456;-6.995882444941458;-25.173662983712;-88.82828656153819;-16.303067216291694;-23.667154052979214;-79.39613808486357;-13.33328644152455;-14.050618972941445;-33.86548583601525;-11.723695869936968;-5.825851791333815;-33.802149254763634;-9.307184771350236;-4.319342860601029;-24.370000778089008;-6.337403996583092;5.297192219436742;21.160651470759312;-4.72781342499551;1.5065089307327852;9.432148476674627;2.9697807747671447;11.123044010770556;54.962800725522946;4.579371346354726;9.616535080037771;45.53065224884832;1.6095905715875816;-8.403299102117401;4.384541316526622;-6.944601142926302;-18.525628742791177;7.135085978835988;-12.98852102569424;-15.389728051557874;6.4298390652557345;-11.238920876992779;-13.147190406571703;4.1353270218461375;-4.780814661946437;-10.122329640673776;2.750544662309366;-6.043919882767938;-6.986428949440473;2.045297748729112;-4.294319734066477;-4.743891304454301;-0.24921429468048473;2.1637864809798657;3.135900691233303;-0.7052469135802539;1.749600148701461;5.3784383362194745;-2.999758956989851;8.207706363747803;2.2425376449861716;-2.294512043409597;6.458106215046342
0326palmer_sem3_num43lado2;43.16480364032051;43.79089875982015;29.04081733379399;43.64982515216111;55.191307729799185;27.89794069719929;50.51251165312684;62.424067227850045;30.44056426317379;48.114611237283974;58.94755867930038;29.754573726433712;45.412245324903246;55.80479531710343;33.87761083938836;17.155386087477808;35.31413847962924;48.14790467852837;35.83455765373176;101.82403449309446;55.630604431663365;39.40896451545964;125.40505983260704;62.95393173913145;36.71014156925134;116.83569666366927;58.96991388860913;26.188183718499594;63.34007548484497;55.60505450749211;46.79471552303442;125.31067648889811;131.50957552281477;55.16447049312853;119.6028406077794;140.39790182379932;63.02838363689873;117.18122362869198;145.3633015148371;58.84039010047051;118.53283415185263;143.27173111064997;55.54708975830722;122.46440250841947;135.69399721286726;-0.48502151184059983;-11.400408969979033;1.1428766365946998;-7.347708012806336;-18.633168468029893;-1.399746929379802;-4.949807596963467;-15.156659919480227;-0.7137563926397235;-2.247441684582739;-12.013896557283275;-4.836793505594372;-6.8626865009657365;-7.232759498050861;-2.542623565974502;-4.464786085122867;-3.7562509495011938;-1.8566330292344233;-1.7624201727421394;-0.6134875873042418;-5.979670142189072;2.3979004158428694;3.476508548549667;0.6859905367400785;5.100266328223597;6.619271910746619;-3.43704657621457;2.7023659123807278;3.142763362196952;-4.123037112954648;-18.67917156625395;-66.50989601346521;-7.482699753134995;-22.25357842798183;-90.0909213529778;-14.806027060603078;-19.554755481773533;-81.52155818404003;-10.822009210080758;-9.032797631021786;-28.025937005215724;-7.457149828963743;-3.57440686172788;-23.58102533951258;-7.323327307468084;-0.8755839155195844;-15.011662170574809;-3.339309456945763;9.646373935232162;38.48395900824949;0.025549924171251348;2.6988229462082955;8.56936316893777;3.9840178505223207;13.220780796960042;62.06498434776207;7.348877231639335;10.521957850751747;53.4956211788243;3.3648593811170144;-8.369754970094114;5.7078358811187115;-8.888326300984545;-16.23366811386431;8.12945286020613;-13.853725992022333;-12.045674577436088;6.7778423370454846;-11.762155587835196;-8.752374235272804;2.8462739804786423;-4.184421690052488;-7.863913143770198;2.4216169790874176;-4.965399691037788;-3.6759196073419744;1.070006455926773;-2.8738292868506505;-0.3826192651786897;-2.861561900640069;4.703904610932057;4.187993536428223;-1.3516105231606446;2.091570404187138;7.481293878591508;-5.283178879727487;9.669304301969845;3.2933003421632847;-3.9315683565668422;7.577733897782707
0327palmer_sem3_num44lado1;42.200467289719626;36.96197076884404;30.911172423677797;41.582858077579424;37.33465517825749;29.257611058305148;45.6495252491277;42.17261474772875;33.67820158933555;40.46638016249332;39.88340899143904;31.31909311179608;39.96205779075461;44.59916578653576;35.17493097551821;13.010719698752649;20.894884443398446;39.15525770456961;20.990854318663214;53.24658978583196;42.16182430915463;23.785737820663684;63.00815533066604;46.23746724984435;26.385368792657097;56.81066227347611;41.16111106998074;25.069963224893918;34.412453559641676;44.523390104103;35.36016102974283;128.52046410920215;129.13260908449047;39.18192114282205;128.47423770298894;132.12473146622736;44.36416801024857;127.91101906330901;133.73946340315368;40.106263330368975;126.6339722287597;133.2028872675924;44.34447193614485;125.45216501650165;131.34749646393212;0.6176092121402021;-0.37268440941345204;1.6535613653726493;-3.449057959408073;-5.210643978884711;-2.7670291656577533;1.734087127226303;-2.9214382225950004;-0.4079206881182813;2.2384094989650123;-7.637195017691717;-4.263758551840411;-4.066667171548275;-4.837959569471259;-4.420590531030403;1.1164779150861008;-2.5487538131815484;-2.0614820534909306;1.6208002868248101;-7.264510608278265;-5.91731991721306;5.183145086634376;2.289205756289711;2.359108477539472;5.687467458373085;-2.4265510388070055;-1.4967293861826576;0.5043223717387093;-4.715756795096716;-3.8558378637221296;-7.980134619910565;-32.35170534243351;-3.006566604585025;-10.775018121911035;-42.113270887267596;-7.082209545274743;-13.374649093904448;-35.915777830077666;-2.0058533654111343;-12.05924352614127;-13.51756911624323;-5.368132399533394;-2.79488350200047;-9.761565544834085;-4.075642940689718;-5.394514473993883;-3.564072487644154;1.0007132391738907;-4.079108906230704;18.83413622619028;-2.361565794948369;-2.599630971993413;6.197493057189931;5.076356179863609;-1.2842254042302343;28.595701771024366;1.7140771457413493;1.3154055677631789;22.398208713834435;-3.3622790341222597;-3.821760113079222;0.04622640621320784;-2.992122381736891;-9.004006980505743;0.6094450458931391;-4.60685431866321;-4.7461023006261485;1.886491880442449;-4.0702781831019195;-8.984310906402023;3.0682990927004994;-2.214887379441649;-5.182246867426521;0.5632186396799312;-1.6147319369263187;-0.9243421875469267;1.8402654742292412;-1.0781558013650283;-5.162550793322801;3.0220726864872915;0.7772350022952423;4.257904679879594;1.27704683454931;0.5365761355612904;0.019696074103720207;2.4588540468073603;2.391966939221561;-4.238208605775874;1.1818072122580503;1.8553908036602706
0328palmer_sem3_num44lado2;49.914956011730204;46.15279330452911;43.39472028286339;42.44979040886537;43.08533575168198;30.85499905063249;48.45463647367879;51.986167346137215;35.10231506362912;45.13946548315605;53.290622389425614;32.34976618567829;42.939769214522975;54.392973702049744;35.00896839914162;24.369274294292403;29.295635058104747;42.2629270477642;30.84628224104809;64.13891075908838;45.33832328672221;36.38248669417063;82.4598221690339;52.875634418284385;38.8856087088884;92.0813057033981;53.24160551985808;29.253084540189416;58.56662289632773;54.28273460404149;39.16659013719119;128.6575189745851;129.74621190648654;44.49411329795697;125.98805992084738;134.35540893773816;53.32092112384566;123.16839038830976;137.95046767234592;53.36324425862517;120.71062366810484;139.2291909425881;53.93127171185528;122.32292994842712;134.79089196338515;7.465165602864836;3.067457552847131;12.5397212322309;1.4603195380514151;-5.833374041608103;8.292405219234269;4.775490528574153;-7.137829084896502;11.044954097185098;6.975186797207229;-8.240180397520632;8.385751883721767;-6.004846064813421;-8.900831594455234;-4.247316012996631;-2.689675074290683;-10.205286637743633;-1.4947671350458016;-0.4899788056576071;-11.307637950367763;-4.153969348509133;3.315170990522738;-1.3044550432883995;2.7525488779508294;5.514867259155814;-2.4068063559125292;0.09334666448749829;2.199696268633076;-1.1023513126241298;-2.659202213463331;-6.477007946755688;-34.843275700983625;-3.0753962389580067;-12.013212399878228;-53.16418711092915;-10.612707370520184;-14.516334414595995;-62.78567064529335;-10.978678472093883;-4.883810245897013;-29.270987838222982;-12.019807556277286;-5.53620445312254;-18.320911409945523;-7.537311131562177;-8.039326467840308;-27.942394944309726;-7.903282233135876;1.5931977008586742;5.572287862760646;-8.944411317319279;-2.5031220147177677;-9.621483534364202;-0.36597110157369883;7.129402153981214;23.89319927270617;-1.407100185757102;9.632524168698982;33.51468280707037;-1.041129084183403;-5.327523160765779;2.669459053737711;-4.609197031251625;-14.154330986654465;5.489128586275328;-8.204255765859386;-14.19665412143398;7.9468953064802434;-9.482979036101568;-14.764681574664088;6.334589026157971;-5.044680056898613;-8.826807825888686;2.819669532537617;-3.595058734607761;-8.869130960668201;5.2774362527425325;-4.873782004849943;-9.43715841389831;3.66512997242026;-0.43548302564698815;-0.042323134779515215;2.4577667202049156;-1.2787232702421818;-0.6103505880096236;0.8454604398826433;3.159575708960773;-0.5680274532301084;-1.6123062803222723;4.438298979202955
