;area;height;width;diameter
0342palmer_sem3_num51lado2;3294119.0;2893.0;1506.0;2047.9752380982172
0343palmer_sem3_num52lado1;3772854.0;2961.0;1772.0;2191.745174355869
0344palmer_sem3_num52lado2;3769546.0;2890.0;1736.0;2190.784113713228
0345palmer_sem3_num53lado1;3637097.0;2953.0;1700.0;2151.9516092230388
0346palmer_sem3_num53lado2;3666551.0;2920.0;1647.0;2160.6475246990785
0347palmer_sem3_num54lado1;3679381.0;2826.0;1724.0;2164.4244937967246
0348palmer_sem3_num54lado2;3679958.0;2786.0;1710.0;2164.594199512814
0349palmer_sem3_num55lado1;3543136.0;3012.0;1695.0;2123.972897090442
0350palmer_sem3_num55lado2;3578194.0;2901.0;1655.0;2134.454988875167
0351palmer_sem3_num56lado1;3572088.0;2967.0;1704.0;2132.6330436514245
0352palmer_sem3_num56lado2;3595784.0;2895.0;1655.0;2139.6949275833654
0353palmer_sem3_num57lado1;3691649.0;3025.0;1718.0;2168.02986420437
0354palmer_sem3_num57lado2;3691916.0;2918.0;1661.0;2168.1082646031455
0355palmer_sem3_num58lado1;3432602.0;3052.0;1563.0;2090.5799692279197
0356palmer_sem3_num58lado2;3578576.0;3092.0;1606.0;2134.5689206582624
0357palmer_sem3_num59lado1;3872546.0;3104.0;1743.0;2220.5131627635033
0358palmer_sem3_num59lado2;3878066.0;2960.0;1716.0;2222.0951798455694
0359palmer_sem3_num60lado1;3671587.0;3055.0;1677.0;2162.130837931771
0360palmer_sem3_num60lado2;3634951.0;2905.0;1613.0;2151.3166564628796
0361palmer_sem4_num1lado1;5262501.0;3403.0;1981.0;2588.5177954590804
0362palmer_sem4_num1lado2;5374399.0;3459.0;2011.0;2615.8932195303987
0363palmer_sem4_num2lado1;4564122.0;3186.0;1903.0;2410.6473440542354
0364palmer_sem4_num2lado2;4595862.0;3229.0;1955.0;2419.0149318566914
0365palmer_sem4_num3lado1;4746340.0;3340.0;1967.0;2458.297740461536
0366palmer_sem4_num3lado2;4673096.0;3281.0;1926.0;2439.2561619361977
0367palmer_sem4_num4lado1;4900321.0;3259.0;1946.0;2497.8555761084663
0368palmer_sem4_num4lado2;4880021.0;3337.0;1985.0;2492.6764162919408
0369palmer_sem4_num5lado1;4879839.0;3388.0;1937.0;2492.62993377294
0370palmer_sem4_num5lado2;4849587.0;3342.0;1939.0;2484.8915356678176
0371palmer_sem4_num6lado1;4617438.0;3285.0;1929.0;2424.6865069453497
0372palmer_sem4_num6lado2;4697030.0;3308.0;1930.0;2445.4947022652495
0373palmer_sem4_num7lado1;4604397.0;3220.0;1853.0;2421.2600727844065
0374palmer_sem4_num7lado2;4566688.0;3309.0;1895.0;2411.3248951701908
0375palmer_sem4_num8lado1;4625470.0;3331.0;1923.0;2426.79445297416
0376palmer_sem4_num8lado2;4668205.0;3365.0;1930.0;2437.979329061346
0377palmer_sem4_num9lado1;4808933.0;3194.0;1947.0;2474.454215293122
0378palmer_sem4_num9lado2;4864581.0;3285.0;1912.0;2488.729976869191
0379palmer_sem4_num10lado1;4389210.0;3275.0;1827.0;2364.004175577324
0380palmer_sem4_num10lado2;4427005.0;3307.0;1845.0;2374.160447556207
0381palmer_sem4_num11lado1;4713103.0;3218.0;1953.0;2449.675308690915
0382palmer_sem4_num11lado2;4776407.0;3241.0;1976.0;2466.0718306954977
0383palmer_sem4_num12lado1;4371705.0;3135.0;1839.0;2359.2854180697245
0384palmer_sem4_num12lado2;4420608.0;3151.0;1852.0;2372.444502485278
0385palmer_sem4_num13lado1;4637414.0;3268.0;1893.0;2429.9256964171705
0386palmer_sem4_num13lado2;4608824.0;3216.0;1897.0;2422.4237803333444
0387palmer_sem4_num14lado1;4430756.0;3182.0;1912.0;2375.166047305449
0388palmer_sem4_num14lado2;4245249.0;3159.0;1834.0;2324.9126658968084
0389palmer_sem4_num15lado1;4548005.0;3331.0;1873.0;2406.3872954396275
0390palmer_sem4_num15lado2;4618448.0;3315.0;1886.0;2424.951675580984
0391palmer_sem4_num16lado1;4478759.0;3204.0;1878.0;2387.9977115019424
0392palmer_sem4_num16lado2;4457516.0;3209.0;1866.0;2382.32777813837
0393palmer_sem4_num17lado1;4250108.0;3101.0;1844.0;2326.2428022446998
0394palmer_sem4_num17lado2;4227838.0;3156.0;1847.0;2320.140196267032
0395palmer_sem4_num18lado1;4621998.0;3235.0;1873.0;2425.8834739712524
0396palmer_sem4_num18lado2;4653234.0;3314.0;1898.0;2434.066872480331
0397palmer_sem4_num19lado1;4382871.0;3121.0;1877.0;2362.2964836516494
0398palmer_sem4_num19lado2;4439223.0;3131.0;1881.0;2377.434388473815
0399palmer_sem4_num20lado1;4904931.0;3315.0;1942.0;2499.0302345904875
0400palmer_sem4_num20lado2;4816484.0;3361.0;1920.0;2476.3961507368313
0401palmer_sem4_num21lado1;4882045.0;3242.0;2009.0;2493.193284359754
0402palmer_sem4_num21lado2;4862866.0;3269.0;2009.0;2488.2912393745432
0403palmer_sem4_num22lado1;4442777.0;3165.0;1868.0;2378.3858738312106
0404palmer_sem4_num22lado2;4521602.0;3212.0;1914.0;2399.392104670181
0405palmer_sem4_num23lado1;5211604.0;3489.0;2000.0;2575.9697793840583
0406palmer_sem4_num23lado2;5002273.0;3343.0;2002.0;2523.7059648780396
0407palmer_sem4_num24lado1;4916948.0;3309.0;1991.0;2502.0896532711354
0408palmer_sem4_num24lado2;4268128.0;3266.0;1788.0;2331.169095452194
0409palmer_sem4_num25lado1;4265972.0;3256.0;1785.0;2330.5802382953802
0410palmer_sem4_num25lado2;4309916.0;3294.0;1853.0;2342.5531980484016
0411palmer_sem4_num26lado1;4268947.0;3123.0;1851.0;2331.3927457162895
0412palmer_sem4_num26lado2;4281707.0;3098.0;1852.0;2334.8744444550675
0413palmer_sem4_num27lado1;4040317.0;2965.0;1771.0;2268.1030350638257
0414palmer_sem4_num27lado2;4013663.0;2952.0;1752.0;2260.6093096420636
0415palmer_sem4_num28lado1;4479757.0;3188.0;1957.0;2388.263754949222
0416palmer_sem4_num28lado2;4544855.0;3255.0;1989.0;2405.5538054858234
0417palmer_sem4_num29lado1;4313472.0;3142.0;1841.0;2343.5193887629503
0418palmer_sem4_num29lado2;4347226.0;3160.0;1854.0;2352.6708339886527
0419palmer_sem4_num30lado1;4819379.0;3290.0;1963.0;2477.140271334307
0420palmer_sem4_num30lado2;4833213.0;3311.0;1956.0;2480.693032144056
0421palmer_sem4_num31lado1;4082536.0;3051.0;1795.0;2279.922428067436
0422palmer_sem4_num31lado2;4007354.0;3045.0;1754.0;2258.831906661634
0423palmer_sem4_num32lado1;4646682.0;3166.0;1906.0;2432.352621272063
0424palmer_sem4_num32lado2;4619180.0;3170.0;1896.0;2425.143839084554
0425palmer_sem4_num33lado1;4395182.0;3090.0;1854.0;2365.6118719494502
0426palmer_sem4_num33lado2;4489571.0;3119.0;1853.0;2390.8783607904834
0427palmer_sem4_num34lado1;4391466.0;3017.0;1844.0;2364.6116320782885
0428palmer_sem4_num34lado2;4475186.0;3072.0;1879.0;2387.04499020131
0429palmer_sem4_num35lado1;4589451.0;3210.0;1922.0;2417.3271400090507
0430palmer_sem4_num35lado2;4576463.0;3186.0;1892.0;2413.9042372507897
0431palmer_sem4_num36lado1;4742738.0;3195.0;1916.0;2457.364761674212
0432palmer_sem4_num36lado2;4755159.0;3203.0;1942.0;2460.5805169315863
0433palmer_sem4_num37lado1;4308920.0;3115.0;1850.0;2342.2825062532993
0434palmer_sem4_num37lado2;4292111.0;3108.0;1824.0;2337.7094463582903
0435palmer_sem4_num38lado1;5135337.0;3446.0;2023.0;2557.051846158313
0436palmer_sem4_num38lado2;5121665.0;3443.0;2008.0;2553.645710134046
0437palmer_sem4_num39lado1;4508380.0;3294.0;1864.0;2395.8814033029917
0438palmer_sem4_num39lado2;4530309.0;3294.0;1848.0;2401.701182218473
0439palmer_sem4_num40lado1;4693525.0;3272.0;1932.0;2444.582098069751
0440palmer_sem4_num40lado2;4596765.0;3248.0;1954.0;2419.2525655364157
0441palmer_sem4_num41lado1;4685975.0;3201.0;1934.0;2442.6151304780606
0442palmer_sem4_num41lado2;4674427.0;3217.0;1952.0;2439.603513970611
0443palmer_sem4_num42lado1;4394148.0;3233.0;1857.0;2365.3335914874515
0444palmer_sem4_num42lado2;4420843.0;3213.0;1847.0;2372.5075613505705
0445palmer_sem4_num43lado1;4578532.0;3199.0;1910.0;2414.4498336547344
0446palmer_sem4_num43lado2;4645612.0;3225.0;1918.0;2432.0725539950918
0447palmer_sem4_num44lado1;4610110.0;3374.0;1837.0;2422.761721172559
0448palmer_sem4_num44lado2;4643505.0;3398.0;1820.0;2431.520962725893
0449palmer_sem4_num45lado1;4652955.0;3271.0;1920.0;2433.9939001306475
0450palmer_sem4_num45lado2;4725825.0;3281.0;1925.0;2452.979264384037
0451palmer_sem4_num46lado1;5090072.0;3424.0;1988.0;2545.757442481353
0452palmer_sem4_num46lado2;4883276.0;3357.0;1970.0;2493.5075919387423
0453palmer_sem4_num47lado1;4758805.0;3391.0;1900.0;2461.523656535402
0454palmer_sem4_num47lado2;4636667.0;3292.0;1860.0;2429.729980917335
0455palmer_sem4_num48lado1;4400377.0;3156.0;1849.0;2367.0095074044552
0456palmer_sem4_num48lado2;4415595.0;3140.0;1843.0;2371.0989366820736
0457palmer_sem4_num49lado1;4431923.0;3141.0;1842.0;2375.4788196953677
0458palmer_sem4_num49lado2;4382254.0;3146.0;1863.0;2362.130201295823
0459palmer_sem4_num50lado1;4534044.0;3272.0;1853.0;2402.6910160004336
0460palmer_sem4_num50lado2;4548870.0;3289.0;1836.0;2406.616123909137
0461palmer_sem4_num51lado1;4676827.0;3139.0;1916.0;2440.229718752953
0462palmer_sem4_num51lado2;4651458.0;3155.0;1920.0;2433.6023229514576
0463palmer_sem4_num52lado1;4994052.0;3458.0;1943.0;2521.631316204597
0464palmer_sem4_num52lado2;4869542.0;3407.0;1888.0;2489.998682559642
0465palmer_sem4_num53lado1;5052006.0;3455.0;1936.0;2536.220380692362
0466palmer_sem4_num53lado2;5061643.0;3419.0;1938.0;2538.6382233260265
0467palmer_sem4_num54lado1;4212068.0;3135.0;1795.0;2315.809047117993
0468palmer_sem4_num54lado2;4180249.0;3135.0;1775.0;2307.0453687865825
0469palmer_sem4_num55lado1;4486313.0;3238.0;1856.0;2390.010694883904
0470palmer_sem4_num55lado2;4474750.0;3185.0;1850.0;2386.928707105361
0471palmer_sem4_num56lado1;4313993.0;3158.0;1819.0;2343.6609147465592
0472palmer_sem4_num56lado2;4306978.0;3154.0;1808.0;2341.754621625494
0473palmer_sem4_num57lado1;4328073.0;3143.0;1887.0;2347.4824165689824
0474palmer_sem4_num57lado2;4260894.0;3123.0;1887.0;2329.1927221088395
0475palmer_sem4_num58lado1;5116058.0;3363.0;1980.0;2552.247511265059
0476palmer_sem4_num58lado2;5126170.0;3428.0;1997.0;2554.7685525375973
0477palmer_sem4_num59lado1;5199667.0;3463.0;1989.0;2573.018003017944
0478palmer_sem4_num59lado2;5118038.0;3448.0;1992.0;2552.741344722818
0479palmer_sem4_num60lado1;4402605.0;3155.0;1901.0;2367.608664000187
0480palmer_sem4_num60lado2;4439544.0;3224.0;1930.0;2377.52034300271
0481palmer_sem5_num1lado1;5481814.0;3545.0;2087.0;2641.9050629579483
0482palmer_sem5_num1lado2;5486712.0;3452.0;2059.0;2643.08507032463
0483palmer_sem5_num2lado1;5044129.0;3382.0;2039.0;2534.2423939997198
0484palmer_sem5_num2lado2;5077675.0;3341.0;2038.0;2542.655424022909
0485palmer_sem5_num3lado1;5056532.0;3426.0;1986.0;2537.356203141132
0486palmer_sem5_num3lado2;5114061.0;3421.0;1981.0;2551.7493410184024
0487palmer_sem5_num4lado1;4926187.0;3236.0;2003.0;2504.4392771956514
0488palmer_sem5_num4lado2;4920856.0;3247.0;2014.0;2503.0837886789354
0489palmer_sem5_num5lado1;5059359.0;3430.0;2041.0;2538.065395101503
0490palmer_sem5_num5lado2;5049518.0;3404.0;2068.0;2535.5957878676186
0491palmer_sem5_num6lado1;4984133.0;3365.0;1948.0;2519.125886457344
0492palmer_sem5_num6lado2;5019343.0;3380.0;1976.0;2528.0083061947453
0493palmer_sem5_num7lado1;4955110.0;3445.0;1946.0;2511.7806433907904
0494palmer_sem5_num7lado2;5001798.0;3452.0;1948.0;2523.5861404709863
0495palmer_sem5_num8lado1;5449917.0;3511.0;2085.0;2634.207630374725
0496palmer_sem5_num8lado2;5479258.0;3530.0;2074.0;2641.289071912898
0497palmer_sem5_num9lado1;5116291.0;3323.0;2013.0;2552.30562895054
0498palmer_sem5_num9lado2;5154917.0;3331.0;2032.0;2561.9219688014605
0499palmer_sem5_num10lado1;4743078.0;3206.0;1928.0;2457.45284255128
0500palmer_sem5_num10lado2;4784412.0;3269.0;1970.0;2468.1374671410526
0501palmer_sem5_num11lado1;5179878.0;3403.0;1989.0;2568.117113081817
0502palmer_sem5_num11lado2;5210634.0;3439.0;2025.0;2575.7300444614843
0503palmer_sem5_num12lado1;4962150.0;3338.0;1970.0;2513.5643232086954
0504palmer_sem5_num12lado2;4961648.0;3341.0;1991.0;2513.4371765882934
0505palmer_sem5_num13lado1;4977613.0;3476.0;1923.0;2517.477648359132
0506palmer_sem5_num13lado2;5042742.0;3516.0;1972.0;2533.893945747707
0507palmer_sem5_num14lado1;4990172.0;3317.0;1988.0;2520.6515676368595
0508palmer_sem5_num14lado2;5041721.0;3366.0;2041.0;2533.637415006676
0509palmer_sem5_num15lado1;5220209.0;3557.0;2005.0;2578.0955239444484
0510palmer_sem5_num15lado2;5134578.0;3528.0;2013.0;2556.8628737433655
0511palmer_sem5_num16lado1;5012073.0;3327.0;2032.0;2526.1768633053784
0512palmer_sem5_num16lado2;5103540.0;3350.0;2036.0;2549.123172021645
0513palmer_sem5_num17lado1;5745001.0;3622.0;2133.0;2704.5817528303805
0514palmer_sem5_num17lado2;5690405.0;3563.0;2089.0;2691.6999594231697
0515palmer_sem5_num18lado1;5237250.0;3613.0;2013.0;2582.3000998459165
0516palmer_sem5_num18lado2;5205047.0;3632.0;2018.0;2574.3487861214776
0517palmer_sem5_num19lado1;4602016.0;3107.0;1997.0;2420.6339576036553
0518palmer_sem5_num19lado2;4666983.0;3201.0;2043.0;2437.6602122130853
0519palmer_sem5_num20lado1;5244400.0;3499.0;2040.0;2584.062202890845
0520palmer_sem5_num20lado2;5255498.0;3489.0;2067.0;2586.7949050662205
0521palmer_sem5_num21lado1;4708245.0;3284.0;1900.0;2448.412489818986
0522palmer_sem5_num21lado2;4682706.0;3293.0;1928.0;2441.762981038212
0523palmer_sem5_num22lado1;4847220.0;3187.0;2031.0;2484.2850452456487
0524palmer_sem5_num22lado2;4764995.0;3161.0;2020.0;2463.124045691838
0525palmer_sem5_num23lado1;5134620.0;3302.0;2006.0;2556.8733310799857
0526palmer_sem5_num23lado2;5123117.0;3330.0;2020.0;2554.007665749062
0527palmer_sem5_num24lado1;5292979.0;3378.0;2020.0;2596.002729631226
0528palmer_sem5_num24lado2;5272681.0;3458.0;2023.0;2591.020253871772
0529palmer_sem5_num25lado1;5120481.0;3476.0;1983.0;2553.3505237755844
0530palmer_sem5_num25lado2;5104576.0;3390.0;1974.0;2549.381890244386
0531palmer_sem5_num26lado1;5085887.0;3297.0;1952.0;2544.7106806972147
0532palmer_sem5_num26lado2;5091289.0;3322.0;1964.0;2546.0617605382517
0533palmer_sem5_num27lado1;4923883.0;3329.0;2007.0;2503.8535398958957
0534palmer_sem5_num27lado2;4956367.0;3375.0;2052.0;2512.0992143266126
0535palmer_sem5_num28lado1;5269646.0;3367.0;2092.0;2590.274439891548
0536palmer_sem5_num28lado2;5230904.0;3391.0;2114.0;2580.7351331574773
0537palmer_sem5_num29lado1;5151755.0;3420.0;2053.0;2561.136113287831
0538palmer_sem5_num29lado2;5233084.0;3414.0;2078.0;2581.2728429441286
0539palmer_sem5_num30lado1;4787757.0;3478.0;1941.0;2469.0001099600195
0540palmer_sem5_num30lado2;4803830.0;3494.0;1928.0;2473.1409830790312
0541palmer_sem5_num31lado1;4730658.0;3250.0;1890.0;2454.233248535631
0542palmer_sem5_num31lado2;4745604.0;3319.0;1958.0;2458.107132826673
0543palmer_sem5_num32lado1;4980112.0;3338.0;2034.0;2518.1095162065767
0544palmer_sem5_num32lado2;4831332.0;3277.0;1996.0;2480.210264502674
0545palmer_sem5_num33lado1;4766846.0;3242.0;1997.0;2463.602409250046
0546palmer_sem5_num33lado2;4832079.0;3282.0;2037.0;2480.4019968715434
0547palmer_sem5_num34lado1;5337403.0;3444.0;2075.0;2606.8740985686463
0548palmer_sem5_num34lado2;5348983.0;3530.0;2107.0;2609.700496171184
0549palmer_sem5_num35lado1;4913423.0;3298.0;1938.0;2501.1926082593636
0550palmer_sem5_num35lado2;4904215.0;3367.0;1967.0;2498.847829277196
0551palmer_sem5_num36lado1;5256273.0;3571.0;2022.0;2586.9856283952813
0552palmer_sem5_num36lado2;5203918.0;3575.0;2013.0;2574.06957659639
0553palmer_sem5_num37lado1;5207052.0;3444.0;1995.0;2574.8445618895753
0554palmer_sem5_num37lado2;5235824.0;3457.0;2068.0;2581.9485211896535
0555palmer_sem5_num38lado1;5120480.0;3403.0;1992.0;2553.350274448358
0556palmer_sem5_num38lado2;5092834.0;3462.0;2020.0;2546.4480445459235
0557palmer_sem5_num39lado1;5119493.0;3412.0;1987.0;2553.104176604404
0558palmer_sem5_num39lado2;5157900.0;3456.0;2025.0;2562.663116328304
0559palmer_sem5_num40lado1;5062793.0;3427.0;1986.0;2538.926594923211
0560palmer_sem5_num40lado2;5077111.0;3501.0;2044.0;2542.514208064507
0561palmer_sem5_num41lado1;4839471.0;3323.0;1975.0;2482.2985019531843
0562palmer_sem5_num41lado2;4864563.0;3396.0;1992.0;2488.7253724458064
0563palmer_sem5_num42lado1;6000988.0;3654.0;2237.0;2764.180751883128
0564palmer_sem5_num42lado2;5907450.0;3595.0;2242.0;2742.553362934938
0565palmer_sem5_num43lado1;4871131.0;3408.0;1968.0;2490.4049102074423
0566palmer_sem5_num43lado2;4822962.0;3403.0;1987.0;2478.0609236164855
0567palmer_sem5_num44lado1;5033713.0;3456.0;2002.0;2531.624468290562
0568palmer_sem5_num44lado2;5031595.0;3424.0;2013.0;2531.0918053464047
0569palmer_sem5_num45lado1;4989264.0;3403.0;1983.0;2520.422231278628
0570palmer_sem5_num45lado2;4973262.0;3435.0;2010.0;2516.3771268887112
0571palmer_sem5_num46lado1;5466906.0;3737.0;1993.0;2638.31023697933
0572palmer_sem5_num46lado2;5465911.0;3738.0;2035.0;2638.070134246419
0573palmer_sem5_num47lado1;4814205.0;3388.0;1903.0;2475.8102072779616
0574palmer_sem5_num47lado2;4903960.0;3401.0;1956.0;2498.7828632755286
0575palmer_sem5_num48lado1;4876110.0;3371.0;1969.0;2491.677362035176
0576palmer_sem5_num48lado2;4944265.0;3452.0;1985.0;2509.0304337831376
0577palmer_sem5_num49lado1;4993547.0;3389.0;1962.0;2521.503818932987
0578palmer_sem5_num49lado2;4991392.0;3423.0;1973.0;2520.959673948541
0579palmer_sem5_num50lado1;5444244.0;3443.0;2098.0;2632.8362562049206
0580palmer_sem5_num50lado2;5464946.0;3485.0;2133.0;2637.837249915591
0581palmer_sem5_num51lado1;4603445.0;3332.0;1903.0;2421.0097513255414
0582palmer_sem5_num51lado2;4571448.0;3326.0;1943.0;2412.581267087281
0583palmer_sem5_num52lado1;4905644.0;3415.0;1944.0;2499.2118624063833
0584palmer_sem5_num52lado2;4939544.0;3492.0;2014.0;2507.8322818241463
0585palmer_sem5_num53lado1;5130286.0;3456.0;2041.0;2555.794007935925
0586palmer_sem5_num53lado2;5167714.0;3484.0;2128.0;2565.0999630972524
0587palmer_sem5_num54lado1;5434135.0;3496.0;2059.0;2630.3907643978323
0588palmer_sem5_num54lado2;5374081.0;3556.0;2137.0;2615.8158279607314
0589palmer_sem5_num55lado1;4964391.0;3384.0;1928.0;2514.1318455338296
0590palmer_sem5_num55lado2;4879158.0;3423.0;1971.0;2492.4559997341835
0591palmer_sem5_num56lado1;4927046.0;3497.0;1958.0;2504.657622496377
0592palmer_sem5_num56lado2;4886464.0;3506.0;1985.0;2494.321390423608
0593palmer_sem5_num57lado1;4928233.0;3384.0;1992.0;2504.9593093040066
0594palmer_sem5_num57lado2;4998382.0;3430.0;2039.0;2522.7242461459064
0595palmer_sem5_num58lado1;5174554.0;3477.0;1995.0;2566.7969883042006
0596palmer_sem5_num58lado2;5139121.0;3504.0;2019.0;2557.9937612079734
0597palmer_sem5_num59lado1;4643350.0;3318.0;1868.0;2431.480380353915
0598palmer_sem5_num59lado2;4641898.0;3386.0;1945.0;2431.100182268732
0599palmer_sem5_num60lado1;5340502.0;3346.0;2049.0;2607.6307896512544
0600palmer_sem5_num60lado2;5357341.0;3491.0;2169.0;2611.738581066455
0601palmer_sem6_num1lado1;4776958.0;3281.0;1968.0;2466.214067987407
0602palmer_sem6_num1lado2;4831406.0;3289.0;1959.0;2480.2292587320903
0603palmer_sem6_num2lado1;5338679.0;3452.0;2044.0;2607.1856894834273
0604palmer_sem6_num2lado2;5308785.0;3398.0;2034.0;2599.87595790585
0605palmer_sem6_num3lado1;5087439.0;3315.0;1990.0;2545.098920715639
0606palmer_sem6_num3lado2;5196317.0;3372.0;2004.0;2572.189007709112
0607palmer_sem6_num4lado1;5112830.0;3425.0;1983.0;2551.442208145872
0608palmer_sem6_num4lado2;5107401.0;3444.0;1992.0;2550.0872385116386
0609palmer_sem6_num5lado1;5429275.0;3413.0;2094.0;2629.2142608091112
0610palmer_sem6_num5lado2;5252001.0;3375.0;2047.0;2585.934137248785
0611palmer_sem6_num6lado1;5698648.0;3676.0;2104.0;2693.6488236453442
0612palmer_sem6_num6lado2;5678053.0;3621.0;2071.0;2688.776974146819
0613palmer_sem6_num7lado1;5396160.0;3444.0;2079.0;2621.183759624284
0614palmer_sem6_num7lado2;5475492.0;3501.0;2102.0;2640.3812113558574
0615palmer_sem6_num8lado1;5468177.0;3404.0;2047.0;2638.616909293823
0616palmer_sem6_num8lado2;5498778.0;3441.0;2078.0;2645.9897198061312
0617palmer_sem6_num9lado1;4968746.0;3336.0;2000.0;2515.2343618328414
0618palmer_sem6_num9lado2;4879125.0;3365.0;1971.0;2492.447570904141
0619palmer_sem6_num10lado1;5084421.0;3309.0;2011.0;2544.3438995705555
0620palmer_sem6_num10lado2;5073799.0;3331.0;2015.0;2541.6847815647247
0621palmer_sem6_num11lado1;5069008.0;3410.0;1958.0;2540.484488867999
0622palmer_sem6_num11lado2;5077311.0;3462.0;1962.0;2542.564285543009
0623palmer_sem6_num12lado1;5959046.0;3674.0;2095.0;2754.504132524744
0624palmer_sem6_num12lado2;5901035.0;3713.0;2107.0;2741.0638658860653
0625palmer_sem6_num13lado1;5678910.0;3724.0;2150.0;2688.979877758843
0626palmer_sem6_num13lado2;5625857.0;3702.0;2154.0;2676.3900323803946
0627palmer_sem6_num14lado1;4935677.0;3307.0;1929.0;2506.8504415780003
0628palmer_sem6_num14lado2;5049170.0;3403.0;1962.0;2535.508412940182
0629palmer_sem6_num15lado1;5558836.0;3442.0;2066.0;2660.4003115879823
0630palmer_sem6_num15lado2;5604199.0;3559.0;2110.0;2671.2333824219204
0631palmer_sem6_num16lado1;4876925.0;3410.0;1937.0;2491.8855845940307
0632palmer_sem6_num16lado2;4844265.0;3391.0;1912.0;2483.527685204351
0633palmer_sem6_num17lado1;4918511.0;3207.0;2000.0;2502.487303946793
0634palmer_sem6_num17lado2;4833100.0;3163.0;1978.0;2480.664032806441
0635palmer_sem6_num18lado1;5361456.0;3396.0;2026.0;2612.74143316127
0636palmer_sem6_num18lado2;5444614.0;3496.0;2046.0;2632.9257206800753
0637palmer_sem6_num19lado1;4820511.0;3272.0;1999.0;2477.4311758413883
0638palmer_sem6_num19lado2;4806398.0;3249.0;1999.0;2473.8019325192545
0639palmer_sem6_num20lado1;4702738.0;3211.0;1914.0;2446.9801777147172
0640palmer_sem6_num20lado2;4711844.0;3255.0;1924.0;2449.348098866943
0641palmer_sem6_num21lado1;5044631.0;3378.0;1936.0;2534.3684968443104
0642palmer_sem6_num21lado2;5039533.0;3391.0;1973.0;2533.0875828912485
0643palmer_sem6_num22lado1;4985738.0;3299.0;2030.0;2519.531460666606
0644palmer_sem6_num22lado2;4893571.0;3286.0;2003.0;2496.1346342233214
0645palmer_sem6_num23lado1;5145126.0;3419.0;1998.0;2559.487817092523
0646palmer_sem6_num23lado2;5143116.0;3454.0;1994.0;2558.98782223756
0647palmer_sem6_num24lado1;5200671.0;3285.0;2064.0;2573.266402135108
0648palmer_sem6_num24lado2;5253960.0;3326.0;2098.0;2586.4163698942125
0649palmer_sem6_num25lado1;5256522.0;3653.0;2051.0;2587.0469029707147
0650palmer_sem6_num25lado2;5227425.0;3701.0;2056.0;2579.876785262662
0651palmer_sem6_num26lado1;4693111.0;3215.0;1892.0;2444.4742815238583
0652palmer_sem6_num26lado2;4674140.0;3257.0;1907.0;2439.5286195551002
0653palmer_sem6_num27lado1;5769087.0;3507.0;2168.0;2710.2453219990152
0654palmer_sem6_num27lado2;5849570.0;3654.0;2189.0;2729.084799652892
0655palmer_sem6_num28lado1;4833293.0;3274.0;1936.0;2480.7135624436064
0656palmer_sem6_num28lado2;4896831.0;3358.0;1921.0;2496.9659335051074
0657palmer_sem6_num29lado1;5334356.0;3647.0;1982.0;2606.129890257829
0658palmer_sem6_num29lado2;5292772.0;3618.0;2003.0;2595.951966363595
0659palmer_sem6_num30lado1;5627724.0;3558.0;2167.0;2676.834089676674
0660palmer_sem6_num30lado2;5610439.0;3591.0;2153.0;2672.720112193643
0661palmer_sem6_num31lado1;4998581.0;3179.0;2014.0;2522.774464109274
0662palmer_sem6_num31lado2;5077986.0;3208.0;2065.0;2542.7332897517053
0663palmer_sem6_num32lado1;4740109.0;3298.0;1851.0;2456.683582628224
0664palmer_sem6_num32lado2;4998121.0;3356.0;1984.0;2522.6583808695254
0665palmer_sem6_num33lado1;5647770.0;3530.0;2071.0;2681.597304512538
0666palmer_sem6_num33lado2;5627780.0;3566.0;2088.0;2676.8474078792115
0667palmer_sem6_num34lado1;5194867.0;3388.0;2007.0;2571.8301059828427
0668palmer_sem6_num34lado2;5197202.0;3374.0;2016.0;2572.408036913405
0669palmer_sem6_num35lado1;5172678.0;3447.0;1984.0;2566.331658570574
0670palmer_sem6_num35lado2;5162922.0;3439.0;2004.0;2563.9103839220193
0671palmer_sem6_num36lado1;5248013.0;3451.0;2011.0;2584.9521625910634
0672palmer_sem6_num36lado2;5224451.0;3466.0;2008.0;2579.1428058041233
0673palmer_sem6_num37lado1;5376615.0;3410.0;2137.0;2616.4324632629537
0674palmer_sem6_num37lado2;5367286.0;3492.0;2156.0;2614.161583204721
0675palmer_sem6_num38lado1;4919662.0;3309.0;1933.0;2502.7800952402667
0676palmer_sem6_num38lado2;4808678.0;3345.0;1928.0;2474.388608828046
0677palmer_sem6_num39lado1;5337340.0;3535.0;2035.0;2606.8587134129025
0678palmer_sem6_num39lado2;5416931.0;3621.0;2043.0;2626.2236691306
0679palmer_sem6_num40lado1;5975566.0;3775.0;2095.0;2758.319585068945
0680palmer_sem6_num40lado2;5900103.0;3743.0;2070.0;2740.8473977240265
0681palmer_sem6_num41lado1;5506695.0;3518.0;2071.0;2647.893848853348
0682palmer_sem6_num41lado2;5570072.0;3535.0;2103.0;2663.0876698715865
0683palmer_sem6_num42lado1;5315906.0;3464.0;2027.0;2601.619060372775
0684palmer_sem6_num42lado2;5345350.0;3546.0;2023.0;2608.814098484233
0685palmer_sem6_num43lado1;4724460.0;3188.0;1923.0;2452.6249814269377
0686palmer_sem6_num43lado2;4655299.0;3234.0;1918.0;2434.606904485005
