ind;time;long_gradient
0001palmer_sem1_num1;35;-0.007911348334586756
0003palmer_sem1_num2;35;-0.014241147876931731
0005palmer_sem1_num3;35;-0.025759832441503674
0007palmer_sem1_num4;35;-0.0294578052777418
0009palmer_sem1_num5;35;-0.015950841604232355
0011palmer_sem1_num6;35;0.008756192485051578
0013palmer_sem1_num7;35;-0.017921899195794226
0015palmer_sem1_num8;35;-0.023272906501097104
0017palmer_sem1_num9;35;-0.00957475420553502
0019palmer_sem1_num10;35;-0.0385075367929921
0021palmer_sem1_num11;35;-0.00744732341956859
0023palmer_sem1_num12;35;-0.00687372406154386
0025palmer_sem1_num13;35;0.013384180433530329
0027palmer_sem1_num14;35;-0.049856306752818165
0029palmer_sem1_num15;35;-0.025400332116092786
0031palmer_sem1_num16;35;-0.025774564934637482
0033palmer_sem1_num17;35;-0.037160090289265764
0035palmer_sem1_num18;35;-0.016646650086935052
0037palmer_sem1_num19;35;0.009472696553810377
0039palmer_sem1_num20;35;9.22120428935684e-05
0041palmer_sem1_num21;35;-0.03005329249248335
0043palmer_sem1_num22;35;-0.012903536315826046
0045palmer_sem1_num23;35;0.0007391491189789661
0047palmer_sem1_num24;35;-0.021998669200951997
0049palmer_sem1_num25;35;-0.02705771422101572
0051palmer_sem1_num26;35;-0.014337152935689816
0053palmer_sem1_num27;35;-0.03684855130560173
0055palmer_sem1_num28;35;-0.038091401651235535
0057palmer_sem1_num29;35;-0.021580145634578947
0059palmer_sem1_num30;35;-0.019686628334469845
0061palmer_sem1_num31;35;-0.013300605598052215
0063palmer_sem1_num32;35;-0.02766126305100393
0065palmer_sem1_num33;35;0.0027229559226240947
0067palmer_sem1_num34;35;-0.013537010919898763
0069palmer_sem1_num35;35;-0.00197662419360528
0071palmer_sem1_num36;35;-0.014830744457009628
0073palmer_sem1_num37;35;-0.0217762852225849
0075palmer_sem1_num38;35;-0.013602065796704487
0077palmer_sem1_num39;35;-0.03763835303970095
0079palmer_sem1_num40;35;-0.03551881511714449
0081palmer_sem1_num41;35;-0.031671824470365845
0083palmer_sem1_num42;35;-0.035244421351557725
0085palmer_sem1_num43;35;-0.02596509783147696
0087palmer_sem1_num44;35;-0.029920047882235987
0089palmer_sem1_num45;35;-0.03364432377422602
0091palmer_sem1_num46;35;-0.025711938856869117
0093palmer_sem1_num47;35;0.0012118725886820726
0095palmer_sem1_num48;35;-0.02280119541478035
0097palmer_sem1_num49;35;0.0024268530048729905
0099palmer_sem1_num50;35;-0.019060119067839658
0101palmer_sem1_num51;35;-0.001795422063638661
0103palmer_sem1_num52;35;-0.03675503594181096
0105palmer_sem1_num53;35;-0.044429148507270366
0107palmer_sem1_num54;35;0.012628362420048344
0109palmer_sem1_num55;35;-0.019252136925983217
0111palmer_sem1_num56;35;-0.01785595285591775
0113palmer_sem1_num57;35;-0.03025385915400477
0115palmer_sem1_num58;35;-0.02363042013076666
0117palmer_sem1_num59;35;0.008024419065610546
0119palmer_sem1_num60;35;-0.004859036110120264
0121palmer_sem2_num1;50;-0.010471172856873923
0123palmer_sem2_num2;50;0.0003784121038329271
0125palmer_sem2_num3;50;-0.022052352293946014
0127palmer_sem2_num4;50;-0.021793067191943863
0129palmer_sem2_num5;50;-0.002918884281219218
0131palmer_sem2_num6;50;-0.010515641099499585
0133palmer_sem2_num7;50;-0.011010870734076257
0135palmer_sem2_num8;50;-0.007763905061025466
0137palmer_sem2_num9;50;-0.0062458068749091005
0139palmer_sem2_num10;50;0.0011986110757616069
0141palmer_sem2_num11;50;-0.009663880453970179
0143palmer_sem2_num12;50;-0.02915690267657897
0145palmer_sem2_num13;50;-0.01358549199407044
0147palmer_sem2_num14;50;-0.008165417018450924
0149palmer_sem2_num15;50;0.00900735873669587
0151palmer_sem2_num16;50;-0.016965514129778092
0153palmer_sem2_num17;50;-0.005034621870384377
0155palmer_sem2_num18;50;-0.0011209987382235411
0157palmer_sem2_num19;50;-0.016993144047039225
0159palmer_sem2_num20;50;-0.016246618557898006
0161palmer_sem2_num21;50;-0.013597218670267823
0163palmer_sem2_num22;50;0.0026281128832371953
0165palmer_sem2_num23;50;0.0032330543428263268
0167palmer_sem2_num24;50;-0.011815694041643955
0169palmer_sem2_num25;50;-0.012370415470498938
0171palmer_sem2_num26;50;0.0006530312091333363
0173palmer_sem2_num27;50;-0.018107722416808174
0175palmer_sem2_num28;50;-0.02992306587964519
0177palmer_sem2_num29;50;-0.006771329408669283
0179palmer_sem2_num30;50;-0.010206403074569078
0181palmer_sem2_num31;50;-0.01481222777333726
0183palmer_sem2_num32;50;0.0010056192507777594
0185palmer_sem2_num33;50;-0.030293010820515283
0187palmer_sem2_num34;50;-0.01950871920485673
0189palmer_sem2_num35;50;-0.004219684109617996
0191palmer_sem2_num36;50;-0.010854547078778802
0193palmer_sem2_num37;50;-0.0032460286282873555
0195palmer_sem2_num38;50;-0.019544835917950112
0197palmer_sem2_num39;50;-0.012864758699184695
0199palmer_sem2_num40;50;-0.004699722757289458
0201palmer_sem2_num41;50;-0.011520305331310505
0203palmer_sem2_num42;50;-0.0016620520824872824
0205palmer_sem2_num43;50;-0.007228146247644658
0207palmer_sem2_num44;50;1.2307746838631551e-05
0209palmer_sem2_num45;50;-0.00244678523866689
0211palmer_sem2_num46;50;0.0015577171674022482
0213palmer_sem2_num47;50;-0.009136800090249465
0215palmer_sem2_num48;50;-0.009292420426589586
0217palmer_sem2_num49;50;-0.01182016989477947
0219palmer_sem2_num50;50;0.005248576656102693
0221palmer_sem2_num51;50;-0.026560948983453358
0223palmer_sem2_num52;50;-0.02356560819032581
0225palmer_sem2_num53;50;-0.006688392048612452
0227palmer_sem2_num54;50;-0.01238366340721148
0229palmer_sem2_num55;50;-0.0002136502921718771
0231palmer_sem2_num56;50;-0.0007918916983158785
0233palmer_sem2_num57;50;-0.011201219666454513
0235palmer_sem2_num58;50;-0.009029567857852937
0237palmer_sem2_num59;50;-0.008404687668280961
0239palmer_sem2_num60;50;-0.0019081218674772262
0241palmer_sem3_num1;65;-0.004190362539731181
0243palmer_sem3_num2;65;-0.027881279784841232
0245palmer_sem3_num3;65;-0.02224765303973527
0247palmer_sem3_num4;65;-0.012811144089460942
0249palmer_sem3_num5;65;-0.012353094590072198
0251palmer_sem3_num6;65;-0.011284679508074831
0253palmer_sem3_num7;65;-0.03310339766626171
0255palmer_sem3_num8;65;-0.010670996714769095
0257palmer_sem3_num9;65;-0.025976818641458756
0259palmer_sem3_num10;65;-0.00950756422971272
0261palmer_sem3_num11;65;-0.011306117002391277
0263palmer_sem3_num12;65;-0.01752921831022645
0265palmer_sem3_num13;65;-0.013053696218346315
0267palmer_sem3_num14;65;-0.01060401783080955
0269palmer_sem3_num15;65;-0.018895275948844173
0271palmer_sem3_num16;65;-0.007818982625333067
0273palmer_sem3_num17;65;-0.014035832779086488
0275palmer_sem3_num18;65;-0.01691161758432253
0277palmer_sem3_num19;65;-0.010417856927694908
0279palmer_sem3_num20;65;-0.009674348319315369
0281palmer_sem3_num21;65;-0.02766900408375697
0283palmer_sem3_num22;65;-0.01916234540221795
0285palmer_sem3_num23;65;-0.007886863184328723
0287palmer_sem3_num24;65;-0.014298370625421946
0289palmer_sem3_num25;65;-0.013864750682595364
0291palmer_sem3_num26;65;-0.02025479693160557
0293palmer_sem3_num27;65;-0.012850360700549759
0295palmer_sem3_num28;65;-0.009203876448299715
0297palmer_sem3_num29;65;-0.024459017324327183
0299palmer_sem3_num30;65;-0.002277504436730896
0301palmer_sem3_num31;65;-0.011348398565735043
0303palmer_sem3_num32;65;-0.012755213314999068
0305palmer_sem3_num33;65;-0.015215521170251937
0307palmer_sem3_num34;65;-0.016658284855441043
0309palmer_sem3_num35;65;-0.01174030336716171
0311palmer_sem3_num36;65;-0.011223918258932713
0313palmer_sem3_num37;65;-0.007145644843880734
0315palmer_sem3_num38;65;-0.004265700022756528
0317palmer_sem3_num39;65;-0.00764418671380076
0319palmer_sem3_num40;65;-0.006273514407498546
0321palmer_sem3_num41;65;-0.011360244844697505
0323palmer_sem3_num42;65;-0.020937912446732838
0325palmer_sem3_num43;65;-0.019128349236461725
0327palmer_sem3_num44;65;-0.012580499745578365
0329palmer_sem3_num45;65;-0.014353206876442957
0331palmer_sem3_num46;65;-0.011968109502902243
0333palmer_sem3_num47;65;-0.018356539930866018
0335palmer_sem3_num48;65;-0.013614114872640809
0337palmer_sem3_num49;65;-0.01489679902438686
0339palmer_sem3_num50;65;-0.02175719219253409
0341palmer_sem3_num51;65;-0.018656970646440788
0343palmer_sem3_num52;65;-0.01242270179814048
0345palmer_sem3_num53;65;-0.011884194629641213
0347palmer_sem3_num54;65;-0.007596809309041452
0349palmer_sem3_num55;65;-0.01585397134749086
0351palmer_sem3_num56;65;-0.0025866718690657564
0353palmer_sem3_num57;65;-0.006639698585296138
0355palmer_sem3_num58;65;-0.018192888338781497
0357palmer_sem3_num59;65;-0.013914948713181429
0359palmer_sem3_num60;65;-0.019207534511986025
0361palmer_sem4_num1;80;0.0009429448256680854
0363palmer_sem4_num2;80;-0.014814937196882325
0365palmer_sem4_num3;80;-0.008762060070833466
0367palmer_sem4_num4;80;-0.0003086838892296857
0369palmer_sem4_num5;80;-0.012318362114194834
0371palmer_sem4_num6;80;-0.013950054274704806
0373palmer_sem4_num7;80;0.00011038203523563172
0375palmer_sem4_num8;80;-0.016658259577820092
0377palmer_sem4_num9;80;-0.0038196880422058563
0379palmer_sem4_num10;80;-0.016488156228473327
0381palmer_sem4_num11;80;-0.011002584514579555
0383palmer_sem4_num12;80;-0.00978889879291375
0385palmer_sem4_num13;80;-0.008041165480051588
0387palmer_sem4_num14;80;-0.00535153800378093
0389palmer_sem4_num15;80;-0.02161443068169617
0391palmer_sem4_num16;80;-0.013407796086244038
0393palmer_sem4_num17;80;-0.00789156758980817
0395palmer_sem4_num18;80;-0.005344598798799341
0397palmer_sem4_num19;80;-0.006898424371483581
0399palmer_sem4_num20;80;-0.004092557711003704
0401palmer_sem4_num21;80;-0.0010069220392418502
0403palmer_sem4_num22;80;-0.009369362361657372
0405palmer_sem4_num23;80;-0.018158481579914017
0407palmer_sem4_num24;80;-0.024229735176948847
0409palmer_sem4_num25;80;-0.01694292011220101
0411palmer_sem4_num26;80;-0.0047400040816947785
0413palmer_sem4_num27;80;0.011780920070168982
0415palmer_sem4_num28;80;-0.01774919526850226
0417palmer_sem4_num29;80;-0.009746809686162835
0419palmer_sem4_num30;80;-0.010999394395361784
0421palmer_sem4_num31;80;-0.019267204249174316
0423palmer_sem4_num32;80;-0.012591244854069485
0425palmer_sem4_num33;80;-0.003557578643207093
0427palmer_sem4_num34;80;0.005483340489850851
0429palmer_sem4_num35;80;-0.007969363599345315
0431palmer_sem4_num36;80;0.010225862360067608
0433palmer_sem4_num37;80;-0.019107658341132816
0435palmer_sem4_num38;80;-0.012509104326612524
0437palmer_sem4_num39;80;-0.01059099225077112
0439palmer_sem4_num40;80;0.002396217031674541
0441palmer_sem4_num41;80;-0.006727999023053894
0443palmer_sem4_num42;80;-0.010969874003435557
0445palmer_sem4_num43;80;-0.01342151508713331
0447palmer_sem4_num44;80;-0.016278847447610108
0449palmer_sem4_num45;80;-0.013146658642402016
0451palmer_sem4_num46;80;-0.013947631439366687
0453palmer_sem4_num47;80;-0.011608457913793616
0455palmer_sem4_num48;80;-0.012382766596213002
0457palmer_sem4_num49;80;-0.0008114832167514519
0459palmer_sem4_num50;80;-0.009993595774770377
0461palmer_sem4_num51;80;0.0008483561846932973
0463palmer_sem4_num52;80;-0.012527627984649195
0465palmer_sem4_num53;80;-0.009658058973095348
0467palmer_sem4_num54;80;-0.01134806724014012
0469palmer_sem4_num55;80;-0.011941668175513074
0471palmer_sem4_num56;80;-0.007274672089128352
0473palmer_sem4_num57;80;-0.006596228048617549
0475palmer_sem4_num58;80;0.001158195421792727
0477palmer_sem4_num59;80;-0.008327210752758565
0479palmer_sem4_num60;80;-0.01717603120019086
0481palmer_sem5_num1;95;-0.003468763949069275
0483palmer_sem5_num2;95;-0.018709504270266155
0485palmer_sem5_num3;95;-0.00743093094727875
0487palmer_sem5_num4;95;-0.005445969385538082
0489palmer_sem5_num5;95;-0.018110939535626046
0491palmer_sem5_num6;95;-0.017327042207466226
0493palmer_sem5_num7;95;-0.01383095321009984
0495palmer_sem5_num8;95;-0.0016340081704349075
0497palmer_sem5_num9;95;-0.004480705500581338
0499palmer_sem5_num10;95;-0.006184146131594263
0501palmer_sem5_num11;95;-0.004468715784897949
0503palmer_sem5_num12;95;-0.006149283233649302
0505palmer_sem5_num13;95;-0.018892695216217014
0507palmer_sem5_num14;95;-0.006739684018414941
0509palmer_sem5_num15;95;-0.016476062119772338
0511palmer_sem5_num16;95;-0.016096512849258404
0513palmer_sem5_num17;95;-0.007661443209356403
0515palmer_sem5_num18;95;-0.014090138310223313
0517palmer_sem5_num19;95;-0.013541099450360588
0519palmer_sem5_num20;95;-0.015806293861593417
0521palmer_sem5_num21;95;-0.012313423165637506
0523palmer_sem5_num22;95;-0.0052060532446385425
0525palmer_sem5_num23;95;-0.002763266541819221
0527palmer_sem5_num24;95;-0.011071689491235824
0529palmer_sem5_num25;95;-0.006753776785435628
0531palmer_sem5_num26;95;0.0031362353991285547
0533palmer_sem5_num27;95;-0.016589730110746916
0535palmer_sem5_num28;95;-0.016930690170501587
0537palmer_sem5_num29;95;-0.005553251534471532
0539palmer_sem5_num30;95;-0.01807144138567577
0541palmer_sem5_num31;95;-0.009247690323319593
0543palmer_sem5_num32;95;-0.015054060466386196
0545palmer_sem5_num33;95;-0.005441216896205397
0547palmer_sem5_num34;95;-0.020634246797340057
0549palmer_sem5_num35;95;-0.015942995887647374
0551palmer_sem5_num36;95;-0.014576582202682918
0553palmer_sem5_num37;95;-0.015753979963015394
0555palmer_sem5_num38;95;-0.013139361344346212
0557palmer_sem5_num39;95;-0.01156701746991577
0559palmer_sem5_num40;95;-0.013234249990821435
0561palmer_sem5_num41;95;-0.014995920902269928
0563palmer_sem5_num42;95;-0.005961006610008189
0565palmer_sem5_num43;95;-0.0145807311120796
0567palmer_sem5_num44;95;-0.009658762627961285
0569palmer_sem5_num45;95;-0.01148607475407884
0571palmer_sem5_num46;95;-0.02601804029069754
0573palmer_sem5_num47;95;-0.009833453842351323
0575palmer_sem5_num48;95;-0.024230974338994942
0577palmer_sem5_num49;95;-0.007117745342464317
0579palmer_sem5_num50;95;-0.0077642095494814345
0581palmer_sem5_num51;95;-0.007333057090968609
0583palmer_sem5_num52;95;-0.01634295832731314
0585palmer_sem5_num53;95;-0.015797171941732226
0587palmer_sem5_num54;95;-0.011020860135045777
0589palmer_sem5_num55;95;-0.009657920596238509
0591palmer_sem5_num56;95;-0.015780295823232413
0593palmer_sem5_num57;95;-0.015887271551347105
0595palmer_sem5_num58;95;-0.015583503672020915
0597palmer_sem5_num59;95;-0.01084051106432784
0599palmer_sem5_num60;95;-0.006267384695527799
0601palmer_sem6_num1;110;-0.015289423866332716
0603palmer_sem6_num2;110;-0.005487367533565424
0605palmer_sem6_num3;110;-0.002455178308702541
0607palmer_sem6_num4;110;-0.02122200700961846
0609palmer_sem6_num5;110;-0.001021194635141943
0611palmer_sem6_num6;110;-0.005349698970816589
0613palmer_sem6_num7;110;-0.009001950999988616
0615palmer_sem6_num8;110;-0.010299044024926077
0617palmer_sem6_num9;110;-0.01879495106332721
0619palmer_sem6_num10;110;-0.011722990651389712
0621palmer_sem6_num11;110;-0.00915473686841331
0623palmer_sem6_num12;110;-0.007533323427367168
0625palmer_sem6_num13;110;-0.028567496739270507
0627palmer_sem6_num14;110;-0.011984616630903206
0629palmer_sem6_num15;110;-0.011674594864595593
0631palmer_sem6_num16;110;-0.017249941020157717
0633palmer_sem6_num17;110;-0.0028007150740756532
0635palmer_sem6_num18;110;0.0007864436363149525
0637palmer_sem6_num19;110;-0.018333677316761183
0639palmer_sem6_num20;110;-0.004063981578216641
0641palmer_sem6_num21;110;-0.012124515428829422
0643palmer_sem6_num22;110;-0.012106511111016412
0645palmer_sem6_num23;110;-0.027213429817675185
0647palmer_sem6_num24;110;-0.013718293539636115
0649palmer_sem6_num25;110;-0.01461416879520866
0651palmer_sem6_num26;110;-0.009257735337503743
0653palmer_sem6_num27;110;0.001278340196184009
0655palmer_sem6_num28;110;-0.0015990204051969173
0657palmer_sem6_num29;110;-0.016621199740673744
0659palmer_sem6_num30;110;-0.007269333798502776
0661palmer_sem6_num31;110;0.008112450725421959
0663palmer_sem6_num32;110;0.003193857841571709
0665palmer_sem6_num33;110;-0.002406985159430369
0667palmer_sem6_num34;110;-0.0003969955985504113
0669palmer_sem6_num35;110;-0.002098609792627095
0671palmer_sem6_num36;110;-0.008594860160454458
0673palmer_sem6_num37;110;-0.00697516366617053
0675palmer_sem6_num38;110;-0.010267656519950949
0677palmer_sem6_num39;110;-0.020539114663276757
0679palmer_sem6_num40;110;-0.013778593914424429
0681palmer_sem6_num41;110;-0.015404420167522756
0683palmer_sem6_num42;110;-0.00822127212505443
0685palmer_sem6_num43;110;-0.007628312775650317
0687palmer_sem6_num44;110;-0.014716180706284547
0689palmer_sem6_num45;110;-0.014255769081025925
0691palmer_sem6_num46;110;-0.002659870553290273
0693palmer_sem6_num47;110;-0.015056688547287391
0695palmer_sem6_num48;110;-0.020876737831042373
0697palmer_sem6_num49;110;-0.007025648421750458
0699palmer_sem6_num50;110;-0.0055919782843257895
0701palmer_sem6_num51;110;-0.003068709747588159
0703palmer_sem6_num52;110;-0.010797562670479398
0705palmer_sem6_num53;110;-0.011053311487932992
0707palmer_sem6_num54;110;-0.011402439394118091
0709palmer_sem6_num55;110;-0.011946407640330916
0711palmer_sem6_num56;110;-0.011894816360957563
0713palmer_sem6_num57;110;-0.00431097068085142
0715palmer_sem6_num58;110;0.009306886535335722
0717palmer_sem6_num59;110;-0.006855456825232915
0719palmer_sem6_num60;110;-0.008878005597356489
0721palmer_sem7_num1;125;-0.009159401607149936
0723palmer_sem7_num2;125;-0.0012516355486400215
0725palmer_sem7_num3;125;-0.0166814294166759
0727palmer_sem7_num4;125;-0.014668976324349537
0729palmer_sem7_num5;125;-0.018030910496332986
0731palmer_sem7_num6;125;-0.009482585133606392
0733palmer_sem7_num7;125;0.0006348280467199504
0735palmer_sem7_num8;125;-0.010970221629248995
0737palmer_sem7_num9;125;-0.011725842446048296
0739palmer_sem7_num10;125;-0.008991480290451059
