ind;time;long_gradient
0741palmer_sem7_num11;125;-0.006919078816836008
0743palmer_sem7_num12;125;-0.007769026995454438
0745palmer_sem7_num13;125;-0.00635797152749071
0747palmer_sem7_num14;125;-0.007479088415175983
0749palmer_sem7_num15;125;-0.004383479971319962
0751palmer_sem7_num16;125;-0.013794408669722138
0753palmer_sem7_num17;125;-0.011068607644467396
0755palmer_sem7_num18;125;-0.009299953854884592
0757palmer_sem7_num19;125;-0.008033570521903987
0759palmer_sem7_num20;125;-0.015142145661789104
0761palmer_sem7_num21;125;0.0028075924611379818
0763palmer_sem7_num22;125;-0.016826125248579404
0765palmer_sem7_num23;125;-0.00807673532109917
0767palmer_sem7_num24;125;-0.013736315629598948
0769palmer_sem7_num25;125;-0.009989199455128056
0771palmer_sem7_num26;125;-0.01709671196927852
0773palmer_sem7_num27;125;-0.004244045003624325
0775palmer_sem7_num28;125;-0.019224272960653592
0777palmer_sem7_num29;125;-0.023975050552169225
0779palmer_sem7_num30;125;-0.0057510033572221965
0781palmer_sem7_num31;125;-0.009360816733655287
0783palmer_sem7_num32;125;-0.01490224914096694
0785palmer_sem7_num33;125;-0.02063558141395573
0787palmer_sem7_num34;125;-0.012499780011853716
0789palmer_sem7_num35;125;-0.00021219315634976588
0791palmer_sem7_num36;125;0.005749646790548591
0793palmer_sem7_num37;125;-0.009788852339272104
0795palmer_sem7_num38;125;-0.022257851469873077
0797palmer_sem7_num39;125;-0.017922324409787742
0799palmer_sem7_num40;125;-0.009130867939729509
0801palmer_sem7_num41;125;-0.010949567374486106
0803palmer_sem7_num42;125;-0.006275741772465479
0805palmer_sem7_num43;125;-0.02134068547246776
0807palmer_sem7_num44;125;-0.015637707402664684
0809palmer_sem7_num45;125;-0.005544044609924941
0811palmer_sem7_num46;125;-0.021464808555258064
0813palmer_sem7_num47;125;-0.008217041350591453
0815palmer_sem7_num48;125;-0.013689727414433537
0817palmer_sem7_num49;125;-0.015518710993387462
0819palmer_sem7_num50;125;-0.019294516336977777
0821palmer_sem7_num51;125;-0.002216018393434929
0823palmer_sem7_num52;125;-0.002025573030515089
0825palmer_sem7_num53;125;-0.006725972409186039
0827palmer_sem7_num54;125;-0.0077882156877792565
0829palmer_sem7_num55;125;-0.01022953917247757
0831palmer_sem7_num56;125;-0.01074830106544381
0833palmer_sem7_num57;125;-0.005930479761101238
0835palmer_sem7_num58;125;-0.001557601697428729
0837palmer_sem7_num59;125;-0.00806367019908373
0839palmer_sem7_num60;125;-0.0033276736052637755
0841palmer_sem8_num1;140;-0.0223431984230234
0843palmer_sem8_num2;140;-0.012362859605766163
0845palmer_sem8_num3;140;-0.025338238000936902
0847palmer_sem8_num4;140;-0.008735013090007574
0849palmer_sem8_num5;140;-0.004623690068108964
0851palmer_sem8_num6;140;-0.017186422257962315
0853palmer_sem8_num7;140;-0.018176153828346205
0855palmer_sem8_num8;140;-0.011850165941349508
0857palmer_sem8_num9;140;-0.0035451037241762424
0859palmer_sem8_num10;140;-0.0004971212119032393
0861palmer_sem8_num11;140;-0.018388112528472986
0863palmer_sem8_num12;140;-0.011823744867133215
0865palmer_sem8_num13;140;-0.015407697663114431
0867palmer_sem8_num14;140;-0.008468564983117231
0869palmer_sem8_num15;140;-0.017770927363225525
0871palmer_sem8_num16;140;-0.023138013116369576
0873palmer_sem8_num17;140;-0.010040133029197184
0875palmer_sem8_num18;140;-0.011277296684144835
0877palmer_sem8_num19;140;-0.018225574135404432
0879palmer_sem8_num20;140;-0.007063327385031717
0881palmer_sem8_num21;140;-0.013657749432540748
0883palmer_sem8_num22;140;-0.014678688863768682
0885palmer_sem8_num23;140;-0.017006724358807797
0887palmer_sem8_num24;140;-0.00750823649369603
0889palmer_sem8_num25;140;-0.014559521325547031
0891palmer_sem8_num26;140;-0.0022177113731570303
0893palmer_sem8_num27;140;-0.020237939788596757
0895palmer_sem8_num28;140;-0.01757900572430349
0897palmer_sem8_num29;140;-0.02016794313950318
0899palmer_sem8_num30;140;-0.004234265090010326
0901palmer_sem8_num31;140;-0.024152627273846337
0903palmer_sem8_num32;140;-0.009933885847817008
0905palmer_sem8_num33;140;-0.01925323722942266
0907palmer_sem8_num34;140;-0.014215463424127509
0909palmer_sem8_num35;140;-0.012053382741046871
0911palmer_sem8_num36;140;-0.004954281127358413
0913palmer_sem8_num37;140;-0.009380633203269005
0915palmer_sem8_num38;140;-0.02247048275058586
0917palmer_sem8_num39;140;-0.0070623551231635846
0919palmer_sem8_num40;140;-0.019225416513328982
0921palmer_sem8_num41;140;-0.009235737851549807
0923palmer_sem8_num42;140;-0.002859601609755744
0925palmer_sem8_num43;140;-0.013129407690390778
0927palmer_sem8_num44;140;-0.02664649423168803
0929palmer_sem8_num45;140;-0.014788787949064597
0931palmer_sem8_num46;140;-0.0189053630412157
0933palmer_sem8_num47;140;-0.02345218366367476
0935palmer_sem8_num48;140;-0.0004916371084217008
0937palmer_sem8_num49;140;-0.0072175269605784485
0939palmer_sem8_num50;140;-0.012133660464392869
0941palmer_sem8_num51;140;-0.00977498170394228
0943palmer_sem8_num52;140;-0.015535875338703587
0945palmer_sem8_num53;140;-0.011761535246651569
0947palmer_sem8_num54;140;-0.010013407916692436
0949palmer_sem8_num55;140;-0.010247084175276248
0951palmer_sem8_num56;140;-0.011775164709122151
0953palmer_sem8_num57;140;-0.011326587253195035
0955palmer_sem8_num58;140;-0.003796815737116474
0957palmer_sem8_num59;140;-0.012291357211505044
0959palmer_sem8_num60;140;-0.013439823069747885
0961palmer_sem9_num1;155;-0.015164437208375696
0963palmer_sem9_num2;155;-0.018385520603431668
0965palmer_sem9_num3;155;-0.011579525661987227
0967palmer_sem9_num4;155;-0.009747439219779616
0969palmer_sem9_num5;155;-0.009508438085000376
0971palmer_sem9_num6;155;-0.021201200800840484
0973palmer_sem9_num7;155;-0.01262567561929525
0975palmer_sem9_num8;155;-0.007600601863573052
0977palmer_sem9_num9;155;-0.02126186043458556
0979palmer_sem9_num10;155;-0.006860714466155866
0981palmer_sem9_num11;155;-0.01833793734850072
0983palmer_sem9_num12;155;-0.011665497354419891
0985palmer_sem9_num13;155;-0.0094207484363984
0987palmer_sem9_num14;155;-0.012773228785880641
0989palmer_sem9_num15;155;-0.006044067085301297
0991palmer_sem9_num16;155;-0.0064786278642978605
0993palmer_sem9_num17;155;-0.009085758601577001
0995palmer_sem9_num18;155;-0.020632160365553768
0997palmer_sem9_num19;155;-0.00504243188892712
0999palmer_sem9_num20;155;0.00426492065139325
1001palmer_sem9_num21;155;-0.005333321997842545
1003palmer_sem9_num22;155;-0.006302838436516392
1005palmer_sem9_num23;155;-0.00022672548177327025
1007palmer_sem9_num24;155;-0.01500748963446504
1009palmer_sem9_num25;155;-0.012606665211273734
1011palmer_sem9_num26;155;-0.021483584362049904
1013palmer_sem9_num27;155;-0.011537371857345534
1015palmer_sem9_num28;155;-0.002956249146404187
1017palmer_sem9_num29;155;-0.01019702439749322
1019palmer_sem9_num30;155;-0.015678051853283602
1021palmer_sem9_num31;155;-0.02171670458106633
1023palmer_sem9_num32;155;-0.00496830366718065
1025palmer_sem9_num33;155;-0.007003768178029415
1027palmer_sem9_num34;155;-0.02307859513660661
1029palmer_sem9_num35;155;-0.016624639247625948
1031palmer_sem9_num36;155;-0.004837219050725447
1033palmer_sem9_num37;155;-0.01158086520634947
1035palmer_sem9_num38;155;-0.007317034216810034
1037palmer_sem9_num39;155;-0.0025803597974629893
1039palmer_sem9_num40;155;-0.019968184997661797
1041palmer_sem9_num41;155;-0.01235941555226284
1043palmer_sem9_num42;155;0.0004804586141498
1045palmer_sem9_num43;155;-0.013465746310785736
1047palmer_sem9_num44;155;-0.017407120280535933
1049palmer_sem9_num45;155;-0.00959844419988043
1051palmer_sem9_num46;155;-0.008240048088941495
1053palmer_sem9_num47;155;-0.015040600202845788
1055palmer_sem9_num48;155;-0.00718265213341168
1057palmer_sem9_num49;155;-0.0040771769665052466
1059palmer_sem9_num50;155;0.002027484518514768
1061palmer_sem9_num51;155;-0.011795093597326693
1063palmer_sem9_num52;155;-0.025627415505745675
1065palmer_sem9_num53;155;-0.01581597508543934
1067palmer_sem9_num54;155;-0.005789350847651498
1069palmer_sem9_num55;155;-0.011224734202447531
1071palmer_sem9_num56;155;-0.016422990073887832
1073palmer_sem9_num57;155;-0.006236452052584458
1075palmer_sem9_num58;155;-0.005232107188885003
1077palmer_sem9_num59;155;-0.017372951059362422
1079palmer_sem9_num60;155;-0.016794387991441586
1081palmer_sem10_num1;170;-0.018854692650394328
1083palmer_sem10_num2;170;-0.019416343687103044
1085palmer_sem10_num3;170;-0.001385765892690483
1087palmer_sem10_num4;170;-0.0034862650697428947
1089palmer_sem10_num5;170;-0.016462819379176142
1091palmer_sem10_num6;170;-0.018920568091584183
1093palmer_sem10_num7;170;-0.016217866220587275
1095palmer_sem10_num8;170;-0.014130226338689588
1097palmer_sem10_num9;170;-0.013815323570222998
1099palmer_sem10_num10;170;-0.010318492707923642
1101palmer_sem10_num11;170;-0.012551355302217192
1103palmer_sem10_num12;170;-0.009991568219151512
1105palmer_sem10_num13;170;-0.015630834647122015
1107palmer_sem10_num14;170;-0.007137477249914171
1109palmer_sem10_num15;170;-0.009877575532322215
1111palmer_sem10_num16;170;-0.02097415165090321
1113palmer_sem10_num17;170;-0.016448554186218826
1115palmer_sem10_num18;170;-0.003688210619139646
