ind;time;area;height;width;diameter
0193palmer_sem2_num37;50;2574614.0;2417.0;1471.0;1810.5270068658124
0195palmer_sem2_num38;50;2275177.5;2471.0;1300.0;1702.0117121799576
0197palmer_sem2_num39;50;2666556.0;2681.0;1379.5;1842.5869804969286
0199palmer_sem2_num40;50;2515505.0;2533.0;1387.5;1789.6453373620095
0201palmer_sem2_num41;50;2945967.5;2659.0;1534.0;1936.7261954930468
0203palmer_sem2_num42;50;2571334.5;2474.5;1463.5;1809.3781917949539
0205palmer_sem2_num43;50;2963354.5;2736.0;1523.0;1942.430461094036
0207palmer_sem2_num44;50;2574231.0;2480.0;1438.0;1810.4153874947488
0209palmer_sem2_num45;50;2587905.0;2562.0;1399.0;1815.2179541977594
0211palmer_sem2_num46;50;2998854.0;2665.5;1570.0;1954.0351272433304
0213palmer_sem2_num47;50;3022306.0;2716.5;1534.0;1961.654291358213
0215palmer_sem2_num48;50;2462124.0;2479.0;1375.0;1770.5573862690603
0217palmer_sem2_num49;50;2905414.0;2570.5;1547.5;1923.3452952337198
0219palmer_sem2_num50;50;2500168.5;2475.0;1392.5;1784.179264158723
0221palmer_sem2_num51;50;2629858.0;2564.5;1407.5;1829.8649965531115
0223palmer_sem2_num52;50;2412366.0;2318.0;1399.5;1752.572349232987
0225palmer_sem2_num53;50;2462775.0;2416.5;1404.5;1770.7901858578464
0227palmer_sem2_num54;50;2591165.0;2493.5;1491.5;1816.3627724524165
0229palmer_sem2_num55;50;2702405.0;2639.0;1436.5;1854.9414906014224
0231palmer_sem2_num56;50;2745973.5;2481.5;1501.5;1869.834021980936
0233palmer_sem2_num57;50;3000915.5;2683.0;1635.5;1954.6772655912048
0235palmer_sem2_num58;50;2602700.5;2506.5;1437.0;1820.393199361417
0237palmer_sem2_num59;50;2753266.5;2470.5;1553.0;1872.3104753075518
0239palmer_sem2_num60;50;2874426.5;2596.5;1563.0;1913.066413962214
0241palmer_sem3_num1;65;3626953.0;2924.0;1630.5;2148.9344761725347
0243palmer_sem3_num2;65;3323892.0;2958.5;1612.5;2057.20819675798
0245palmer_sem3_num3;65;3366100.5;2915.5;1629.0;2070.2282324248727
0247palmer_sem3_num4;65;3719341.5;2886.5;1719.0;2176.145628560063
0249palmer_sem3_num5;65;3624132.5;2910.0;1710.5;2148.0956495429937
0251palmer_sem3_num6;65;3662265.0;3074.0;1653.5;2159.3826772070133
0253palmer_sem3_num7;65;3996921.5;3131.0;1810.0;2255.889274144053
0255palmer_sem3_num8;65;3804640.0;3002.5;1714.0;2200.958420665607
0257palmer_sem3_num9;65;3542704.5;2908.0;1660.0;2123.826170466452
0259palmer_sem3_num10;65;3588079.0;2942.5;1650.5;2137.4006087877187
0261palmer_sem3_num11;65;3721171.0;2931.0;1753.5;2176.6756497152555
0263palmer_sem3_num12;65;3831348.5;3005.5;1755.0;2208.6689033058574
0265palmer_sem3_num13;65;3909974.5;3059.5;1766.5;2231.217783958171
0267palmer_sem3_num14;65;3544916.5;2883.0;1710.5;2124.5043517608856
0269palmer_sem3_num15;65;3869506.5;3062.0;1798.0;2219.6378263912475
0271palmer_sem3_num16;65;3765786.0;3134.5;1681.5;2189.6909372357604
0273palmer_sem3_num17;65;3705036.0;2964.5;1678.0;2171.9544381220103
0275palmer_sem3_num18;65;3802232.0;3158.5;1672.0;2200.2399776354896
0277palmer_sem3_num19;65;3897072.5;3013.5;1742.0;2227.5287898572124
0279palmer_sem3_num20;65;3584239.0;2819.0;1668.0;2136.256691336309
0281palmer_sem3_num21;65;3873337.0;3250.5;1691.5;2220.737874503886
0283palmer_sem3_num22;65;3926448.5;3071.0;1730.0;2235.899376483284
0285palmer_sem3_num23;65;4258638.0;3091.0;1842.0;2328.5596658992818
0287palmer_sem3_num24;65;4036400.0;3151.5;1855.0;2267.0033276749937
0289palmer_sem3_num25;65;3327152.0;2822.0;1593.0;2058.21155843138
0291palmer_sem3_num26;65;3940084.0;3019.5;1791.5;2239.7925545232583
0293palmer_sem3_num27;65;3539373.0;2902.0;1663.0;2122.7656666656408
0295palmer_sem3_num28;65;3783735.0;2959.0;1699.5;2194.8965474189968
0297palmer_sem3_num29;65;3816938.0;3049.5;1726.0;2204.508568457806
0299palmer_sem3_num30;65;3563874.0;2910.5;1663.0;2130.171963142935
0301palmer_sem3_num31;65;3879529.0;3028.0;1750.5;2222.5108163977534
0303palmer_sem3_num32;65;3540394.5;2981.5;1628.5;2123.1508144779277
0305palmer_sem3_num33;65;3601157.0;2903.0;1616.0;2141.2903385983664
0307palmer_sem3_num34;65;3895693.0;3007.0;1768.5;2227.1244703780467
0309palmer_sem3_num35;65;3833931.0;3148.5;1696.0;2209.414239553701
0311palmer_sem3_num36;65;3744217.5;2967.5;1681.0;2183.4106554425744
0313palmer_sem3_num37;65;3506954.0;2866.0;1624.5;2113.0889472465883
0315palmer_sem3_num38;65;3405321.5;2827.0;1587.0;2082.236318981728
0317palmer_sem3_num39;65;3199539.0;2776.0;1593.0;2018.3414790011768
0319palmer_sem3_num40;65;3816270.0;2908.0;1728.5;2204.315921109983
0321palmer_sem3_num41;65;3640851.0;2836.0;1718.5;2153.061748878654
0323palmer_sem3_num42;65;3530828.0;2880.5;1679.5;2120.2791689348433
0325palmer_sem3_num43;65;3253279.5;2788.5;1606.0;2035.2318267795285
0327palmer_sem3_num44;65;3783655.5;2928.5;1718.0;2194.876053755011
0329palmer_sem3_num45;65;3508320.5;2828.0;1729.5;2113.5076577591713
0331palmer_sem3_num46;65;3511521.5;2978.0;1636.0;2114.47566650018
0333palmer_sem3_num47;65;3413361.5;2854.0;1700.5;2084.711610529212
0335palmer_sem3_num48;65;3566847.5;2955.0;1641.0;2131.0673096241253
0337palmer_sem3_num49;65;3529019.5;2822.0;1685.5;2119.735209644698
0339palmer_sem3_num50;65;3202372.0;2746.5;1574.5;2019.2529520982625
0341palmer_sem3_num51;65;3307545.0;2941.0;1524.0;2052.1402833114107
0343palmer_sem3_num52;65;3771200.0;2925.5;1754.0;2191.264644034549
0345palmer_sem3_num53;65;3651824.0;2936.5;1673.5;2156.299566961058
0347palmer_sem3_num54;65;3679669.5;2806.0;1717.0;2164.5093466547696
0349palmer_sem3_num55;65;3560665.0;2956.5;1675.0;2129.213942982805
0351palmer_sem3_num56;65;3583936.0;2931.0;1679.5;2136.163985617395
0353palmer_sem3_num57;65;3691782.5;2971.5;1689.5;2168.0690644037577
0355palmer_sem3_num58;65;3505589.0;3072.0;1584.5;2112.5744449430913
0357palmer_sem3_num59;65;3875306.0;3032.0;1729.5;2221.3041713045363
0359palmer_sem3_num60;65;3653269.0;2980.0;1645.0;2156.7237471973253
0361palmer_sem4_num1;80;5318450.0;3431.0;1996.0;2602.2055074947393
0363palmer_sem4_num2;80;4579992.0;3207.5;1929.0;2414.8311379554634
0365palmer_sem4_num3;80;4709718.0;3310.5;1946.5;2448.7769511988668
0367palmer_sem4_num4;80;4890171.0;3298.0;1965.5;2495.2659962002035
0369palmer_sem4_num5;80;4864713.0;3365.0;1938.0;2488.760734720379
0371palmer_sem4_num6;80;4657234.0;3296.5;1929.5;2435.0906046053
0373palmer_sem4_num7;80;4585542.5;3264.5;1874.0;2416.2924839772986
0375palmer_sem4_num8;80;4646837.5;3348.0;1926.5;2432.386891017753
0377palmer_sem4_num9;80;4836757.0;3239.5;1929.5;2481.592096081157
0379palmer_sem4_num10;80;4408107.5;3291.0;1836.0;2369.082311566765
0381palmer_sem4_num11;80;4744755.0;3229.5;1964.5;2457.8735696932063
0383palmer_sem4_num12;80;4396156.5;3143.0;1845.5;2365.864960277501
0385palmer_sem4_num13;80;4623119.0;3242.0;1895.0;2426.1747383752568
0387palmer_sem4_num14;80;4338002.5;3170.5;1873.0;2350.039356601129
0389palmer_sem4_num15;80;4583226.5;3323.0;1879.5;2415.669485510306
0391palmer_sem4_num16;80;4468137.5;3206.5;1872.0;2385.162744820156
0393palmer_sem4_num17;80;4238973.0;3128.5;1845.5;2323.191499255866
0395palmer_sem4_num18;80;4637616.0;3274.5;1885.5;2429.975173225792
0397palmer_sem4_num19;80;4411047.0;3126.0;1879.0;2369.8654360627324
0399palmer_sem4_num20;80;4860707.5;3338.0;1931.0;2487.7131926636594
0401palmer_sem4_num21;80;4872455.5;3255.5;2009.0;2490.742261867149
0403palmer_sem4_num22;80;4482189.5;3188.5;1891.0;2388.888989250696
0405palmer_sem4_num23;80;5106938.5;3416.0;2001.0;2549.8378721310487
0407palmer_sem4_num24;80;4592538.0;3287.5;1889.5;2416.629374361665
0409palmer_sem4_num25;80;4287944.0;3275.0;1819.0;2336.566718171891
0411palmer_sem4_num26;80;4275327.0;3110.5;1851.5;2333.1335950856783
0413palmer_sem4_num27;80;4026990.0;2958.5;1761.5;2264.356172352945
0415palmer_sem4_num28;80;4512306.0;3221.5;1973.0;2396.9087802175227
0417palmer_sem4_num29;80;4330349.0;3151.0;1847.5;2348.095111375801
