;RG_diff_full;RB_diff_full;GB_diff_full;apex_R;apex_G;apex_B;equator_R;equator_G;equator_B;stalk_R;stalk_G;stalk_B;apex_equator_R_diff;equator_stalk_R_diff;apex_stalk_R_diff;apex_equator_G_diff;equator_stalk_G_diff;apex_stalk_G_diff;apex_equator_B_diff;equator_stalk_B_diff;apex_stalk_B_diff
0287palmer_sem3_num24lado1;-18.510747762317607;21.32119568338831;39.83194344570592;35.621514690389795;44.008228670420095;30.479716285493573;56.58739354395605;77.51369505494506;30.309917582417583;52.76500884920556;72.35917896265931;31.16620810902084;-20.965878853566252;3.8223846947504896;-17.143494158815763;-33.505466384524965;5.154516092285746;-28.35095029223922;0.16979870307599043;-0.8562905266032566;-0.6864918235272661
0288palmer_sem3_num24lado2;-11.362291859618395;13.488199302955028;24.850491162573423;31.67837338262477;34.71140456584321;27.577340955437435;43.50775772252415;57.181406941417926;28.91554926761971;40.96042644182535;55.86548044508656;27.823001817105084;-11.829384339899377;2.547331280698799;-9.282053059200578;-22.470002375574715;1.3159264963313646;-21.15407587924335;-1.3382083121822745;1.0925474505146262;-0.24566086166764833
0289palmer_sem3_num25lado1;-11.95563021501274;18.585243991018412;30.54087420603115;37.09415902524808;41.627564091830074;24.81344283155022;54.071264571213696;67.85164028000248;31.298443029016276;47.798602402161684;63.411443806664124;30.944265490952986;-16.977105545965614;6.272662169052012;-10.704443376913602;-26.22407618817241;4.440196473338361;-21.78387971483405;-6.485000197466057;0.3541775380632899;-6.130822659402767
0290palmer_sem3_num25lado2;-4.430132128587516;17.561344095921676;21.991476224509192;43.97747438255872;45.79374108851277;30.256364227353988;56.66494227055266;60.6905475309471;33.75827417420338;41.21229447233511;48.65043577615985;28.02163147601843;-12.68746788799394;15.452647798217548;2.7651799102236083;-14.896806442434332;12.040111754787247;-2.856694687647085;-3.5019099468493913;5.736642698184948;2.2347327513355566
0291palmer_sem3_num26lado1;-4.7356895589550945;10.809684093817317;15.545373652772412;31.936779540486203;32.26751771306157;23.13102564327665;44.12325295257462;47.97433488790163;30.90660354768001;36.11088181358452;46.129090769741715;27.792887125319407;-12.186473412088414;8.012371138990098;-4.174102273098317;-15.706817174840054;1.8452441181599113;-13.861573056680143;-7.7755779044033595;3.1137164223606035;-4.661861482042756
0292palmer_sem3_num26lado2;-9.983662136267064;16.638281005754994;26.621943142022058;38.042539687171704;43.084238020194945;23.298689555090462;50.30413223776331;59.16569979918906;31.496467266930004;43.74338652276303;60.371530786953855;28.933369556043214;-12.261592550591608;6.56074571500028;-5.700846835591328;-16.081461778994118;-1.2058309877647915;-17.28729276675891;-8.197777711839542;2.5630977108867903;-5.634680000952752
0293palmer_sem3_num27lado1;-6.263363296183648;16.361462407033052;22.6248257032167;38.89767885933545;43.17988540953479;25.283783053534115;54.96225461285702;61.31542674193277;33.91608462309695;39.70351982649981;48.3859285932112;29.657321492339847;-16.064575753521574;15.258734786357216;-0.8058409671643574;-18.135541332397977;12.92949814872157;-5.206043183676407;-8.632301569562834;4.258763130757103;-4.373538438805731
0294palmer_sem3_num27lado2;-18.656135223211585;20.360702420337798;39.01683764354938;39.603945035460995;51.246025413711585;28.965263002364065;52.63404414013886;73.97062952300736;27.598971711593176;50.465821216857876;70.61106485500186;30.64188870827149;-13.030099104677866;2.168222923280986;-10.86187618139688;-22.724604109295775;3.359564668005504;-19.36503944129027;1.3662912907708886;-3.042916996678315;-1.6766257059074263
0295palmer_sem3_num28lado1;-18.70117867144365;19.30293788116748;38.00411655261113;41.31629247226805;58.52675197493974;24.92690918766868;51.668209795993754;72.73215576364016;28.39049671345677;44.91941276750691;62.21486408168897;28.364399122951994;-10.3519173237257;6.748797028486841;-3.6031202952388597;-14.205403788700423;10.517291681951193;-3.68811210674923;-3.463587525788089;0.02609759050477578;-3.4374899352833133
0296palmer_sem3_num28lado2;-14.77401218466251;17.724025928738982;32.49803811340149;38.741313213178444;51.11403999665515;25.764004399590917;49.50346554429431;65.38053013516964;27.487045245944824;43.65145766828785;61.61306790316109;28.754517553126426;-10.762152331115864;5.852007876006461;-4.910144455109403;-14.266490138514484;3.7674622320085476;-10.499027906505937;-1.723040846353907;-1.2674723071816025;-2.9905131535355096
0297palmer_sem3_num29lado1;-0.31413377745133175;18.183130383051086;18.497264160502418;48.28553174497537;47.040008518114306;27.659743601117864;54.60360817802396;54.774547174964134;32.90805477555102;44.22166439624692;47.753011248800604;33.565654352069394;-6.318076433048589;10.38194378177704;4.063867348728451;-7.734538656849828;7.02153592616353;-0.7130027306862985;-5.248311174433159;-0.657599576518372;-5.905910750951531
0298palmer_sem3_num29lado2;-12.5346399223396;14.146952059968896;26.681591982308497;42.00135997150536;51.67194242274593;30.489736616321046;49.87629699659343;63.45256805843065;33.2979086591044;43.67300888554523;58.143511597872624;31.285809254128225;-7.874937025088073;6.203288111048202;-1.6716489140398707;-11.780625635684721;5.3090564605580255;-6.471569175126696;-2.8081720427833545;2.0120994049761762;-0.7960726378071783
0299palmer_sem3_num30lado1;-14.240550511527083;11.166307309733881;25.406857821260964;30.41717511903592;41.76929124010648;25.52297675083288;45.383299332924494;60.28649861907265;31.300342834263407;42.24080859935307;58.24968904388259;31.54721163275135;-14.966124213888573;3.142490733571421;-11.823633480317152;-18.51720737896617;2.0368095751900626;-16.480397803776107;-5.777366083430529;-0.24686879848794163;-6.024234881918471
0300palmer_sem3_num30lado2;-2.9781308661679446;9.138205229797244;12.116336095965188;35.92379384675681;34.87639234007196;29.915064391475084;43.67375098725751;46.27117491531723;31.769641446715408;39.52762070211848;47.196260592170105;30.844947968530715;-7.749957140500705;4.14613028513903;-3.6038268553616746;-11.394782575245273;-0.9250856768528735;-12.319868252098146;-1.8545770552403233;0.9246934781846932;-0.9298835770556302
0301palmer_sem3_num31lado1;-12.514525772476311;16.354540325594527;28.86906609807084;38.19601336649052;47.59472943882745;28.276782245154873;51.782870112134795;64.92129734720966;32.30775028649218;48.08963982405862;63.100602374837855;32.020275405848835;-13.586856745644276;3.6932302880761725;-9.893626457568104;-17.32656790838221;1.820694972371804;-15.505872936010405;-4.030968041337307;0.2874748806433445;-3.743493160693962
0302palmer_sem3_num31lado2;-17.179331871361555;16.809755517048046;33.9890873884096;38.98433944488731;56.021800260907376;27.54355781982622;55.07806523148699;73.61383927715003;32.26194175576707;45.67302207112861;62.78743646141379;32.629057008324224;-16.093725786599677;9.405043160358382;-6.688682626241295;-17.59203901624266;10.826402815736245;-6.765636200506414;-4.7183839359408495;-0.3671152525571557;-5.085499188498005
0303palmer_sem3_num32lado1;-6.968220588461563;9.202777555869211;16.170998144330774;33.0006905512598;36.05170048247726;28.304641718226172;45.97134872479166;52.2613112772868;33.988667069466125;38.47176908479692;50.37723302338687;30.461796880275507;-12.97065817353186;7.499579639994742;-5.471078533537117;-16.209610794809542;1.8840782538999292;-14.325532540909613;-5.684025351239953;3.5268701891906176;-2.157155162049335
0304palmer_sem3_num32lado2;-17.037029586329545;12.653424499443933;29.690454085773478;30.253994597661244;43.75966366630821;23.512954903388597;47.23127780603196;66.49762166274195;30.548049472622527;42.81869654396179;60.40106554471972;30.502652603205966;-16.977283208370718;4.412581262070169;-12.564701946300548;-22.737957996433742;6.096556118022228;-16.641401878411514;-7.03509456923393;0.04539686941656029;-6.98969769981737
0305palmer_sem3_num33lado1;-0.40953017133808345;17.16975267171776;17.579282843055843;44.7141970637203;45.723416653423236;33.75216243009467;56.22941905544867;54.464547381421276;34.473824216144095;52.300955202119845;56.89247286933873;34.47495939752282;-11.515221991728374;3.9284638533288287;-7.586758138399546;-8.74113072799804;-2.427925487917456;-11.169056215915496;-0.7216617860494239;-0.0011351813787214837;-0.7227969674281454
0306palmer_sem3_num33lado2;-5.6673061894597225;20.597689206012923;26.264995395472646;49.695610510681114;49.92487270039422;29.26832440127855;58.65222160787349;62.31202568593112;33.8867862810363;49.273226314280194;63.46978192417095;32.91527335417702;-8.95661109719238;9.378995293593299;0.4223841964009196;-12.3871529855369;-1.157756238239834;-13.544909223776735;-4.618461879757749;0.9715129268592833;-3.646948952898466
0307palmer_sem3_num34lado1;-0.6671039926628595;21.338748297459524;22.005852290122384;44.85913248695113;33.04740291617504;22.678260794681457;62.41273227439449;62.768123909911274;33.974896807664635;43.186216308427156;51.32152305366591;29.642819309332143;-17.55359978744336;19.226515965967337;1.6729161785239768;-29.720720993736236;11.446600856245361;-18.274120137490875;-11.296636012983178;4.332077498332492;-6.964558514650687
0308palmer_sem3_num34lado2;-18.590603806941417;17.833487804132126;36.42409161107354;33.69870306678131;49.47469869158343;21.855356682238973;53.93692362561777;75.20483948720562;29.571267881638253;44.388665381207986;62.193773105782114;30.71554484259409;-20.23822055883646;9.548258244409787;-10.689962314426673;-25.73014079562219;13.011066381423504;-12.719074414198687;-7.7159111993992795;-1.1442769609558354;-8.860188160355115
0309palmer_sem3_num35lado1;-8.528143185694816;9.604287727934281;18.132430913629097;29.554347725868762;37.65832741624632;23.64750954321648;45.42585268566406;53.77008328981625;33.17621327325636;39.621038716546735;47.95740136488559;31.258370426719573;-15.871504959795299;5.804813969117326;-10.066690990677973;-16.111755873569926;5.812681924930658;-10.299073948639268;-9.52870373003988;1.9178428465367858;-7.6108608835030935
0310palmer_sem3_num35lado2;-16.330039214340424;15.29805158317738;31.628090797517803;35.95266480524691;50.914323611770676;23.229384313083347;51.65582343381719;69.99055107574488;32.0343944484221;40.668440137764314;56.404964201444095;28.617524543257808;-15.703158628570279;10.987383296052876;-4.715775332517403;-19.0762274639742;13.58558687430078;-5.4906405896734185;-8.805010135338751;3.4168699051642903;-5.388140230174461
0311palmer_sem3_num36lado1;-14.495910253214895;18.829685632711257;33.32559588592615;38.038891856711835;46.97609732609055;30.1939257609726;51.91053806414267;68.57745970699601;29.773161888534464;49.967576333807294;68.0467038774216;28.615133661474584;-13.871646207430835;1.9429617303353766;-11.928684477095459;-21.601362380905456;0.530755829574403;-21.070606551331053;0.42076387243813684;1.15802822705988;1.578792099498017
0312palmer_sem3_num36lado2;3.2000826200644426;21.339692753858877;18.139610133794434;52.760386349176265;42.46658363904645;32.17702481352628;64.12917830209187;59.9872686007582;36.90557972195409;43.907106947643044;47.5189737490835;31.290976568352868;-11.368791952915608;20.22207135444883;8.853279401533221;-17.52068496171175;12.468294851674699;-5.052390110037052;-4.72855490842781;5.614603153601223;0.8860482451734129
0313palmer_sem3_num37lado1;-11.952994229560211;17.413838430978693;29.366832660538904;42.16897082607614;47.75611026867296;29.679178844599218;51.62036872519904;65.50114015678743;30.940286705006766;45.874426042530175;61.20605575626346;29.969020803590837;-9.451397899122902;5.745942682668868;-3.705455216454034;-17.745029888114466;4.295084400523969;-13.449945487590497;-1.2611078604075487;0.9712659014159293;-0.28984195899161946
0314palmer_sem3_num37lado2;-13.995363101396919;16.87870505793382;30.87406815933074;42.13634749846031;47.35068397866914;32.003035725929735;48.29239832630123;64.54122064577115;28.813057950285838;49.013158960491964;67.01121087417384;30.97905863333955;-6.156050827840922;-0.7207606341907322;-6.876811462031654;-17.19053666710201;-2.4699902284026933;-19.660526895504702;3.1899777756438965;-2.1660006830537135;1.023977092590183
0315palmer_sem3_num38lado1;-6.252571647787761;13.618062618554145;19.870634266341906;37.41855913587791;43.253053438266456;25.594280806929753;48.41971774850994;52.984392903889095;31.66504854368932;43.34731007213599;54.3757014730935;31.164816065221196;-11.001158612632025;5.072407676373949;-5.928750936258076;-9.73133946562264;-1.391308569204405;-11.122648034827044;-6.070767736759567;0.5002324784681242;-5.570535258291443
0316palmer_sem3_num38lado2;-19.860151095612807;20.231331254415647;40.09148235002846;42.28791469194313;60.14477668579571;29.022729032158175;54.24157131686096;76.1304277483664;29.396235742470136;51.36422013215886;71.81964969896005;30.891514260730432;-11.953656624917834;2.8773511847021;-9.076305440215734;-15.985651062570689;4.310778049406352;-11.674873013164337;-0.37350671031196114;-1.495278518260296;-1.868785228572257
0317palmer_sem3_num39lado1;-15.527395386417219;20.608904483988834;36.13629987040605;44.23825976117;53.56993996042084;25.77727470905859;54.246699052752064;70.8535814875735;30.756400498979975;50.398097132611795;68.3159465828751;31.706235427048703;-10.008439291582064;3.8486019201402684;-6.159837371441796;-17.283641527152668;2.5376349046984075;-14.74600662245426;-4.979125789921383;-0.9498349280687286;-5.928960717990112
0318palmer_sem3_num39lado2;-6.766175714304168;21.366162881248158;28.132338595552326;55.883982964467165;56.52901803353827;35.910701870812794;58.886293245469524;64.84976740244086;33.7994590780809;49.20046495347163;63.63639608908633;33.25461568376716;-3.0023102810023587;9.685828291997893;6.6835180109955346;-8.32074936890259;1.2133713133545285;-7.107378055548061;2.1112427927318933;0.5448433943137374;2.6560861870456307
0319palmer_sem3_num40lado1;-15.34222397917656;14.21885719034277;29.56108116951933;33.70790928461802;43.95963494132986;27.646171840660365;52.21996820651529;69.98793546601289;31.131507704711353;42.40521989381585;59.173151074850644;30.707082383767656;-18.51205892189727;9.814748312699443;-8.697310609197828;-26.028300524683026;10.814784391162242;-15.213516133520784;-3.485335864050988;0.42442532094369767;-3.0609105431072905
0320palmer_sem3_num40lado2;-2.2128648749246054;9.820370340408058;12.033235215332663;33.64118362853225;35.44684741528616;25.49143714348257;44.33107780535609;44.725332471332244;30.603031546146546;38.75896549737919;44.12327354234251;29.988125100683497;-10.689894176823842;5.5721123079769015;-5.11778186884694;-9.278485056046087;0.6020589289897345;-8.676426127056352;-5.111594402663975;0.6149064454630491;-4.496687957200926
0321palmer_sem3_num41lado1;-2.09743056493069;25.600668598135282;27.698099163065972;45.92361732628961;44.318435975416584;23.182564825521535;63.64176415430413;64.20099909917288;32.032724860575385;48.83263058796679;55.60189600492824;29.354615949997434;-17.71814682801452;14.809133566337337;-2.909013261677181;-19.88256312375629;8.599103094244633;-11.283460029511659;-8.85016003505385;2.6781089105779508;-6.1720511244758995
0322palmer_sem3_num41lado2;-12.930602657688809;22.539177348468215;35.46978000615702;40.676214807918534;52.343654368035104;18.78225416549405;59.21908572681429;72.81098093482233;31.602833740140717;47.82470693779904;60.88962406374883;29.603766822572265;-18.54287091889576;11.39437878901525;-7.148492129880509;-20.46732656678722;11.921356871073492;-8.54596969571373;-12.820579574646668;1.9990669175684523;-10.821512657078216
0323palmer_sem3_num42lado1;-3.274769281253576;7.809724686309778;11.084493967563354;31.534920537198442;33.13980036058221;25.82136229717251;43.0600329395396;45.45506830824436;32.658102501781;36.3056367604068;42.882465146948;29.303637154717247;-11.525112402341161;6.754396179132804;-4.770716223208357;-12.31526794766215;2.5726031612963567;-9.742664786365793;-6.836740204608493;3.354465347063755;-3.4822748575447378
0324palmer_sem3_num42lado2;-13.367536750919335;10.04342460510648;23.410961356025815;33.947618634761;45.72147161250235;29.52289508286734;42.17072116706753;56.14624010755645;29.456608928283078;39.39527333884172;53.105997349626485;29.111401468322093;-8.223102532306534;2.775447828225815;-5.447654704080719;-10.424768495054103;3.040242757929967;-7.384525737124136;0.06628615458426168;0.3452074599609851;0.4114936145452468
0325palmer_sem3_num43lado1;-6.865830389337717;14.825716036799363;21.69154642613708;33.61831162989193;37.499382865580046;25.526636365733797;53.704236360103856;60.93222854316102;34.08435053529978;46.83407389664052;56.179373970345964;34.18386610518256;-20.08592473021193;6.870162463463338;-13.215762266748591;-23.43284567758097;4.752854572815053;-18.679991104765918;-8.55771416956598;-0.09951556988278298;-8.657229739448763
0326palmer_sem3_num43lado2;-10.674487340990282;15.56303293543684;26.237520276427123;32.8220836841458;43.20961714929002;25.391030007189617;52.23945984285333;64.33366034746403;32.1097972972973;44.36900133641113;55.2642068571845;29.75254812793694;-19.417376158707526;7.870458506442198;-11.546917652265329;-21.124043198174014;9.069453490279535;-12.054589707894479;-6.718767290107682;2.357249169360358;-4.3615181207473235
0327palmer_sem3_num44lado1;1.6168592842821923;9.244587233341505;7.627727949059313;33.958711433756804;30.182112068965516;25.98227234794163;46.42907910102072;43.265333043640204;34.73655736751275;40.02010005171449;43.55644113452701;33.76682326020362;-12.470367667263915;6.408979049306225;-6.0613886179576895;-13.083220974674688;-0.29110809088680867;-13.374329065561497;-8.754285019571121;0.9697341073091295;-7.784550912261992
0328palmer_sem3_num44lado2;-4.020048054397989;10.899713126596758;14.919761180994747;37.380879196250525;34.4199679922775;29.600817975130507;49.2345894715672;52.320024636940325;35.87063509681635;41.29700183583641;52.643860997881674;30.63737659297215;-11.853710275316672;7.937587635730786;-3.916122639585886;-17.900056644662826;-0.3238363609413497;-18.223893005604175;-6.269817121685843;5.233258503844201;-1.0365586178416422
0329palmer_sem3_num45lado1;-18.57322524825429;18.561101960346893;37.13432720860118;35.0040724617329;50.94564433834199;22.06282761719335;50.768157342148484;72.09780307976364;27.89853452145434;47.87583079953112;66.04128112607624;30.453193106642754;-15.76408488041558;2.8923265426173614;-12.87175833779822;-21.152158741421644;6.056521953687394;-15.09563678773425;-5.8357069042609915;-2.554658585188413;-8.390365489449405
0330palmer_sem3_num45lado2;-13.993472493064537;19.383623443363913;33.37709593642845;37.81151130000241;49.06028907260559;22.371204087534945;49.27360223188127;65.68677522606825;27.00861401767404;47.09712848690289;61.890500584494674;27.657357260176948;-11.462090931878862;2.176473744978381;-9.285617186900481;-16.626486153462658;3.796274641573575;-12.830211511889082;-4.637409930139096;-0.6487432425029063;-5.286153172642003
0331palmer_sem3_num46lado1;-0.13737357197204147;21.470761657428408;21.60813522940045;47.813707298761194;41.250002681396474;25.483183904594398;59.56774680360511;58.0671919356259;33.51524175713711;43.40483362292948;51.13694680619141;28.376992094194975;-11.754039504843917;16.16291318067563;4.408873675831714;-16.817189254229426;6.930245129434489;-9.886944124794937;-8.032057852542714;5.138249662942137;-2.893808189600577
0332palmer_sem3_num46lado2;-20.029011984158537;21.112280489504354;41.14129247366289;39.44309284355886;55.56278001936042;27.175296586577584;58.26908182278742;80.30760015457942;31.40399946765351;50.91518349697422;72.17311829155474;30.189801936129964;-18.825988979228562;7.353898325813198;-11.472090653415364;-24.744820135219;8.134481863024675;-16.610338272194326;-4.228702881075925;1.2141975315235456;-3.0145053495523797
0333palmer_sem3_num47lado1;-4.941487469169282;16.776988993719197;21.71847646288848;39.48046274075441;42.403508591946654;19.026308501800056;52.84015571546538;58.71101147458777;32.77520519158936;41.034822439162426;46.846097101817044;30.930595709852735;-13.359692974710967;11.805333276302953;-1.554359698408014;-16.307502882641117;11.864914372770727;-4.44258850987039;-13.748896689789301;1.8446094817366223;-11.90428720805268
0334palmer_sem3_num47lado2;-16.309762427480408;19.439828040162;35.749590467642406;35.63396053164006;45.94534970585489;26.836526340362617;55.112704047307105;73.71657983613596;31.243948641459497;50.76752539396974;69.25439252914438;29.65576553827537;-19.47874351566705;4.3451786533373635;-15.133564862329685;-27.771230130281076;4.462187306991581;-23.309042823289495;-4.407422301096879;1.5881831031841251;-2.8192391979127542
0335palmer_sem3_num48lado1;-5.848435318780048;6.662728301359877;12.511163620139925;31.50744262972917;33.988085597615395;27.6153468459544;41.930550328575976;46.905694789081885;32.75337381219078;36.10503956303175;47.03622213186574;31.013610151262043;-10.423107698846806;5.825510765544223;-4.597596933302583;-12.91760919146649;-0.13052734278385714;-13.048136534250347;-5.1380269662363816;1.7397636609287375;-3.398263305307644
0336palmer_sem3_num48lado2;-2.5225268475130207;5.358704237781026;7.881231085294047;25.38676651078969;25.76367237562624;23.189772630172527;41.7195497073525;43.63556806485092;33.93912508596643;35.55490378466368;41.55798837209302;31.597101903981688;-16.332783196562808;6.16464592268882;-10.168137273873988;-17.871895689224683;2.077579692757901;-15.794315996466782;-10.749352455793904;2.342023181984743;-8.407329273809161
0337palmer_sem3_num49lado1;-9.31073465591085;10.864515689456837;20.175250345367687;32.36430511734633;37.49665929912771;27.74623541619214;49.610913524619555;58.937991856024645;35.68540757144363;39.780578963658556;51.36669978957213;29.251982887925248;-17.24660840727322;9.830334560961;-7.416273846312222;-21.44133255689694;7.571292066452514;-13.870040490444424;-7.9391721552514944;6.4334246835183855;-1.505747471733109
0338palmer_sem3_num49lado2;-5.239596974718822;8.441710788200133;13.681307762918955;33.362308089278805;34.6824148886416;28.742062404257034;43.83676930938384;48.55724407420131;32.859360107164015;39.52771747167914;50.03847041215341;32.37177457466919;-10.474461220105034;4.3090518377047005;-6.165409382400334;-13.874829185559705;-1.4812263379521013;-15.356055523511806;-4.117297702906981;0.48758553249482617;-3.629712170412155
0339palmer_sem3_num50lado1;-11.278196957985756;20.173647060311833;31.45184401829759;45.255280587554324;50.40986764077992;28.436131456111724;56.674232886576384;69.55815174708509;32.05563086064432;46.379400590966654;61.19811866577389;28.27509995845882;-11.41895229902206;10.29483229560973;-1.1241200034123295;-19.14828410630517;8.360033081311201;-10.788251024993968;-3.619499404532597;3.7805309021855003;0.16103149765290325
0340palmer_sem3_num50lado2;3.446547265111569;17.63263293183418;14.186085666722612;55.187223078195316;49.152684446920375;33.51560568872178;56.67611712972026;51.92366131543009;36.22606981981982;43.17103592738352;43.01165558877864;31.643317592621937;-1.4888940515249445;13.50508120233674;12.016187150811795;-2.770976868509713;8.91200572665145;6.141028858141738;-2.7104641310980426;4.582752227197883;1.8722880960998403
0341palmer_sem3_num51lado1;-18.732238227696563;18.778628995174124;37.51086722287069;39.2477694982613;57.67378042722305;26.24542473919523;52.19738281921195;72.68511508211105;29.346201659019506;47.39268178034014;64.9766360440059;29.91076766304348;-12.949613320950654;4.804701038871812;-8.144912282078842;-15.011334654888003;7.708479038105153;-7.30285561678285;-3.100776919824277;-0.5645660040239733;-3.6653429238482502
0342palmer_sem3_num51lado2;-15.285630569458725;15.814626546550162;31.100257116008887;40.512122166246854;55.16039824033341;29.243858170739614;50.634344011311605;67.1075617739194;30.73317514695421;46.27198566036843;62.96992681540429;30.722776080417454;-10.12222184506475;4.362358350943175;-5.759863494121575;-11.947163533585993;4.1376349585151075;-7.809528575070885;-1.489316976214596;0.010399066536756152;-1.4789179096778398
0343palmer_sem3_num52lado1;-13.061800836412225;16.666861037304308;29.728661873716533;33.19876019836826;39.44700169594573;23.521348584226523;49.16750905353822;65.02316047487784;28.408910526851336;45.16230195663104;60.31385254724711;30.15126548800231;-15.968748855169956;4.005207096907178;-11.963541758262778;-25.57615877893211;4.709307927630732;-20.86685085130138;-4.887561942624814;-1.7423549611509728;-6.629916903775786
0344palmer_sem3_num52lado2;-14.34384716797026;15.673390447487424;30.017237615457685;40.01218072351004;49.72638472312871;31.37307960253731;50.45977039649879;65.90381883205957;31.72926464824613;47.91229827732648;64.58430928026071;30.751405517676357;-10.447589672988748;2.547472119172312;-7.900117553816436;-16.17743410893086;1.319509551798859;-14.857924557132002;-0.3561850457088198;0.9778591305697724;0.6216740848609525
0345palmer_sem3_num53lado1;-13.570734875331851;10.844289066091353;24.415023941423204;33.25875930867298;44.22290144234962;27.073907432597398;46.10847728049753;60.83810647997395;31.867083175718825;39.01357884259917;53.55389457551043;29.676270945598827;-12.849717971824553;7.094898437898358;-5.754819533926195;-16.615205037624335;7.284211904463525;-9.33099313316081;-4.793175743121427;2.190812230119999;-2.6023635130014284
0346palmer_sem3_num53lado2;-12.822073564522185;15.541612609699708;28.363686174221893;31.805962804720878;40.2801740298694;24.645654347214847;53.30966636722585;66.84603750250685;33.268916129787;44.92220363675606;61.708062330988994;30.190937308028065;-21.503703562504974;8.387462730469792;-13.116240832035182;-26.565863472637446;5.137975171517851;-21.427888301119594;-8.623261782572154;3.0779788217589363;-5.545282960813218
0347palmer_sem3_num54lado1;-5.847239697386712;17.433117170195544;23.280356867582256;44.280597541610305;48.56529314464253;30.017231619728147;59.253850320860074;64.1809275772981;36.610255021251774;44.79082582260775;54.39654266884279;34.52161467724486;-14.97325277924977;14.463024498252324;-0.5102282809974454;-15.615634432655575;9.784384908455316;-5.83124952420026;-6.593023401523627;2.0886403440069117;-4.504383057516716
0348palmer_sem3_num54lado2;-9.464937251587855;12.689603393696238;22.154540645284094;38.49244056044475;47.98530135974392;30.93897053797252;48.59311835445188;58.45068334275045;32.24565835845612;43.234159311730224;51.37889695278517;32.875853914102244;-10.100677794007133;5.358959042721658;-4.741718751285475;-10.46538198300653;7.071786389965283;-3.3935955930412476;-1.3066878204835994;-0.6301955556461252;-1.9368833761297246
0349palmer_sem3_num55lado1;-9.702755003248669;15.198565792016755;24.901320795265423;37.76579410896281;42.18092785079459;27.677372069586816;47.06820172847253;56.572332708452194;29.766582224864987;43.29498506719761;58.011000079218675;29.62889305604193;-9.302407619509722;3.7732166612749225;-5.5291909582348;-14.391404857657605;-1.4386673707664812;-15.830072228424086;-2.0892101552781703;0.13768916882305504;-1.9515209864551153
0350palmer_sem3_num55lado2;-3.1667824582498554;12.669968722974648;15.836751181224503;39.839698797102834;38.41920791289435;27.957956856333986;46.618352568930476;49.24641199661711;31.160378311063244;41.257738693752806;50.00324027491175;30.552237620166387;-6.778653771827642;5.36061387517767;-1.4180398966499723;-10.827204083722762;-0.7568282782946341;-11.584032362017396;-3.202421454729258;0.6081406908968567;-2.5942807638324012
0351palmer_sem3_num56lado1;-17.547645076992403;19.33047323512175;36.878118312114154;37.34505581861542;51.787462949680695;28.838392741412832;54.889553107189535;74.64887098162501;31.529986361458217;52.394055316302705;69.87248424625757;31.85213930231604;-17.544497288574114;2.49549779088683;-15.048999497687284;-22.861408031944315;4.7763867353674385;-18.085021296576876;-2.691593620045385;-0.32215294085782276;-3.0137465609032077
0352palmer_sem3_num56lado2;-4.536517191740209;13.05013096933257;17.58664816107278;39.456788638362816;42.08639979548565;27.728403879407562;48.699365546236294;53.55201291793635;31.540788302606483;39.9838464740752;47.05992177222327;31.1526105359425;-9.242576907873477;8.715519072161094;-0.5270578357123838;-11.465613122450705;6.492091145713083;-4.973521976737622;-3.812384423198921;0.38817776666398274;-3.4242066565349383
0353palmer_sem3_num57lado1;-9.611589692615816;9.73268471636132;19.344274408977135;30.297601482064398;35.83492367976653;24.608534566140428;42.69207112831382;53.085893633111425;30.702321630582425;39.151291119344336;52.473844890982896;28.980988358386565;-12.394469646249423;3.5407800089694845;-8.853689637279938;-17.250969953344892;0.612048742128529;-16.638921211216363;-6.093787064441997;1.72133327219586;-4.372453792246137
0354palmer_sem3_num57lado2;-5.147502176769649;10.560181553383707;15.707683730153356;38.24596964876832;41.6906365538391;29.57806611546563;48.370818620113624;53.592180341696576;35.322784810126585;41.328921499985995;49.139176875399286;33.51066733792023;-10.124848971345301;7.041897120127629;-3.082951851217672;-11.901543787857477;4.4530034662972895;-7.448540321560188;-5.744718694660953;1.8121174722063529;-3.9326012224546005
0355palmer_sem3_num58lado1;-0.6204046708414097;25.704586028168656;26.324990699010065;43.12744454791737;39.65323399932272;28.51702652096182;71.03944419926904;69.51939435473508;37.09866740937527;51.36120040398211;60.883934501978224;34.46352842124688;-27.91199965135167;19.67824379528693;-8.23375585606474;-29.86616035541236;8.63545985275686;-21.230700502655502;-8.581640888413446;2.6351389881283893;-5.946501900285057
0356palmer_sem3_num58lado2;-16.569456285257147;22.588540274141476;39.157996559398626;44.3286777262747;55.6210902954959;30.330633276757492;56.66684874795158;75.21776700823459;31.251453249696212;51.98824068168065;71.06728917929782;30.747836599990197;-12.338171021676885;4.678608066270932;-7.659562955405953;-19.59667671273869;4.150477828936772;-15.44619888380192;-0.9208199729387196;0.5036166497060144;-0.41720332323270526
0357palmer_sem3_num59lado1;-11.324516217947846;8.88652281622165;20.211039034169495;30.795520576045547;38.42395190528422;25.871525074709325;41.79529452560797;52.85391411856945;31.745629209206268;39.533775711278565;54.06350883189113;30.6584189134684;-10.999773949562424;2.2615188143294063;-8.738255135233018;-14.42996221328523;-1.2095947133216782;-15.639556926606907;-5.8741041344969425;1.0872102957378686;-4.786893838759074
