;RG_diff_full;RB_diff_full;GB_diff_full;apex_R;apex_G;apex_B;equator_R;equator_G;equator_B;stalk_R;stalk_G;stalk_B;apex_equator_R_diff;equator_stalk_R_diff;apex_stalk_R_diff;apex_equator_G_diff;equator_stalk_G_diff;apex_stalk_G_diff;apex_equator_B_diff;equator_stalk_B_diff;apex_stalk_B_diff
0058palmer_sem1_num29lado2;-11.129219412446034;16.693080046983244;27.822299459429278;32.33366421811925;38.525298967704856;26.065484461501136;51.30508664308422;62.98926476514575;32.77516455469485;47.47394228490163;63.50671901622342;26.960173198557666;-18.97142242496497;3.8311443581825912;-15.140278066782379;-24.463965797440892;-0.5174542510776732;-24.981420048518565;-6.709680093193711;5.814991356137181;-0.89468873705653
0059palmer_sem1_num30lado1;-1.4056910050396567;17.36418559068826;18.769876595727915;42.351309540941145;38.35605842567276;30.209632747023488;49.81984924623116;47.9916864608076;32.284030561551376;48.43093888424248;58.008390482530146;28.58992071955121;-7.468539705290013;1.3889103619886782;-6.079629343301335;-9.635628035134843;-10.016704021722546;-19.65233205685739;-2.074397814527888;3.6941098420001666;1.6197120274722785
0060palmer_sem1_num30lado2;-10.138333155571132;15.352665102928391;25.490998258499523;32.41099594411897;41.6815791845687;26.07604813781099;43.92233344429122;54.176536326132705;29.29730854276136;51.13057722308892;65.72740040260287;28.974043758364196;-11.511337500172246;-7.208243778797701;-18.719581278969947;-12.494957141564008;-11.550864076470162;-24.04582121803417;-3.221260404950371;0.3232647843971641;-2.897995620553207
0061palmer_sem1_num31lado1;-16.781502176959236;17.119303153429797;33.90080533038903;32.39602012513707;44.39978702120107;27.293335484912053;49.51253727709817;66.05705763592277;34.66325185110052;55.2233202132708;76.75484845940727;27.776225237524727;-17.116517151961098;-5.7107829361726345;-22.827300088133732;-21.657270614721703;-10.697790823484496;-32.3550614382062;-7.369916366188466;6.887026613575792;-0.4828897526126745
0062palmer_sem1_num31lado2;-7.258261925574757;10.853286539047204;18.11154846462196;30.121265777957657;33.63185728744939;25.350299628309187;44.43417933195038;50.13660513949452;33.236717327801536;42.68415807322306;55.78868861785234;27.777599535340403;-14.312913553992725;1.7500212587273225;-12.562892295265403;-16.504747852045128;-5.652083478357817;-22.156831330402945;-7.886417699492348;5.459117792461132;-2.427299907031216
0063palmer_sem1_num32lado1;-3.005841651838395;12.898947384749647;15.904789036588042;35.32128314320351;35.43607362726198;28.44657295683543;43.936578557096745;44.778065036925526;32.070705419513736;44.15054787994283;53.15542364539367;27.36685089439591;-8.615295413893236;-0.21396932284608283;-8.829264736739319;-9.341991409663542;-8.377358608468143;-17.719350018131685;-3.6241324626783076;4.703854525117826;1.0797220624395187
0064palmer_sem1_num32lado2;-15.666662152470956;19.915673568231956;35.582335720702915;35.46822370069315;41.41589566380559;30.173531210049468;49.672672073749055;65.94395692062226;31.048353499091434;60.11559861425636;82.1801785553251;27.996166057628947;-14.204448373055904;-10.442926540507308;-24.647374913563212;-24.528061256816663;-16.236221634702844;-40.76428289151951;-0.8748222890419655;3.052187441462486;2.1773651524205206
0065palmer_sem1_num33lado1;-13.36742273340056;28.40533810733013;41.77276084073069;39.45673459244533;45.895923440218745;28.43733068224183;60.93162596414318;76.16499736425936;30.362615779027458;71.21145860074598;88.78899318308922;33.30927214141597;-21.47489137169785;-10.279832636602805;-31.754724008300656;-30.26907392404062;-12.623995818829854;-42.89306974287047;-1.925285096785629;-2.9466563623885094;-4.871941459174138
0066palmer_sem1_num33lado2;-0.08590783556216763;19.056867906578315;19.142775742140483;42.09356833642548;36.41372342838292;26.03565916994177;50.13984903984904;48.92930402930403;28.517626817626816;48.658262356184636;54.99606833389867;28.566508441249212;-8.046280703423562;1.4815866836644034;-6.564694019759159;-12.515580600921105;-6.066764304594642;-18.582344905515747;-2.481967647685046;-0.04888162362239612;-2.530849271307442
0067palmer_sem1_num34lado1;-18.36176989978557;24.696573302963355;43.05834320274893;41.28149144318751;57.49072828466672;26.41598733676296;56.72205806940001;77.00691593352883;30.526549644784062;62.816215162736306;81.75204297574474;31.40997018987752;-15.440566626212501;-6.0941570933362925;-21.534723719548793;-19.516187648862108;-4.745127042215913;-24.26131469107802;-4.110562308021102;-0.8834205450934576;-4.993982853114559
0068palmer_sem1_num34lado2;-3.7752343183016777;15.149954135768283;18.92518845406996;37.28544933400776;40.6747188570877;28.22048456559921;46.36229936635519;47.44380062382109;30.040493565406045;49.801615146343;60.76346108257606;29.12199810904507;-9.07685003234743;-3.4393157799878153;-12.516165812335245;-6.769081766733393;-13.319660458754967;-20.08874222548836;-1.8200089998068343;0.9184954563609757;-0.9015135434458585
