ind;time;RG_diff_full;RB_diff_full;GB_diff_full;apex_R;apex_G;apex_B;equator_R;equator_G;equator_B;stalk_R;stalk_G;stalk_B;apex_equator_R_diff;equator_stalk_R_diff;apex_stalk_R_diff;apex_equator_G_diff;equator_stalk_G_diff;apex_stalk_G_diff;apex_equator_B_diff;equator_stalk_B_diff;apex_stalk_B_diff
0661palmer_sem6_num31;110;7.337192305;8.696353811;1.359161506;28.91938746;20.06628063;22.97130715;40.22459592;31.14340034;29.70097959;37.71164988;36.12143641;28.13935189;-11.30520846;2.512946041;-8.792262424;-11.0771197;-4.978036073;-16.05515578;-6.729672445;1.561627699;-5.168044747
0663palmer_sem6_num32;110;5.228093356;11.46853108;6.240437729;34.69012925;24.18082237;25.77254502;41.79529098;32.43187915;29.39382315;37.92967949;44.91662876;26.08560353;-7.105161728;3.865611494;-3.239550234;-8.251056776;-12.48474961;-20.73580638;-3.621278137;3.308219619;-0.313058518
0665palmer_sem6_num33;110;4.703785648;7.808577728;3.10479208;29.38325088;22.62133663;24.64197354;40.75142521;32.29022569;31.90177653;37.50877345;41.56269181;27.73779541;-11.36817433;3.242651758;-8.125522571;-9.668889059;-9.272466119;-18.94135518;-7.259802991;4.163981121;-3.09582187
0667palmer_sem6_num34;110;-2.419016471;9.30857035;11.72758682;29.42275196;28.92504592;26.27380404;45.39467223;47.19356773;32.68326915;37.56425855;43.45270909;27.65881406;-15.97192028;7.830413683;-8.141506595;-18.26852181;3.740858642;-14.52766317;-6.409465111;5.024455093;-1.385010018
0669palmer_sem6_num35;110;2.03531696;8.88884469;6.85352773;27.42618989;22.22272129;18.1100284;39.51091039;36.03714162;28.6674369;31.21569065;33.79331176;24.42719231;-12.0847205;8.295219735;-3.789500763;-13.81442033;2.243829856;-11.57059047;-10.5574085;4.240244586;-6.317163915
0671palmer_sem6_num36;110;-1.079054519;9.612518396;10.69157292;30.03452935;29.08804942;24.25993894;45.4796063;46.03485711;32.45482961;36.75231421;40.90431742;27.78829334;-15.44507695;8.727292086;-6.717784863;-16.94680769;5.130539694;-11.816268;-8.194890676;4.666536269;-3.528354407
0673palmer_sem6_num37;110;5.079769738;18.05818346;12.97841372;49.58611237;42.58118287;31.62189979;58.16332984;50.87145886;36.14151018;41.36895115;40.99260923;28.52031709;-8.577217471;16.79437869;8.217161222;-8.290275987;9.878849633;1.588573646;-4.519610389;7.621193086;3.101582697
0675palmer_sem6_num38;110;3.189295095;11.90726586;8.717970761;36.16489274;25.98261052;24.89615919;48.40078764;44.20603193;32.58523315;35.4113622;37.46299039;28.98633956;-12.2358949;12.98942544;0.753530535;-18.22342141;6.743041536;-11.48037987;-7.689073968;3.59889359;-4.090180378
0677palmer_sem6_num39;110;6.190979531;7.125299647;0.934320116;25.15330706;15.36998179;17.98200935;39.84218045;32.60904957;30.86874313;31.13886869;29.51149862;26.95069194;-14.68887339;8.703311757;-5.985561635;-17.23906778;3.097550952;-14.14151683;-12.88673377;3.918051182;-8.968682589
0679palmer_sem6_num40;110;1.070047405;6.175325578;5.105278173;27.29851138;21.33883309;22.98949697;41.22431902;41.09968967;32.2813718;33.12281775;34.89947756;28.26110976;-13.92580764;8.101501269;-5.824306367;-19.76085658;6.200212108;-13.56064447;-9.291874825;4.020262041;-5.271612783
0681palmer_sem6_num41;110;2.07983008;8.167667603;6.087837523;27.70102971;20.21722314;20.15800548;40.40847272;38.37991407;30.15931323;30.7975284;31.90415433;25.00878265;-12.70744301;9.610944324;-3.096498686;-18.16269093;6.475759749;-11.68693118;-10.00130775;5.150530578;-4.850777169
0683palmer_sem6_num42;110;0.602041225;5.5546385;4.952597276;27.4572141;24.5947979;24.27175615;40.98946163;39.93441795;34.01954309;34.73474827;36.82343604;28.5162751;-13.53224753;6.25471336;-7.277534169;-15.33962005;3.110981905;-12.22863814;-9.747786935;5.503267989;-4.244518946
0685palmer_sem6_num43;110;1.04184817;7.886708775;6.844860605;28.88056562;22.67835829;24.32245302;41.84097506;41.70603085;31.87307902;35.03939258;37.176932;26.94489521;-12.96040943;6.801582476;-6.158826956;-19.02767257;4.529098856;-14.49857371;-7.550625998;4.928183812;-2.622442186
0687palmer_sem6_num44;110;2.333941771;8.055505537;5.721563766;32.11308958;24.91762151;25.30328755;40.24829073;36.41795614;31.05253273;36.56000466;38.68909749;27.66085672;-8.135201157;3.688286077;-4.44691508;-11.50033462;-2.271141352;-13.77147597;-5.749245176;3.391676003;-2.357569174
0689palmer_sem6_num45;110;3.43396876;10.43624139;7.00227263;26.76801822;18.82267572;23.62393493;44.24925632;41.21253924;29.46484935;37.53471457;38.3952405;27.52244363;-17.4812381;6.714541743;-10.76669635;-22.38986352;2.817298735;-19.57256478;-5.840914416;1.942405726;-3.89850869
0691palmer_sem6_num46;110;-2.485837446;6.578477358;9.064314804;25.90356481;26.6893714;21.65549472;38.58457178;42.05275324;30.30552876;32.81297772;35.82656179;27.63937508;-12.68100698;5.771594065;-6.90941291;-15.36338184;6.226191448;-9.13719039;-8.650034044;2.666153679;-5.983880365
0693palmer_sem6_num47;110;6.577106565;6.864592674;0.287486109;25.35708998;17.38739283;19.90433508;38.21932271;29.85288866;30.07341835;33.88812618;30.791402;27.68458331;-12.86223274;4.331196539;-8.531036198;-12.46549583;-0.938513337;-13.40400916;-10.16908327;2.388835041;-7.780248232
0695palmer_sem6_num48;110;7.012167264;5.033489508;-1.978677756;29.99403332;21.94298618;26.50167628;41.60175865;33.31660298;36.13210245;37.25266556;33.62219743;30.47388053;-11.60772533;4.349093093;-7.258632241;-11.3736168;-0.305594456;-11.67921126;-9.630426165;5.658221913;-3.972204252
0697palmer_sem6_num49;110;0.216770201;7.658274703;7.441504502;29.26996457;24.78027352;26.11883972;42.45604249;41.87110991;32.53619491;36.19899992;39.89872353;28.594898;-13.18607792;6.257042568;-6.929035351;-17.09083639;1.972386376;-15.11845002;-6.417355181;3.941296905;-2.476058276
0699palmer_sem6_num50;110;5.536789284;13.41221441;7.87542513;35.64994538;23.32984194;25.622983;44.9187315;36.83188256;30.71676675;41.0109969;45.39625305;25.70966831;-9.268786116;3.907734597;-5.361051519;-13.50204062;-8.564370489;-22.06641111;-5.093783756;5.007098447;-0.086685309
0701palmer_sem6_num51;110;5.512575156;6.809864971;1.297289815;32.25352914;26.52549486;27.35354433;37.5967256;30.89175119;28.39765292;30.55330319;28.72182148;24.60927896;-5.343196464;7.043422415;1.700225951;-4.366256327;2.169929714;-2.196326613;-1.044108589;3.788373968;2.744265379
0703palmer_sem6_num52;110;8.853101783;13.09794671;4.244844925;33.5724165;22.76841616;24.2019096;52.01219603;39.98818961;34.14996536;37.50025164;33.51721273;27.92698944;-18.43977953;14.51194439;-3.927835136;-17.21977345;6.470976879;-10.74879657;-9.948055753;6.222975916;-3.725079837
0705palmer_sem6_num53;110;3.923918057;5.197468805;1.273550749;31.28224453;25.11756572;26.95225797;43.11795758;38.18906392;35.47107705;30.70932935;29.66680912;27.06271296;-11.83571304;12.40862823;0.572915183;-13.07149819;8.522254796;-4.549243397;-8.518819089;8.408364096;-0.110454994
0707palmer_sem6_num54;110;4.36253138;9.307019392;4.944488012;32.23985513;26.98943798;22.82701185;46.21592202;38.4823889;34.02402288;33.80468879;34.60268192;27.13901191;-13.97606689;12.41123323;-1.564833666;-11.49295092;3.87970698;-7.613243941;-11.19701103;6.885010972;-4.312000062
0709palmer_sem6_num55;110;3.213367;7.179935572;3.966568572;27.79458716;20.91924218;22.66756397;43.35278327;39.83503089;33.08041658;34.03496432;33.95485952;29.13665392;-15.55819611;9.317818945;-6.240377168;-18.91578872;5.880171376;-13.03561734;-10.41285261;3.943762655;-6.469089954
0711palmer_sem6_num56;110;3.046483729;10.79615203;7.749668305;35.34027378;27.4116321;25.62834922;45.13271461;40.62312994;31.70515955;35.11906953;37.35821566;27.57766732;-9.792440835;10.01364508;0.221204246;-13.21149783;3.26491428;-9.946583553;-6.076810327;4.127492227;-1.9493181
0713palmer_sem6_num57;110;6.695683816;12.33370513;5.638021311;35.61487695;24.79591737;22.69262441;45.97545053;38.52623806;31.54478924;36.31219815;34.90483345;26.35863039;-10.36057358;9.663252384;-0.6973212;-13.73032069;3.621404613;-10.10891607;-8.852164834;5.186158848;-3.666005986
0715palmer_sem6_num58;110;6.96207281;11.66069882;4.698626011;35.07002665;25.16294114;28.12057886;48.02589208;38.86889656;32.5008984;39.55540199;38.75486849;27.173011;-12.95586543;8.470490091;-4.485375338;-13.70595543;0.114028074;-13.59192735;-4.380319541;5.327887403;0.947567863
0717palmer_sem6_num59;110;-0.153285255;9.193000319;9.346285574;27.28567219;24.77477966;18.99746455;41.10368238;40.74278075;29.48577516;33.5820672;35.52943147;26.35993376;-13.81801019;7.521615176;-6.296395016;-15.9680011;5.213349287;-10.75465181;-10.48831061;3.125841403;-7.362469207
0719palmer_sem6_num60;110;5.30515349;5.990443333;0.685289843;30.74067614;21.90081156;23.40945383;37.5089725;31.68014148;30.27638319;32.45705941;30.89242989;28.72569187;-6.76829636;5.051913085;-1.716383275;-9.77932992;0.787711593;-8.991618327;-6.866929362;1.550691322;-5.31623804
0721palmer_sem7_num1;125;-1.715199723;19.54678164;21.26198136;29.48525837;27.88590914;15.59614138;49.06004883;50.28900623;22.93230995;32.59165503;35.78070295;19.44896245;-19.57479046;16.46839379;-3.106396664;-22.40309709;14.50830328;-7.894793813;-7.336168569;3.483347498;-3.852821072
0723palmer_sem7_num2;125;-1.594342338;18.68122597;20.27556831;29.02368472;23.55624771;15.61835089;44.21726596;45.57434334;20.66570222;37.65888013;45.66021731;21.46108876;-15.19358124;6.558385823;-8.635195412;-22.01809563;-0.085873977;-22.10396961;-5.047351325;-0.795386546;-5.842737871
0725palmer_sem7_num3;125;-1.787625251;16.35058315;18.13820841;30.65308042;21.98798998;19.11835959;46.76836982;51.31603178;24.32716985;31.99556463;38.51943467;20.03261672;-16.1152894;14.77280519;-1.342484207;-29.3280418;12.79659711;-16.53144469;-5.208810267;4.294553129;-0.914257139
0727palmer_sem7_num4;125;2.117249604;9.876381367;7.759131763;24.98886954;19.13424233;16.77486226;36.24255173;33.61264473;22.67531794;26.47086383;28.77376763;20.85735694;-11.25368219;9.771687895;-1.481994296;-14.4784024;4.838877093;-9.639525308;-5.900455679;1.817960998;-4.08249468
0729palmer_sem7_num5;125;6.912797267;14.8781632;7.965365933;30.97976387;23.79820455;19.59310554;41.80932807;33.10243424;22.49243931;30.40149499;27.1820826;18.81217567;-10.82956419;11.40783307;0.57826888;-9.304229691;5.920351644;-3.383878047;-2.899333763;3.680263635;0.780929872
0731palmer_sem7_num6;125;3.361249523;7.654281241;4.293031718;24.3795528;21.54932114;18.66233666;33.84019511;28.82096404;23.89258759;24.68061986;23.83527792;18.79950585;-9.460642306;9.159575243;-0.301067062;-7.271642898;4.985686123;-2.285956776;-5.230250927;5.093081738;-0.137169189
0733palmer_sem7_num7;125;-0.919629796;11.43922853;12.35885832;24.60381906;23.28093471;18.30112274;38.09299327;37.90996898;22.66342949;29.84123245;35.16503727;20.56406393;-13.48917421;8.251760813;-5.237413397;-14.62903427;2.744931715;-11.88410256;-4.362306748;2.099365559;-2.262941189
0735palmer_sem7_num8;125;4.908014119;8.420760589;3.51274647;23.02481798;16.54771832;16.43507753;36.74677174;30.2453014;25.15670808;27.80685281;25.18856241;21.67503224;-13.72195376;8.939918937;-4.78203482;-13.69758308;5.05673899;-8.64084409;-8.721630552;3.481675844;-5.239954708
0737palmer_sem7_num9;125;6.271297739;9.92689566;3.655597922;29.64986793;18.08250097;19.04473044;36.86032577;30.45591802;24.81894622;28.18005743;27.2814358;21.54500548;-7.210457844;8.680268343;1.469810499;-12.37341705;3.174482214;-9.198934835;-5.774215775;3.273940736;-2.500275039
0739palmer_sem7_num10;125;6.965921015;9.548212149;2.582291133;27.12848279;17.10625911;17.86877456;35.08755807;25.75031466;23.01788457;24.6763723;22.39319575;18.13902251;-7.959075276;10.41118576;2.452110486;-8.64405555;3.357118907;-5.286936644;-5.149110014;4.878862067;-0.270247946
0741palmer_sem7_num11;125;7.181925585;13.07349481;5.891569227;33.88234734;22.159301;16.39046355;41.9749929;32.79971198;25.46152221;28.62229845;26.4668955;21.69990998;-8.092645567;13.35269445;5.260048887;-10.64041097;6.332816475;-4.307594497;-9.071058655;3.76161223;-5.309446425
0743palmer_sem7_num12;125;-5.016083914;24.61100692;29.62709084;41.58984199;42.82956986;21.16316923;58.01793286;64.78455517;25.54912753;36.879642;43.49078572;19.18345117;-16.42809087;21.13829086;4.710199993;-21.95498531;21.29376946;-0.661215856;-4.385958302;6.36567636;1.979718057
0745palmer_sem7_num13;125;8.495531153;11.39342123;2.897890079;30.73366851;20.87999303;20.26336847;38.67912366;29.20933935;25.61975125;31.57777727;26.80620365;23.72482849;-7.945455147;7.101346394;-0.844108753;-8.329346316;2.403135701;-5.926210615;-5.356382773;1.894922756;-3.461460018
0747palmer_sem7_num14;125;0.372278344;6.675880189;6.303601844;27.58831459;22.59145678;20.40154289;33.63301694;34.23125365;25.0991218;25.60058696;29.20672329;21.13445499;-6.044702351;8.03242998;1.987727629;-11.63979687;5.024530355;-6.615266511;-4.69757891;3.964666814;-0.732912096
0749palmer_sem7_num15;125;6.797647634;11.51341835;4.715770716;31.63869469;15.85063655;17.60211073;40.506207;31.78585569;27.50077167;31.19679064;32.50464656;22.96687121;-8.867512307;9.309416363;0.441904055;-15.93521914;-0.718790862;-16.65401;-9.898660939;4.533900463;-5.364760476
0751palmer_sem7_num16;125;5.037874923;7.785588991;2.747714067;29.0152407;19.6635662;20.87495474;35.33203048;29.43284914;26.58420214;30.00608982;30.59909368;23.44311138;-6.316789782;5.325940658;-0.990849124;-9.769282934;-1.166244544;-10.93552748;-5.709247396;3.141090754;-2.568156642
0753palmer_sem7_num17;125;4.891448235;5.999311112;1.107862877;21.8639126;16.87217301;20.40257811;35.31845645;28.331467;26.5049386;27.86007378;27.14459836;22.02502032;-13.45454385;7.458382669;-5.996161182;-11.459294;1.186868643;-10.27242536;-6.102360492;4.479918282;-1.62244221
0755palmer_sem7_num18;125;7.904397594;11.14317379;3.238776198;28.95158002;18.24461113;17.63044088;40.34335918;30.8866111;26.3746781;32.00690737;27.36521304;23.95459063;-11.39177915;8.336451811;-3.055327343;-12.64199997;3.521398064;-9.120601905;-8.744237215;2.420087464;-6.324149751
0757palmer_sem7_num19;125;2.585502134;6.125282797;3.539780663;21.67493503;17.06681631;19.49934789;32.2019668;28.099847;25.90510378;30.54335181;32.80527457;22.06583572;-10.52703177;1.65861499;-8.868416777;-11.03303069;-4.705427564;-15.73845825;-6.405755885;3.83926806;-2.566487825
0759palmer_sem7_num20;125;4.97437707;7.976488212;3.002111141;29.03102349;19.51385123;21.27023479;36.81769012;31.68591902;25.0505698;28.7076876;27.54029241;24.85887434;-7.786666636;8.110002524;0.323335889;-12.17206778;4.145626606;-8.026441177;-3.780335013;0.191695467;-3.588639546
0761palmer_sem7_num21;125;3.891107039;2.178075669;-1.71303137;18.86894185;14.51854465;17.95291118;28.90804076;24.4514089;25.85801735;21.46916039;18.70956255;19.8982058;-10.03909891;7.438880376;-2.600218533;-9.932864251;5.741846356;-4.191017895;-7.905106174;5.959811556;-1.945294618
0763palmer_sem7_num22;125;8.205505321;9.67921641;1.473711089;25.59848278;16.71217566;18.39054798;37.67285798;26.52623945;24.50218137;27.41127978;23.76778163;20.90947999;-12.0743752;10.26157821;-1.812796996;-9.814063794;2.758457821;-7.055605973;-6.111633389;3.592701376;-2.518932013
0765palmer_sem7_num23;125;1.321450301;6.100068478;4.778618177;20.89307929;16.72563944;18.93918897;31.71115257;30.66308132;22.12063069;25.77281903;26.53614864;22.14997877;-10.81807328;5.938333533;-4.879739749;-13.93744188;4.126932673;-9.810509205;-3.181441723;-0.029348082;-3.210789805
0767palmer_sem7_num24;125;4.753736194;11.99353362;7.239797425;31.30710549;22.15161149;20.26377682;39.06022809;32.88926417;23.60334436;29.01813862;29.54649759;20.91132894;-7.753122601;10.04208948;2.288966875;-10.73765267;3.342766579;-7.394886095;-3.339567535;2.692015418;-0.647552117
0769palmer_sem7_num25;125;2.60749395;15.11413469;12.50664074;34.60308589;30.26241964;19.44845403;45.15354342;40.97263804;26.60244799;32.38637537;34.8847758;20.84303334;-10.55045753;12.76716805;2.216710522;-10.7102184;6.087862246;-4.622356155;-7.153993968;5.759414651;-1.394579318
0771palmer_sem7_num26;125;8.317667721;13.06078544;4.743117719;35.48730898;23.67163603;22.96047953;41.3816072;29.72789673;23.27316641;29.48378974;28.3740696;22.56825016;-5.894298223;11.89781746;6.003519238;-6.0562607;1.353827134;-4.702433567;-0.312686877;0.704916247;0.39222937
0773palmer_sem7_num27;125;2.831517429;15.23554756;12.40403013;29.38721837;26.2084958;15.78352695;40.51212562;37.5171132;21.74380674;29.73015813;28.6255877;20.55310949;-11.12490725;10.78196748;-0.342939763;-11.30861741;8.891525506;-2.4170919;-5.960279795;1.190697253;-4.769582541
0775palmer_sem7_num28;125;5.106115295;14.12367299;9.017557696;28.00642298;17.96542965;19.01958791;43.8651616;37.4368378;25.17214741;33.57803143;34.5025588;21.01312518;-15.85873862;10.28713017;-5.571608449;-19.47140816;2.934279001;-16.53712915;-6.152559497;4.159022227;-1.99353727
0777palmer_sem7_num29;125;1.586269889;4.579604605;2.993334716;17.56149423;13.76334115;16.53425648;32.08199018;29.23571813;25.99695042;26.27956817;28.5721896;21.9189083;-14.52049596;5.802422018;-8.718073937;-15.47237699;0.663528527;-14.80884846;-9.462693934;4.07804212;-5.384651814
0779palmer_sem7_num30;125;5.265963585;5.767681777;0.501718192;22.49696812;14.16894433;16.12447489;30.28299937;23.57190416;23.78558977;25.73056466;25.17969508;21.16752719;-7.786031247;4.552434705;-3.233596542;-9.402959831;-1.607790917;-11.01075075;-7.661114872;2.618062574;-5.043052299
0781palmer_sem7_num31;125;2.392707097;5.278604514;2.885897417;18.06593779;14.14432008;15.93577188;32.80207089;28.96644051;25.69895216;26.62052905;27.75784202;21.79012014;-14.7361331;6.18154184;-8.554591263;-14.82212043;1.208598489;-13.61352194;-9.763180275;3.908832017;-5.854348257
0783palmer_sem7_num32;125;11.46659532;11.13359975;-0.332995573;24.79900327;14.66495492;17.43474659;39.92040803;24.38126593;25.04114263;30.36657378;23.85711435;21.62578029;-15.12140476;9.55383425;-5.567570513;-9.716311014;0.524151575;-9.19215944;-7.606396035;3.415362334;-4.191033701
0785palmer_sem7_num33;125;4.407440521;2.671281851;-1.736158671;24.44473975;18.0697016;21.59175268;30.57629372;25.63565832;27.17869145;24.21359805;22.11134836;23.63219247;-6.131553967;6.362695668;0.231141701;-7.565956725;3.52430996;-4.041646765;-5.586938768;3.546498977;-2.040439791
0787palmer_sem7_num34;125;5.928219622;6.769613657;0.841394035;26.46995572;18.81984736;20.61677316;34.90889568;27.32362007;26.452895;27.87478166;25.83924765;22.25153976;-8.438939957;7.034114025;-1.404825932;-8.503772709;1.484372424;-7.019400285;-5.836121837;4.201355243;-1.634766594
0789palmer_sem7_num35;125;9.708676737;10.06249543;0.353818694;30.31212405;18.38461994;19.40936216;38.0802027;26.86819066;26.0252934;29.23386664;22.76371576;22.70827781;-7.768078658;8.846336065;1.078257406;-8.483570714;4.104474903;-4.379095811;-6.615931235;3.317015588;-3.298915648
0791palmer_sem7_num36;125;3.773577574;10.35048706;6.576909489;26.42615777;18.57404919;15.78636429;39.26101399;35.17531413;25.83039197;28.26074472;27.4464922;22.17216499;-12.83485623;11.00026928;-1.83458695;-16.60126493;7.728821928;-8.872443005;-10.04402768;3.658226981;-6.385800701
0793palmer_sem7_num37;125;4.727253859;6.126739886;1.399486026;27.56826978;24.8275868;22.04441077;31.92099853;24.70879701;24.29744366;25.20152641;22.6759922;20.74814083;-4.352728754;6.719472122;2.366743368;0.118789783;2.032804809;2.151594592;-2.253032891;3.549302831;1.29626994
0795palmer_sem7_num38;125;10.7482684;11.12012717;0.371858776;28.91180817;15.43583087;17.11439881;36.12758726;23.52223787;22.87388935;29.2367831;23.01971134;21.24605157;-7.215779081;6.890804159;-0.324974922;-8.086407;0.502526535;-7.583880465;-5.75949054;1.627837778;-4.131652762
0797palmer_sem7_num39;125;11.52299643;20.737248;9.214251575;41.67503844;26.12914258;20.18862418;48.67354759;35.3966744;23.31021006;32.81063938;27.25790566;19.94372745;-6.998509142;15.86290821;8.864399065;-9.267531824;8.138768739;-1.128763086;-3.121585884;3.366482607;0.244896723
0799palmer_sem7_num40;125;4.499913031;7.986083155;3.486170123;21.78171759;14.96738377;16.82355412;36.25767042;29.4643685;25.33889768;28.97911612;29.03854865;22.1743444;-14.47595283;7.278554301;-7.197398527;-14.49698473;0.425819852;-14.07116488;-8.515343559;3.164553283;-5.350790276
0801palmer_sem7_num41;125;-4.482212293;20.94186188;25.42407417;35.33933987;33.43816455;17.06771451;49.08058336;56.2153824;22.41895324;34.38441767;41.16278282;19.56707426;-13.74124349;14.69616568;0.954922195;-22.77721785;15.05259958;-7.724618269;-5.351238731;2.85187898;-2.499359751
0803palmer_sem7_num42;125;4.067006044;10.03223031;5.965224267;29.73583026;23.4900763;18.30791178;37.93887407;33.19149392;24.7683703;26.96032696;27.02775176;22.50497758;-8.203043806;10.97854711;2.775503302;-9.701417617;6.163742155;-3.537675462;-6.460458527;2.263392724;-4.197065803
0805palmer_sem7_num43;125;6.37670862;9.788178195;3.411469575;29.46342859;20.89823121;22.07849449;38.30852499;30.36010162;25.18976703;27.69114023;25.03596488;21.27256372;-8.845096393;10.61738476;1.772288363;-9.461870404;5.32413674;-4.137733664;-3.111272544;3.917203317;0.805930772
0807palmer_sem7_num44;125;6.793196005;15.44086242;8.647666419;34.42165035;18.91877521;18.22305469;42.78375362;35.00785298;23.38222783;28.88241968;28.59427956;18.41022173;-8.362103272;13.90133394;5.539230667;-16.08907777;6.413573422;-9.675504345;-5.159173143;4.972006106;-0.187167036
0809palmer_sem7_num45;125;5.915777603;9.781541788;3.865764185;26.40595716;16.02296368;16.93392159;36.87838551;29.21791887;24.74989339;29.23429816;27.69514884;20.74970508;-10.47242835;7.644087349;-2.828340998;-13.19495519;1.522770032;-11.67218516;-7.815971802;4.000188314;-3.815783488
0811palmer_sem7_num46;125;3.196049957;12.60243334;9.406383379;32.50175802;23.70187573;21.88749246;40.54721095;37.22537944;24.67265352;29.38335107;29.28447691;19.60107247;-8.045452932;11.16385988;3.118406943;-13.52350371;7.940902525;-5.582601186;-2.785161061;5.071581048;2.286419987
0813palmer_sem7_num47;125;3.103678425;18.55228456;15.44860614;38.28176161;27.64814063;21.21531915;46.24896062;42.99999009;24.20296906;35.88264839;36.47660805;21.74157687;-7.967199016;10.36631224;2.39911322;-15.35184946;6.523382038;-8.828467425;-2.987649901;2.461392182;-0.526257719
0815palmer_sem7_num48;125;9.440253812;9.845110315;0.404856503;28.84519273;16.53083519;18.75327308;35.27113295;24.61940643;24.32502569;29.91368365;25.00634593;21.34477847;-6.425940226;5.357449301;-1.068490925;-8.088571237;-0.3869395;-8.475510738;-5.571752612;2.980247222;-2.59150539
0817palmer_sem7_num49;125;6.290247857;9.052022342;2.761774485;27.29908785;19.25890662;18.35552134;37.54095821;29.35936024;26.27625075;27.7402862;23.17069217;22.31858044;-10.24187036;9.800672018;-0.441198343;-10.10045361;6.188668073;-3.911785542;-7.920729414;3.957670315;-3.963059099
0819palmer_sem7_num50;125;0.601314856;17.33116733;16.72985247;29.63746195;27.31609027;16.04663755;47.28477798;45.87923439;24.99867205;34.1768994;36.15308616;21.71053074;-17.64731602;13.10787858;-4.539437444;-18.56314412;9.726148233;-8.836995883;-8.952034497;3.288141309;-5.663893188
0821palmer_sem7_num51;125;5.17291343;8.157817707;2.984904277;23.12559589;15.03423874;16.07204413;33.94157724;27.56810484;23.62534698;27.1962669;26.05917399;21.21055438;-10.81598135;6.745310337;-4.070671013;-12.53386609;1.508930852;-11.02493524;-7.553302844;2.414792592;-5.138510252
0823palmer_sem7_num52;125;4.463125188;4.055465349;-0.407659839;20.39532294;13.95595557;16.29521788;30.01236628;24.68823564;24.16474461;23.13111276;21.34883205;22.95439406;-9.617043331;6.881253512;-2.73578982;-10.73228007;3.33940359;-7.392876483;-7.869526732;1.210350553;-6.659176179
0825palmer_sem7_num53;125;3.441068456;7.800758551;4.359690094;22.34434346;16.54577283;17.67744816;36.57850927;31.13496253;25.91692506;27.89762943;29.96675213;21.93865471;-14.23416581;8.680879836;-5.553285971;-14.5891897;1.168210403;-13.42097929;-8.239476892;3.97827035;-4.261206542
0827palmer_sem7_num54;125;1.04621776;16.39137083;15.34515307;32.90849419;27.9720582;18.31984263;45.55436232;45.06462757;24.91878309;36.44919449;37.76184976;25.40263826;-12.64586813;9.105167834;-3.540700292;-17.09256937;7.302777815;-9.789791552;-6.598940463;-0.483855166;-7.082795628
0829palmer_sem7_num55;125;3.153174163;5.630759906;2.477585743;23.54173026;19.95945692;16.55465182;32.47971371;28.29448508;26.42189916;26.74595816;26.46747613;21.77452031;-8.937983451;5.733755554;-3.204227897;-8.335028165;1.827008951;-6.508019214;-9.867247345;4.647378852;-5.219868493
0831palmer_sem7_num56;125;-2.302708462;16.38932085;18.69202931;33.10371905;37.94453348;13.99134112;46.76905949;49.53547538;27.46952992;32.25576807;33.44954116;21.51574168;-13.66534044;14.51329141;0.847950975;-11.5909419;16.08593422;4.49499232;-13.47818881;5.953788241;-7.524400566
0833palmer_sem7_num57;125;5.72806825;10.06732053;4.33925228;24.90429993;15.61582002;15.55668665;34.69948264;25.9540987;24.23661909;29.78630723;30.49520116;19.75940701;-9.795182712;4.913175406;-4.882007307;-10.33827868;-4.541102455;-14.87938114;-8.679932436;4.477212077;-4.202720359
0835palmer_sem7_num58;125;6.340360925;15.55821852;9.217857599;29.84894138;15.61219267;15.71915349;44.84151806;38.40743043;24.71015797;31.73644228;31.83952498;21.99949727;-14.99257668;13.10507578;-1.887500901;-22.79523776;6.567905447;-16.22733231;-8.991004482;2.710660702;-6.28034378
0837palmer_sem7_num59;125;9.251370466;10.94722602;1.695855555;25.38392119;13.84293924;15.09756324;36.53079645;25.65410501;24.34538567;29.41598619;24.86972441;20.7823365;-11.14687526;7.114810261;-4.032065004;-11.81116577;0.784380606;-11.02678516;-9.247822428;3.563049175;-5.684773253
0839palmer_sem7_num60;125;5.711055884;9.760516223;4.049460339;24.13229071;14.43061186;16.75852141;37.37442809;30.35972086;26.36092542;30.25495573;29.75776383;20.51542555;-13.24213738;7.119472357;-6.122665024;-15.929109;0.60195703;-15.32715197;-9.602404;5.845499866;-3.756904134
0841palmer_sem8_num1;140;11.16751642;12.88007531;1.712558897;35.47926968;18.50188548;20.1185494;43.12907492;29.44113279;27.10089619;29.0247156;25.22934632;21.87953479;-7.649805244;14.10435932;6.45455408;-10.9392473;4.211786465;-6.727460837;-6.982346796;5.221361399;-1.760985396
0843palmer_sem8_num2;140;11.4762911;20.2482457;8.771954593;32.47686318;20.99997387;17.44134135;51.2668458;35.14898403;25.0190454;33.94929323;29.70448854;21.21834647;-18.78998262;17.31755257;-1.47243005;-14.14901016;5.444495487;-8.704514669;-7.577704045;3.80069893;-3.777005115
0845palmer_sem8_num3;140;10.07614528;15.14904443;5.072899159;37.73668599;23.66911884;23.66601915;44.63137112;31.07080827;25.19698451;30.83775597;27.40922369;22.06991193;-6.894685132;13.79361515;6.898930016;-7.401689429;3.661584583;-3.740104846;-1.530965356;3.127072573;1.596107217
0847palmer_sem8_num4;140;9.926768868;17.16938143;7.242612566;33.52776913;19.71731088;18.08129102;47.08817647;33.83456114;25.3324281;33.05731468;29.2422791;21.31032277;-13.56040735;14.03086179;0.470454449;-14.11725026;4.59228205;-9.524968215;-7.251137085;4.022105331;-3.229031754
