ind;time;RG_diff_full;RB_diff_full;GB_diff_full;apex_R;apex_G;apex_B;equator_R;equator_G;equator_B;stalk_R;stalk_G;stalk_B;apex_equator_R_diff;equator_stalk_R_diff;apex_stalk_R_diff;apex_equator_G_diff;equator_stalk_G_diff;apex_stalk_G_diff;apex_equator_B_diff;equator_stalk_B_diff;apex_stalk_B_diff
0333palmer_sem3_num47;65;-10.62562495;18.10840852;28.73403347;37.55721164;44.17442915;22.93141742;53.97642988;66.21379566;32.00957692;45.90117392;58.05024482;30.29318062;-16.41921825;8.075255965;-8.34396228;-22.03936651;8.16355084;-13.87581567;-9.078159495;1.716396292;-7.361763203
0335palmer_sem3_num48;65;-4.185481083;6.01071627;10.19619735;28.44710457;29.87587899;25.40255974;41.82505002;45.27063143;33.34624945;35.82997167;44.29710525;31.30535603;-13.37794545;5.995078344;-7.382867104;-15.39475244;0.973526175;-14.42122627;-7.943689711;2.040893421;-5.90279629
0337palmer_sem3_num49;65;-7.275165815;9.653113239;16.92827905;32.8633066;36.08953709;28.24414891;46.72384142;53.74761797;34.27238384;39.65414822;50.7025851;30.81187873;-13.86053481;7.069693199;-6.790841614;-17.65808087;3.045032864;-14.61304801;-6.028234929;3.460505108;-2.567729821
0339palmer_sem3_num50;65;-3.915824846;18.90314;22.81896484;50.22125183;49.78127604;30.97586857;56.67517501;60.74090653;34.14085034;44.77521826;52.10488713;29.95920878;-6.453923175;11.89995675;5.446033574;-10.95963049;8.636019404;-2.323611083;-3.164981768;4.181641565;1.016659797
0341palmer_sem3_num51;65;-17.0089344;17.29662777;34.30556217;39.87994583;56.41708933;27.74464145;51.41586342;69.89633843;30.0396884;46.83233372;63.97328143;30.31677187;-11.53591758;4.583529695;-6.952387888;-13.47924909;5.923056998;-7.556192096;-2.295046948;-0.277083469;-2.572130417
0343palmer_sem3_num52;65;-13.702824;16.17012574;29.87294974;36.60547046;44.58669321;27.44721409;49.81363973;65.46348965;30.06908759;46.53730012;62.44908091;30.4513355;-13.20816926;3.276339608;-9.931829656;-20.87679644;3.01440874;-17.8623877;-2.621873494;-0.382247915;-3.004121409
0345palmer_sem3_num53;65;-13.19640422;13.19295084;26.38935506;32.53236106;42.25153774;25.85978089;49.70907182;63.84207199;32.56799965;41.96789124;57.63097845;29.93360413;-17.17671077;7.741180584;-9.435530183;-21.59053426;6.211093538;-15.37944072;-6.708218763;2.634395526;-4.073823237
0347palmer_sem3_num54;65;-7.656088474;15.06136028;22.71744876;41.38651905;48.27529725;30.47810108;53.92348434;61.31580546;34.42795669;44.01249257;52.88771981;33.6987343;-12.53696529;9.91099177;-2.625973516;-13.04050821;8.428085649;-4.612422559;-3.949855611;0.729222394;-3.220633217
0349palmer_sem3_num55;65;-6.434768731;13.93426726;20.36903599;38.80274645;40.30006788;27.81766446;46.84327715;52.90937235;30.46348027;42.27636188;54.00712018;30.09056534;-8.040530696;4.566915268;-3.473615427;-12.60930447;-1.097747825;-13.7070523;-2.645815805;0.37291493;-2.272900875
0351palmer_sem3_num56;65;-11.04208113;16.1903021;27.23238324;38.40092223;46.93693137;28.28339831;51.79445933;64.10044195;31.53538733;46.1889509;58.46620301;31.50237492;-13.3935371;5.605508432;-7.788028667;-17.16351058;5.634238941;-11.52927164;-3.251989022;0.033012413;-3.218976609
0353palmer_sem3_num57;65;-7.379545935;10.14643313;17.52597907;34.27178557;38.76278012;27.09330034;45.53144487;53.33903699;33.01255322;40.24010631;50.80651088;31.24582785;-11.25965931;5.291338565;-5.968320744;-14.57625687;2.532526104;-12.04373077;-5.91925288;1.766725372;-4.152527507
0355palmer_sem3_num58;65;-8.594930478;24.14656315;32.74149363;43.72806114;47.63716215;29.4238299;63.85314647;72.36858068;34.17506033;51.67472054;65.97561184;32.60568251;-20.12508534;12.17842593;-7.946659406;-24.73141853;6.392968841;-18.33844969;-4.751230431;1.569377819;-3.181852612
0357palmer_sem3_num59;65;-7.872091897;8.625033734;16.49712563;31.67433885;35.39696074;26.57505697;41.91921817;49.28907183;31.3809826;38.22215487;50.58928989;31.08820275;-10.24487932;3.697063298;-6.547816017;-13.8921111;-1.300218061;-15.19232916;-4.805925631;0.29277985;-4.513145781
0359palmer_sem3_num60;65;-13.81648225;20.53267775;34.34916001;38.6005994;48.33812828;25.60780874;54.09577198;69.61835846;30.23014635;50.50888179;65.8649427;28.02089791;-15.49517258;3.586890193;-11.90828239;-21.28023018;3.753415762;-17.52681442;-4.622337603;2.20924844;-2.413089163
0361palmer_sem4_num1;80;-8.737583215;16.96368288;25.7012661;37.05993155;44.18811342;23.61361622;48.65198554;57.16033016;26.54997234;36.85653893;47.38163707;23.21117254;-11.59205399;11.79544661;0.20339262;-12.97221674;9.778693087;-3.193523651;-2.936356121;3.3387998;0.402443679
0363palmer_sem4_num2;80;-9.336937836;13.18792874;22.52486657;29.89979242;35.86479226;21.65894841;45.95400574;55.47445115;29.16658971;34.94812665;46.50681386;23.19733148;-16.05421332;11.00587909;-5.048334231;-19.60965889;8.967637289;-10.6420216;-7.507641297;5.969258233;-1.538383064
0365palmer_sem4_num3;80;-4.276042791;13.4095121;17.68555489;35.13369682;37.84053681;25.2332325;45.77220505;49.40421734;28.23482562;34.4608458;40.33106899;24.70528466;-10.63850824;11.31135925;0.672851014;-11.56368053;9.073148353;-2.490532179;-3.00159312;3.529540966;0.527947845
0367palmer_sem4_num4;80;-8.757594885;19.60397621;28.3615711;35.22083241;37.91332051;21.67064093;50.84517639;61.02216481;26.41916421;41.42649684;54.68334224;23.63535967;-15.62434399;9.418679554;-6.205664431;-23.1088443;6.338822564;-16.77002173;-4.748523276;2.783804543;-1.964718733
0369palmer_sem4_num5;80;-6.732516953;14.7967567;21.52927365;33.29589397;35.42477991;22.08336641;47.88318998;55.72496084;28.91317085;35.20041828;44.70344982;23.23750301;-14.58729601;12.68277169;-1.904524316;-20.30018092;11.02151101;-9.278669909;-6.829804446;5.675667845;-1.154136601
0371palmer_sem4_num6;80;-5.422847419;10.9257876;16.34863502;26.12911486;29.7688694;17.75857108;42.38173888;47.18399943;28.9995513;33.27237476;41.4685854;24.31420954;-16.25262402;9.109364121;-7.143259896;-17.41513003;5.715414032;-11.699716;-11.24098022;4.685341759;-6.555638462
0373palmer_sem4_num7;80;-6.080686968;12.79660979;18.87729676;31.69324997;35.27264114;21.40851754;45.22761428;50.99100738;28.45614017;36.38151503;45.55421638;25.83363924;-13.53436431;8.846099247;-4.688265063;-15.71836624;5.436791007;-10.28157524;-7.04762263;2.622500933;-4.425121697
0375palmer_sem4_num8;80;-1.855385781;11.50824304;13.36362882;28.71406851;26.39747233;22.7633532;43.31025162;44.6306109;29.51858094;35.6622231;41.64168311;23.87853461;-14.59618311;7.648028518;-6.94815459;-18.23313857;2.98892779;-15.24421078;-6.755227734;5.640046333;-1.115181401
0377palmer_sem4_num9;80;-3.275458599;14.56147766;17.83693626;36.04573727;36.80246899;21.15652258;44.20911343;47.0249864;27.27026712;36.50303498;45.67249353;25.0959773;-8.163376167;7.706078454;-0.457297713;-10.22251741;1.352492874;-8.870024535;-6.113744548;2.174289829;-3.939454719
0379palmer_sem4_num10;80;-1.024600975;8.762779078;9.787380053;35.0327679;33.09452488;29.42861893;44.28812788;44.00319385;33.91813164;40.6691147;46.23052915;31.99619099;-9.255359981;3.61901318;-5.636346802;-10.90866897;-2.227335301;-13.13600427;-4.489512708;1.921940649;-2.567572059
0381palmer_sem4_num11;80;-4.321523409;14.77573748;19.09726089;33.15904006;30.64664193;19.33608772;45.67980063;50.3883258;27.43166962;35.14322441;43.07504059;24.08674214;-12.52076057;10.53657622;-1.984184356;-19.74168387;7.313285214;-12.42839866;-8.095581894;3.34492748;-4.750654414
0383palmer_sem4_num12;80;-11.255363;16.4646708;27.72003381;37.78400448;47.54827759;24.41078975;50.42408363;61.68901393;29.72164679;35.51080451;48.56890343;22.66245832;-12.64007916;14.91327912;2.273199962;-14.14073634;13.12011049;-1.020625845;-5.310857036;7.059188465;1.74833143
0385palmer_sem4_num13;80;-3.593269939;11.01749527;14.61076521;35.0543687;37.6825481;24.86199055;45.67150595;48.17162584;31.55576353;34.09310427;41.5734283;26.1574932;-10.61713725;11.57840168;0.961264434;-10.48907774;6.598197542;-3.890880196;-6.693772975;5.398270328;-1.295502647
0387palmer_sem4_num14;80;-9.36242886;18.99277299;28.35520185;37.78937493;45.24122729;22.66874908;49.33879994;58.53959031;27.03339544;41.52189368;53.46179475;26.0890762;-11.54942502;7.816906262;-3.732518754;-13.29836301;5.07779556;-8.220567454;-4.364646357;0.94431924;-3.420327117
0389palmer_sem4_num15;80;-5.814004968;12.600392;18.41439697;30.48942978;30.80040338;19.72391029;44.51493221;50.69391537;29.34377285;34.11273461;43.79025279;23.74623106;-14.02550243;10.4021976;-3.623304835;-19.89351199;6.903662584;-12.9898494;-9.619862556;5.597541783;-4.022320773
0391palmer_sem4_num16;80;-0.936949975;19.24332358;20.18027356;36.6729686;35.90810553;19.03972874;50.75657925;50.41541585;27.94825774;41.06217858;45.42803277;24.79385569;-14.08361066;9.694400672;-4.389209985;-14.50731031;4.98738308;-9.519927232;-8.908529003;3.154402049;-5.754126954
0393palmer_sem4_num17;80;-9.706819612;15.5591007;25.26592031;32.28005043;38.49633159;22.89248344;48.41228462;58.31748839;30.55611661;42.87345538;55.76683652;26.06332013;-16.13223418;5.538829243;-10.59340494;-19.8211568;2.550651873;-17.27050493;-7.663633171;4.492796483;-3.170836688
0395palmer_sem4_num18;80;-6.812910351;14.60870483;21.42161518;33.4972946;37.23599726;20.30920264;46.32642666;53.04124712;28.81287137;36.14438098;45.8222021;24.75085376;-12.82913206;10.18204568;-2.647086378;-15.80524986;7.219045015;-8.586204844;-8.503668733;4.062017611;-4.441651121
0397palmer_sem4_num19;80;1.242835997;10.67877877;9.435942769;28.88554787;23.03679472;20.96160175;43.7303454;41.66923166;30.69156422;33.256375;38.09273352;24.18632689;-14.84479753;10.4739704;-4.370827129;-18.63243694;3.576498145;-15.05593879;-9.729962473;6.505237331;-3.224725142
0399palmer_sem4_num20;80;-10.53120832;11.8278689;22.35907722;33.78298842;41.98131606;26.30424307;46.57263817;58.79030394;30.10784372;36.55188443;48.22505701;28.21458897;-12.78964975;10.02075374;-2.76889601;-16.80898788;10.56524692;-6.243740955;-3.803600643;1.893254753;-1.910345891
0401palmer_sem4_num21;80;-4.369704596;15.51933653;19.88904112;31.65952247;31.41715514;19.83873656;49.02150714;53.48202143;30.12084608;37.57593302;46.42014776;23.96763016;-17.36198467;11.44557412;-5.916410553;-22.06486629;7.061873666;-15.00299263;-10.28210952;6.153215923;-4.128893602
0403palmer_sem4_num22;80;-14.15540865;16.78497841;30.94038705;35.00903867;47.34029528;20.11543945;50.41588031;65.60666435;29.78897048;38.02810959;52.8909942;25.18461633;-15.40684164;12.38777072;-3.019070914;-18.26636907;12.71567015;-5.550698919;-9.673531028;4.604354149;-5.069176879
0405palmer_sem4_num23;80;-8.069962362;13.11991148;21.18987384;30.607668;37.49310246;20.1547928;46.34809166;53.84485543;29.71911818;37.78676417;49.04634796;26.89038903;-15.74042366;8.561327493;-7.179096168;-16.35175297;4.798507476;-11.5532455;-9.564325382;2.828729155;-6.735596227
0407palmer_sem4_num24;80;5.107797484;11.46881946;6.36102198;33.35900153;26.63281078;22.391718;46.23804766;38.17173433;32.01531341;34.97028532;35.09583476;27.11925568;-12.87904614;11.26776235;-1.611283792;-11.53892355;3.075899573;-8.463023979;-9.623595414;4.896057737;-4.727537677
0409palmer_sem4_num25;80;1.151075336;13.33845126;12.18737592;38.46904093;30.86502061;25.57681315;46.47603482;43.65951843;30.52907973;37.64244168;43.16335961;27.52587474;-8.006993895;8.833593143;0.826599248;-12.79449782;0.496158815;-12.298339;-4.952266581;3.003204984;-1.949061597
0411palmer_sem4_num26;80;-15.70678017;21.43219131;37.13897148;34.64485084;44.90390672;20.13949813;52.64465454;69.97292976;27.23691705;45.66572386;63.44260973;24.91478049;-17.9998037;6.978930679;-11.02087303;-25.06902304;6.530320027;-18.53870301;-7.097418922;2.322136561;-4.775282361
0413palmer_sem4_num27;80;-5.121556617;18.64594424;23.76750086;36.42071214;33.89352129;21.12411878;52.23950189;57.5429451;31.04800321;45.0427673;59.28319539;27.09464135;-15.81878975;7.196734593;-8.622055155;-23.6494238;-1.740250296;-25.3896741;-9.923884428;3.953361858;-5.97052257
0415palmer_sem4_num28;80;-8.644494642;21.17556669;29.82006133;40.93547051;42.44070125;22.87218805;52.63735184;61.9529206;28.67143114;45.40115351;58.24721257;26.35244809;-11.70188133;7.236198332;-4.465682997;-19.51221934;3.705708023;-15.80651132;-5.799243088;2.318983053;-3.480260036
0417palmer_sem4_num29;80;-4.102197317;14.92676079;19.02895811;37.32589402;35.32242103;24.10936251;49.1283694;52.71051362;32.10503404;40.08263865;49.37959905;26.92612538;-11.80247537;9.045730743;-2.756744631;-17.3880926;3.330914576;-14.05717802;-7.99567153;5.178908663;-2.816762867
0419palmer_sem4_num30;80;-1.981103784;12.3157459;14.29684969;32.94710868;32.53919827;24.22215436;46.16792891;45.18482193;30.52946221;35.46529142;44.37812875;24.48240126;-13.22082023;10.70263749;-2.518182735;-12.64562366;0.806693177;-11.83893048;-6.307307845;6.047060946;-0.260246899
0421palmer_sem4_num31;80;-8.460455721;14.19958551;22.66004123;36.81904016;42.96094847;24.85725058;50.10863402;58.30173311;32.11606807;36.58685496;46.83878959;25.47496086;-13.28959386;13.52177906;0.232185194;-15.34078464;11.46294352;-3.877841121;-7.258817488;6.641107206;-0.617710282
0423palmer_sem4_num32;80;-4.551818622;14.07262925;18.62444787;45.19131383;45.35695417;29.10513916;47.41226779;49.94772064;31.85583839;34.80025518;46.0089492;25.56659999;-2.220953957;12.61201261;10.39105865;-4.590766475;3.938771436;-0.651995038;-2.750699232;6.289238402;3.53853917
0425palmer_sem4_num33;80;-8.41911436;15.38988628;23.80900064;32.40929511;39.54948628;20.42915887;49.39306867;57.3766385;30.08225024;37.62009738;48.31225599;25.17038301;-16.98377356;11.77297129;-5.210802271;-17.82715222;9.064382504;-8.762769712;-9.653091367;4.911867228;-4.741224139
0427palmer_sem4_num34;80;1.653540523;17.35554104;15.70200052;39.32195116;30.61342953;22.35690931;51.56733838;48.95770928;31.49416782;40.62126697;47.68410811;26.05422013;-12.24538722;10.94607141;-1.299315817;-18.34427974;1.273601164;-17.07067858;-9.137258507;5.439947685;-3.697310822
0429palmer_sem4_num35;80;6.011047946;13.59508086;7.584032911;40.6508213;25.93138709;23.55075054;45.04262096;38.44586017;30.33956809;34.54879715;37.21332829;25.97314648;-4.391799659;10.49382381;6.10202415;-12.51447308;1.232531882;-11.2819412;-6.788817552;4.366421607;-2.422395945
0431palmer_sem4_num36;80;-6.818808082;14.46595162;21.28475971;33.85345351;33.71824746;21.41946859;45.77109838;53.94745571;27.85381948;38.38666923;50.25286865;26.38142518;-11.91764487;7.384429146;-4.533215719;-20.22920826;3.694587069;-16.53462119;-6.434350884;1.472394294;-4.96195659
0433palmer_sem4_num37;80;-4.982728599;9.590098744;14.57282734;32.90789223;34.04551644;25.25326733;42.7750735;47.50542436;31.06227168;32.88869345;42.28887926;26.37079699;-9.867181265;9.886380046;0.019198781;-13.45990793;5.2165451;-8.243362826;-5.809004351;4.691474695;-1.117529656
0435palmer_sem4_num38;80;-5.883770949;21.96488872;27.84865967;44.00897668;46.24611611;23.07246995;55.3462478;62.11530396;28.37691088;41.28800172;49.27369191;23.96917821;-11.33727112;14.05824608;2.720974961;-15.86918786;12.84161205;-3.027575809;-5.304440925;4.407732664;-0.896708261
0437palmer_sem4_num39;80;-1.315783269;12.43664278;13.75242605;33.63895989;29.30670693;23.36846554;47.43275081;47.2611848;31.92751425;36.05808039;43.79777453;26.18154285;-13.79379092;11.37467041;-2.419120506;-17.95447786;3.463410267;-14.4910676;-8.559048716;5.745971402;-2.813077314
0439palmer_sem4_num40;80;-3.158614594;16.88070306;20.03931765;39.83976778;33.54250996;26.82694784;50.90003005;53.94579865;31.175976;43.25591562;54.37699165;26.88069465;-11.06026228;7.644114435;-3.416147841;-20.40328869;-0.431193;-20.83448169;-4.349028167;4.29528135;-0.053746817
0441palmer_sem4_num41;80;-11.15753465;16.1084743;27.26600895;34.08774236;45.17196939;21.37566876;48.50194327;60.35792547;28.17999371;39.09543546;51.41332237;24.91678897;-14.4142009;9.406507802;-5.007693101;-15.18595608;8.944603108;-6.241352975;-6.804324954;3.263204746;-3.541120208
0443palmer_sem4_num42;80;-6.683839441;14.40164082;21.08548026;33.2414071;37.54631982;22.15407095;46.37046298;53.20979179;29.34786559;39.72243392;49.05822019;26.12090927;-13.12905589;6.648029069;-6.48102682;-15.66347197;4.151571603;-11.51190037;-7.193794642;3.226956321;-3.966838322
0445palmer_sem4_num43;80;-0.687142908;18.09349074;18.78063365;37.52660471;36.35254561;21.10585121;51.96951975;51.35900581;30.45113552;40.97322919;45.56396088;26.0966343;-14.44291504;10.99629055;-3.446624487;-15.00646021;5.795044936;-9.211415273;-9.345284312;4.354501219;-4.990783093
0447palmer_sem4_num44;80;-7.249712066;13.76991577;21.01962784;35.21398933;42.63927614;24.33529064;47.3976679;54.79167598;30.25953474;36.55734433;44.14016164;25.38216978;-12.18367857;10.84032357;-1.343354996;-12.15239984;10.65151434;-1.500885497;-5.924244099;4.877364954;-1.046879145
0449palmer_sem4_num45;80;-7.63427812;19.76798537;27.40226349;38.36869594;42.40121216;22.08444395;50.81963041;57.74746106;27.48675032;42.68095277;54.42983693;24.58799074;-12.45093447;8.13867764;-4.312256833;-15.3462489;3.317624126;-12.02862478;-5.402306368;2.89875958;-2.503546787
0451palmer_sem4_num46;80;-5.292640031;14.04687276;19.33951279;35.23576149;40.15668346;25.49072774;47.00023229;52.7836823;29.39255882;37.53959456;42.89959677;26.14541994;-11.7644708;9.460637731;-2.303833068;-12.62699885;9.884085531;-2.742913317;-3.90183108;3.247138881;-0.6546922
0453palmer_sem4_num47;80;0.347203856;11.0039928;10.65678895;38.20656822;35.08016006;25.24134273;42.82102629;41.92275298;29.23967011;33.06989725;36.09446917;26.15585193;-4.614458074;9.751129041;5.136670967;-6.842592924;5.82828381;-1.014309114;-3.998327385;3.083818188;-0.914509197
0455palmer_sem4_num48;80;-5.79327409;9.432975332;15.22624942;29.81551167;33.80473273;23.25028549;40.74013167;45.39481813;29.12191014;34.43608428;44.79218083;25.22942825;-10.92462;6.30404739;-4.620572613;-11.59008541;0.602637301;-10.98744811;-5.871624651;3.892481886;-1.979142765
0457palmer_sem4_num49;80;-4.627699355;12.34499974;16.97269909;31.88057798;36.71916053;20.05751186;43.412814;48.23978772;28.14041457;34.15194572;40.29814007;25.506219;-11.53223602;9.260868282;-2.271367739;-11.52062719;7.941647657;-3.578979534;-8.082902713;2.634195575;-5.448707138
0459palmer_sem4_num50;80;-9.900874672;17.17695146;27.07782613;38.77502373;50.59202201;22.98617324;51.55813752;61.40839345;30.61897355;39.73410233;49.61646954;25.20078022;-12.78311378;11.82403519;-0.959078596;-10.81637144;11.79192391;0.97555247;-7.632800306;5.418193328;-2.214606978
0461palmer_sem4_num51;80;-8.596675976;12.83771575;21.43439173;28.30420316;33.5051704;20.09891702;45.02806682;54.15628214;28.97280861;38.72744161;50.55441027;26.08636032;-16.72386366;6.300625213;-10.42323845;-20.65111175;3.601871873;-17.04923988;-8.873891589;2.886448285;-5.987443303
0463palmer_sem4_num52;80;-3.094544817;20.10611384;23.20065865;37.44078737;40.9463984;21.51830718;54.28093341;56.34411687;29.33489765;43.61155345;47.96601893;27.22342992;-16.84014603;10.66937996;-6.170766075;-15.39771847;8.378097942;-7.019620529;-7.816590469;2.111467731;-5.705122739
0465palmer_sem4_num53;80;-9.280611694;16.28994227;25.57055396;36.46769032;45.21217238;21.1985143;49.10061193;59.29428322;28.90077444;38.5264343;48.67243276;26.00877902;-12.63292161;10.57417763;-2.058743976;-14.08211084;10.62185046;-3.460260376;-7.702260145;2.891995426;-4.810264719
0467palmer_sem4_num54;80;-2.404094237;12.93069384;15.33478807;30.19398274;26.2502925;20.21562883;45.64634247;46.57323436;29.584476;37.54382794;47.13867091;26.45691407;-15.45235973;8.102514527;-7.3498452;-20.32294186;-0.565436549;-20.8883784;-9.368847172;3.127561931;-6.24128524
0469palmer_sem4_num55;80;-5.705926848;14.3006062;20.00653305;30.87160272;35.11525464;21.32651395;47.74298495;53.23157208;30.17896179;38.04040639;46.052295;25.25218403;-16.87138223;9.702578557;-7.168803675;-18.11631744;7.179277075;-10.93704036;-8.85244784;4.926777764;-3.925670076
0471palmer_sem4_num56;80;-5.769801804;18.20351923;23.97332104;36.28973056;38.59351413;21.41079115;51.41356369;57.02101598;29.41409299;41.76395462;51.32789616;25.18751936;-15.12383313;9.64960907;-5.474224056;-18.42750185;5.693119823;-12.73438202;-8.003301842;4.226573629;-3.776728213
0473palmer_sem4_num57;80;-10.34530932;20.98607643;31.33138575;40.40344206;45.86388725;22.50198588;53.60810398;64.5134883;29.43842545;45.33198007;60.8415831;24.97896694;-13.20466192;8.276123914;-4.928538004;-18.64960105;3.671905201;-14.97769585;-6.93643957;4.459458505;-2.476981065
0475palmer_sem4_num58;80;-5.790277283;16.05106268;21.84133996;37.56911172;38.34021102;20.90531834;47.50853068;53.93627265;28.0226427;39.06191107;46.85061859;28.04220072;-9.939418964;8.446619615;-1.492799349;-15.59606163;7.085654059;-8.510407572;-7.117324358;-0.019558024;-7.136882382
0477palmer_sem4_num59;80;-1.649529394;17.76637414;19.41590353;37.74222592;37.07053352;21.01967546;49.68384305;50.8121492;28.72280896;40.07807452;45.50806663;26.37853278;-11.94161713;9.605768532;-2.335848603;-13.74161568;5.304082569;-8.437533108;-7.7031335;2.34427618;-5.35885732
0479palmer_sem4_num60;80;-5.46256144;9.59060498;15.05316642;28.57587976;32.58526344;21.10952517;41.43526181;46.61567018;29.62339242;33.19074421;40.91591947;24.94051059;-12.85938205;8.244517593;-4.614864455;-14.03040674;5.699750701;-8.330656035;-8.513867249;4.682881832;-3.830985417
0481palmer_sem5_num1;95;-3.584726395;15.14608436;18.73081075;36.15297285;35.95186707;24.15152902;46.29094341;49.60745472;27.99319764;38.41798338;46.91391465;25.31111774;-10.13797056;7.872960038;-2.265010522;-13.65558766;2.693540077;-10.96204758;-3.841668619;2.682079894;-1.159588725
0483palmer_sem5_num2;95;-3.371086833;14.57538441;17.94647124;34.17102672;34.85649082;20.60990307;46.65175947;49.54695792;29.51915784;35.6668612;42.44896074;24.46687591;-12.48073275;10.98489828;-1.495834478;-14.6904671;7.097997181;-7.592469921;-8.90925477;5.052281937;-3.856972833
0485palmer_sem5_num3;95;-0.168391656;13.64391325;13.8123049;38.49441434;30.23191003;26.21389384;47.98478123;47.5211654;31.18997804;39.54256356;48.2444879;28.30063604;-9.490366888;8.442217671;-1.048149216;-17.28925537;-0.723322499;-18.01257787;-4.976084202;2.889341995;-2.086742207
0487palmer_sem5_num4;95;-1.420204815;11.74633411;13.16653892;28.5281872;27.0776616;19.32549168;43.57900828;45.2398701;28.90300049;36.57814203;41.0974149;26.4957273;-15.05082108;7.000866248;-8.049954828;-18.1622085;4.142455194;-14.0197533;-9.577508813;2.40727319;-7.170235623
0489palmer_sem5_num5;95;1.258016224;11.67427224;10.41625602;33.83793501;26.92468201;23.59939146;43.07244584;42.04407859;29.25541371;35.64153274;36.69322435;25.0863202;-9.234510825;7.430913102;-1.803597722;-15.11939657;5.350854233;-9.76854234;-5.65602225;4.169093513;-1.486928736
0491palmer_sem5_num6;95;-4.299062088;13.84285009;18.14191217;33.14715368;33.48030039;20.57569993;47.7810604;52.96290552;29.52170402;36.08192123;42.59203061;26.1872186;-14.63390672;11.69913917;-2.934767553;-19.48260513;10.37087491;-9.111730224;-8.946004093;3.334485422;-5.611518671
0493palmer_sem5_num7;95;-0.614353728;10.91174186;11.52609559;32.74850122;27.53726865;24.51930917;43.2687314;43.81454406;30.89691721;34.42109884;40.82932519;23.29383773;-10.52023018;8.847632561;-1.67259762;-16.27727541;2.985218867;-13.29205654;-6.377608041;7.603079474;1.225471433
0495palmer_sem5_num8;95;-3.580947667;12.01653726;15.59748493;31.59455111;32.60192715;23.58707321;47.29875398;51.82453225;31.87699626;37.39649408;41.8542108;26.03574214;-15.70420287;9.9022599;-5.801942972;-19.2226051;9.970321455;-9.252283647;-8.289923044;5.841254113;-2.448668931
0497palmer_sem5_num9;95;1.801521635;11.61772587;9.816204239;32.18686017;22.86029193;24.31980559;43.58249461;41.804633;30.36790546;38.28617075;41.86282024;25.92383989;-11.39563444;5.296323869;-6.099310572;-18.94434107;-0.058187231;-19.00252831;-6.048099875;4.444065579;-1.604034297
0499palmer_sem5_num10;95;-2.802504299;13.10130403;15.90380832;31.17950701;29.84274427;22.1177568;46.38691539;48.9766049;29.7215574;39.67568802;47.04523536;28.57917017;-15.20740838;6.711227372;-8.496181006;-19.13386064;1.93136954;-17.2024911;-7.603800603;1.142387228;-6.461413375
0501palmer_sem5_num11;95;-4.709922064;11.09926675;15.80918881;32.9758243;38.07893821;20.55129452;40.3367329;44.63210037;27.37935076;34.04868517;39.76524117;26.2993883;-7.360908602;6.28804773;-1.072860872;-6.55316216;4.866859204;-1.686302956;-6.828056235;1.079962458;-5.748093776
0503palmer_sem5_num12;95;-4.796938428;8.798552877;13.59549131;27.81026457;31.24688592;20.99408176;42.64318479;47.40295297;31.02192211;34.52537761;41.79923283;27.79007144;-14.83292022;8.11780718;-6.715113044;-16.15606705;5.603720137;-10.55234692;-10.02784036;3.231850668;-6.795989687
0505palmer_sem5_num13;95;-1.160702137;10.64194791;11.80265005;31.71639317;31.57427607;23.63387483;45.19007661;46.03055423;31.64528875;34.59121945;38.27909534;26.83221418;-13.47368343;10.59885715;-2.874826278;-14.45627816;7.751458889;-6.70481927;-8.011413916;4.813074571;-3.198339345
0507palmer_sem5_num14;95;0.890905394;11.35442025;10.46351486;31.85953552;22.74204657;23.414899;43.7619894;40.90176236;30.57959087;35.63457683;43.32970598;25.3321419;-11.90245388;8.127412573;-3.77504131;-18.15971579;-2.427943616;-20.58765941;-7.164691875;5.247448976;-1.917242899
0509palmer_sem5_num15;95;3.631494026;13.26580294;9.634308913;41.34738807;27.28711222;26.72161171;49.62397773;43.83953344;33.71064101;38.52903254;45.53636877;30.14815262;-8.276589659;11.09494519;2.818355532;-16.55242122;-1.696835332;-18.24925656;-6.989029307;3.562488392;-3.426540915
0511palmer_sem5_num16;95;-7.67919137;15.70455738;23.38374875;34.83194887;40.62856086;21.17520514;49.60512085;56.61780568;29.71793645;38.88596399;48.34677675;27.90114515;-14.77317197;10.71915685;-4.054015121;-15.98924482;8.271028932;-7.718215891;-8.542731309;1.816791296;-6.725940013
0513palmer_sem5_num17;95;-0.388634647;15.52199052;15.91062516;34.95042266;30.05372533;22.81434896;48.58409946;46.54045297;28.93336211;39.16662848;48.52209054;25.68034297;-13.6336768;9.417470981;-4.216205822;-16.48672764;-1.981637565;-18.4683652;-6.119013149;3.253019142;-2.865994007
0515palmer_sem5_num18;95;0.029726146;8.164680315;8.134954169;25.64116836;19.91035235;18.95939747;39.44990581;38.91758395;28.81638492;31.60216604;36.02580605;26.24315609;-13.80873745;7.847739772;-5.960997677;-19.0072316;2.891777897;-16.1154537;-9.856987447;2.57322883;-7.283758618
0517palmer_sem5_num19;95;1.378923444;13.22705768;11.84813424;30.26998908;20.71412621;22.89037741;46.84928365;45.77685656;29.06258965;36.71332142;38.1932115;27.88260297;-16.57929457;10.13596223;-6.443332345;-25.06273035;7.583645062;-17.47908529;-6.172212249;1.179986683;-4.992225566
