ind;mean_R_full;mean_G_full;mean_B_full;mean_H_full;mean_S_full;mean_V_full;mean_L_full;mean_a_full;mean_b_full
palmer_sem1_num38_;163.48029800784823;164.12595067299378;162.6066100264882;68.68121963033514;11.367006124837463;165.19146182805048;171.0436897295275;127.35027339396328;128.9440815266704
palmer_sem1_num39_;164.19852919506604;164.54953526207777;163.22359731331449;68.83793965964543;10.641335820955504;165.66538476093643;171.54981049239822;127.52787662849721;128.86304084906908
palmer_sem1_num3_;164.43629260906954;164.56935829193995;162.75451208043978;66.67488179775913;11.872388884200317;165.71281915219012;171.6287567180534;127.56413745574882;129.1630716206115
palmer_sem1_num40_;165.7109138338763;165.9088032063579;164.44238325903063;73.58279972922382;10.727210527584877;167.1640597091835;173.00864033989018;127.57610944443552;128.96760057432772
palmer_sem1_num41_;164.23190306221778;164.64498615308497;163.20502091326233;69.35130538207841;10.931977420731883;165.74608763811193;171.6200895026006;127.47491826256716;128.92161606804768
palmer_sem1_num42_;163.8373742402281;164.54207277327293;162.39636252795282;72.17068960070338;12.835023005258346;165.7047184895804;171.48682343910752;127.23555984113332;129.29646846176445
palmer_sem1_num43_;164.93734354682857;165.11128054157916;163.8391876011392;70.53201761407072;11.008924305466248;166.41654440099705;172.18041280529297;127.62454303171083;128.8620277826896
palmer_sem1_num44_;165.52651270067088;165.61341102296598;163.93511731252858;77.51957071214491;11.671431706711534;166.94803591825456;172.7288174238933;127.58407284388215;129.12274390396374
palmer_sem1_num45_;165.9346305104113;165.67937102141204;164.33071138916574;67.8981171700853;10.471579134382502;166.9338967489444;172.84380506280903;127.81133957851081;128.9608699343332
palmer_sem1_num46_;166.43095349807635;166.3591513439679;165.0001560066408;67.64744282510111;9.57015456769583;167.47193898225845;173.48415086952912;127.72651706550782;128.92547038095313
palmer_sem1_num47_;166.0193322089692;165.89589285140184;164.8360280899027;74.15060049439873;10.00943332248264;167.17029261185854;173.02682940252413;127.76427924038887;128.8054013071291
palmer_sem1_num48_;166.03994554224;166.05578236521026;164.4222205030793;76.20907116939229;11.505655896571;167.40988395003677;173.19598907763736;127.63323899257331;129.09959143005005
palmer_sem1_num49_;165.4254164623789;165.56431291438042;164.11889846585467;73.81499384569152;10.84691029266511;166.80651177300348;172.63140257951815;127.59549908840769;128.97770023215128
palmer_sem1_num4_;163.5002088647048;163.825966359275;161.94806940805222;74.74975691988524;13.193683667874085;165.1289939095454;170.82350343582996;127.43432005998693;129.22862494128123
palmer_sem1_num50_;166.56044841499488;166.81569141026876;164.82846380511972;74.66919503475793;11.748281052410194;168.07942379016987;173.94815221157694;127.4793106169803;129.24443639572974
palmer_sem1_num51_;166.0606436046989;166.37420885934642;165.0854349018615;68.22844741744542;10.025956351407107;167.4897813696702;173.4320057196109;127.55969129439409;128.8318949465235
palmer_sem1_num52_;163.62344766415362;164.0231602881998;162.72222679916123;70.9191868297575;11.09835841942444;165.16206821045702;170.95794686106825;127.4843490454068;128.8729944913748
palmer_sem1_num53_;166.03405931958557;166.254346752472;164.66334872077903;70.63718007196286;10.678369257839291;167.42829985023363;173.34110009185133;127.55886175210583;129.0164976883109
palmer_sem1_num54_;163.50362549386287;163.2058871826953;161.85627035621536;72.66041839139123;12.303680071069817;164.59376864265403;170.27305273013292;127.79977912362111;129.0183781962663
palmer_sem1_num55_;164.17745378631187;164.28513051867213;162.39846515699122;73.33234864955742;12.505884269082932;165.53221908311184;171.3386332333551;127.54145822058435;129.23473906200883
palmer_sem1_num56_;163.48182704037708;163.6149038586052;162.1813621294242;74.73879735569022;11.624071634900478;164.86922889852502;170.61666447308494;127.58714210011397;128.9850339954936
palmer_sem1_num57_;164.99078257507966;164.99212610203762;163.62527587220828;74.82698274672603;11.418687580598782;166.3381805629233;172.0927870287762;127.6678167900431;128.96770079254722
palmer_sem1_num58_;164.62252485277884;164.87220421587432;163.82558943160222;67.34962483612325;9.902393007910737;165.91946317640458;171.87611406602758;127.59956424749765;128.72696524272513
palmer_sem1_num59_;164.18025576605012;164.67691435217472;162.95068752880124;74.65586564875542;11.871016388567387;165.9181318548274;171.68046030498937;127.38108347756273;129.10145284882077
palmer_sem1_num5_;163.24584062294596;163.25923665364581;161.6260586683206;69.98383623288001;11.917400065327431;164.41058458451218;170.26459912377288;127.6232318224076;129.1022280818205
palmer_sem1_num60_;166.31761182689974;166.50510131321204;164.60300150078945;74.05294912832754;11.409525497569089;167.74720316265515;173.6369903522591;127.51587349429872;129.20993623877422
palmer_sem1_num6_;164.2299974927305;164.54538612732017;162.99616681357523;70.9795007273984;11.316549418885032;165.71162113840307;171.53522401102396;127.50557211626051;129.00099115847013
palmer_sem1_num7_;165.6814928233596;165.89239920575596;164.68597442808357;68.10098868022511;9.85161951638053;167.04958965509078;172.95485181769226;127.62788274596696;128.79289833770042
palmer_sem1_num8_;163.98380131976594;163.95834471986456;162.31912679371356;75.23151265490148;12.22094531205347;165.2339000030364;171.01573060449533;127.62665794034172;129.13621922175963
palmer_sem1_num9_;164.35912748248705;164.39145183519625;163.31215636676774;77.26116005645041;10.772058306407537;165.7128774244381;171.4402473355517;127.67681530331932;128.81666219577866
palmer_sem2_num10_;158.9202216365973;159.56895942844972;156.48013108911502;72.13175185019969;17.442747348947616;160.89231802090478;166.38733222727694;127.09819323099745;129.89721305718092
palmer_sem2_num11_;156.80040817365398;158.15391269120443;153.9782528975373;66.32817082520647;19.62324186934692;159.22108926236712;164.72972030883847;126.64609020008143;130.36561359114228
palmer_sem2_num12_;155.26568319337812;156.575128284957;152.75553166305053;64.80194825781606;19.56503090773427;157.60662594009358;163.12398012220171;126.68753862489996;130.2233453304952
palmer_sem2_num13_;157.66075075593756;159.05924554541627;155.60614896538348;67.25040265900063;18.3397466016786;160.10568099752834;165.67540566620897;126.68874997878979;130.01145289682285
palmer_sem2_num14_;153.88568547810928;154.98453025312034;150.8928759888421;67.46656177662037;21.86545484950131;156.11800830703265;161.49696451264754;126.72187579817351;130.43498033925613
palmer_sem2_num15_;156.37292935280743;157.71383708697613;154.04720394868198;64.48200766201917;19.207928246322368;158.6874496366417;164.2623327972364;126.69044048795976;130.12682843132
palmer_sem2_num16_;156.14774594109366;157.36344165873368;153.04149731992314;68.50865739177884;19.61483241370349;158.48631471896664;164.040950494122;126.67435064956811;130.4820301839081
palmer_sem2_num17_;156.29089564779986;158.11538426694443;153.2388047234457;74.85751480918853;22.296266881090673;159.34476236960325;164.69281855437373;126.29495385775677;130.75691106627943
palmer_sem2_num18_;155.66149573506837;156.4019292045521;153.246491385531;69.62996463923896;18.456507804462447;157.55577134839464;163.0554115174418;127.01379740592492;129.95229082495644
palmer_sem2_num19_;157.041256381555;158.09782216106368;154.57313915463817;70.29866391335878;18.911180479645346;159.25381390433438;164.72266190161338;126.83804914337563;130.08886392224474
palmer_sem2_num1_;154.76127671509664;155.2408723228848;152.0189124586943;71.46730338028156;19.09069679096293;156.61046721068996;161.91308556014013;127.14195490777357;130.0190207259427
palmer_sem2_num20_;156.0888691019622;156.35576303354168;153.98235294210744;73.57012353381666;17.55877802761167;157.74869888789635;163.10745812287615;127.33532095282494;129.59790066970663
palmer_sem2_num21_;154.71284479535018;154.72300219975855;152.20640478224755;70.20502440178291;18.619208720921925;156.20548859676205;161.44286026306054;127.47007614017132;129.69889032671753
palmer_sem2_num22_;153.67926791350448;154.99722384882358;150.71110816586898;71.34649292606169;21.22656967239833;156.1787727837905;161.52670641748358;126.60050187810785;130.50101574556328
palmer_sem2_num23_;155.33792931513233;156.29753941718602;152.67951336648704;71.83741451170982;20.00065134865648;157.47575442662054;162.88195974922047;126.8408854222483;130.1801261047168
palmer_sem2_num24_;157.42483556986951;158.95759431100632;155.2555006535632;71.50993692531507;19.298612059988713;160.1140023045205;165.56409047270859;126.57611918438502;130.15854541864033
palmer_sem2_num25_;155.4415554864073;156.65711524400115;152.87353572815618;71.90429793551027;20.315124372177927;157.82910869363116;163.2428334448793;126.7098140289209;130.24922878577604
palmer_sem2_num26_;153.85543872055626;154.8150516610857;150.75392794883723;74.92263209269262;23.047215005170823;156.10543251201682;161.3821418323151;126.75720117165174;130.49516669658422
palmer_sem2_num27_;153.41311720800422;153.75547992255593;150.65641275282286;72.64559427199431;19.126526325436885;155.13138255817768;160.53756454054837;127.22227792691902;129.96951987463206
palmer_sem2_num28_;154.88054383195444;155.84514121835662;152.33999402100517;72.89901425013218;19.651481331893716;157.10173982963192;162.5588439830874;126.85697157676219;130.1313853880887
palmer_sem2_num29_;155.46163278301694;155.71588437222118;153.09143356169017;72.52293802757595;17.868709220589707;156.97818755817536;162.45273572923844;127.30113766517167;129.7427127316601
palmer_sem2_num2_;151.22695459284057;152.31006910954045;149.5017804985539;70.13462312591092;19.42248660742991;153.4355997954658;158.66015915135944;126.87330563950331;129.74878967871228
palmer_sem2_num30_;153.95853129812323;154.6355836764098;151.44469327014008;69.67229884129765;19.7674191880019;155.86300776719781;161.1986155534292;127.03271353206627;130.00076900947897
palmer_sem2_num31_;154.15918212127497;154.68702972191497;151.33235535671048;67.82334762454633;20.47556193647834;155.99076962414563;161.26700789601205;127.10318117355395;130.10351026663236
palmer_sem2_num32_;154.47896338486134;154.77297588384243;151.86139673545472;69.44010483646262;20.15676278461863;156.17002603533723;161.41759484301753;127.2417111634445;129.92150315161325
palmer_sem2_num33_;155.94327905625244;157.30101912171386;152.91712725097932;74.89233337039538;21.725756372661962;158.5570860648893;163.85896998997393;126.54925132440985;130.56952481995887
palmer_sem2_num34_;157.51131491102018;157.87264226380572;154.748574849927;69.23479482252193;18.501986921787477;159.28174142861835;164.6579236241486;127.21203468158794;129.98196077630246
palmer_sem2_num35_;156.23401988394932;156.99420638193706;154.2103700057852;70.18452685948753;17.947380997352965;158.19770305804553;163.60219294885582;127.06221687166888;129.74578888120857
palmer_sem2_num36_;156.0915071890554;156.76447230725313;154.31601260477768;72.30153175636575;17.10883787946174;157.96716029145503;163.3819346975231;127.12151594471592;129.579448712161
palmer_sem2_num37_;155.8099153319282;157.05734016347026;153.06448551927133;70.01216084323738;20.72605811573895;158.2005486478635;163.62021626690486;126.66215333035944;130.3613721082676
palmer_sem2_num38_;154.59522550466892;156.63676262163494;151.57468024358025;71.3221973616291;22.91198766749364;157.7853074723613;163.06717869218323;126.15712419535177;130.84154148738463
palmer_sem2_num39_;155.32578694768068;157.3703548063452;152.23810244694576;68.90614110234125;22.944124393611396;158.45875464509308;163.77792289208116;126.1537764714524;130.86236731342166
palmer_sem2_num3_;155.05196162582695;156.29926234676947;152.4111837416382;71.23052534775806;20.932191532171643;157.49704425514807;162.82700290110955;126.66202752035286;130.31893676701995
palmer_sem2_num40_;154.40473626606797;155.77978155245182;151.90571524263416;69.59185224479882;20.646249388253025;156.8972980120179;162.28859776780297;126.61299714488311;130.2773803096958
palmer_sem2_num41_;151.4276972037295;153.15783147733953;148.73230373490065;69.91768015166859;22.686540935919282;154.2822651496328;159.4552264315352;126.36063563970872;130.55771603821944
palmer_sem2_num42_;153.68631899550098;155.0766416349193;151.3938739869492;70.14540086841278;20.523442272296165;156.20882245169335;161.51504503340075;126.62369967488104;130.1923647838256
palmer_sem2_num43_;155.42626163799284;156.3069373389988;152.72004672380007;69.34455699249114;19.314756291393394;157.51891584583132;162.874384187736;126.91083042753522;130.15236378806227
palmer_sem2_num44_;158.5296239423569;159.46436166615644;155.54812332939824;73.15770281533099;18.727145473652907;160.75304666427215;166.23595845377645;126.8488657061346;130.30835019544645
palmer_sem2_num45_;154.41504685693576;155.6544140329512;151.39404190924307;69.2167866606117;21.607704752157638;156.79350615731295;162.15859681289348;126.62842904829141;130.51254357580842
palmer_sem2_num46_;155.7860444384557;156.27096892273943;153.51960609795242;71.85228730294602;18.08595605892954;157.51578704246697;162.8903417007915;127.17634647406015;129.7802931406643
palmer_sem2_num47_;153.253142149315;153.97222837443778;149.76879327649814;70.57395976223137;21.87949675885738;155.5050694506133;160.594659787218;126.89545983836484;130.5476612846329
palmer_sem2_num48_;154.57217766662683;155.91668733857853;152.56627603790196;70.24338668593;19.192268444840963;157.0651489037799;162.35915693462667;126.70470778365413;129.98486978385236
palmer_sem2_num49_;152.46655030206972;152.97688444634764;149.50370901999338;69.67271665443172;20.614007894884903;154.3259100940807;159.58038522001272;127.05254485065336;130.19765977201035
palmer_sem2_num4_;155.107341396538;156.68868578316625;152.25589246171725;72.20149814935377;21.574098521626375;157.85788753518352;163.21285083667362;126.44231418632293;130.56273925669615
palmer_sem2_num50_;155.97665048910073;157.45828770115577;152.6639098112051;73.18149776310479;21.864858089215037;158.66960291853547;164.00896771101768;126.45173553620293;130.75014244327275
palmer_sem2_num51_;151.95586256769403;152.1695716047514;149.1194291270163;68.57373655272991;19.66796961515311;153.61502409229433;158.74161102857366;127.27538853188764;129.98274033506763
palmer_sem2_num52_;151.5045370024309;152.30185019504714;148.8533499736714;67.93500235879807;20.48794964518676;153.6432854950895;158.77450169257924;126.94508192274304;130.13338006834599
palmer_sem2_num53_;155.5969737247803;156.87849263809107;153.37999372618887;74.55957176372456;19.675389028652976;158.12027522950052;163.4200004747325;126.70236916317481;130.09877480924212
palmer_sem2_num54_;152.57224644774078;153.71480734597623;149.37151762399662;68.22784496389355;23.51264231489519;154.89542811936028;160.1313093957585;126.64642721907863;130.60569419215463
palmer_sem2_num55_;155.41205115669993;155.6447882768701;153.45986349105516;67.38226625349188;16.446285127448775;156.8122007103683;162.28131678203744;127.38951888779937;129.46704517394153
palmer_sem2_num56_;155.1163904631245;155.6311447373562;152.17599074009524;69.76420176732361;20.43965984077611;157.0465092651997;162.29303261494485;127.08725105358903;130.17420396425436
palmer_sem2_num57_;157.17643263973497;158.4838598367843;154.58657739008333;74.19269945853696;19.161278297762703;159.72578495732802;165.12511284855015;126.66068837497677;130.27700056329837
palmer_sem2_num58_;155.8519275108864;157.05855827872264;153.66773407024283;74.89227710753529;19.22679631460405;158.30954019959023;163.60301124073897;126.76030874579368;130.03475253048913
palmer_sem2_num59_;156.13915726097355;158.1035210080514;152.7261558476394;72.6732143686414;22.560214739931624;159.27688945450035;164.61718762234216;126.16240162930099;130.99868530217623
palmer_sem2_num5_;154.39618616821605;155.84870047209955;151.34244605946472;73.65389893247922;22.084875901322086;157.06274255239472;162.34405658890117;126.48718270091199;130.62741140497292
palmer_sem2_num60_;153.55709977149425;154.88811061389924;150.93607209468516;71.11845587027035;21.244016963922114;156.03299979728962;161.32100705049544;126.60998635625641;130.33975036928084
palmer_sem2_num6_;152.0574968468204;153.11883726324945;148.45482222226758;67.8983698506087;23.936101047426916;154.31542718786304;159.59070089346315;126.64662648337477;130.78817206209635
palmer_sem2_num7_;154.7693998805213;155.76510869914406;152.06316684933157;73.99632293184871;19.694516307968605;157.0048799948649;162.3018048671504;126.83482884815635;130.20587373095992
palmer_sem2_num8_;153.04759075666013;154.37790265117985;150.59960162141437;74.57306226356202;21.844116908641617;155.6100057877143;160.78769557414995;126.61832512051862;130.27551930954758
palmer_sem2_num9_;154.16617127851785;155.96700747563872;150.00268088806877;73.80384389199673;25.508284566606292;157.18062291484048;162.44893612439807;126.13936327187285;131.37999905000606
palmer_sem3_num10_;145.73418508971685;147.74736019460698;140.86399480236565;71.244025587545;30.736437441281222;149.0103136724817;154.0496960577704;125.8872294973226;131.94698618054662
palmer_sem3_num11_;146.15357924445232;147.72943226867034;143.62147472435663;70.25345941237461;24.017465599279838;148.84804902951032;153.95845085461497;126.42257214595479;130.4715656826471
palmer_sem3_num12_;146.42440290839954;148.66512394201635;143.82194286707497;70.66703072867548;25.310770419399436;149.7579919943129;154.82954935147768;126.03151225302392;130.78004713019226
palmer_sem3_num13_;144.62838009850708;146.9001116549724;141.09324303560987;73.41944439420975;27.629858392855866;148.07507733812997;153.09063553553509;125.86153763159258;131.3309682280057
palmer_sem3_num14_;145.38633817868595;145.7438649482782;141.9963070096993;67.69657238618828;22.59926568595143;147.32080649593513;152.17358737363267;127.10817935840693;130.36170441078497
palmer_sem3_num15_;143.8676302391566;145.23655573675356;140.8201891754385;67.02172974358425;23.74382847217757;146.29153735068144;151.40432319361764;126.51150117794782;130.61623976663418
palmer_sem3_num16_;141.47963984102637;141.73572650055473;138.7533948746667;69.20942934277835;23.256959431128905;143.31202530338453;147.9950233699186;127.2183450246217;130.00719478068203
palmer_sem3_num17_;143.126123898245;144.86087561916779;139.93153133648508;70.1567768782418;25.30509850354188;145.97724161472772;150.96061010658246;126.2651932885999;130.8672845645969
palmer_sem3_num18_;145.28914101746028;146.21519753564257;141.3518422458696;72.13147427559335;27.494886470702237;147.70328356905668;152.60903209366;126.66799570928713;130.97723369136162
palmer_sem3_num19_;144.77035708152977;146.12574308781882;141.5061568432966;71.42193637005423;25.023049855591992;147.28884337600064;152.32039636624432;126.48812585733884;130.7408538804405
palmer_sem3_num1_;143.75648001441874;145.11506365367478;140.2409127831108;74.98447920908708;26.523992453855527;146.382870210379;151.46803005444076;126.3970224165077;130.95318316061528
palmer_sem3_num20_;142.29284360101218;143.7665083804692;139.8663682892644;71.51860910842122;23.393862430832403;144.92082149966447;149.85517375685657;126.50033559568081;130.35698207023214
palmer_sem3_num21_;142.36273288432824;143.92430740595364;139.45461872489864;70.46466365861303;26.02322757478495;145.04872942123205;150.00020218587542;126.33949528865527;130.71356943529057
palmer_sem3_num22_;145.48539448167367;147.56237049264593;142.59008198446193;69.91166797946673;25.388847612713267;148.64538511114654;153.75369843422826;126.07715569362283;130.88310020527015
palmer_sem3_num23_;142.48306012812156;143.60333466703008;140.35539641891341;73.30634747763774;21.954092743519947;144.81996784075733;149.7481607764932;126.73761360297533;130.0481587755773
palmer_sem3_num24_;144.3790916168016;146.4406475739844;140.59974923744613;68.93571982189678;28.24166642665645;147.5365622390612;152.571386308218;125.96742221324698;131.37776059192993
palmer_sem3_num25_;143.59294608178783;145.31901664035092;140.41493804477335;71.69164039950202;25.05139316441973;146.50720948069795;151.48002035343472;126.28833359455373;130.84096872812
palmer_sem3_num26_;144.18678036362078;145.08497977310907;139.88452596792504;70.69119936677491;28.144427933974193;146.89735453821842;151.53293107060423;126.6299091578075;131.19713222397263
palmer_sem3_num27_;140.50292794740346;142.92069413810907;138.11961363427596;70.5446667385581;26.32706169892404;143.9950165869995;148.88186120152287;125.91597956765118;130.77334830550552
palmer_sem3_num28_;143.45609392495038;145.19621476010124;140.9434370346885;70.79526729435477;24.047250783437995;146.3252047297783;151.47528578859811;126.32214054060569;130.53568879359923
palmer_sem3_num29_;142.2297723568006;142.84265890019648;138.83180378905485;70.43860806577217;25.08138637603773;144.13393788019562;149.16442998337402;126.87636052303026;130.562093043142
palmer_sem3_num2_;143.72568095654424;144.18951894908196;139.9435309820355;70.9589950638271;24.972162610382373;145.77938805914926;150.57048141594896;126.94712767494178;130.69221452626675
palmer_sem3_num30_;140.71322693832838;143.15241708791243;136.43026011775282;70.86782174095148;31.57429175775892;144.2887234312537;149.1459794366327;125.63972688735105;131.86260453282176
palmer_sem3_num31_;141.34277721651443;144.1777512740358;137.3824735588986;71.40840473358196;31.101003136654448;145.31580297432117;150.14845782568835;125.46834873640759;131.8206445234357
palmer_sem3_num32_;145.83039117087355;146.8111522235726;142.42176247624582;70.00121782858403;23.955388687057038;147.95288512683572;153.3571858570304;126.67376976902756;130.6837215135781
palmer_sem3_num33_;140.58961164131722;141.660270467927;137.59424269796784;71.63471692525258;26.021282710601707;142.86188800696408;147.769545793503;126.63969537903307;130.54789470852268
palmer_sem3_num34_;146.0475906304615;148.10961627003115;142.34170473999322;65.89305189400434;26.757679461778764;149.0915500104075;154.34101890912942;125.9985036758402;131.2979553529646
palmer_sem3_num35_;143.01486166476337;146.04726533567128;139.10616858989178;71.80896241685599;31.92815933262424;147.15436878796262;152.09050117074878;125.35185017736197;131.898516452198
palmer_sem3_num36_;143.21411637344454;144.3386566846538;140.00503138469628;66.0176096054098;25.25718624078361;145.52222122524307;150.62439499791697;126.61031296550819;130.65856506598828
palmer_sem3_num37_;143.82776087496472;145.2635366654605;142.02104830461013;66.20891295800647;20.902797676299226;146.2941309455971;151.41618678408238;126.63750112748986;129.95411956326626
palmer_sem3_num38_;143.4494128082604;146.10729863440952;139.85407779847964;72.85601284757945;29.1122712256105;147.28746433606796;152.19830652181867;125.62859992998399;131.54864186590862
palmer_sem3_num39_;144.3588935831084;146.2114178614067;142.17421884100764;70.78493731044775;23.326659291096895;147.3104642667269;152.34113421525512;126.31273641006338;130.38200972164174
palmer_sem3_num3_;145.97923612331874;146.2422282752243;142.35345927912846;65.65067640460677;22.724425823000615;147.49459543681894;152.82606275445465;127.08909327154242;130.48914676591255
palmer_sem3_num40_;143.35745624182636;145.22488763098977;139.34972238886266;66.00375805764531;29.14107049803348;146.4921825243083;151.43066035878644;126.07346796455259;131.41850048426247
