ind;time;bcd;cd;dd
0795palmer_sem7_num38;125;1.029383556;-0.022579604;-1.035618023
0797palmer_sem7_num39;125;1.037965162;-0.022669974;-1.153255556
0799palmer_sem7_num40;125;1.025217786;-0.022696406;-1.180305658
0801palmer_sem7_num41;125;1.02532902;-0.022598619;-1.147558888
0803palmer_sem7_num42;125;1.039667551;-0.022667039;-1.221011487
0805palmer_sem7_num43;125;1.049756466;-0.022632445;-1.171860224
0807palmer_sem7_num44;125;1.019719433;-0.022682321;-1.156505824
0809palmer_sem7_num45;125;1.019925316;-0.022758945;-1.202503507
0811palmer_sem7_num46;125;1.046284729;-0.022790832;-1.116727243
0813palmer_sem7_num47;125;1.045460373;-0.02269803;-1.208775801
0815palmer_sem7_num48;125;1.017184291;-0.022696829;-1.202399469
0817palmer_sem7_num49;125;1.065755759;-0.022764261;-1.067800768
0819palmer_sem7_num50;125;1.064353648;-0.022761937;-1.150119501
0821palmer_sem7_num51;125;1.043851302;-0.022677749;-1.216788523
0823palmer_sem7_num52;125;1.031489063;-0.022525277;-1.146046019
0825palmer_sem7_num53;125;1.048634296;-0.022991435;-1.047134933
0827palmer_sem7_num54;125;1.024248091;-0.022635055;-1.144437074
0829palmer_sem7_num55;125;1.043141483;-0.022708919;-1.138841081
0831palmer_sem7_num56;125;1.032591551;-0.02263715;-1.108556781
0833palmer_sem7_num57;125;1.060940689;-0.022739943;-1.189772943
0835palmer_sem7_num58;125;1.051656409;-0.022591431;-1.234370626
0837palmer_sem7_num59;125;1.027032306;-0.02266609;-1.257082842
0839palmer_sem7_num60;125;1.060367219;-0.022739985;-1.110109088
0841palmer_sem8_num1;140;1.043074805;-0.022730709;-1.164142066
0843palmer_sem8_num2;140;1.022430118;-0.022659946;-1.107449445
0845palmer_sem8_num3;140;1.028048109;-0.022542615;-1.025945044
0847palmer_sem8_num4;140;1.048005936;-0.022719529;-1.201147982
0849palmer_sem8_num5;140;1.027913487;-0.022718047;-1.043533444
0851palmer_sem8_num6;140;1.061471903;-0.022829237;-1.162919517
0853palmer_sem8_num7;140;1.016677923;-0.022699107;-1.181045232
0855palmer_sem8_num8;140;1.016780756;-0.022685604;-1.25513013
0857palmer_sem8_num9;140;1.066260364;-0.022779027;-1.216242838
0859palmer_sem8_num10;140;1.03457425;-0.022766539;-1.185249048
0861palmer_sem8_num11;140;1.062400027;-0.022657301;-1.189104468
0863palmer_sem8_num12;140;1.063683376;-0.022766198;-1.223161877
0865palmer_sem8_num13;140;1.029663484;-0.022635798;-1.242232485
0867palmer_sem8_num14;140;1.032095922;-0.022488239;-1.033351025
0869palmer_sem8_num15;140;1.039885849;-0.022668303;-1.166651459
0871palmer_sem8_num16;140;1.028675021;-0.022711362;-1.191351447
0873palmer_sem8_num17;140;1.032161259;-0.02256194;-1.016170488
0875palmer_sem8_num18;140;1.027763712;-0.022525908;-1.005012001
0877palmer_sem8_num19;140;1.060754411;-0.022686176;-1.099335553
0879palmer_sem8_num20;140;1.025722455;-0.022570894;-1.224984737
0881palmer_sem8_num21;140;1.060524456;-0.022834597;-1.116859721
0883palmer_sem8_num22;140;1.015092869;-0.022577979;-1.22865555
0885palmer_sem8_num23;140;1.068325787;-0.022743225;-1.10187341
0887palmer_sem8_num24;140;1.066530073;-0.022680403;-1.202311448
0889palmer_sem8_num25;140;1.026237437;-0.022590989;-1.232302143
0891palmer_sem8_num26;140;1.017807265;-0.022620015;-1.236612361
0893palmer_sem8_num27;140;1.026054936;-0.022667967;-1.198718172
0895palmer_sem8_num28;140;1.028176881;-0.022578503;-1.155252924
0897palmer_sem8_num29;140;1.069583013;-0.022750575;-1.126330595
0899palmer_sem8_num30;140;1.023995163;-0.022651462;-1.146801622
0901palmer_sem8_num31;140;1.016465566;-0.022758204;-1.171945906
0903palmer_sem8_num32;140;1.029834369;-0.022478128;-1.016741524
0905palmer_sem8_num33;140;1.044479113;-0.022739691;-1.206014664
0907palmer_sem8_num34;140;1.060236879;-0.022903648;-1.14708354
0909palmer_sem8_num35;140;1.033973574;-0.022606412;-1.076906816
0911palmer_sem8_num36;140;1.0674988;-0.022754904;-1.150376742
0913palmer_sem8_num37;140;1.043371344;-0.022640456;-1.19595153
0915palmer_sem8_num38;140;1.026733503;-0.022757779;-1.043793549
0917palmer_sem8_num39;140;1.040759043;-0.022652124;-1.211312907
0919palmer_sem8_num40;140;1.051024462;-0.022909493;-1.033879426
0921palmer_sem8_num41;140;1.019490602;-0.022679936;-1.123489413
0923palmer_sem8_num42;140;1.017040274;-0.022697217;-1.170367931
0925palmer_sem8_num43;140;1.033700809;-0.022563946;-1.060868728
0927palmer_sem8_num44;140;1.013595096;-0.022826279;-1.196346391
0929palmer_sem8_num45;140;1.018751496;-0.022620812;-1.173491361
0931palmer_sem8_num46;140;1.020553911;-0.022424269;-1.051759975
0933palmer_sem8_num47;140;1.017805455;-0.022678849;-1.158288376
0935palmer_sem8_num48;140;1.02999559;-0.0225462;-1.081014214
0937palmer_sem8_num49;140;1.057749496;-0.022912614;-1.062616892
0939palmer_sem8_num50;140;1.065662411;-0.022744486;-1.123802784
0941palmer_sem8_num51;140;1.026460777;-0.022379908;-1.005911052
0943palmer_sem8_num52;140;1.028494958;-0.022555973;-1.138370186
0945palmer_sem8_num53;140;1.057984438;-0.022712293;-1.137094308
0947palmer_sem8_num54;140;1.020967804;-0.022687533;-1.158451538
0949palmer_sem8_num55;140;1.057016507;-0.02287675;-1.071946324
0951palmer_sem8_num56;140;1.019881872;-0.022655615;-1.112711768
0953palmer_sem8_num57;140;1.036313487;-0.022395505;-1.020367844
0955palmer_sem8_num58;140;1.021300543;-0.022635736;-1.167025478
0957palmer_sem8_num59;140;1.032871744;-0.02264699;-1.05403484
0959palmer_sem8_num60;140;1.018713084;-0.022651964;-1.20705795
0961palmer_sem9_num1;155;1.012548882;-0.022461015;-0.994478029
0963palmer_sem9_num2;155;1.050198487;-0.022693312;-1.171173042
0965palmer_sem9_num3;155;1.058436778;-0.022787553;-1.188539717
0967palmer_sem9_num4;155;1.065259484;-0.022760223;-1.204175107
0969palmer_sem9_num5;155;1.060762929;-0.022774357;-1.140046628
0971palmer_sem9_num6;155;1.028401588;-0.022648697;-1.16640566
0973palmer_sem9_num7;155;1.027106455;-0.022506729;-1.029956351
0975palmer_sem9_num8;155;1.040803185;-0.022649236;-1.179753089
0977palmer_sem9_num9;155;1.02838937;-0.022608515;-1.194203134
0979palmer_sem9_num10;155;1.047629936;-0.022745022;-1.138671213
0981palmer_sem9_num11;155;1.049309817;-0.022771545;-1.0582956
0983palmer_sem9_num12;155;1.021134432;-0.022732487;-1.203634784
0985palmer_sem9_num13;155;1.066907799;-0.022703932;-1.094396367
0987palmer_sem9_num14;155;1.019514633;-0.022697893;-1.158196858
0989palmer_sem9_num15;155;1.04339815;-0.022401709;-1.027492831
0991palmer_sem9_num16;155;1.029816024;-0.022543833;-1.157488459
0993palmer_sem9_num17;155;1.062376605;-0.022607301;-1.117611434
0995palmer_sem9_num18;155;1.022205414;-0.022553644;-1.091738721
0997palmer_sem9_num19;155;1.022359786;-0.0225779;-1.121228369
0999palmer_sem9_num20;155;1.063043693;-0.022662799;-1.121532482
1001palmer_sem9_num21;155;1.058983824;-0.022732167;-1.22003207
1003palmer_sem9_num22;155;1.058502303;-0.022829945;-1.164044153
1005palmer_sem9_num23;155;1.041425179;-0.022649059;-1.229554383
1007palmer_sem9_num24;155;1.032102072;-0.022527283;-1.15691034
1009palmer_sem9_num25;155;1.014202655;-0.022352377;-1.012378484
1011palmer_sem9_num26;155;1.025781502;-0.022611395;-1.139279626
1013palmer_sem9_num27;155;1.066401413;-0.022742984;-1.15941319
1015palmer_sem9_num28;155;1.021178881;-0.022602634;-1.130873642
1017palmer_sem9_num29;155;1.018283597;-0.022595105;-1.171645797
1019palmer_sem9_num30;155;1.028829968;-0.022506208;-1.230906914
1021palmer_sem9_num31;155;1.042795969;-0.022794118;-1.14255155
1023palmer_sem9_num32;155;1.042798549;-0.022672064;-1.113441518
1025palmer_sem9_num33;155;1.053937737;-0.022656197;-1.093514644
1027palmer_sem9_num34;155;1.021568564;-0.022699941;-1.173708922
1029palmer_sem9_num35;155;1.023178121;-0.022754957;-1.150692125
1031palmer_sem9_num36;155;1.023626195;-0.022521104;-1.063137949
1033palmer_sem9_num37;155;1.032093692;-0.022502353;-1.073896093
1035palmer_sem9_num38;155;1.023893888;-0.022690701;-1.23076551
1037palmer_sem9_num39;155;1.028400852;-0.022427676;-0.998280865
1039palmer_sem9_num40;155;1.028422687;-0.022571203;-1.09427531
1041palmer_sem9_num41;155;1.020091374;-0.022673084;-1.211040875
1043palmer_sem9_num42;155;1.027531964;-0.022390791;-1.047454082
1045palmer_sem9_num43;155;1.032030059;-0.022609714;-1.161303429
1047palmer_sem9_num44;155;1.020680551;-0.02269162;-1.138906509
1049palmer_sem9_num45;155;1.023847007;-0.022609811;-1.225720014
1051palmer_sem9_num46;155;1.059914255;-0.02277397;-1.16760399
1053palmer_sem9_num47;155;1.027549104;-0.022546957;-1.096749742
1055palmer_sem9_num48;155;1.018346515;-0.022762179;-1.178277563
1057palmer_sem9_num49;155;1.048957707;-0.022645089;-1.197102068
1059palmer_sem9_num50;155;1.030995118;-0.022580476;-1.220534994
1061palmer_sem9_num51;155;1.016665762;-0.022649526;-1.174824153
1063palmer_sem9_num52;155;1.022322981;-0.022581587;-1.165301406
1065palmer_sem9_num53;155;1.018470222;-0.022566324;-1.166190819
1067palmer_sem9_num54;155;1.04377676;-0.022668231;-1.201176844
1069palmer_sem9_num55;155;1.034926176;-0.02272656;-1.02611874
1071palmer_sem9_num56;155;1.026177014;-0.022745471;-1.227766909
1073palmer_sem9_num57;155;1.056857992;-0.022813483;-1.102261964
1075palmer_sem9_num58;155;1.022973049;-0.022613869;-1.104759746
1077palmer_sem9_num59;155;1.018667772;-0.02260453;-1.142228433
1079palmer_sem9_num60;155;1.036132324;-0.022577509;-1.045866224
1081palmer_sem10_num1;170;1.020460976;-0.022675348;-1.203811576
1083palmer_sem10_num2;170;1.030848379;-0.022569159;-1.061500875
1085palmer_sem10_num3;170;1.050926427;-0.022669628;-1.222024138
1087palmer_sem10_num4;170;1.033219066;-0.022607302;-1.145325382
1089palmer_sem10_num5;170;1.061085048;-0.022738742;-1.109253085
1091palmer_sem10_num6;170;1.027066784;-0.022651694;-1.140521208
1093palmer_sem10_num7;170;1.008123126;-0.022408914;-1.019770143
1095palmer_sem10_num8;170;1.01461913;-0.022402922;-1.006937836
1097palmer_sem10_num9;170;1.032741072;-0.022562442;-1.234709462
1099palmer_sem10_num10;170;1.057418018;-0.0228089;-1.125347206
1101palmer_sem10_num11;170;1.065819589;-0.022657451;-1.143894825
1103palmer_sem10_num12;170;1.022648509;-0.022570815;-1.208358276
1105palmer_sem10_num13;170;1.013711302;-0.022474674;-1.033834883
1107palmer_sem10_num14;170;1.04636662;-0.022754249;-1.157116711
1109palmer_sem10_num15;170;1.053624813;-0.022774779;-1.037012674
1111palmer_sem10_num16;170;1.018356123;-0.022700331;-1.157670698
1113palmer_sem10_num17;170;1.028744515;-0.022649068;-1.209350955
1115palmer_sem10_num18;170;1.06355389;-0.022651861;-1.142646814
1117palmer_sem10_num19;170;1.065383129;-0.022662624;-1.163221041
1119palmer_sem10_num20;170;1.02197399;-0.022565253;-1.259174179
1121palmer_sem10_num21;170;1.057717431;-0.022742701;-1.134701953
1123palmer_sem10_num22;170;1.059761065;-0.022766335;-1.132129346
1125palmer_sem10_num23;170;1.060479959;-0.022671852;-1.151203297
1127palmer_sem10_num24;170;1.060337625;-0.022676193;-1.192042571
1129palmer_sem10_num25;170;1.065848664;-0.022742563;-1.137387796
1131palmer_sem10_num26;170;1.018703143;-0.022667227;-1.127312075
1133palmer_sem10_num27;170;1.061958483;-0.02276965;-1.157180731
1135palmer_sem10_num28;170;1.023836895;-0.022425462;-1.023267749
1137palmer_sem10_num29;170;1.053415969;-0.022627061;-1.140670609
1139palmer_sem10_num30;170;1.013296573;-0.022692395;-1.233605178
1141palmer_sem10_num31;170;1.05674215;-0.022784358;-1.095164174
1143palmer_sem10_num32;170;1.020822759;-0.022683423;-1.218350907
1145palmer_sem10_num33;170;1.022022765;-0.022604215;-1.046359033
1147palmer_sem10_num34;170;1.020583992;-0.022729168;-1.171239686
1149palmer_sem10_num35;170;1.021598921;-0.022483523;-1.068301656
1151palmer_sem10_num36;170;1.015258531;-0.022748638;-1.2482934
1153palmer_sem10_num37;170;1.033004601;-0.022757015;-1.222496575
1155palmer_sem10_num38;170;1.024648857;-0.022617096;-1.220438948
1157palmer_sem10_num39;170;1.016026037;-0.022659176;-1.226911675
1159palmer_sem10_num40;170;1.068010031;-0.02277772;-1.091844085
1161palmer_sem10_num41;170;1.050041709;-0.022774303;-1.204405528
1163palmer_sem10_num42;170;1.023187799;-0.022640333;-1.116025131
1165palmer_sem10_num43;170;1.029001767;-0.0225218;-1.196043838
1167palmer_sem10_num44;170;1.025431032;-0.022594376;-1.11018882
1169palmer_sem10_num45;170;1.031596856;-0.022580812;-1.230777785
1171palmer_sem10_num46;170;1.065958383;-0.022654704;-1.130284608
1173palmer_sem10_num47;170;1.066078735;-0.022704498;-1.195931027
1175palmer_sem10_num48;170;1.031196432;-0.022567735;-1.190614851
1177palmer_sem10_num49;170;1.032266965;-0.022603113;-1.082583118
1179palmer_sem10_num50;170;1.067760529;-0.022686759;-1.168295513
1181palmer_sem10_num51;170;1.057328415;-0.022652007;-1.122947606
1183palmer_sem10_num52;170;1.022227181;-0.022660229;-1.240900445
1185palmer_sem10_num53;170;1.06749877;-0.022692793;-1.129186411
1187palmer_sem10_num54;170;1.045994444;-0.022686504;-1.188754446
1189palmer_sem10_num55;170;1.029473308;-0.022563462;-1.160763589
1191palmer_sem10_num56;170;1.037018469;-0.022647026;-1.216235223
1193palmer_sem10_num57;170;1.033727751;-0.022527354;-1.233053234
1195palmer_sem10_num58;170;1.03499134;-0.022546495;-1.034664644
1197palmer_sem10_num59;170;1.0288238;-0.022561196;-1.130312987
1199palmer_sem10_num60;170;1.020524979;-0.022556278;-1.156884937
1201palmer_sem11_num1;180;1.020790981;-0.022786685;-1.163559717
1203palmer_sem11_num2;180;1.051776281;-0.022961396;-1.061114128
1205palmer_sem11_num3;180;1.055350327;-0.022827194;-1.018300518
1207palmer_sem11_num4;180;1.067933104;-0.022713658;-1.157992003
1209palmer_sem11_num5;180;1.054077267;-0.022784944;-1.248638927
1211palmer_sem11_num6;180;1.067355563;-0.022782018;-1.093987655
1213palmer_sem11_num7;180;1.047522065;-0.023011829;-1.016085081
1215palmer_sem11_num8;180;1.030224156;-0.022705525;-1.069884581
1217palmer_sem11_num9;180;1.054708743;-0.022895077;-1.052629864
1219palmer_sem11_num10;180;1.060359096;-0.022795689;-1.130547093
1221palmer_sem11_num11;180;1.025104742;-0.022656294;-1.217735548
1223palmer_sem11_num12;180;1.059449799;-0.022868423;-1.089598715
1225palmer_sem11_num13;180;1.057792032;-0.02286568;-1.046232538
1227palmer_sem11_num14;180;1.02503246;-0.022702325;-1.153795237
1229palmer_sem11_num15;180;1.024498474;-0.022776414;-1.212445852
1231palmer_sem11_num16;180;1.032429618;-0.022647992;-1.247168868
1233palmer_sem11_num17;180;1.064761444;-0.022873697;-1.090073055
1235palmer_sem11_num18;180;1.042948425;-0.02270596;-1.213342795
1237palmer_sem11_num19;180;1.024598435;-0.022839303;-1.235183163
1239palmer_sem11_num20;180;1.058490181;-0.022804509;-1.173313737
1241palmer_sem11_num21;180;1.060302555;-0.022725476;-1.176241554
1243palmer_sem11_num22;180;1.061805458;-0.022775703;-1.074787836
1245palmer_sem11_num23;180;1.023469268;-0.022780226;-1.18832319
1247palmer_sem11_num24;180;1.058283187;-0.022871688;-1.053430407
1249palmer_sem11_num25;180;1.056730619;-0.022898438;-1.139595098
1251palmer_sem11_num26;180;1.062081368;-0.022846502;-1.238229703
1253palmer_sem11_num27;180;1.01961031;-0.022712244;-1.272851567
1255palmer_sem11_num28;180;1.01966247;-0.022645738;-1.118578623
1257palmer_sem11_num29;180;1.056495032;-0.022831995;-1.091095633
1259palmer_sem11_num30;180;1.02586951;-0.022665232;-1.16389085
1261palmer_sem12_num1;190;1.059544886;-0.022834341;-1.133970444
1263palmer_sem12_num2;190;1.059519505;-0.022799191;-1.086823726
1265palmer_sem12_num3;190;1.043998264;-0.022804662;-1.211016449
1267palmer_sem12_num4;190;1.058633152;-0.022941288;-1.052839489
1269palmer_sem12_num5;190;1.039362137;-0.022769857;-1.191156664
1271palmer_sem12_num6;190;1.051452404;-0.022992986;-1.068134968
1273palmer_sem12_num7;190;1.04865602;-0.022995943;-1.016811238
1275palmer_sem12_num8;190;1.057865297;-0.022923369;-1.074725213
1277palmer_sem12_num9;190;1.048967005;-0.022979981;-1.026675007
1279palmer_sem12_num10;190;1.046200246;-0.022921449;-1.139256611
1281palmer_sem12_num11;190;1.024877095;-0.022710414;-1.157467221
1283palmer_sem12_num12;190;1.048674023;-0.022924773;-1.053427658
1285palmer_sem12_num13;190;1.051875133;-0.022981357;-1.094023702
1287palmer_sem12_num14;190;1.055518149;-0.023070678;-1.018836841
1289palmer_sem12_num15;190;1.063130631;-0.022872555;-1.085569157
1291palmer_sem12_num16;190;1.056063857;-0.022989594;-1.104917592
1293palmer_sem12_num17;190;1.075813588;-0.022797584;-1.128110775
1295palmer_sem12_num18;190;1.054895427;-0.023049072;-1.03926594
1297palmer_sem12_num19;190;1.055894287;-0.023018668;-1.042954667
1299palmer_sem12_num20;190;1.058826929;-0.022777828;-1.077202287
1301palmer_sem12_num21;190;1.060532999;-0.022885174;-1.163235915
1303palmer_sem12_num22;190;1.063381985;-0.022841248;-1.126397518
1305palmer_sem12_num23;190;1.072109018;-0.02286364;-1.146064631
1307palmer_sem12_num24;190;1.059296074;-0.022885768;-1.083733136
1309palmer_sem12_num25;190;1.041563664;-0.022923726;-1.193692695
1311palmer_sem12_num26;190;1.043568147;-0.022880739;-1.118295921
1313palmer_sem12_num27;190;1.050592188;-0.022976142;-1.140212396
1315palmer_sem12_num28;190;1.051627334;-0.022944142;-1.037893699
1317palmer_sem12_num29;190;1.057148129;-0.022935424;-1.040325556
1319palmer_sem12_num30;190;1.056679852;-0.022895757;-1.072951911
