;RG_rate;RB_rate;SH_rate
0043palmer_sem1_num22lado1;1.0129228837764217;1.5639656444205137;0.27325818204596286
0044palmer_sem1_num22lado2;0.7653379107698836;1.85037020744575;0.28060068967624274
0045palmer_sem1_num23lado1;0.782155212809736;1.8066151091668285;0.29179786740056435
0046palmer_sem1_num23lado2;0.8509013482245766;1.5483550548605025;0.331373722114566
0047palmer_sem1_num24lado1;0.9905689027127416;1.5188572420480324;0.3078727430579717
0048palmer_sem1_num24lado2;0.7566170251838449;1.5623174464821443;0.3330279409956011
0049palmer_sem1_num25lado1;0.7648299919951986;1.8982133765677907;0.2827510729208127
0050palmer_sem1_num25lado2;0.900245923061078;1.6097764987658127;0.29745002122037634
0051palmer_sem1_num26lado1;0.8309001821231825;1.4371730394579396;0.38213402481683667
0052palmer_sem1_num26lado2;0.9410158472416704;1.5310618896927122;0.31164163537113904
0053palmer_sem1_num27lado1;0.777629713988676;1.90376095712278;0.2774424141797945
0054palmer_sem1_num27lado2;1.1496357344148929;1.5414304338198175;0.22081421233257642
0055palmer_sem1_num28lado1;1.0126866382787492;1.669625953161884;0.2564892487650889
0056palmer_sem1_num28lado2;0.7994960228416313;1.8838919362992967;0.277515812199833
0057palmer_sem1_num29lado1;0.7926360031957138;1.606164140495293;0.33014814138046505
0058palmer_sem1_num29lado2;0.8113758881319474;1.5353811687758463;0.33886102844416677
0059palmer_sem1_num30lado1;0.9722198050817459;1.5455186993059282;0.29900938074569194
0060palmer_sem1_num30lado2;0.8205682617584905;1.4950643491518945;0.34362509793510776
0061palmer_sem1_num31lado1;0.7443340326776017;1.5394015945409096;0.3406210177495635
0062palmer_sem1_num31lado2;0.8541387253984792;1.34291740331002;0.4177938901957709
0063palmer_sem1_num32lado1;0.9359384553930166;1.4158755245279273;0.3678613931641392
0064palmer_sem1_num32lado2;0.7649835623727388;1.6407946765273844;0.31985180002167585
0065palmer_sem1_num33lado1;0.819935262564784;1.8749796287646794;0.280023938067429
0066palmer_sem1_num33lado2;0.998251948632737;1.6351836397707933;0.2651760734344213
0067palmer_sem1_num34lado1;0.7538213681550822;1.7833011266422774;0.2943728014532736
0068palmer_sem1_num34lado2;0.9263714491230925;1.468330302253254;0.3473801241125401
0069palmer_sem1_num35lado1;0.8905625299062102;1.4534755538984285;0.37997853826137623
0070palmer_sem1_num35lado2;0.78478636584155;1.6166225814834188;0.324882699251355
0071palmer_sem1_num36lado1;0.7443016976585021;1.7489571701607551;0.29833585731834034
0072palmer_sem1_num36lado2;0.7913560595193463;1.4762884401399958;0.35989116026127727
0073palmer_sem1_num37lado1;1.077227415829609;1.5705813781996996;0.25184017200380715
0074palmer_sem1_num37lado2;0.7523460329134563;1.7355654487619914;0.2974210270323081
0075palmer_sem1_num38lado1;0.8774521721959656;1.5416100506056931;0.3319936014145478
0076palmer_sem1_num38lado2;0.7657663848472939;1.844606484034378;0.28403038673932063
0077palmer_sem1_num39lado1;0.8603966916718621;1.6966816056174954;0.28054148380884353
0078palmer_sem1_num39lado2;0.9746801582177975;1.6479483700521969;0.2799937663507662
0079palmer_sem1_num40lado1;0.8649354217218156;1.4518740217477553;0.3694303952562545
0080palmer_sem1_num40lado2;0.8067529694774206;1.681872861189459;0.30635558884296143
0081palmer_sem1_num41lado1;0.8446861101696957;1.5043757474445458;0.3379674181713095
0082palmer_sem1_num41lado2;0.8499979125204259;1.4822953096644682;0.345155360974723
0083palmer_sem1_num42lado1;0.9635464070114571;1.6181328610892867;0.2847466943038222
0084palmer_sem1_num42lado2;0.761326268772143;1.836777540755121;0.27917828089859636
0085palmer_sem1_num43lado1;0.7588785372266502;1.7269553539795066;0.3043474614335437
0086palmer_sem1_num43lado2;0.8660003933026722;1.4118194670538726;0.39147947452357934
0087palmer_sem1_num44lado1;0.9100901123805839;1.640972499467076;0.2883182445648139
0088palmer_sem1_num44lado2;0.7355453252329066;1.6590547485012246;0.309568608820807
0089palmer_sem1_num45lado1;0.7827613718426858;1.9907896449139242;0.26252438262509936
0090palmer_sem1_num45lado2;0.8685680166900885;1.7038291586423082;0.28260333870208554
0091palmer_sem1_num46lado1;0.9015306443625446;1.5345120510328834;0.31441780580484374
0092palmer_sem1_num46lado2;0.7832255274221817;1.6558916794177903;0.31576918658202385
0093palmer_sem1_num47lado1;0.8144453731027277;1.433761830676672;0.38032931824544586
0094palmer_sem1_num47lado2;0.7778332397774442;1.446188435558919;0.3775336769099623
0095palmer_sem1_num48lado1;0.9374955016311797;1.5083332317232674;0.33711501609905803
0096palmer_sem1_num48lado2;0.7805182411861438;1.8671141232163975;0.278831198210986
0097palmer_sem1_num49lado1;0.9939033764645534;1.67543745686115;0.2665157060282051
0098palmer_sem1_num49lado2;0.8460775940481712;1.5939040779468057;0.30568702670110165
0099palmer_sem1_num50lado1;0.8743665967732608;1.6507518245892607;0.3034376613499681
0100palmer_sem1_num50lado2;0.8481073807439954;1.7487197535385701;0.291886480156819
0101palmer_sem1_num51lado1;0.8210475428028061;1.6725209450236376;0.3224145769858836
0102palmer_sem1_num51lado2;0.8674813307530725;1.3965247359790982;0.39179697811501885
0103palmer_sem1_num52lado1;0.7680872497774258;1.691636087638695;0.305155242370185
0104palmer_sem1_num52lado2;0.9725326372730504;1.568661229613055;0.2873044171123504
0105palmer_sem1_num53lado1;0.8518630362310101;1.3897222755625083;0.3917119639584992
0106palmer_sem1_num53lado2;0.860155108637703;1.460493802003767;0.3582406161779271
0107palmer_sem1_num54lado1;0.7486577685537738;1.6098293292678343;0.3258895083349437
0108palmer_sem1_num54lado2;0.8244869268400155;1.432880484336384;0.37502034161415065
0109palmer_sem1_num55lado1;0.9229828449065696;1.4823589375924735;0.36701879865038084
0110palmer_sem1_num55lado2;0.8792477825842472;1.8282407029564127;0.28741724612464686
0111palmer_sem1_num56lado1;0.8855495625187396;1.6007506983429183;0.31724589224889427
0112palmer_sem1_num56lado2;0.7794655065172158;1.852755939987824;0.2767563648449215
0113palmer_sem1_num57lado1;0.9153698267943665;1.4164433430867842;0.3810494743270395
0114palmer_sem1_num57lado2;0.7729308662001498;1.748271024433232;0.2958115328147258
0115palmer_sem1_num58lado1;0.7745934444541077;1.7208380790071707;0.306155833623163
0116palmer_sem1_num58lado2;1.0180263025938299;1.4887541887916829;0.29798766333242555
0117palmer_sem1_num59lado1;0.8765285107495507;1.657981093767342;0.3039465811879056
0118palmer_sem1_num59lado2;0.816910437827095;1.5708240136353868;0.33165470324442664
0119palmer_sem1_num60lado1;0.7806865618000868;1.461857506638286;0.3668710450105704
0120palmer_sem1_num60lado2;0.837405671894107;1.409366771541294;0.39032224240257785
0121palmer_sem2_num1lado1;0.9872038367645305;1.6039437297678056;0.30675041130305636
0122palmer_sem2_num1lado2;0.7231096087104444;1.7402069847694568;0.2972400787727477
0123palmer_sem2_num2lado1;0.7274736467251104;1.9912076659063334;0.2649134436041573
0124palmer_sem2_num2lado2;0.9175402845402858;1.4567324039856553;0.3580393221225206
0125palmer_sem2_num3lado1;0.7183130920647127;1.6765564191005267;0.308084266998631
0126palmer_sem2_num3lado2;0.9415169231442846;1.514995613793676;0.3301290709194804
0127palmer_sem2_num4lado1;0.8254933698358965;1.513615377083724;0.34740693116054555
0128palmer_sem2_num4lado2;0.7090423461900712;1.5905615417532126;0.3177546689748379
0129palmer_sem2_num5lado1;0.7951357819292563;1.765015980303467;0.28438640729616443
0130palmer_sem2_num5lado2;0.8357486274261066;1.596128231112767;0.3101648028562323
0131palmer_sem2_num6lado1;0.8885025839025329;1.555510583973405;0.3279705072305739
0132palmer_sem2_num6lado2;0.720236154773672;1.6496378891146743;0.31673449815283367
0133palmer_sem2_num7lado1;0.92207871828128;1.467548335869536;0.3667227438086807
0134palmer_sem2_num7lado2;0.7388095929866125;1.891462658163321;0.27951383029179333
0135palmer_sem2_num8lado1;0.7474243567335693;1.6827437068232984;0.30527438142471763
0136palmer_sem2_num8lado2;0.7407679637900502;1.8163465261931537;0.2845115106715146
0137palmer_sem2_num9lado1;0.9389839919268318;1.472411366348149;0.3651723243551005
0138palmer_sem2_num9lado2;0.7668397177016715;1.6225318706047256;0.31343756374677756
0139palmer_sem2_num10lado1;0.754567407811553;1.6845295393616069;0.3116805163209156
0140palmer_sem2_num10lado2;0.873996488964429;1.5810823653571149;0.3174033435161904
0141palmer_sem2_num11lado1;1.0085300874213796;1.4198674960538011;0.34873915288507595
0142palmer_sem2_num11lado2;0.7744158603786642;1.7618473702743866;0.2878465144242494
0143palmer_sem2_num12lado1;0.7865095656385207;1.5350553750419789;0.3266528229469304
0144palmer_sem2_num12lado2;0.9841015024518891;1.5037325870819098;0.31594967911652555
0145palmer_sem2_num13lado1;1.0733449243997846;1.6159099289138121;0.25021288520789464
0146palmer_sem2_num13lado2;0.7865587101074113;1.623513159468;0.3158550757862354
0147palmer_sem2_num14lado1;0.9133340370807792;1.4575516398114885;0.37720614633759825
0148palmer_sem2_num14lado2;0.7312486197587388;1.7387773370940602;0.29992343349177986
0149palmer_sem2_num15lado1;0.811735795316683;1.7446501566591561;0.29863311616943294
0150palmer_sem2_num15lado2;0.8211065142515312;1.4295326763709948;0.3619238984903617
0151palmer_sem2_num16lado1;0.7575178064299788;1.5672236369200323;0.32771924886517173
0152palmer_sem2_num16lado2;0.726188754433008;1.507185063863187;0.33454588591382173
0153palmer_sem2_num17lado1;0.8784796021577032;1.5221058984900926;0.33537740964525525
0154palmer_sem2_num17lado2;0.7183846255745759;1.6935284212019694;0.3064221891421238
0155palmer_sem2_num18lado1;0.7979991516908123;1.759674132136512;0.2823479120188694
0156palmer_sem2_num18lado2;0.8385081768482149;1.6694645311741891;0.29463660603983044
0157palmer_sem2_num19lado1;0.8192130064702922;1.8156087982999274;0.2825016996241562
0158palmer_sem2_num19lado2;0.9686568115310187;1.4554224936969786;0.34066703989030406
0159palmer_sem2_num20lado1;0.84496619384744;1.5381845841541397;0.33395234529773005
0160palmer_sem2_num20lado2;0.7823327319218931;1.6677788120989778;0.30714191450515227
0161palmer_sem2_num21lado1;0.8852030714916322;1.4812338821993876;0.339531018254172
0162palmer_sem2_num21lado2;0.8656174880418244;1.565974681426408;0.32884745927754955
0163palmer_sem2_num22lado1;0.875855376091644;1.3498962720624343;0.4159392261551108
0164palmer_sem2_num22lado2;0.7532895167460004;1.419093453333012;0.3813960711164421
0165palmer_sem2_num23lado1;0.7791518686580468;1.6481240621945412;0.31060661254417554
0166palmer_sem2_num23lado2;0.9501036971123382;1.509119160048636;0.336355516404735
0167palmer_sem2_num24lado1;1.0352807285603287;1.6660833072169872;0.2652518170483609
0168palmer_sem2_num24lado2;0.7637396949274665;1.6293942664601022;0.31803557082813333
0169palmer_sem2_num25lado1;0.7980264249288374;1.551407568933685;0.3284848716489935
0170palmer_sem2_num25lado2;1.0132004158902013;1.6749495729137982;0.24997133337691213
0171palmer_sem2_num26lado1;0.7522042168887519;1.7729137180458334;0.29806688772927825
0172palmer_sem2_num26lado2;0.8153844009913191;1.5828951069910715;0.3282838139320025
0173palmer_sem2_num27lado1;1.0590593734717841;1.6535957746423633;0.2670710219379444
0174palmer_sem2_num27lado2;0.7448196270715212;1.645486499845668;0.31018613131491396
0175palmer_sem2_num28lado1;0.9221119246956541;1.4717492461037622;0.3410795246553392
0176palmer_sem2_num28lado2;0.7518589488826455;1.5770018213106838;0.3292807517648104
0177palmer_sem2_num29lado1;0.8444649474318696;1.3913001056935035;0.3902679574849818
0178palmer_sem2_num29lado2;0.8368906278773597;1.4617738796687558;0.3648031680325453
0179palmer_sem2_num30lado1;0.7450796911001718;1.6674497360292275;0.3126958580158691
0180palmer_sem2_num30lado2;0.8697962460253861;1.6015313230098185;0.3163038080472452
0181palmer_sem2_num31lado1;0.7488065230286207;1.7457386649497713;0.3054278243093213
0182palmer_sem2_num31lado2;0.7447500142306729;1.5792309307894652;0.3345162635769852
0183palmer_sem2_num32lado1;0.7343949318574164;1.6837480434169732;0.3108007403610025
0184palmer_sem2_num32lado2;0.7569807620084199;1.7160512306934237;0.30484807168559835
0185palmer_sem2_num33lado1;0.8390486951755346;1.5674506038295888;0.32393534446648903
0186palmer_sem2_num33lado2;0.7729181843729703;1.610684024115829;0.31081113509931435
0187palmer_sem2_num34lado1;0.7376462902512153;1.6671415696102752;0.31304189899268503
0188palmer_sem2_num34lado2;0.818168233543138;1.4767608337320748;0.3627651624260984
0189palmer_sem2_num35lado1;0.8248352958501046;1.458614962801764;0.3638836740780018
0190palmer_sem2_num35lado2;0.7539004427510013;1.6040347471995606;0.3368458585694749
0191palmer_sem2_num36lado1;0.7203743621985893;1.4679122623628325;0.3645056814363261
0192palmer_sem2_num36lado2;0.8425487337424052;1.5150789549757113;0.34459952123431187
0193palmer_sem2_num37lado1;0.7821344061154016;1.7341525538682236;0.297134538409311
0194palmer_sem2_num37lado2;0.909379811089668;1.493965226042005;0.3430250662377222
0195palmer_sem2_num38lado1;0.9204607658147476;1.52595379536335;0.3421145414389194
0196palmer_sem2_num38lado2;0.7402398031103877;1.8263166979440335;0.28643176000416654
0197palmer_sem2_num39lado1;0.8450697524203635;1.5276118138029608;0.34270946341697106
0198palmer_sem2_num39lado2;0.7735582740373708;1.7831475005682622;0.2885908251666919
0199palmer_sem2_num40lado1;0.7994052514692332;1.5501324218029306;0.3319359973405017
0200palmer_sem2_num40lado2;0.9379801557978905;1.4785648963926354;0.3509292193719839
0201palmer_sem2_num41lado1;1.073156271650671;1.5797978063041835;0.2826263138152486
0202palmer_sem2_num41lado2;0.7379195909628813;1.725926551647665;0.3086281216263804
0203palmer_sem2_num42lado1;0.8401715546583077;1.421413402266572;0.39299567573213784
0204palmer_sem2_num42lado2;0.7357938017209976;1.5446651793017463;0.3540947393072245
0205palmer_sem2_num43lado1;0.7906231952151691;1.6057188063586674;0.3166045952782627
0206palmer_sem2_num43lado2;0.9964572618315607;1.4908209133338037;0.348935650189012
0207palmer_sem2_num44lado1;0.7400573099229347;1.6634282561008673;0.3191889955237372
0208palmer_sem2_num44lado2;0.7977696571589369;1.5395938856045555;0.33216398780257883
0209palmer_sem2_num45lado1;0.800853757403687;1.506077099731937;0.35956400712086023
0210palmer_sem2_num45lado2;0.7725169634511094;1.8789300402410523;0.277380099639316
0211palmer_sem2_num46lado1;0.8061485104418954;1.586803155748468;0.3369043420946597
0212palmer_sem2_num46lado2;1.059217353058667;1.4556432848909293;0.31286479910491055
0213palmer_sem2_num47lado1;0.7334048294396599;1.5640209978257575;0.3334957013018383
0214palmer_sem2_num47lado2;1.0366234494494855;1.4255308911997155;0.35635516303282533
0215palmer_sem2_num48lado1;0.8085207652666233;1.4350919845106251;0.381398816191939
0216palmer_sem2_num48lado2;0.72317155826379;1.6003135668965198;0.3189225365142007
0217palmer_sem2_num49lado1;0.8657946541392044;1.6638713893894799;0.2976894657639274
0218palmer_sem2_num49lado2;0.7983581511654901;1.6938845621584502;0.2998670818295204
0219palmer_sem2_num50lado1;0.8998007169158645;1.434797443362737;0.38967416507358554
0220palmer_sem2_num50lado2;0.9361747109432329;1.510973334180688;0.3470913255534712
0221palmer_sem2_num51lado1;1.0403551825313757;1.7280901431844466;0.2532861205506125
0222palmer_sem2_num51lado2;0.7626416348473751;1.6062245463933735;0.3252714009838272
0223palmer_sem2_num52lado1;0.8684442575251125;1.3921017217329548;0.41095221107571206
0224palmer_sem2_num52lado2;0.7122244795215613;1.7516589827930076;0.29602650698434485
0225palmer_sem2_num53lado1;0.7132594255279324;1.6628601696306988;0.3119564248925314
0226palmer_sem2_num53lado2;0.8504582189838498;1.3647022977397316;0.41636261451795636
0227palmer_sem2_num54lado1;0.7650086379850013;1.7857561260155732;0.2965501231417431
0228palmer_sem2_num54lado2;0.7476901817577961;1.6185640283163498;0.328969227703377
0229palmer_sem2_num55lado1;0.7946659213904191;1.7227839046092892;0.30343271849009407
0230palmer_sem2_num55lado2;0.7680803756309523;1.5246583152813187;0.3510676829632398
0231palmer_sem2_num56lado1;0.8594516290441737;1.4198346374376412;0.3963075190521733
0232palmer_sem2_num56lado2;0.7439786784715388;1.7101716702113314;0.3042834781332028
0233palmer_sem2_num57lado1;0.9091336791489258;1.770325462572939;0.2648200348197166
0234palmer_sem2_num57lado2;0.7956916826520826;1.6391587726734858;0.31857010054495055
0235palmer_sem2_num58lado1;0.7459269497595568;1.7501644776537184;0.30880354308406877
0236palmer_sem2_num58lado2;0.913037246333501;1.4042960851809372;0.3900692397730994
0237palmer_sem2_num59lado1;0.7488676977257955;1.523035142407303;0.3424149676722627
0238palmer_sem2_num59lado2;0.804270479234367;1.5055026350773966;0.3464091974754248
0239palmer_sem2_num60lado1;0.83509142425806;1.7530150527076458;0.28756572610453124
0240palmer_sem2_num60lado2;0.7506394166814286;1.854030698011212;0.2801939849410827
0241palmer_sem3_num1lado1;0.8863399425969145;1.7438142608781713;0.2761551218799583
0242palmer_sem3_num1lado2;0.7390364664528599;1.8670788096076891;0.27720112847903333
0243palmer_sem3_num2lado1;0.7943270126676943;1.3950572768621616;0.39443123104776784
0244palmer_sem3_num2lado2;0.782796191428675;1.5003426193431024;0.3506903623645546
0245palmer_sem3_num3lado1;0.8053779832358116;1.3375828763256161;0.4356331441625766
0246palmer_sem3_num3lado2;0.7093780527894813;1.57700112041389;0.325877359577768
0247palmer_sem3_num4lado1;0.7853344371426446;1.4617449904935869;0.38538929732352006
0248palmer_sem3_num4lado2;0.7842879479221333;1.5887958551916914;0.33841260622628866
0249palmer_sem3_num5lado1;1.0614236193074256;1.4050274290317943;0.32283697133520006
0250palmer_sem3_num5lado2;0.8250240447898866;1.5996659546624485;0.34705165158465434
0251palmer_sem3_num6lado1;0.7844752739144237;1.6393210002630945;0.32831596364929033
0252palmer_sem3_num6lado2;0.8967769100121492;1.2612817445024953;0.5231159255283404
0253palmer_sem3_num7lado1;0.9188677259445467;1.3761208887432426;0.37822823333063993
0254palmer_sem3_num7lado2;0.9471170857102793;1.394426505087682;0.4202279705048902
0255palmer_sem3_num8lado1;0.7529983359729482;1.6958036562087941;0.3151590020041301
0256palmer_sem3_num8lado2;0.9010950888037113;1.2635591906134318;0.5439432206811294
0257palmer_sem3_num9lado1;0.7300498535882503;1.7485628639944268;0.2916139957560317
0258palmer_sem3_num9lado2;1.0513274200798823;1.625058252725753;0.27118535727536136
0259palmer_sem3_num10lado1;0.7697623723866682;1.7274727106611432;0.3050099688092036
0260palmer_sem3_num10lado2;0.9162305444424031;1.328499207495796;0.45870468145219995
0261palmer_sem3_num11lado1;0.9067033786608141;1.4683960875396733;0.37273476465169486
0262palmer_sem3_num11lado2;0.7794230741828166;1.5509250917517885;0.3300039645963973
0263palmer_sem3_num12lado1;0.8731702828018061;1.2441895656518587;0.5433568033169207
0264palmer_sem3_num12lado2;0.7685512660142133;1.4375215170167974;0.3904554493779645
0265palmer_sem3_num13lado1;0.7915513775871892;1.3487698892712527;0.41678905026265317
0266palmer_sem3_num13lado2;0.8444103155451662;1.4522444483352062;0.3724984084386046
0267palmer_sem3_num14lado1;0.7271096500514379;1.5393954917657158;0.3441385887261626
0268palmer_sem3_num14lado2;0.8422980126004139;1.3723539321477174;0.423425503708137
0269palmer_sem3_num15lado1;0.8402893928871521;1.242141231129427;0.5206245165233144
0270palmer_sem3_num15lado2;0.8501311868140562;1.3366848636293154;0.4453179473119256
0271palmer_sem3_num16lado1;0.7558588046560426;1.6507866850975912;0.3178834008878725
0272palmer_sem3_num16lado2;0.8452246686341233;1.4781048599962612;0.35676418479729827
0273palmer_sem3_num17lado1;0.9238662989400483;1.2760564615761705;0.5090606863343331
0274palmer_sem3_num17lado2;0.7345098345521976;1.7420670962025522;0.30679585815141625
0275palmer_sem3_num18lado1;0.7430226260764702;1.5946505084135634;0.333339083758802
0276palmer_sem3_num18lado2;1.0705091377272256;1.6528615143485212;0.25577408498305937
0277palmer_sem3_num19lado1;0.7446779986287532;1.3477470635366704;0.4194811572257635
0278palmer_sem3_num19lado2;0.7604042848939849;1.3474140362569047;0.4383031970812753
0279palmer_sem3_num20lado1;0.8820484240529761;1.3880702837674475;0.41291155786619216
0280palmer_sem3_num20lado2;0.7244634449757367;1.3811838318442187;0.3972884796007458
0281palmer_sem3_num21lado1;0.8314155480027138;1.5570561913739656;0.32659113116544947
0282palmer_sem3_num21lado2;0.9655871030523628;1.4161524070504001;0.3906222650234629
0283palmer_sem3_num22lado1;0.802711133115924;1.5321836260831607;0.34360623931185996
0284palmer_sem3_num22lado2;1.0454989190743806;1.4897767371181458;0.3317012210482097
0285palmer_sem3_num23lado1;0.8823558055987519;1.48821925054833;0.3650668988085618
0286palmer_sem3_num23lado2;0.7313182174608305;1.6372247498908465;0.32780775853869076
0287palmer_sem3_num24lado1;0.737316655331;1.6959529658228816;0.31277214700408074
0288palmer_sem3_num24lado2;0.7920023985263412;1.4529807166006732;0.3876668989863803
0289palmer_sem3_num25lado1;0.8076158087731798;1.5880721081426188;0.3273743048362806
0290palmer_sem3_num25lado2;0.9178430616275938;1.5499723220380517;0.3353318013963403
0291palmer_sem3_num26lado1;0.8932032890626451;1.3753668235897805;0.4060325645110063
0292palmer_sem3_num26lado2;0.8238873127275974;1.5533714070984024;0.3397050742917208
0293palmer_sem3_num27lado1;0.8876033773488449;1.4942932264585862;0.36913446448166964
0294palmer_sem3_num27lado2;0.7292089277448721;1.6814589761833254;0.3114777760471212
0295palmer_sem3_num28lado1;0.7187642816962839;1.677478157494483;0.30866810871405465
0296palmer_sem3_num28lado2;0.7580311394489682;1.6206009725808554;0.32248813617753036
0297palmer_sem3_num29lado1;0.9937996447400431;1.5652803441850285;0.3239279634918984
0298palmer_sem3_num29lado2;0.7897547960901545;1.429508250834535;0.37806657476207894
0299palmer_sem3_num30lado1;0.7464675056446864;1.362994019142834;0.4049032440596935
0300palmer_sem3_num30lado2;0.9330062227133897;1.2825884265058491;0.5077702345173818
0301palmer_sem3_num31lado1;0.7962628370495595;1.5023542871983318;0.35009838698479095
0302palmer_sem3_num31lado2;0.7401772163838991;1.5231740202294592;0.34691511552136384
0303palmer_sem3_num32lado1;0.8560608842393451;1.2854469183034825;0.4905034112160826
0304palmer_sem3_num32lado2;0.7172950158322151;1.4138637821396152;0.38378053299157744
0305palmer_sem3_num33lado1;0.9922482257082235;1.4870682577963523;0.3390051049233868
0306palmer_sem3_num33lado2;0.9062710329960197;1.6022745018050206;0.31604758075252737
0307palmer_sem3_num34lado1;0.9879378988130765;1.6408045187147715;0.29179732896362987
0308palmer_sem3_num34lado2;0.7215700581499286;1.5876849190849336;0.32816935414988213
0309palmer_sem3_num35lado1;0.8298266178371752;1.300302857703907;0.46182964281559524
0310palmer_sem3_num35lado2;0.7351233558016532;1.5095376632782316;0.35086088970811125
0311palmer_sem3_num36lado1;0.7738684233220893;1.6117848810487185;0.3333649685821811
0312palmer_sem3_num36lado2;1.0601817163644176;1.6091127864570458;0.2903943866474311
0313palmer_sem3_num37lado1;0.8051196479693832;1.544723641433398;0.3410225302737307
0314palmer_sem3_num37lado2;0.773580264531367;1.5455739785754279;0.33876425341330857
0315palmer_sem3_num38lado1;0.8788091832410886;1.429291919884115;0.3923502815942264
0316palmer_sem3_num38lado2;0.7212868903165621;1.6491656987315961;0.31469356975685114
0317palmer_sem3_num39lado1;0.7703522782393475;1.654714943333418;0.30544486691703937
0318palmer_sem3_num39lado2;0.8917871038643496;1.6212144782600533;0.32016351681555655
0319palmer_sem3_num40lado1;0.7485199653933743;1.4521582249770029;0.3899300994672383
0320palmer_sem3_num40lado2;0.9491212624400931;1.3121573000729863;0.48624116065057893
0321palmer_sem3_num41lado1;0.9643191253928433;1.8235711992785029;0.25832658047860096
0322palmer_sem3_num41lado2;0.7989768021841959;1.7811415413166027;0.2818651142593646
0323palmer_sem3_num42lado1;0.9246174791281616;1.241357256791003;0.5662662856731978
0324palmer_sem3_num42lado2;0.7558074519945218;1.3205604705116734;0.4326360066026862
0325palmer_sem3_num43lado1;0.8756881614855523;1.4420419889213587;0.3869924489082814
0326palmer_sem3_num43lado2;0.8148763271089768;1.4952615842709778;0.3507696037656979
0327palmer_sem3_num44lado1;1.03976865613149;1.279893924548479;0.4783539021232872
