;mean_R_full;mean_G_full;mean_B_full;mean_H_full;mean_S_full;mean_V_full;mean_L_full;mean_a_full;mean_b_full
palmer1_IMG_5561_20170519;166.0604365261167;165.97178423148506;164.89166547219722;74.65277163798154;10.0206863689379;167.25461807564943;173.10403979614983;127.74710352321604;128.81143641984238
palmer1_IMG_5566_20170519;165.9782278918217;165.82001142671896;164.78039070760818;73.6484293508159;9.998180276027377;167.0859769621449;172.9496190088984;127.78145495756172;128.79936619441582
palmer1_IMG_5571_20170519;165.8488093037337;165.26157764631915;164.5392510475609;78.15371694333705;10.219034942361825;166.7327059801169;172.4672828119641;128.02722335417738;128.6969642726373
palmer1_IMG_5576_20170519;166.2310817807463;166.84998708410137;164.30518995859768;74.26442539544753;12.792276850780175;168.08706191995668;173.92469534331062;127.23925463096924;129.50221858746283
palmer1_IMG_5581_20170519;165.88473967040682;166.35795586982383;164.25853632616025;74.24026948347122;12.164213148273175;167.61236541566646;173.43388806950512;127.35795559074215;129.2919751635195
palmer1_IMG_5586_20170519;164.966093254351;164.77066995893705;163.97926060554911;73.38971820791181;9.529607437057043;166.0006581303405;171.82891708953116;127.83304258607323;128.66342530078305
palmer1_IMG_5591_20170519;163.5522540754851;163.37485052386975;161.95241211384032;73.8594427052076;12.312281590702876;164.72366395801183;170.43511496824274;127.73233323866884;129.04116471041596
palmer1_IMG_5596_20170519;163.44816365392447;164.27708219468022;161.9437267022641;75.6400711345629;14.075085745045294;165.53432386107897;171.21189190341718;127.136306881305;129.4160851721465
palmer1_IMG_5601_20170519;166.96403614352926;167.5322953840342;164.84354671692816;73.9624961709998;12.587432875282207;168.7597214742834;174.65134173525377;127.25538532691401;129.56351697352252
palmer1_IMG_5606_20170519;166.15686068646048;166.09908743650334;164.81338089331132;75.37589389851608;10.90912922953818;167.39912610605637;173.24496268790008;127.70323590704659;128.92535581793695
palmer1_IMG_5611_20170519;166.0246601008802;166.0659403510981;165.13838615120957;67.36419440514975;9.341918777863512;167.21192154188816;173.14931052320892;127.7391745903528;128.66669167238226
palmer1_IMG_5616_20170519;166.09662710851762;166.68247736759477;165.03248365251343;69.0927004297411;10.709993924950703;167.76764119745226;173.71470091601296;127.38020799843537;128.99709822066472
palmer1_IMG_5621_20170519;163.7265254937736;163.87090062550013;162.79425207904663;74.92560096325589;10.941998740337077;165.12460950895917;170.85253135984652;127.62408874260544;128.79906171633874
palmer1_IMG_5626_20170519;163.5203698345336;164.17541995089948;162.65020151927584;66.91277269625914;11.254718098511805;165.19952691195488;171.06336236228995;127.34460934820817;128.94692726641085
palmer1_IMG_5631_20170519;165.50808002766703;165.42656859514318;164.65426885520262;67.48664002664894;9.120448624864254;166.54631114343994;172.49219559336777;127.81396032262731;128.5997834103152
palmer1_IMG_5636_20170519;166.5600386115041;167.08212490980083;164.67242858635547;73.78772011727679;12.236289890814328;168.31028855702732;174.1900045903349;127.30376318158436;129.43321196630657
palmer2_IMG_7509_20170601;153.38468926826133;152.19418785677797;150.13272419856682;71.07735919995999;18.231264635041573;154.15656273889388;159.13160831850848;128.0684734635774;129.63347716085104
palmer2_IMG_7514_20170601;153.12161206043527;155.75029124960702;149.40488584890832;70.07056032450275;25.527728882673184;156.85361481061742;162.05772714566905;125.7224462131523;131.46184540841477
palmer2_IMG_7519_20170601;154.49812468296327;155.17801647072903;152.80407530649862;70.54716669613771;17.53937948093493;156.37555057227362;161.66171620477542;127.14106924216608;129.5325306498628
palmer2_IMG_7524_20170601;154.64624185304856;156.65538049321987;152.32849963920324;69.93960667572229;20.845157408747;157.75478011045382;163.05660808407993;126.26834632514222;130.43720891784193
palmer2_IMG_7529_20170601;151.5100490045046;153.03405488218738;148.56128259003845;69.76299147394404;23.822579647669468;154.19363940552483;159.3912366353381;126.43407444022921;130.64936689770155
palmer2_IMG_7534_20170601;153.42306293893958;152.91971970825475;150.44614712157426;69.58244183491941;17.40543614210034;154.4581920063872;159.76953912010245;127.67101526107751;129.74595264631915
palmer2_IMG_7539_20170601;156.06772105945646;158.17678421362382;152.80040488049053;73.06342152759915;22.449895578810874;159.37999600801612;164.6952490368334;126.10021475890915;130.9878927125307
palmer2_IMG_7544_20170601;154.14701781166053;155.2006093022155;151.71140886890214;71.3395747711084;20.698301464441872;156.3358337932599;161.73048354132732;126.78441361373673;130.1375858008616
palmer2_IMG_7549_20170601;155.14473771460263;156.17723727476994;152.7712284571295;75.99340513322689;19.8139993382416;157.4652150960398;162.73649082960034;126.81360466097608;130.09450407861084
