;mean_R_full;mean_G_full;mean_B_full;mean_H_full;mean_S_full;mean_V_full;mean_L_full;mean_a_full;mean_b_full
tommy2_IMG_8097_20170608;163.1578861998814;162.2807113166045;162.44946311389032;75.52038568637117;6.714231612314958;163.7652271412037;169.7846143292574;128.31905869779163;128.1810192776206
tommy2_IMG_8102_20170608;162.92114229904334;162.72876551470694;162.26294263465581;79.08378527815286;8.54565329218107;164.1677538013153;170.20471995161395;127.8651598602002;128.47776913740998
tommy2_IMG_8107_20170608;166.24363403599398;165.38664099785308;165.53615346454188;76.82187178497942;6.881931941586648;166.95963100717663;172.8406564915731;128.29633486537995;128.19264073975836
tommy2_IMG_8112_20170608;166.94588679421366;166.88497432225583;165.90999879213462;71.1746026323874;8.617218143164866;168.14549743066272;174.20466848895822;127.75991677562014;128.71255695498257
tommy2_IMG_8117_20170608;166.62538624899975;166.7910289651027;165.40076626889714;74.15907313412708;9.769284876721825;168.10084648812585;174.0866206360561;127.59798288715992;128.92202202021178
tommy2_IMG_8122_20170608;166.71941198166726;166.533686829311;165.48595482538866;73.01752191795624;9.133716278006402;167.84005133092919;173.85616014687287;127.80073095948715;128.77919372642322
tommy2_IMG_8127_20170608;165.9685303069273;165.94362807480996;165.0065368177905;69.83503014974852;8.952432151902578;167.1620543959155;173.20777544912048;127.74373936140759;128.69079154476378
tommy2_IMG_8132_20170608;165.76129744834537;165.21098075765534;164.8653562778635;74.55326044390503;8.212744609482169;166.61500697927383;172.5439249953561;128.06947972036465;128.4429996387567
tommy2_IMG_8137_20170608;165.2422708895962;164.5414055020612;163.52267169996;75.56563369618414;11.058390466928156;166.22363359392858;171.95349221563146;128.04611461414393;128.872146892504
tommy2_IMG_8142_20170608;165.53554155012216;165.8361948690951;163.40640840674297;70.47677298337834;12.247260646183411;167.09562057264876;173.07512671423112;127.40735996352737;129.457519363801
tommy2_IMG_8147_20170608;166.69348245000646;166.69521805877056;165.7487489886081;74.29703111827347;9.19873041293367;168.02229387922597;173.98061716562;127.72213330680941;128.71044006487196
