;mean_R_full;mean_G_full;mean_B_full;mean_H_full;mean_S_full;mean_V_full;mean_L_full;mean_a_full;mean_b_full
tommy4_IMG_0009_20170705;145.7119800932177;142.89137595289637;141.56398521671025;63.10612330809543;25.35198017359325;146.42962693928254;149.93900263140503;129.0616297676076;129.54950143738208
tommy4_IMG_0014_20170705;147.93581066297295;148.4651062541974;142.93320074722436;65.9281978179834;28.92719128211448;150.0571483303326;155.02763773460717;126.80346305718092;131.38020481690458
tommy4_IMG_0019_20170705;151.52313313355552;152.071054243202;146.9686436698924;68.59900030721307;25.662186792248946;153.36417313912824;158.74388922825216;126.83237837175281;131.12043539639419
tommy4_IMG_0024_20170705;152.19142500428669;154.27460835914283;147.38833625141103;69.27324007764274;27.00081134616484;155.38320416318373;160.77349772581948;125.903526163123;131.83729969752014
tommy4_IMG_0029_20170705;154.75089685678154;156.6262987901699;151.8220669746835;71.96549094033993;22.9639145755637;157.8136863760824;163.2008006405929;126.26965119929199;130.74924820985868
tommy4_IMG_0034_20170705;153.60957264562256;153.42481696709248;151.04097415346726;71.06324185483467;18.975823268532807;154.7017403084991;160.12579917820503;127.5431144864362;129.70341457511714
tommy4_IMG_0039_20170705;146.3788899516318;144.75558637733266;141.98682678808728;62.97975284975852;26.051220859410726;147.1962111429041;151.53187402656317;128.22151296412395;130.16750876762902
tommy4_IMG_0044_20170705;146.64774180526982;143.11627473556456;142.3678820225873;65.01203143307757;25.398956647680183;147.2788191988526;150.27068536424397;129.5190121023198;129.31674008746643
tommy4_IMG_0049_20170705;149.47200905966002;152.6471173321759;144.91339622047542;70.58346416680956;30.648113876921872;153.74880262810072;158.8855765246342;125.27626984382142;132.21328954430658
tommy4_IMG_0054_20170705;149.0176609564329;151.66695613015116;144.423197009763;69.8208605047225;30.135457133505515;152.76039919615556;157.9420048801333;125.55386644179384;132.0315462730767
tommy4_IMG_0059_20170705;151.4300951824703;152.58741763742427;147.45767029115586;62.581454555684154;25.919121636284718;153.70135668286682;159.1037881203204;126.55866893459576;131.03033673321758
tommy4_IMG_0064_20170705;151.7437414266118;151.7032676665381;147.5144450427955;69.43729107947888;24.56412397610525;153.20766883993127;158.38708423532518;127.24709978352196;130.70118203357194
tommy4_IMG_0069_20170705;145.82512018372057;144.1663725704268;141.9079134940665;65.71771248606825;25.648502302758487;146.62493318785366;150.83785947948817;128.3155602977109;129.87630721843564
tommy4_IMG_0074_20170705;147.9862382607096;146.75050893329188;143.0512670753315;72.22160321912865;27.041669066768836;149.23717307259517;153.6477458240455;127.882151913741;130.65212790825402
tommy4_IMG_0079_20170705;145.38858044785238;144.70745310981798;140.344104266243;71.0744130466428;29.556908599197673;146.61000818044124;151.28336588541666;127.46284318111995;130.99069407828932
tommy4_IMG_0084_20170705;147.01783755929927;150.38457071437756;140.51206776950804;70.93021267584376;35.263629510405956;151.51789131042455;156.52922196948592;124.92147937385687;133.3067227308206
tommy4_IMG_0089_20170705;149.12168065870412;150.58906276791842;145.15486452707052;68.52575767318244;27.674739326578216;151.6654133668053;156.97297144481237;126.30218263058342;131.2335896642447
tommy4_IMG_0094_20170705;150.25255242492926;153.30114321889647;145.6795690019326;70.57064790032366;29.931517047646604;154.4110634328025;159.58819878695488;125.35907080100452;132.1273653844093
tommy4_IMG_0099_20170705;153.88814591772763;156.04960229748943;149.69069861057528;71.71222250353652;26.47102769695573;157.19921434050997;162.5429247667324;125.94729866826704;131.53894941611654
