;mean_R_full;mean_G_full;mean_B_full;mean_H_full;mean_S_full;mean_V_full;mean_L_full;mean_a_full;mean_b_full
tommy3_IMG_0004_20170622;156.52864069823102;156.8886326361204;154.47344052524502;69.85008749767805;15.997169944648062;158.12797394984923;163.87337317726195;127.32331675811615;129.5523561077353
tommy3_IMG_0009_20170622;156.9544214458841;156.47888345461106;154.6109581743684;67.22762881515774;15.165712095800467;157.94305411549425;163.58453131921223;127.81723182932885;129.35766590399234
tommy3_IMG_0014_20170622;155.7849840008073;157.23178925272202;152.8443616911544;66.15317926463548;20.084049401023805;158.26502463956047;164.1006144596443;126.56215315732882;130.48907032544938
tommy3_IMG_0019_20170622;156.56675152981398;157.70579932779282;153.57164969180457;75.80668449663494;19.73678715849337;159.00432319798097;164.652808141861;126.72083423755787;130.41521767475422
tommy3_IMG_0024_20170622;158.47345230249056;157.76647050575846;156.99113675759816;68.20744133257244;12.018382996470622;159.28330125010714;164.91479157289524;128.08429510450605;128.7517149009059
tommy3_IMG_0029_20170622;159.0647810459355;159.7015910556341;156.5894932792674;67.86063963057627;15.855410031221426;160.8700320675976;166.7699880508402;127.13251979916838;129.85561917500786
tommy3_IMG_0034_20170622;155.37900476582146;155.41748348283178;152.88791400087877;63.614621734968;16.74132083985268;156.5648206755294;162.4086444647169;127.462009620056;129.66529425475824
tommy3_IMG_0039_20170622;155.65224579234183;156.2018011482982;153.06192626394963;63.99596436774835;17.374120557913233;157.25597547296525;163.12117312082052;127.13965368423496;129.92192076939014
tommy3_IMG_0044_20170622;160.97841242060684;161.6986961417074;157.98105588196944;71.18815662329959;16.509028626185984;162.92102474985353;168.8287663854417;127.02711629845751;130.1502957372399
tommy3_IMG_0049_20170622;161.0126358122928;159.18115831609725;158.52114674202318;61.38810969292981;12.868814266921726;161.6226857991648;166.71434932895374;128.6903684569866;128.84720140273134
tommy3_IMG_0054_20170622;158.06770548670053;159.10290505017218;156.2179207926097;62.90270633287609;15.31929240076303;160.08265912788994;165.99466496359884;126.96218281812628;129.69314660315214
tommy3_IMG_0059_20170622;157.71426097170425;157.8041163873171;155.88519976441043;61.4830455108489;13.404841754008059;158.78972185829974;164.78505343632116;127.53090354804311;129.2805596636374
tommy3_IMG_0064_20170622;156.16068003043551;157.15752797067898;152.84128286242213;70.26169949336635;20.225277719728798;158.3416399194816;164.05848083356554;126.77862121833205;130.5103403657443
tommy3_IMG_0069_20170622;156.15522498892602;156.50948464559755;153.22309345930856;69.15373179048068;17.981731203739425;157.69453709955133;163.47082206959806;127.20203524198386;130.0499944072038
tommy3_IMG_0074_20170622;157.0484919990641;158.10737208683418;154.60324698100638;69.78811814352208;18.130718941115113;159.26194385725663;164.93932580795254;126.85170265480323;130.07097944932056
tommy3_IMG_0079_20170622;156.70780821330592;156.93504614670852;154.69706055580562;69.99467395002786;15.535792109625056;158.12121916929226;163.83292682300595;127.39766338332691;129.48572737384615
tommy3_IMG_0084_20170622;160.0386099970172;160.93012041145118;157.4091027167817;70.57305922157208;16.996548485636;162.13702970277134;167.91230914164308;126.96047573150648;130.0519047210791
tommy3_IMG_0089_20170622;160.08691791382674;160.8115156232139;158.47065774632415;69.31345289637632;13.384305698445358;161.95553866553428;167.802758264389;127.17549457733196;129.431372762435
tommy3_IMG_0094_20170622;156.9223684163523;157.4055907533329;154.02302016130471;72.11317017550441;18.610843415995085;158.6335555269776;164.30306938460933;127.11354498215664;130.10640144086506
tommy3_IMG_0099_20170622;157.07615591152978;158.61155624633844;154.01767379418868;72.74075703910893;20.67832362798997;159.82867730257988;165.37822919792382;126.48803995600781;130.61421728984482
tommy3_IMG_0104_20170622;157.33451781166053;156.06193234792948;154.74399505601284;62.672602175140035;15.634104759659353;158.0498178043374;163.2294895641325;128.30276987418551;129.1648861257573
tommy3_IMG_0109_20170622;158.13455017396836;156.85780728675482;154.9339783245099;71.51122371497414;17.449697375025007;159.0742371135724;164.15661972736626;128.18584002236224;129.54983432597095
tommy3_IMG_0114_20170622;160.5961665679834;161.4147403893211;158.61115168958258;72.89492185267345;15.532026516775264;162.65632669163662;168.39361764831958;127.06879301206348;129.69764779940772
tommy3_IMG_0119_20170622;161.19082029017346;162.2332246812664;158.53639676792196;71.31796285579561;16.545284792774062;163.4257551279578;169.2169063866384;126.87323592490783;130.1232258221522
tommy3_IMG_0124_20170622;160.52505963416638;159.53481805885988;159.02457632056968;72.40437038510588;10.85297498803298;161.3331698473044;166.8700343560671;128.25440882023034;128.6306684831533
tommy3_IMG_0129_20170622;160.4501525013753;160.67612401807912;158.3339129300983;73.26206486705891;14.403585719146518;161.99100207279517;167.77445134780808;127.40194572375471;129.51414486257573
tommy3_IMG_0134_20170622;159.1599763539702;158.55148989411865;157.24188916171914;71.79212117903734;13.656638090938642;160.07031104877544;165.6771908914002;127.94543222602668;129.06788108487297
