fold;r2;rmse
1;0.09534748361139755;0.6339379405746273
2;-0.08921419334558967;0.7970832206954845
3;0.09823077412923698;0.5877445083902165
4;0.24291868304720643;0.6018393977750924
5;0.35807457288119793;0.5237168332492009
6;0.1117327489422475;0.6106456697042659
7;0.27980748073552575;0.7047070946753087
