fold;r2;rmse
1;-0.2519554322907689;0.5100001260648108
2;0.09838472786010743;0.6551392181751609
3;0.1793195687472695;0.42252739246751736
4;-0.28977523444314235;0.47328176268737043
5;0.1502087356407681;0.3755376102217266
6;0.07412956370727541;0.48111080747908913
7;0.09036030999795586;0.7854878889526081
