fold;r2;rmse
1;-0.1482970530451888;0.48843072326438663
2;-0.8592462518504649;0.9407872558205106
3;0.16778984462034618;0.42548508031590077
4;-0.031292907111250434;0.4232079023026728
5;0.022126738913228472;0.4028455703758307
6;-0.15267064285714183;0.5368125005197676
7;0.0927369905661356;0.7844610676551559
