fold;r2;rmse
1;-0.008253049358526665;0.6766473944593082
2;0.2854491544086505;0.5681678889201677
3;-0.13181362517673123;0.6945939975471802
4;0.12098237532072897;0.6165743351083357
5;0.19192928470338977;0.5708813674611264
6;-0.1664173267836877;0.6581085179729637
7;0.28130043181521924;0.5302535220241795
