ind;sst;mean_R_full;mean_G_full;mean_B_full;mean_H_full;mean_S_full;mean_V_full;mean_L_full;mean_a_full;mean_b_full
0065palmer_sem1_num33;5.1;54.96417223;61.69083751;31.23306922;25.096137;91.86961803;62.62249300000001;62.32191657;122.1384067;140.6460753
0067palmer_sem1_num34;4.3;51.86211501;62.93061712;31.93885129;28.03800828;88.56723268;63.27872158;62.92959698;120.5876375;140.4013928
0069palmer_sem1_num35;6.0;48.17319452;57.96583097;31.36672621;28.81796338;82.73131257;57.82837818;57.62134922;121.264956;138.9188134
0071palmer_sem1_num36;4.3;49.25159009;64.41940275;30.47673732;30.64563275;93.81073577;64.25369097;63.58350264;118.8949429;141.1529051
0073palmer_sem1_num37;6.0;50.63089175;57.51685133;30.64929444;24.51897762;87.88907285;59.59742571;57.89905169;122.3587054;139.2604364
0075palmer_sem1_num38;4.5;52.05534675;64.20352468;30.6399328;27.97806217;92.05545257;64.14911388;63.94180872;120.0056061;141.1552551
0077palmer_sem1_num39;4.4;53.38605856;58.47282779;31.92225998;23.84999729;85.09565821;60.31294389;59.43891715;123.1644587;138.964749
0079palmer_sem1_num40;3.8;49.12028461;59.03486898;31.29724992;27.78012781;83.23479203;58.84949888;58.82034491;121.2770037;139.157768
0905tommy_sem1_num33;6.7;55.91683424;65.92181523;40.5284141;30.89986263;76.71242754;66.13113296;66.58401038;121.27194;138.483501
0907tommy_sem1_num34;5.9;54.20635345;64.13535716;38.80022299;32.10256811;81.75693385;64.16907947;64.67198107;120.9622292;138.9859292
0909tommy_sem1_num35;5.3;55.73073696;67.64859272;37.15406242;30.42107514;87.33675011;67.81234638;68.09196158;120.15179209999998;140.415865
0911tommy_sem1_num36;6.0;51.98001046;64.07963042;37.78475775;31.13280856;78.04849468;63.75122008;64.06452732;120.5813418;138.4848524
0913tommy_sem1_num37;5.7;46.84045952;53.57670019;38.12709745;33.59662291;54.40925792;53.62758344;53.59585977;123.5689489;134.5325571
0915tommy_sem1_num38;6.0;48.12058882;57.50347854;36.79302124;34.12420136;79.58771266;57.24058874;57.45847841;121.1627417;137.6646938
0917tommy_sem1_num39;5.1;54.59927358;68.00412340000001;36.17499033;32.19474961;96.94176431;67.75094991;68.18104293;118.8030721;141.8438625
0919tommy_sem1_num40;6.3;47.17630744;52.91399596;36.88981843;37.61229279;61.5244674;52.95682081;52.92989421;123.64593899999998;135.2643786
0185palmer_sem2_num33;4.4;49.62366163;61.60711882;31.24499182;28.87592856;91.11069405;61.74162312;61.54611503;120.1702709;140.2735481
0187palmer_sem2_num34;4.6;46.78076772;60.37631298;29.82394219;31.67227702;94.21411448;60.29447495;59.68551717;119.475542;140.36408830000002
0189palmer_sem2_num35;6.0;47.53176663;60.53510046;31.00171813;30.91855861;88.57919587;60.53607662;59.98900217;119.80929170000002;139.9381543
